,IZUMO4 (113177)
ACH-000004,0.26790745464899995
ACH-000007,0.0382208378527
ACH-000009,-0.025906687328400003
ACH-000011,-0.09316094425219999
ACH-000012,-0.150047593146
ACH-000013,-0.34729882867399997
ACH-000014,0.022327590162299998
ACH-000015,-0.0764703903979
ACH-000017,0.008601882454520001
ACH-000018,-0.409416004123
ACH-000019,-0.0236680645383
ACH-000021,-0.172472833631
ACH-000022,-0.160601829636
ACH-000025,0.00491603198633
ACH-000028,-0.127124535034
ACH-000030,-0.0487442452921
ACH-000035,-0.34813503413099994
ACH-000036,-0.147207679408
ACH-000037,0.104758719232
ACH-000039,-0.285783296254
ACH-000040,-0.145091178812
ACH-000041,-0.236282146287
ACH-000042,-0.04344934246119999
ACH-000045,-0.0746901326992
ACH-000047,-0.15763450630999998
ACH-000052,0.09778012952130001
ACH-000053,-0.135168197126
ACH-000054,-0.154105076831
ACH-000055,-0.08234498587510002
ACH-000060,-0.0404443742421
ACH-000067,-0.18028648069800002
ACH-000070,0.00690834205341
ACH-000075,-0.224822187367
ACH-000078,-0.210941185037
ACH-000082,-0.13434608953500002
ACH-000085,-0.0555789810101
ACH-000086,-0.059283738401800005
ACH-000087,-0.20272589328600002
ACH-000092,0.114287554199
ACH-000095,-0.363145334695
ACH-000097,0.0146380908681
ACH-000098,-0.19890448585599999
ACH-000099,-0.35112412077
ACH-000108,-0.174108596006
ACH-000113,-0.19803844714899999
ACH-000115,-0.0589739343896
ACH-000116,-0.126742053237
ACH-000118,-0.08937135041660002
ACH-000120,-0.157041386283
ACH-000123,-0.223086615383
ACH-000127,-0.13365516630000002
ACH-000128,-0.0641570770784
ACH-000132,-0.0531784970861
ACH-000133,0.0681621402505
ACH-000137,0.0254935411389
ACH-000138,0.0316373895496
ACH-000142,-0.240649102452
ACH-000143,-0.150618432955
ACH-000146,-0.133051636595
ACH-000148,-0.027241346844900004
ACH-000150,-0.42848367587700004
ACH-000152,-0.17218493342500002
ACH-000153,0.0604912842421
ACH-000159,-0.173965375458
ACH-000160,0.00124390531584
ACH-000163,-0.202952852519
ACH-000167,0.105757743089
ACH-000168,-0.32540116284299997
ACH-000169,-0.13784948945599998
ACH-000178,-0.08824133272050001
