,BRSK2 (9024)
ACH-000004,0.0413243299991
ACH-000007,0.166052615866
ACH-000009,-0.0152692809485
ACH-000011,-0.061446383494699996
ACH-000012,-0.14555084871500001
ACH-000013,-0.092758120142
ACH-000014,-0.050993625582999996
ACH-000015,-0.0284558564255
ACH-000017,-0.11048197742
ACH-000018,-0.30951348674199997
ACH-000019,-0.036299620623599996
ACH-000021,-0.230108621019
ACH-000022,-0.206439746565
ACH-000025,-0.256453292501
ACH-000028,-0.24337452271600002
ACH-000030,-0.19737741277100002
ACH-000035,-0.10671896226399999
ACH-000036,0.029979138959400003
ACH-000037,-0.0063142774381699995
ACH-000039,-0.21090141828899997
ACH-000040,-0.349687007858
ACH-000041,-0.145864787451
ACH-000042,-0.237999375257
ACH-000045,-0.220862586186
ACH-000047,0.0180091733389
ACH-000052,0.0367448470445
ACH-000053,-0.330541166272
ACH-000054,-0.258333574849
ACH-000055,-0.0814243024879
ACH-000060,-0.0703116723852
ACH-000067,-0.171256493919
ACH-000070,-0.18686516733300002
ACH-000075,-0.167714117611
ACH-000078,-0.190265163812
ACH-000082,-0.045413962704099996
ACH-000085,-0.0337066531554
ACH-000086,-0.0718024840499
ACH-000087,0.43419517884400005
ACH-000092,-0.248277034912
ACH-000095,-0.0611213796184
ACH-000097,-0.328161751069
ACH-000098,-0.0262596633029
ACH-000099,-0.344410704257
ACH-000108,-0.20023415422200003
ACH-000113,-0.100227482984
ACH-000115,-0.24730749037900002
ACH-000116,-0.144611012732
ACH-000118,-0.0218670372284
ACH-000120,-0.08970489812999999
ACH-000123,-0.07922459983749999
ACH-000127,-0.12506742506899998
ACH-000128,-0.159976793901
ACH-000132,0.00458439651847
ACH-000133,-0.0764891255183
ACH-000137,-0.12390943145300001
ACH-000138,-0.368206647461
ACH-000142,-0.031012194237000003
ACH-000143,-0.246356115938
ACH-000146,-0.123450941198
ACH-000148,-0.308447021305
ACH-000150,-0.216136339345
ACH-000152,-0.13420575573
ACH-000153,-0.614767200946
ACH-000159,-0.36334724476499997
ACH-000160,-0.0363038272025
ACH-000163,0.00915483354463
ACH-000167,-0.274973518759
