,DDIAS (220042)
ACH-000004,0.326408684603
ACH-000007,0.395692460804
ACH-000009,0.21636148992899998
ACH-000011,0.148159156781
ACH-000012,0.17671660202
ACH-000013,0.07812409366119999
ACH-000014,0.206241935423
ACH-000015,0.262378255927
ACH-000017,0.338520901035
ACH-000018,0.287793718635
ACH-000019,0.20045460319000002
ACH-000021,0.280559952297
ACH-000022,0.09848099968660001
ACH-000025,0.31436074461999997
ACH-000028,0.329251354017
ACH-000030,0.256910779722
ACH-000035,0.23084174719999997
ACH-000036,0.14641587585000002
ACH-000037,0.177784111081
ACH-000039,-0.0376634597532
ACH-000040,0.176792700682
ACH-000041,0.0306011727416
ACH-000042,0.0988295746345
ACH-000045,0.043640655380400004
ACH-000047,0.170657716406
ACH-000052,0.204675124664
ACH-000053,0.0405868669399
ACH-000054,0.227489591131
ACH-000055,0.19359240111900003
ACH-000060,0.259393095875
ACH-000067,0.114265477739
ACH-000070,0.296213560847
ACH-000075,0.0249375920481
ACH-000078,0.111580247523
ACH-000082,0.12274110275
ACH-000085,0.363605500564
ACH-000086,0.130059934255
ACH-000087,0.15997575930500002
ACH-000092,0.21557783711999998
ACH-000095,0.192097773668
ACH-000097,0.164193132834
ACH-000098,0.195076894042
ACH-000099,0.0468397897798
ACH-000108,0.17754170579599998
ACH-000113,0.12885324001700002
ACH-000115,0.214040167921
ACH-000116,0.126551387971
ACH-000118,0.06282188517659999
ACH-000120,0.0767405188384
ACH-000123,0.024995391905
ACH-000127,0.312068970353
ACH-000128,0.159434909564
ACH-000132,0.33408171793
ACH-000133,0.17736508151799998
ACH-000137,0.22519374558000002
ACH-000138,0.197180409645
ACH-000142,0.09362774908180001
ACH-000143,0.183929461009
ACH-000146,0.124566846504
ACH-000148,0.167020843993
ACH-000150,0.09769557750600001
ACH-000152,0.197158386964
ACH-000153,-0.07858626596400001
ACH-000159,0.353674058944
ACH-000160,0.0156441260618
ACH-000163,0.219148752964
ACH-000167,0.303190724589
ACH-000168,0.0863233298907
ACH-000169,0.273710554611
ACH-000178,0.24050953813
ACH-000182,0.18157789262899998
ACH-000183,0.122704348533
ACH-000188,0.0235315150796
ACH-000189,0.254488185137
ACH-000190,0.0125497194251
ACH-000198,0.208676320994
ACH-000204,0.00835975750664
ACH-000206,0.162513344666
ACH-000207,0.48200424156800004
ACH-000211,0.251425345085
ACH-000215,0.28387093819000003
ACH-000221,0.12185484880200001
ACH-000222,0.190028120033
ACH-000223,0.059215622715800005
ACH-000226,0.106857936927
ACH-000227,0.0464845702166
ACH-000228,0.239121056756
ACH-000231,0.205633154986
ACH-000232,0.203770829355
ACH-000233,0.22803325421
ACH-000234,0.203737109767
ACH-000235,0.182118323475
ACH-000237,0.173040517533
ACH-000238,0.151620539711
ACH-000243,0.171591672888
ACH-000244,-0.07208277075130001
ACH-000246,0.136943101639
ACH-000248,0.237320383521
ACH-000250,0.213981557685
ACH-000251,0.128383315551
ACH-000253,0.15719331050899998
ACH-000255,0.331938972923
ACH-000256,0.0260641183795
ACH-000257,0.127537231801
ACH-000258,0.313051424236
ACH-000259,0.0574057008576
ACH-000260,0.0566541039365
ACH-000261,0.07361187355219999
ACH-000262,0.357912909959
ACH-000263,0.112929520236
ACH-000264,0.0618290398131
ACH-000265,0.165681558888
ACH-000266,0.158019632441
ACH-000272,0.22591527518000004
ACH-000273,0.109031876021
ACH-000274,0.148358065332
ACH-000277,0.237866147713
ACH-000278,0.0615722470839
ACH-000279,0.15787855357799999
ACH-000280,-0.013725274359299999
ACH-000281,-0.0379605033908
ACH-000288,0.178355824052
ACH-000291,0.177937917412
ACH-000293,0.269850274632
ACH-000294,0.235839736757
ACH-000295,0.26932190921599997
ACH-000296,0.13193696494999999
ACH-000302,0.264512589875
ACH-000304,-0.00423359573017
ACH-000307,0.233081179757
ACH-000308,0.0641426578586
ACH-000310,0.122923436259
ACH-000311,0.039639909270199995
ACH-000312,0.27244075844300003
ACH-000315,-0.12933882525999998
ACH-000316,0.0379086379581
ACH-000317,0.159364291645
ACH-000318,-0.0194355754946
ACH-000319,0.211027322744
ACH-000320,0.026063111223400003
ACH-000322,0.150969579942
ACH-000323,0.205316951325
ACH-000324,0.228086259985
ACH-000329,0.23454530659400002
ACH-000330,0.0490685720136
ACH-000331,0.213431692474
ACH-000332,0.21402334605700002
ACH-000334,0.130598895578
ACH-000335,0.367071641216
