,DEXI (28955)
ACH-000004,-0.330710834715
ACH-000007,-0.17763582433699998
ACH-000009,-0.27506778088100003
ACH-000011,-0.192096383231
ACH-000012,-0.364740472419
ACH-000013,-0.17946321134100002
ACH-000014,-0.407770879821
ACH-000015,-0.30176497294
ACH-000017,-0.329601821149
ACH-000018,-0.126833838607
ACH-000019,-0.047348628312400005
ACH-000021,-0.361899587208
ACH-000022,-0.21310369851799998
ACH-000025,-0.535424843357
ACH-000028,-0.19132416108300002
ACH-000030,-0.269394416137
ACH-000035,-0.7173922687440001
ACH-000036,-0.220139506314
ACH-000037,-0.244691301882
ACH-000039,-0.7532051990299999
ACH-000040,-0.022858779769900004
ACH-000041,-0.141161987985
ACH-000042,-0.157592037661
ACH-000045,-0.21309399886799998
ACH-000047,-0.330431495445
ACH-000052,-0.677864572711
ACH-000053,-0.380042147511
ACH-000054,-0.19872056989599998
ACH-000055,-0.179486234754
ACH-000060,-0.10693139546399999
ACH-000067,-0.182551513098
ACH-000070,-0.36885698158200003
ACH-000075,-0.196887677117
ACH-000078,-0.195894413631
ACH-000082,-0.252472328927
ACH-000085,-0.24748488191799997
ACH-000086,-0.195635643999
ACH-000087,-0.19115098623799998
ACH-000092,-0.192626086301
ACH-000095,-0.379405204745
ACH-000097,-0.26937771993500004
ACH-000098,-0.105495146171
ACH-000099,-0.273889574604
ACH-000108,-0.226358775889
ACH-000113,-0.321766045255
ACH-000115,-0.00857357178097
ACH-000116,-0.306574888756
ACH-000118,-0.300309832716
ACH-000120,-0.34918104798699995
ACH-000123,-0.34199426530599997
ACH-000127,-0.141131964192
ACH-000128,-0.273624813855
ACH-000132,-0.42150045961800003
ACH-000133,-0.295119784484
ACH-000137,-0.155071090118
ACH-000138,0.00485319512022
ACH-000142,-0.343395267683
ACH-000143,-0.290652161512
ACH-000146,-0.379677602513
ACH-000148,-0.392482978372
ACH-000150,-0.37704057834700005
ACH-000152,-0.195901276357
ACH-000153,-0.263381513544
ACH-000159,-0.18427631949200002
ACH-000160,-0.13554805315500001
ACH-000163,-0.197323598642
ACH-000167,-0.123291539501
ACH-000168,-0.6989702382999999
ACH-000169,-0.213763487137
ACH-000178,-0.32622769994199996
ACH-000182,-0.257883380483
ACH-000183,-0.462128691029
ACH-000188,-0.19353727724300002
ACH-000189,-0.0148251844817
ACH-000190,-0.5148402551300001
ACH-000198,-0.2294355604
ACH-000204,-0.747587771685
ACH-000206,-0.307693277692
ACH-000207,-0.179838642047
ACH-000211,-0.271794718303
ACH-000215,-0.106085133981
ACH-000221,-0.316680599803
ACH-000222,-0.261437216568
ACH-000223,-0.283681848305
ACH-000226,-0.547925929153
ACH-000227,-0.27575137063
ACH-000228,-0.30638653420899997
ACH-000231,-0.46762067655699996
ACH-000232,-0.190876446934
ACH-000233,-0.364877926186
ACH-000234,-0.35767008910899994
ACH-000235,-0.257890987837
ACH-000237,-0.4062127964
ACH-000238,-0.006819364748140001
ACH-000243,-0.47252031221600005
ACH-000244,-0.10576137784299999
ACH-000246,-0.11200884758099999
ACH-000248,-0.332244890653
ACH-000250,-0.154762139827
ACH-000251,-0.202252870832
ACH-000253,-0.151748312529
ACH-000255,-0.482564619433
ACH-000256,-0.20411946659400002
ACH-000257,-0.204226228739
ACH-000258,-0.219362336988
ACH-000259,-0.29317613715999996
ACH-000260,-0.38295325908600003
ACH-000261,-0.433000077692
ACH-000262,-0.32564075045699997
ACH-000263,-0.058300237238499995
ACH-000264,-0.0243462785281
ACH-000265,-0.423041317866
ACH-000266,-0.311084334107
ACH-000272,-0.30164640796
ACH-000273,-0.0853901006762
ACH-000274,-0.285574054881
ACH-000277,-0.297122359529
ACH-000278,-0.30249905142
ACH-000279,-0.404472870608
ACH-000280,-0.052760620777
ACH-000281,-0.17378494443700002
ACH-000288,-0.461227796237
ACH-000291,-0.0784970957888
ACH-000293,-0.212650243561
ACH-000294,-0.552367545361
ACH-000295,-0.227872920299
ACH-000296,-0.7882481070209999
ACH-000302,-0.214797352254
ACH-000304,-0.471222695803
ACH-000307,-0.33980919305699997
ACH-000308,-0.223915694814
ACH-000310,-0.358641555523
ACH-000311,-0.15952428737299998
ACH-000312,-0.24542057857799998
ACH-000315,-0.570178829614
ACH-000316,-0.301059249667
ACH-000317,-0.321979133631
ACH-000318,-0.384531132328
ACH-000319,-0.41637193409400003
ACH-000320,-0.122565325
ACH-000322,-0.325665993617
ACH-000323,-0.344369969279
ACH-000324,-0.320656239288
ACH-000329,-0.135304414974
ACH-000330,-0.307074071334
ACH-000331,-0.342177608975
ACH-000332,-0.253923324896
ACH-000334,-0.26142514985
ACH-000335,-0.381202238174
ACH-000336,-0.34705679251500005
ACH-000337,-0.0254035084974
ACH-000339,-0.390678947375
ACH-000341,-0.27289168961599997
ACH-000348,-0.291521553924
ACH-000350,-0.518917951825
ACH-000352,-0.252753320962
ACH-000356,-0.272097572101
ACH-000361,-0.305211503645
ACH-000362,-0.48184474900200003
ACH-000363,-0.293481750765
ACH-000364,-0.486600052661
ACH-000365,-0.296307852256
ACH-000366,-0.146436885813
ACH-000368,-0.39878663792499996
ACH-000374,-0.502810099608
ACH-000375,-0.231683146384
ACH-000376,-0.399437943676
ACH-000381,-0.277916027063
ACH-000383,-0.145927279439
ACH-000387,-0.555072822634
ACH-000389,-0.11602562712400001
ACH-000390,-0.288899375513
ACH-000393,-0.26021474201
ACH-000395,-0.0474836822157
ACH-000397,-0.400663504477
ACH-000401,-0.35250675376699997
ACH-000402,0.36856052870899997
ACH-000403,-0.222480934295
ACH-000404,-0.06363314588140001
ACH-000406,-0.21348452533
ACH-000407,-0.37824610270000003
ACH-000408,-0.334234988105
ACH-000410,-0.323015011946
ACH-000411,-0.195393457047
ACH-000414,-0.260118454135
ACH-000415,-0.386067953623
ACH-000416,-0.307411537816
ACH-000420,-0.278136100874
ACH-000421,-0.34026668739699995
ACH-000424,-0.394347510533
ACH-000425,-0.517454891109
ACH-000426,-0.332063201095
ACH-000427,-0.257953838403
ACH-000433,-0.70984660236
ACH-000436,-0.38134066593599997
ACH-000444,-0.352808083755
ACH-000445,-0.261686866154
ACH-000448,-0.271342338056
ACH-000450,-0.42636213662100003
ACH-000452,-0.221018007614
ACH-000454,-0.400816279326
ACH-000458,-0.40501582738200004
ACH-000459,-0.385856353956
ACH-000460,-0.27137133174
ACH-000461,-0.0695779880492
ACH-000463,-0.164623148916
ACH-000464,-0.5829423959100001
ACH-000466,-0.45403858844800005
ACH-000467,-0.235127319472
ACH-000468,-0.568290768904
ACH-000469,-0.199019525079
ACH-000470,-0.295083266686
ACH-000471,-0.371921414131
ACH-000472,-0.304394230115
ACH-000473,-0.25114834752
ACH-000475,-0.007437993570229999
ACH-000476,-0.020305338519
ACH-000477,-0.550432275645
ACH-000480,-0.285017770211
ACH-000481,-0.515444787982
ACH-000483,-0.7136426807340001
ACH-000484,-0.279396670302
ACH-000485,-0.26007577301199997
ACH-000486,-0.400676533566
ACH-000487,-0.315944145898
ACH-000488,-0.260656378345
ACH-000490,-0.330534334186
ACH-000491,-0.514514162156
ACH-000495,-0.43683088309199997
ACH-000496,-0.39466842452
ACH-000499,-0.167279560347
ACH-000500,0.7850644463969999
ACH-000502,-0.333912852182
ACH-000503,-0.727588900878
ACH-000505,-0.332701432217
ACH-000507,-0.29260278327100003
ACH-000510,-0.251743425051
ACH-000511,-0.224859392882
ACH-000512,-0.331561307877
ACH-000516,-0.31407675618700004
ACH-000517,-0.321028304654
ACH-000518,-0.35708610103699995
ACH-000520,-0.349295102566
ACH-000521,-0.186559339315
ACH-000522,-0.548037926192
ACH-000524,-0.259220814296
ACH-000527,-0.372529058511
ACH-000528,-0.254777218448
ACH-000537,-0.371171826704
ACH-000541,-0.29328086297
ACH-000542,-0.373424613078
ACH-000544,-0.22298776669
ACH-000545,-0.09305640835210001
ACH-000547,-0.743703703038
ACH-000548,-0.465085783566
ACH-000549,-0.5715703826340001
ACH-000550,-0.359730574588
ACH-000552,-0.19124890454100002
ACH-000556,-0.200210618433
ACH-000557,-0.40640284600000004
ACH-000570,-0.279244433755
ACH-000571,-0.11240658195900001
ACH-000573,-0.41844448021799996
ACH-000576,-0.383939295338
ACH-000580,-0.355714002473
ACH-000584,-0.344033778062
ACH-000585,-0.490965176794
ACH-000588,-0.203248800537
ACH-000589,-0.18732893406399997
ACH-000591,-0.361592803524
ACH-000593,-0.358778695197
ACH-000600,-0.27246201371999995
ACH-000601,-0.421622620173
ACH-000604,-0.292948838875
ACH-000605,-0.14607964370999998
ACH-000606,-0.26376331972399997
ACH-000608,-0.368072269026
ACH-000614,-0.106130511855
ACH-000616,-0.18193865837499998
ACH-000618,-0.228245477565
ACH-000619,-0.22533360624499998
ACH-000620,-0.353963031506
ACH-000621,-0.399070531302
ACH-000622,0.0645823592695
ACH-000623,-0.400810465771
ACH-000624,-0.388859641213
ACH-000627,-0.0338323096931
ACH-000630,-0.208890738818
ACH-000632,-0.314447575684
ACH-000633,-0.112478029448
ACH-000637,-0.243016291759
ACH-000638,-0.354960498076
ACH-000646,-0.14322562544700002
ACH-000647,-0.283921539519
ACH-000648,-0.12320785465999998
ACH-000649,-0.362745886046
ACH-000651,-0.395994748779
ACH-000652,-0.0625913804451
ACH-000653,-0.27994706530200003
ACH-000657,-0.238809241972
ACH-000658,-0.198095314947
ACH-000661,-0.284535234289
ACH-000662,0.04550054842759999
ACH-000663,-0.26379377868799997
ACH-000665,-0.333835727259
ACH-000671,-0.29151988539
ACH-000673,-0.212042128086
ACH-000676,-0.189130559034
ACH-000677,-0.221115573855
ACH-000681,-0.472333815598
ACH-000682,-0.321190779118
ACH-000683,-0.288915377638
ACH-000684,-0.870423095897
ACH-000688,-0.318981401529
ACH-000693,-0.37751401617700003
ACH-000694,-0.166164094133
ACH-000695,-0.530053968802
ACH-000696,-0.370717857616
ACH-000697,-0.418283285968
ACH-000699,-0.524811142919
ACH-000701,-0.20862685069200002
ACH-000706,-0.40923328313100005
ACH-000711,-0.22613036235800002
ACH-000713,-0.7131652592219999
ACH-000714,-0.309169793102
ACH-000718,-0.24921772580899998
ACH-000720,-0.29820411083500004
ACH-000721,-0.251136194923
ACH-000724,-1.16709658411
ACH-000725,-0.700612243893
ACH-000732,-0.417235863481
ACH-000734,-0.19352474948800003
ACH-000735,-0.16074652996400002
ACH-000736,-0.240574739447
ACH-000738,-0.210318702934
ACH-000746,-0.247890514289
ACH-000747,-0.405544158484
ACH-000748,-0.211736744813
ACH-000753,-0.55432900492
ACH-000756,-0.705233957533
ACH-000757,-0.46147357690800006
ACH-000758,-0.350693450822
ACH-000760,-0.242862357509
ACH-000763,-0.55018536597
ACH-000764,-0.435173936995
ACH-000765,-0.311769262045
ACH-000766,-0.40314488302199997
ACH-000767,-0.209408494138
ACH-000768,-0.382431955655
ACH-000769,-0.418708306929
ACH-000770,-0.299646672774
ACH-000771,-0.150703721872
ACH-000773,-0.65567995535
ACH-000776,-0.31027039208
ACH-000777,-0.245500277227
ACH-000778,-0.390405535303
ACH-000781,-0.362255530968
