,GOLM1 (51280)
ACH-000004,0.21082801405499998
ACH-000007,-0.058973758403199995
ACH-000009,0.0749449637548
ACH-000011,-0.0394777555834
ACH-000012,-0.06704076951259999
ACH-000013,-0.05642197809280001
ACH-000014,0.195203985882
ACH-000015,-0.159179167914
ACH-000017,0.137208582326
ACH-000018,-0.07975612490680001
ACH-000019,-0.0895281922854
ACH-000021,-0.0273828831568
ACH-000022,-0.118127277448
ACH-000025,-0.0108691016842
ACH-000028,0.0616831905836
ACH-000030,0.059374047805199996
ACH-000035,-0.0698695504599
ACH-000036,-0.158274693528
ACH-000037,0.0793448377164
ACH-000039,-0.0716585247107
ACH-000040,0.0669706355046
ACH-000041,-0.16335663734099998
ACH-000042,-6.0047337601e-05
ACH-000045,0.09090993219239998
ACH-000047,-0.186217943739
ACH-000052,-0.25907890697299996
ACH-000053,0.10454377283800001
ACH-000054,0.10278264322000001
ACH-000055,0.11264168069399999
ACH-000060,0.22399430240200002
ACH-000067,0.07285785820169999
ACH-000070,-0.078307812558
ACH-000075,0.0400341537206
ACH-000078,-0.046725400392199995
ACH-000082,-0.0278081007815
ACH-000085,-0.045154678278199994
ACH-000086,0.0360303626006
ACH-000087,0.17133231816599997
ACH-000092,-0.0122857090561
ACH-000095,-0.00701527357695
ACH-000097,-0.075086872931
ACH-000098,-0.0474477444002
ACH-000099,0.0055322772828699995
ACH-000108,0.15265596195599998
ACH-000113,0.0126036305088
ACH-000115,-0.17527329451999998
ACH-000116,0.196970214082
ACH-000118,0.06834108132540001
ACH-000120,0.11274164189000001
ACH-000123,0.0826741464751
ACH-000127,-0.09714115721550001
ACH-000128,0.0882864209612
ACH-000132,-0.0123664115615
ACH-000133,-0.10775206308700001
ACH-000137,-0.171671542253
ACH-000138,0.07867354492510001
ACH-000142,-0.057993728419399995
ACH-000143,0.0630644754083
ACH-000146,0.141637497065
ACH-000148,0.060548707904699996
ACH-000150,0.0258190409355
ACH-000152,0.013056479968099999
ACH-000153,-0.208621215839
ACH-000159,-0.17385128736299998
ACH-000160,0.014360966695100001
ACH-000163,-0.14227981469
ACH-000167,-0.242644746776
ACH-000168,0.0182038915014
ACH-000169,0.04427208231409999
ACH-000178,-0.10424471153300001
ACH-000182,-0.0738165211582
ACH-000183,0.0152510938539
ACH-000188,-0.0672377624932
ACH-000189,0.0810757659533
ACH-000190,-0.104020454308
ACH-000198,0.021074954629900004
ACH-000204,0.0273747031777
ACH-000206,0.0283786265803
ACH-000207,0.148927195216
ACH-000211,0.123315221659
ACH-000215,0.0120507481986
ACH-000221,-0.129700619479
ACH-000222,0.00264720517583
ACH-000223,0.0410660101735
ACH-000226,-0.028832892093599998
ACH-000227,-0.0873895990067
ACH-000228,-0.23231800210099998
ACH-000231,0.12034398801400001
ACH-000232,0.00217902888318
ACH-000233,-0.0472569803016
ACH-000234,0.05415086553119999
ACH-000235,0.0336186735912
ACH-000237,-0.0800398579257
ACH-000238,-0.00318874783452
ACH-000243,0.18567454715599999
ACH-000244,0.0126053070695
ACH-000246,-0.041286739346300005
ACH-000248,0.0354154358768
ACH-000250,0.0360978585275
ACH-000251,-0.006550220915529999
ACH-000253,0.0639942380884
ACH-000255,-0.10622290354800001
ACH-000256,0.039829713656099996
ACH-000257,0.389917344191
ACH-000258,0.14963399998
ACH-000259,0.0913445692459
ACH-000260,0.0935995265886
ACH-000261,0.110678948401
ACH-000262,-0.0307545917056
ACH-000263,-0.170055342877
ACH-000264,-0.00324575137042
ACH-000265,0.0744711990063
ACH-000266,0.034138848153
ACH-000272,0.0240186554915
ACH-000273,0.134943435844
ACH-000274,-0.0908277948578
