,SPEM1 (374768)
ACH-000004,-0.164060005547
ACH-000007,-0.05818505647999999
ACH-000009,-0.473347465563
ACH-000011,-0.231973811878
ACH-000012,-0.11102829046900001
ACH-000013,-0.11755137836400001
ACH-000014,-0.161656621015
ACH-000015,-0.20510645161600002
ACH-000017,-0.111858195938
ACH-000018,-0.397149428789
ACH-000019,-0.22304333439100002
ACH-000021,-0.047422351915300004
ACH-000022,0.016739243786599998
ACH-000025,-0.251442215965
ACH-000028,-0.261421402525
ACH-000030,-0.0751161259708
ACH-000035,-0.206344016127
ACH-000036,-0.317741303983
ACH-000037,-0.20966701144299998
ACH-000039,-0.376892004979
ACH-000040,-0.277489600053
ACH-000041,-0.296138010613
ACH-000042,-0.144783828958
ACH-000045,-0.49410691516800004
ACH-000047,-0.23582367408399998
ACH-000052,-0.103913059471
ACH-000053,-0.182477531844
ACH-000054,-0.140628360076
ACH-000055,0.0744986865774
ACH-000060,-0.161583808231
ACH-000067,-0.17684136669599998
ACH-000070,-0.124799191568
ACH-000075,-0.132625962042
ACH-000078,-0.0451271460373
ACH-000082,-0.17124200070700002
ACH-000085,-0.06367944039750001
ACH-000086,-0.105338990977
ACH-000087,-0.240216719213
ACH-000092,-0.165264352072
ACH-000095,-0.21105322317699998
ACH-000097,-0.20257025232
ACH-000098,-0.39011185694300005
ACH-000099,-0.146054875176
ACH-000108,-0.148175976539
ACH-000113,-0.38283126715800003
ACH-000115,-0.0584017199926
ACH-000116,-0.0699573335739
ACH-000118,-0.154301614442
ACH-000120,-0.0842910436403
ACH-000123,-0.180812712362
ACH-000127,-0.278317103091
ACH-000128,-0.0193435598033
ACH-000132,0.00902663617768
ACH-000133,-0.33834890549999996
ACH-000137,-0.027505757287
ACH-000138,-0.321202534846
ACH-000142,-0.385067663218
ACH-000143,-0.193078406595
ACH-000146,-0.171535421454
ACH-000148,-0.177680263497
ACH-000150,-0.17646077369000002
ACH-000152,-0.170431215726
ACH-000153,-0.6234859672349999
ACH-000159,-0.07078836408599999
ACH-000160,-0.187616347786
ACH-000163,-0.273565994683
ACH-000167,-0.23229780955899998
ACH-000168,-0.207338919141
ACH-000169,-0.0942617090514
ACH-000178,-0.268705823976
ACH-000182,-0.286612236723
ACH-000183,-0.11804839629200001
ACH-000188,-0.235336961433
ACH-000189,0.07634028570719999
ACH-000190,-0.189817223733
ACH-000198,-0.36220674878700004
ACH-000204,0.0806053138776
ACH-000206,-0.18143495654199998
ACH-000207,-0.267939088797
ACH-000211,-0.13243186866599999
ACH-000215,-0.229395736085
ACH-000221,-0.235388395939
ACH-000222,0.00546449457588
ACH-000223,-0.153029142216
ACH-000226,-0.137645547675
ACH-000227,-0.290604614074
ACH-000228,-0.150984933376
ACH-000231,-0.24308814046
ACH-000232,-0.211457129717
ACH-000233,-0.185585246908
ACH-000234,-0.14370628795600002
ACH-000235,-0.158616012004
ACH-000237,-0.0955924482628
ACH-000238,-0.548999542705
ACH-000243,-0.23395837868099997
ACH-000244,-0.276127521589
ACH-000246,-0.252281290463
ACH-000248,-0.174326740133
ACH-000250,-0.36571936726800003
ACH-000251,-0.0271864401675
ACH-000253,-0.0704862871105
ACH-000255,-0.242246205971
ACH-000256,-0.33854844186099997
ACH-000257,-0.142000883453
ACH-000258,0.0200239900532
ACH-000259,-0.184982676529
ACH-000260,-0.162695000383
ACH-000261,-0.163018179726
ACH-000262,-0.19193569281199999
ACH-000263,-0.334157950314
ACH-000264,-0.103689314123
ACH-000265,-0.165575517423
ACH-000266,-0.109999064558
ACH-000272,-0.195448288664
ACH-000273,-0.171120756529
ACH-000274,-0.30649670411400004
ACH-000277,-0.13020521773
ACH-000278,-0.356970314218
ACH-000279,-0.196813707132
ACH-000280,-0.30880670961999995
ACH-000281,-0.10181121173900001
ACH-000288,-0.421287299333
ACH-000291,0.00818480339195
ACH-000293,-0.259466682203
ACH-000294,-0.253336665023
ACH-000295,-0.43217567192
ACH-000296,-0.373327349081
ACH-000302,-0.316903812727
ACH-000304,-0.157983531445
ACH-000307,0.0558290697008
ACH-000308,-0.132898622061
ACH-000310,0.163538679794
ACH-000311,-0.248909066827
ACH-000312,-0.17605223525400002
ACH-000315,0.163554674905
ACH-000316,-0.253752188329
ACH-000317,0.18400515225400002
ACH-000318,-0.191363420804
ACH-000319,-0.37384122508199996
ACH-000320,0.006497578397340001
ACH-000322,-0.457542337756
ACH-000323,-0.285459371215
ACH-000324,-0.172962305944
ACH-000329,-0.15151636133500002
ACH-000330,-0.08804716267789998
ACH-000331,-0.29550264583
ACH-000332,-0.149607128842
ACH-000334,-0.156758119941
ACH-000335,-0.0960057877798
ACH-000336,-0.039077039668199996
ACH-000337,0.04328656423669999
ACH-000339,-0.290683940908
ACH-000341,-0.16853696814599997
ACH-000348,-0.14541837813
ACH-000350,-0.126329976285
ACH-000352,-0.135047601666
ACH-000356,-0.308456639805
ACH-000361,-0.41790839043399997
ACH-000362,-0.155390417449
ACH-000363,-0.0304444541744
ACH-000364,-0.26074846852
ACH-000365,-0.238245441602
ACH-000366,-0.21588520532699998
ACH-000368,-0.0865065653665
ACH-000374,-0.010860498779200001
ACH-000375,0.09087803345869999
ACH-000376,-0.148485110087
ACH-000381,-0.13914288473300002
ACH-000383,-0.289194619637
ACH-000387,-0.14051251443
ACH-000389,-0.37567668263899995
ACH-000390,-0.132876587884
ACH-000393,-0.287003246728
ACH-000395,0.0
ACH-000397,-0.0594069053164
ACH-000401,-0.0612738418846
ACH-000402,-0.0707002804726
ACH-000403,-0.124158043033
ACH-000404,-0.211685907627
ACH-000406,-0.24429936712900002
ACH-000407,-0.309577357136
ACH-000408,-0.173323445075
ACH-000410,-0.152478148661
ACH-000411,-0.30725005538899997
ACH-000414,-0.157798554315
ACH-000415,-0.310763578414
ACH-000416,-0.0110136475775
ACH-000420,-0.00431099584993
ACH-000421,-0.38478401509599996
ACH-000424,-0.203358694917
ACH-000425,-0.0515166813848
ACH-000426,-0.139436281931
ACH-000427,-0.160341035736
ACH-000433,-0.24752281593699998
ACH-000436,-0.239415895007
ACH-000444,-0.143504702095
ACH-000445,-0.253814025248
ACH-000448,-0.280666424854
ACH-000450,-0.489240131398
ACH-000452,-0.101043701511
ACH-000454,-0.19183672777600003
ACH-000458,-0.212347921703
ACH-000459,-0.250522310425
ACH-000460,-0.167182496914
ACH-000461,0.0118393857379
ACH-000463,-0.09318052403100001
ACH-000464,-0.325082628122
ACH-000466,0.0245982469003
ACH-000467,-0.22036345031
ACH-000468,-0.36407941978299996
ACH-000469,-0.309899141724
ACH-000470,-0.188112609001
ACH-000471,-0.115518288516
ACH-000472,-0.13670488018100002
ACH-000473,-0.13615072467599998
ACH-000475,-0.19134448400499998
ACH-000476,-0.159546846196
ACH-000477,0.023332039734200002
ACH-000480,-0.0417762234585
ACH-000481,-0.23529265281700001
ACH-000483,-0.39841906414899997
ACH-000484,-0.224869
ACH-000485,-0.35653639193000003
ACH-000486,-0.124591626996
ACH-000487,-0.185736794881
ACH-000488,-0.291898504795
ACH-000490,-0.22322615059099998
ACH-000491,-0.338560735973
ACH-000495,-0.014931555175000001
ACH-000496,-0.355762216782
ACH-000499,0.028346495299400004
ACH-000500,0.042980332364600006
ACH-000502,-0.241439037084
ACH-000503,-0.09144711684319999
ACH-000505,-0.135399674682
ACH-000507,-0.0569117061608
ACH-000510,-0.22275324388
ACH-000511,-0.249713810025
ACH-000512,-0.442805841122
ACH-000516,-0.087382325678
ACH-000517,-0.251217759921
ACH-000518,-0.0740437543196
ACH-000520,-0.25702009884300003
ACH-000521,-0.276815129077
ACH-000522,-0.0675970130009
ACH-000524,-0.182446377676
ACH-000527,-0.144994521943
ACH-000528,-0.008971485128770001
ACH-000537,-0.0894875952334
ACH-000541,-0.290799203197
ACH-000542,-0.120828234412
ACH-000544,0.013741426287799998
ACH-000545,-0.249227979442
ACH-000547,-0.185081263897
ACH-000548,-0.21561627623799998
ACH-000549,0.122428767117
ACH-000550,-0.364069895883
ACH-000552,0.012924847704900001
ACH-000556,-0.178694789024
ACH-000557,-0.0840712034142
ACH-000570,-0.224158426868
ACH-000571,-0.329526731741
ACH-000573,-0.319943371868
ACH-000576,-0.19485571466600002
ACH-000580,-0.09728260705389999
ACH-000584,-0.143414008439
ACH-000585,-0.25054051325599996
ACH-000588,-0.0665149806874
ACH-000589,-0.21641495581599998
ACH-000591,-0.18618520480599998
ACH-000593,-0.244539161521
ACH-000600,-0.157582913325
ACH-000601,-0.16922986409600002
ACH-000604,-0.170024043352
ACH-000605,0.0215040814894
ACH-000606,-0.25630244278700004
ACH-000608,-0.225525729542
ACH-000614,0.0206383043077
ACH-000616,-0.10255404555099999
ACH-000618,-0.0957505480593
ACH-000619,-0.358114294767
ACH-000620,-0.010164446866200001
ACH-000621,-0.252840749425
ACH-000622,-0.15419863054000002
ACH-000623,-0.35155049785400005
ACH-000624,-0.244399687142
ACH-000627,-0.121963566902
ACH-000630,-0.137033339733
ACH-000632,-0.24028417859999998
ACH-000633,-0.298977020866
ACH-000637,0.0656968368119
ACH-000638,-0.11811342222000001
ACH-000646,-0.07363733329819999
ACH-000647,-0.0958755117035
ACH-000648,-0.18980636541999998
ACH-000649,-0.16871834083299997
ACH-000651,-0.11134093293899999
ACH-000652,-0.12535100181
ACH-000653,-0.0874349323415
ACH-000657,-0.248759593268
ACH-000658,-0.00504787334032
ACH-000661,-0.0948287193695
ACH-000662,0.084540060971
ACH-000663,0.0305563504759
ACH-000665,-0.240996369728
ACH-000671,0.0446406563423
ACH-000673,-0.35684676848200003
ACH-000676,-0.09836943416680001
ACH-000677,-0.09839386198989998
ACH-000681,-0.285069024249
ACH-000682,-0.177597692531
ACH-000683,0.0034615048684
ACH-000684,-0.0635335741916
ACH-000688,-0.305270483243
ACH-000693,-0.202733747126
ACH-000694,-0.235520452265
ACH-000695,-0.157186811373
ACH-000696,-0.30444701362300003
ACH-000697,-0.419622258045
ACH-000699,-0.310774473472
ACH-000701,-0.101252442295
ACH-000706,-0.224862567278
ACH-000711,-0.36198394970700004
ACH-000713,-0.328388737767
ACH-000714,-0.423897193012
ACH-000718,0.0359698846357
ACH-000720,-0.291189488173
ACH-000721,-0.184146758623
ACH-000724,0.020012954017
ACH-000725,0.052701720573199995
ACH-000732,-0.534233504277
ACH-000734,0.00538146447788
ACH-000735,-0.21788369011
ACH-000736,-0.307918499348
ACH-000738,-0.091611945866
ACH-000746,-0.15863895990399998
ACH-000747,-0.185708388271
ACH-000748,-0.13137535640599998
ACH-000753,-0.19176830334000003
ACH-000756,-0.158641153128
ACH-000757,-0.294497027315
ACH-000758,-0.0319303826083
ACH-000760,-0.07923229457280001
ACH-000763,0.240131188901
ACH-000764,-0.457928293524
ACH-000765,0.0613982726788
ACH-000766,-0.269222231111
ACH-000767,-0.188625738268
ACH-000768,-0.143437720967
ACH-000769,-0.0489831487823
ACH-000770,-0.28791306683
ACH-000771,-0.143663808808
ACH-000773,-0.218556261589
ACH-000776,-0.41263192578
ACH-000777,-0.136470671282
ACH-000778,-0.46640183358000004
ACH-000781,-0.158648877863
ACH-000782,-0.26192843166900004
ACH-000783,-0.283084649839
ACH-000784,-0.14962599837999999
ACH-000785,-0.244537437385
ACH-000787,-0.169502796397
ACH-000788,-0.333011913594
ACH-000791,-0.21741818922699999
ACH-000792,-0.295773286656
ACH-000794,-0.22564503971299998
ACH-000796,-0.25847347948800004
ACH-000799,-0.24225273338599998
ACH-000800,-0.457909981667
ACH-000802,-0.216266479492
ACH-000804,0.045355519808400004
ACH-000805,-0.0423082157683
ACH-000809,-0.182078698761
ACH-000810,-0.18734370015700003
ACH-000811,-0.274113890605
ACH-000817,-0.184694886155
ACH-000819,-0.065228389488
ACH-000820,0.0013235888043599997
ACH-000821,-0.165999904354
ACH-000822,-0.27491577960999997
ACH-000823,-0.058689144435099996
ACH-000824,-0.207682643282
ACH-000827,-0.176768740542
ACH-000829,-0.037514250875
ACH-000831,0.168661282326
ACH-000832,-0.132469602749
ACH-000833,-0.171938349398
ACH-000834,-0.19319594856199998
ACH-000835,-0.0319044289706
ACH-000836,-0.318520734879
ACH-000837,-0.0313999509125
ACH-000838,-0.00845106171071
ACH-000839,-0.36644776374300003
ACH-000840,-0.289625125933
ACH-000841,-0.0680455765668
ACH-000843,-0.206876099436
ACH-000846,-0.18540111651900001
ACH-000847,-0.188935221303
ACH-000848,-0.0416461155529
ACH-000849,-0.07160808944989999
ACH-000851,-0.0905707257781
ACH-000855,-0.277083658427
ACH-000856,-0.252769963819
ACH-000858,-0.259090675349
ACH-000859,-0.127323870273
ACH-000861,-0.28542420324400003
ACH-000862,-0.194158904602
ACH-000865,-0.0799415693757
ACH-000866,-0.015130535309
ACH-000867,-0.213015331213
ACH-000869,-0.278492253591
ACH-000872,-0.308769259865
ACH-000873,-0.201436224311
ACH-000876,-0.0789229471536
ACH-000878,-0.44004959446999997
ACH-000880,-0.131539342104
ACH-000881,-0.107803749404
ACH-000882,0.103605795672
ACH-000884,-0.159382601624
ACH-000885,-0.304857626373
ACH-000887,-0.122545684414
ACH-000888,-0.187935691849
ACH-000889,-0.18645354316100002
ACH-000890,-0.24928955030699998
ACH-000896,-0.0813553263797
ACH-000898,-0.42339261072800005
ACH-000900,-0.0416130542652
ACH-000901,-0.142918505747
ACH-000905,-0.22007794833500002
ACH-000906,-0.170217881827
ACH-000907,0.0456666778734
ACH-000910,-0.330748874834
ACH-000911,-0.294468161743
ACH-000912,-0.276353515915
ACH-000913,-0.20197331443500002
ACH-000915,-0.248473382046
ACH-000916,-0.60757862295
ACH-000917,-0.384672590923
ACH-000921,-0.21982986900899998
ACH-000924,-0.0878687672255
ACH-000926,-0.246175402456
ACH-000928,-0.259607104863
ACH-000929,-0.38429092901999995
ACH-000932,-0.0717479744994
ACH-000935,-0.256085912575
ACH-000936,-0.050410429387300004
ACH-000937,-0.23012295437600003
ACH-000938,-0.16051408666099998
ACH-000939,-0.196392711783
ACH-000941,-0.21526750414
ACH-000943,-0.159355532293
ACH-000946,-0.26742507492400003
ACH-000947,-0.055022428691099995
ACH-000948,-0.11864807843599999
ACH-000950,-0.239825038543
ACH-000953,-0.36029658615800003
ACH-000957,-0.0314602282186
ACH-000958,0.146572118788
ACH-000960,-0.10626306091
ACH-000963,-0.133613554268
ACH-000968,-0.116486715052
