,GTF2A2 (2958)
ACH-000262,-1.4343259528999999
ACH-000263,-1.44150092216
ACH-000264,-1.06285896433
ACH-000265,-1.22283331204
ACH-000266,-1.16849087972
ACH-000272,-1.6499405830899998
ACH-000273,-1.34284878955
ACH-000274,-1.2641235931
ACH-000277,-0.942840128463
ACH-000278,-1.1449297319
ACH-000279,-1.18721876819
ACH-000280,-1.39214186818
ACH-000281,-1.45382264374
ACH-000288,-1.16326312909
ACH-000291,-1.4342111073500001
ACH-000293,-1.31502127941
ACH-000294,-1.35814174553
ACH-000295,-1.44380475664
ACH-000296,-1.37754826519
ACH-000302,-1.26593741014
ACH-000304,-1.553716453
ACH-000307,-1.35855689541
ACH-000308,-1.1777091072499999
ACH-000310,-1.200159939
ACH-000311,-1.21375790869
ACH-000312,-1.4018748050999998
ACH-000315,-1.59884982658
ACH-000316,-1.23990257949
ACH-000317,-1.4235488786300001
ACH-000318,-1.2748672184799998
ACH-000319,-1.37387813722
ACH-000320,-1.4759841647100003
ACH-000322,-1.24063652035
ACH-000323,-1.14199972516
ACH-000324,-1.47891689935
ACH-000329,-1.2092814877200002
ACH-000330,-1.35262363165
ACH-000331,-1.04253357218
ACH-000332,-1.32191500884
ACH-000334,-1.8558875811000002
ACH-000335,-1.51189994985
ACH-000336,-0.710054603506
ACH-000337,-1.34287818294
ACH-000339,-1.25439139878
ACH-000341,-1.0395712850299998
ACH-000348,-1.24035203769
ACH-000350,-1.3227856535100002
ACH-000352,-1.25760089696
ACH-000356,-1.19309178205
ACH-000361,-1.48457772634
ACH-000362,-1.15800556318
ACH-000363,-1.4137796443700001
ACH-000364,-1.19527862405
ACH-000365,-1.25685248951
ACH-000366,-1.2191053901
ACH-000368,-1.18931126269
ACH-000374,-1.24500886149
ACH-000375,-0.9044608757449999
ACH-000376,-1.07672187471
ACH-000381,-1.1449906347499998
ACH-000383,-1.33063250939
ACH-000387,-1.1038098626000001
ACH-000389,-0.973914094649
ACH-000390,-1.4549901779299999
ACH-000393,-1.6546433916499999
ACH-000395,-1.20599782375
ACH-000397,-1.19108209898
ACH-000401,-1.01862042102
ACH-000402,-1.76157136292
ACH-000403,-1.33263292873
ACH-000404,-1.6100029096000001
ACH-000406,-1.0904395163299998
ACH-000407,-1.5702451772400001
ACH-000408,-1.3873251851700001
ACH-000410,-1.54187282434
ACH-000411,-1.01922663304
ACH-000414,-1.6310280573299998
ACH-000415,-1.49960490488
ACH-000416,-1.3211077719700002
ACH-000420,-1.0265665425100001
ACH-000421,-1.1843099061700002
ACH-000424,-1.3858360144100001
ACH-000425,-1.19084222537
ACH-000426,-1.65442706539
ACH-000427,-1.25386631261
ACH-000433,-1.1309320131
ACH-000436,-1.36230144125
ACH-000444,-1.3467509076
ACH-000445,-1.50139268421
ACH-000448,-1.4694990929499998
ACH-000450,-0.705037621241
ACH-000452,-1.37499653386
ACH-000454,-1.04900631306
ACH-000458,-1.36174726007
ACH-000459,-0.7344068603530001
ACH-000460,-1.3293917687799999
ACH-000461,-1.55489461187
ACH-000463,-1.08582388269
ACH-000464,-0.9088238651530001
ACH-000466,-1.33856219535
ACH-000467,-1.37525691685
ACH-000468,-1.14798133794
ACH-000469,-1.5099241997200001
ACH-000470,-1.5398141532799998
ACH-000471,-1.4124890183899999
ACH-000472,-1.49600430995
ACH-000473,-1.3079088296999999
ACH-000475,-1.3429191386700001
ACH-000476,-1.42895005408
ACH-000477,-1.4578618778799999
ACH-000480,-1.19575581611
ACH-000481,-1.6416200259
ACH-000483,-1.34924818277
ACH-000484,-1.04839242182
ACH-000485,-1.27169180665
ACH-000486,-1.35312515188
ACH-000487,-1.2476689317899998
ACH-000488,-1.25100469278
ACH-000490,-1.24747786361
ACH-000491,-1.4156339059799998
ACH-000495,-1.35718338317
ACH-000496,-1.30945804419
ACH-000499,-1.00467616591
ACH-000500,-1.5746930863600002
ACH-000502,-1.2263190210100001
ACH-000503,-1.19848782354
ACH-000505,-1.17191235936
ACH-000507,-1.25106610476
ACH-000510,-1.16164244281
ACH-000511,-1.22146426143
ACH-000512,-1.0203445846799999
ACH-000516,-1.3557160657499998
ACH-000517,-0.9814534826569999
ACH-000518,-1.31518535604
ACH-000520,-1.09936796427
ACH-000521,-1.15785303448
ACH-000522,-0.8093481455179999
ACH-000524,-1.39452332303
ACH-000527,-1.5136015753
ACH-000528,-1.20263034499
ACH-000537,-1.16519618231
ACH-000541,-1.4446260356099998
ACH-000542,-1.4503918999
ACH-000544,-1.30641737091
ACH-000545,-1.3464802484399998
ACH-000547,-1.50421233118
ACH-000548,-1.5974688195
ACH-000549,-1.34519207162
ACH-000550,-1.18705634341
ACH-000552,-1.21160129982
ACH-000556,-1.42019215982
ACH-000557,-1.8432276128599998
ACH-000570,-1.23635578774
ACH-000571,-1.14211593688
ACH-000573,-1.24913911315
ACH-000576,-1.33423318521
ACH-000580,-1.28125610874
ACH-000584,-1.49410005543
ACH-000585,-1.48661282604
ACH-000588,-1.2151498961299998
ACH-000589,-1.09408704253
ACH-000591,-1.08650116226
ACH-000593,-1.54443337912
ACH-000600,-1.48326612896
ACH-000601,-1.33203547486
ACH-000604,-1.32553665968
ACH-000605,-1.32663374212
ACH-000606,-1.0856326799200002
ACH-000608,-1.25376362392
ACH-000614,-0.911223104304
ACH-000616,-1.26242340921
ACH-000618,-1.4046843652599998
ACH-000619,-1.57225175074
ACH-000620,-1.25113851641
ACH-000621,-1.10914620202
ACH-000622,-1.5993618782299999
ACH-000623,-1.33182574173
ACH-000624,-1.31056475412
ACH-000627,-1.21146744528
ACH-000630,-1.35995826618
ACH-000632,-1.45800382225
ACH-000633,-0.7596448009000001
ACH-000637,-1.07937052685
ACH-000638,-1.2720129499
ACH-000646,-1.4493039466600002
ACH-000647,-1.33092666491
ACH-000648,-1.1570785622600002
ACH-000649,-1.2661909383499999
ACH-000651,-1.36226543518
ACH-000652,-1.28586964601
ACH-000653,-1.20452166221
ACH-000657,-1.41447238049
ACH-000658,-1.4057466888499999
ACH-000661,-1.17254076213
ACH-000662,-1.2634620213799999
ACH-000663,-1.24807980324
ACH-000665,-1.14408513385
ACH-000671,-1.1912573635200001
ACH-000673,-1.26250948785
ACH-000676,-1.1678326441700002
ACH-000677,-1.05898493206
ACH-000681,-1.32837210671
ACH-000682,-1.42800558051
ACH-000683,-1.2147036206
ACH-000684,-1.52530853174
ACH-000688,-1.0202939936700002
ACH-000693,-1.38836935151
ACH-000694,-1.1828391554100002
ACH-000695,-1.53335076982
ACH-000696,-1.26147564352
ACH-000697,-0.920158911842
ACH-000699,-1.32033715442
ACH-000701,-1.22263724832
ACH-000706,-1.3826409408700002
ACH-000711,-1.3418668759299999
ACH-000713,-1.44233994903
ACH-000714,-1.3924284988
ACH-000718,-1.35889244382
ACH-000720,-1.37861941576
ACH-000721,-1.3424844422100002
ACH-000724,-1.6833735507799998
ACH-000725,-1.26199195704
ACH-000732,-1.6967323898500002
ACH-000734,-1.21041432125
ACH-000735,-1.07135458707
ACH-000736,-1.80844540376
ACH-000738,-1.22215081566
ACH-000746,-1.4240908070500002
ACH-000747,-1.2054331709000001
ACH-000748,-1.49070284889
ACH-000753,-1.51666863974
ACH-000756,-1.6724156567700001
ACH-000757,-1.50771919764
ACH-000758,-1.33622346326
ACH-000760,-1.3705786022400002
ACH-000763,-1.48149599533
ACH-000764,-1.4990111206999999
ACH-000765,-1.25953090735
ACH-000766,-1.35163056913
ACH-000767,-1.26929452415
ACH-000768,-1.35977872479
ACH-000769,-1.21126697824
ACH-000770,-1.35061748907
ACH-000771,-1.03515724531
ACH-000773,-1.32583969609
ACH-000776,-1.44649512021
ACH-000777,-1.34875722192
ACH-000778,-1.63966440023
ACH-000781,-1.5122197091
ACH-000782,-1.37083519024
ACH-000783,-1.06742503588
ACH-000784,-1.48301593649
ACH-000785,-1.32951364995
ACH-000787,-1.32820512494
ACH-000788,-1.44514799526
ACH-000791,-1.36322740218
ACH-000792,-1.0716975815
ACH-000794,-1.3986047652000002
ACH-000796,-1.53530856399
ACH-000799,-1.4964589771099999
ACH-000800,-1.12256219153
ACH-000802,-1.35462276768
ACH-000804,-1.46623986762
ACH-000805,-1.34240287597
ACH-000809,-0.986079325757
ACH-000810,-1.36232243143
ACH-000811,-1.29102716305
ACH-000817,-1.18931506325
ACH-000819,-1.21578874399
ACH-000820,-1.58921745498
ACH-000821,-1.07441412579
ACH-000822,-1.0961410306100001
ACH-000823,-1.2592766079
ACH-000824,-1.58725343081
ACH-000827,-1.26635209154
ACH-000829,-1.47448905063
ACH-000831,-1.1566473035200002
ACH-000832,-1.26292883603
ACH-000833,-1.2821631880500002
ACH-000834,-1.2720759753200002
ACH-000835,-1.3168645541
ACH-000836,-0.711898605599
ACH-000837,-1.46347304729
ACH-000838,-1.6345303685400001
ACH-000839,-1.4094641748199999
ACH-000840,-1.4513696344799998
ACH-000841,-1.60004198445
ACH-000843,-1.22460314611
ACH-000846,-1.19043133297
ACH-000847,-1.4615180649200001
ACH-000848,-1.4210925996700001
ACH-000849,-1.5523487009399999
ACH-000851,-1.3300288247399998
ACH-000855,-1.3284874070700001
ACH-000856,-1.37852855477
ACH-000858,-1.1444283369600001
ACH-000859,-0.720046160032
ACH-000861,-1.33890525944
ACH-000862,-1.4344894468
ACH-000865,-1.27734317936
ACH-000866,-1.3721239940099998
ACH-000867,-1.41578063959
ACH-000869,-1.1617878810200002
ACH-000872,-1.40658748526
ACH-000873,-1.32295251237
ACH-000876,-1.15205210206
ACH-000878,-1.38104152567
ACH-000880,-1.07506486511
ACH-000881,-1.27594311877
ACH-000882,-1.22408929357
ACH-000884,-1.17631054544
ACH-000885,-1.46287461022
ACH-000887,-1.24541396566
ACH-000888,-1.38489054852
ACH-000889,-1.27527109256
ACH-000890,-1.29644884159
ACH-000896,-1.4558846562299999
ACH-000898,-1.30230650965
ACH-000900,-1.1758455571
ACH-000901,-1.2866679758
ACH-000905,-1.31770102543
ACH-000906,-1.3837950294799999
ACH-000907,-0.8182165388689999
ACH-000910,-1.18581637125
ACH-000911,-1.3795746241799998
ACH-000912,-1.06184351317
ACH-000913,-1.4875554543
ACH-000915,-1.2006305993000002
ACH-000916,-1.53834256216
ACH-000917,-1.12537061719
ACH-000921,-1.11697961408
ACH-000924,-1.31202684918
ACH-000926,-1.25036687014
ACH-000928,-1.32442267324
ACH-000929,-1.6972236539899999
ACH-000932,-1.1719479423399999
ACH-000935,-1.3734291267200003
ACH-000936,-1.2274342231200002
ACH-000937,-1.48767189465
ACH-000938,-1.5704675612099999
ACH-000939,-0.797547181575
ACH-000941,-1.67221932877
ACH-000943,-1.1454440746799999
ACH-000946,-1.41250824818
ACH-000947,-1.3556067837299999
ACH-000948,-1.30765749287
ACH-000950,-1.70899161099
ACH-000953,-1.5094561811200002
ACH-000957,-1.41163206485
ACH-000958,-1.14740428583
ACH-000960,-1.3651371929
ACH-000963,-1.54193225023
ACH-000968,-1.21083881983
ACH-000969,-1.24654049333
ACH-000973,-1.3161645562100002
ACH-000974,-1.20609841613
ACH-000975,-1.0405937401899998
ACH-000976,-1.1778926964
ACH-000978,-1.32285087912
ACH-000980,-1.34723502644
ACH-000984,-1.3282779366600002
ACH-000986,-1.33051246624
ACH-000988,-1.20867421629
ACH-000993,-1.01993023096
ACH-000994,-1.36403363
ACH-000996,-1.4128777399899999
ACH-001001,-1.5503951194699999
ACH-001020,-0.8784583108840001
ACH-001028,-1.28026786088
ACH-001031,-1.21930570876
ACH-001038,-1.29382023644
ACH-001048,-1.26456955171
ACH-001050,-1.50952491462
ACH-001053,-1.27434969199
ACH-001054,-1.27784548203
ACH-001061,-1.0207976428299999
ACH-001067,-1.2829288728100001
ACH-001075,-1.1994449552600002
ACH-001096,-1.37392069614
ACH-001128,0.104920683194
ACH-001134,-1.27895010874
ACH-001151,-1.1982946866600002
ACH-001163,-1.36159305227
ACH-001164,-1.00912712623
ACH-001173,-1.1891090176899999
ACH-001183,-1.3263871681000001
ACH-001184,-1.3519707828999998
ACH-001190,-1.29738587453
ACH-001192,-1.29273352675
ACH-001193,-1.17415609821
ACH-001196,-1.35876878777
ACH-001197,-1.39671979408
ACH-001205,-1.35780065628
ACH-001211,-0.9988127058670001
ACH-001212,-1.14864526858
ACH-001228,-1.50077869705
ACH-001232,-1.29085568665
ACH-001239,-1.1202811269600002
ACH-001274,-1.21330852886
ACH-001275,-1.29089292704
ACH-001277,-1.28256529352
ACH-001278,-1.22814582016
ACH-001280,-1.4468413979799999
ACH-001283,-1.19663211384
ACH-001289,-1.32007300944
ACH-001295,-1.3805162330399998
ACH-001300,-1.2504416406799999
ACH-001301,-1.4294382991299999
ACH-001302,-1.2857606664499999
ACH-001303,-1.5374075025999998
ACH-001306,-1.03148364512
ACH-001318,-1.3008707022
ACH-001322,-1.44449818532
ACH-001328,-1.4527070278799998
ACH-001332,-1.18166396831
ACH-001333,-1.19455143576
ACH-001336,-1.217842557
ACH-001340,-1.23752902189
ACH-001346,-1.3668746403799998
ACH-001353,-1.16105417491
ACH-001354,-1.28546133327
ACH-001367,-1.25116092479
ACH-001368,-1.13670830985
ACH-001374,-1.61812947065
ACH-001375,-1.3755678810499998
ACH-001377,-1.36492103678
ACH-001380,-1.2287197713299998
ACH-001391,-1.20631050709
ACH-001407,-1.4379191468799999
ACH-001408,-1.24521495787
ACH-001413,-1.30236072821
ACH-001430,-1.28720742805
ACH-001431,-1.2948300566
ACH-001450,-1.18557923701
ACH-001496,-0.8321046363869999
ACH-001500,-0.853783111189
ACH-001521,-1.5257451731799998
ACH-001523,-1.3149262584
ACH-001532,-1.3630518447600002
ACH-001536,-1.52726756602
ACH-001550,-0.753317033803
ACH-001552,-1.4800698504700003
ACH-001554,-1.24362384077
ACH-001645,-1.04102532999
ACH-001654,-1.56984111649
ACH-001715,-1.32044202475
ACH-001735,-1.2928727921799998
ACH-001736,-1.25098955051
ACH-001737,-1.07052196336
ACH-001740,-1.17017503309
ACH-001745,-1.3391419935
ACH-001750,-1.2041246593100001
ACH-001765,-1.33870407039
ACH-001956,-1.26493878649
ACH-001957,-1.13146606044
