,MSI2 (124540)
ACH-000004,-0.180134334847
ACH-000007,-0.114830398969
ACH-000009,-0.364293266466
ACH-000011,-0.46927636639200004
ACH-000012,-0.0365267296574
ACH-000013,-0.089752929512
ACH-000014,-0.39473036392099997
ACH-000015,0.0193861952777
ACH-000017,-0.23966900313700001
ACH-000018,-0.021291384609
ACH-000019,-0.461841029846
ACH-000021,-0.182820455564
ACH-000022,-0.0437071996078
ACH-000025,-0.030121941435599996
ACH-000028,-0.26460930335099997
ACH-000030,-0.10272589792600001
ACH-000035,-0.106228072595
ACH-000036,-0.0922753278845
ACH-000037,-0.0449558228387
ACH-000039,0.142638811399
ACH-000040,-0.36549772934299996
ACH-000041,0.16145969215999997
ACH-000042,-0.123521544518
ACH-000045,-0.108776359883
ACH-000047,-0.0546270546086
ACH-000052,0.020351789285099998
ACH-000053,-0.45507149574100003
ACH-000054,-0.49736396474399996
ACH-000055,-0.500516226801
ACH-000060,-0.0836554800653
ACH-000067,-0.20162035508099999
ACH-000070,-0.48892245936800005
ACH-000075,-0.169862015009
ACH-000078,-0.795764999004
ACH-000082,-0.118219820925
ACH-000085,-0.017514836558700002
ACH-000086,-0.07479469169389999
ACH-000087,0.21264669759500002
ACH-000092,-0.07896922171569999
ACH-000095,-0.326702642194
ACH-000097,-0.180976676412
ACH-000098,-0.168797828772
ACH-000099,-0.6810325325419999
ACH-000108,-0.0150952100049
ACH-000113,0.0411187700663
ACH-000115,0.138222172936
ACH-000116,-0.132896162389
ACH-000118,-0.13136989470000002
ACH-000120,-0.389374051311
ACH-000123,0.0183312309942
ACH-000127,0.0139866094276
ACH-000128,-0.167405989522
ACH-000132,-0.16677679692800002
ACH-000133,-0.0296042659403
ACH-000137,-0.120485276389
ACH-000138,-0.16987776031800003
ACH-000142,-0.168690889059
ACH-000143,-0.0591474756254
ACH-000146,5.55353572631e-05
ACH-000148,-0.178255512479
ACH-000150,-0.0985309659565
ACH-000152,-0.149618201604
ACH-000153,-0.44566248402900005
ACH-000159,-0.28370831292
ACH-000160,-0.189024634605
ACH-000163,-0.239813645544
ACH-000167,0.08693805686239998
ACH-000168,-0.112841401811
ACH-000169,-0.103241922679
ACH-000178,-0.041482776432400004
ACH-000182,-0.017967604805400002
ACH-000183,0.327357205559
ACH-000188,-0.049798146773800005
ACH-000189,-0.190939872885
ACH-000190,-0.187976197381
ACH-000198,-0.430955051269
ACH-000204,0.00957921640051
ACH-000206,-0.156599248372
ACH-000207,-0.226792095842
ACH-000211,-0.277350738475
ACH-000215,-0.252918798691
ACH-000221,-0.09738687174249999
ACH-000222,0.180526833863
ACH-000223,-0.178483611809
ACH-000226,-0.129907007945
ACH-000227,-0.625158508711
ACH-000228,-0.111574218969
ACH-000231,-0.186410775218
ACH-000232,-0.43334747782899996
ACH-000233,-0.198248699546
ACH-000234,-0.488111948355
ACH-000235,-0.200229196479
ACH-000237,-0.405664436726
ACH-000238,-0.235096724155
ACH-000243,-0.160595577921
ACH-000244,-0.297259083101
ACH-000246,-0.313625893935
ACH-000248,-0.19292892048799998
ACH-000250,-0.0512687145498
ACH-000251,-0.300552498489
ACH-000253,-0.226195340488
ACH-000255,-0.148251909583
ACH-000256,-0.0279864018692
ACH-000257,0.134878215945
ACH-000258,0.155615814573
ACH-000259,-0.320527024782
ACH-000260,-0.323904136761
ACH-000261,-0.0748289101373
ACH-000262,-0.0538504964207
ACH-000263,-0.318395754023
ACH-000264,-0.262210900919
ACH-000265,-0.08692202341630001
ACH-000266,-0.245027223502
ACH-000272,-0.0513175798134
ACH-000273,-0.215453245359
ACH-000274,-0.442197845902
ACH-000277,-0.045280919390699996
ACH-000278,-0.17585046784400002
ACH-000279,0.044028546735699996
ACH-000280,-0.044924929563199996
ACH-000281,-0.32481918795000003
ACH-000288,-0.0650905596952
ACH-000291,-0.161856043087
ACH-000293,-0.128539585367
ACH-000294,-0.31446082947
ACH-000295,-0.254870629745
ACH-000296,-0.107762940971
ACH-000302,-0.0465714280625
ACH-000304,-0.61458349787
ACH-000307,-0.0480050710963
ACH-000308,-0.23142185897599998
ACH-000310,-0.7515270240009999
ACH-000311,-0.218185404581
ACH-000312,-0.39001571679799996
ACH-000315,0.19717726509599998
ACH-000316,-0.319920138235
ACH-000317,-0.332195970259
ACH-000318,-0.177422100914
ACH-000319,-0.0365887876361
ACH-000320,0.0475538757159
ACH-000322,-0.101637469273
ACH-000323,-0.060689750168599996
ACH-000324,-0.246879567856
ACH-000329,0.0316279312188
ACH-000330,0.00998095884988
ACH-000331,-0.169095121999
ACH-000332,-0.0411988551031
ACH-000334,-0.0799805300299
ACH-000335,-0.217638229043
ACH-000336,-0.0203316755303
ACH-000337,-0.40445454985699997
ACH-000339,-0.193976292113
ACH-000341,-0.36308941441
ACH-000348,-0.201779902817
ACH-000350,-0.128167627567
ACH-000352,-0.050125233682599996
ACH-000356,-0.34602927638000003
ACH-000361,-0.278663510013
ACH-000362,-0.0838140492096
ACH-000363,-0.0409615357035
ACH-000364,-0.174423960173
ACH-000365,-0.26330973657900003
ACH-000366,-0.239737895457
ACH-000368,-0.26520994496800004
ACH-000374,-0.0387667607779
ACH-000375,-0.234421007469
ACH-000376,-0.08211055966110001
ACH-000381,-0.024179540414800003
ACH-000383,-0.160414175998
ACH-000387,-0.0939458393516
ACH-000389,-0.175348701872
ACH-000390,-0.17385857605799998
ACH-000393,-0.08780206461279999
ACH-000395,-0.211335782201
ACH-000397,-0.256873870618
ACH-000401,-0.3065225345
ACH-000402,-0.22949572729899997
ACH-000403,-0.14779639695
ACH-000404,-0.263818546934
ACH-000406,-0.0994458776306
ACH-000407,-0.17465177186900002
ACH-000408,-0.056711173510099994
ACH-000410,-0.111870358831
ACH-000411,-0.295974164602
ACH-000414,0.0379552384873
ACH-000415,-0.110746534201
ACH-000416,-0.254356515754
ACH-000420,-0.09050267532400001
ACH-000421,-0.15099041631899998
ACH-000424,-0.18844557753600003
ACH-000425,-0.226469609269
ACH-000426,0.329140730474
