,NCOA7 (135112)
ACH-000004,0.39771470546899995
ACH-000007,0.240996913366
ACH-000009,0.194121076976
ACH-000011,0.334934926701
ACH-000012,0.287316028572
ACH-000013,0.20929633233
ACH-000014,0.191192743724
ACH-000015,0.247566238188
ACH-000017,0.277673195111
ACH-000018,0.306614837268
ACH-000019,0.27642063941100004
ACH-000021,0.0527546794936
ACH-000022,0.111160736599
ACH-000025,0.294153687687
ACH-000028,0.295604016663
ACH-000030,0.23082457601300002
ACH-000035,0.165352071688
ACH-000036,0.328344847798
ACH-000037,0.307051031554
ACH-000039,0.461424101597
ACH-000040,0.324116533366
ACH-000041,0.207885233656
ACH-000042,0.24130638889199998
ACH-000045,0.23876301889899998
ACH-000047,0.40004742681999994
ACH-000052,0.285329907905
ACH-000053,0.198816085603
ACH-000054,0.240978742863
ACH-000055,0.325991946895
ACH-000060,0.229357856755
ACH-000067,0.250522441325
ACH-000070,0.311696458736
ACH-000075,0.291811096671
ACH-000078,0.199628703337
ACH-000082,0.34065527311300003
ACH-000085,0.213112604973
ACH-000086,0.339649384462
ACH-000087,0.39770043581299996
ACH-000092,0.331270186405
ACH-000095,0.196953956291
ACH-000097,0.206063247717
ACH-000098,0.2379173001
ACH-000099,0.24407489450300002
ACH-000108,0.402865249161
ACH-000113,0.32700209644699996
ACH-000115,0.35396640908200006
ACH-000116,0.303100295427
ACH-000118,0.19775197519699997
ACH-000120,0.237440976562
ACH-000123,0.22022805271200002
ACH-000127,0.265671211159
ACH-000128,0.12049785661599999
ACH-000132,0.20052776603
ACH-000133,0.28511540343499997
ACH-000137,0.431532774661
ACH-000138,0.259011673865
ACH-000142,0.453546846562
ACH-000143,0.10204874559299999
ACH-000146,0.348880482772
ACH-000148,0.210050688537
ACH-000150,0.23947298220600002
ACH-000152,0.289473825976
ACH-000153,0.2425398544
ACH-000159,0.262659077502
ACH-000160,0.5324767466070001
ACH-000163,0.258557584605
ACH-000167,0.734942309575
ACH-000168,0.24192962999099998
ACH-000169,0.175194650722
ACH-000178,0.32927984027699997
ACH-000182,0.196134612098
ACH-000183,0.322968805864
ACH-000188,0.266965969872
ACH-000189,0.23074028344500003
ACH-000190,0.6801362485060001
ACH-000198,0.257897023997
ACH-000204,-0.029098310027799997
ACH-000206,0.24178176553000003
ACH-000207,0.140751719538
ACH-000211,0.307896529294
ACH-000215,0.324334400821
ACH-000221,0.312387357629
ACH-000222,0.262218007433
ACH-000223,0.232339515556
ACH-000226,0.295776390412
ACH-000227,0.284630394027
ACH-000228,0.137408877192
ACH-000231,0.191614948572
ACH-000232,0.250276127997
ACH-000233,0.457512814281
ACH-000234,0.0992451901708
ACH-000235,0.25181893279199996
ACH-000237,0.39317491123099996
ACH-000238,0.264796996329
ACH-000243,0.153998336543
ACH-000244,0.19370396199499998
ACH-000246,0.394033527029
ACH-000248,0.34170873867799995
ACH-000250,0.224654964925
ACH-000251,0.22543402271899998
ACH-000253,0.301055231955
ACH-000255,0.242050090141
ACH-000256,0.14575161876499998
ACH-000257,0.263711130019
ACH-000258,0.340079811597
ACH-000259,0.195713145898
ACH-000260,0.19010973015500002
ACH-000261,0.191748972356
ACH-000262,0.41608820956
ACH-000263,0.13036901392
ACH-000264,0.18066645746800003
ACH-000265,0.258755951905
ACH-000266,0.30034818219099996
ACH-000272,0.152818088431
ACH-000273,0.252860570862
ACH-000274,0.41125951189000004
ACH-000277,0.277542133854
ACH-000278,0.209254267394
ACH-000279,0.17746205892900002
