,UHMK1 (127933)
ACH-000004,0.151265986044
ACH-000007,0.121774481887
ACH-000009,0.0207127324017
ACH-000011,0.16387035639699998
ACH-000012,0.0722139704263
ACH-000013,0.200884221457
ACH-000014,0.208302980029
ACH-000015,0.144849683392
ACH-000017,0.21751774902100002
ACH-000018,0.127308756372
ACH-000019,0.151374873743
ACH-000021,0.135606721753
ACH-000022,-0.0479824748085
ACH-000025,0.010183164513200001
ACH-000028,0.033056953086
ACH-000030,0.0963675342034
ACH-000035,-0.08245798169
ACH-000036,0.113308445015
ACH-000037,0.0208170542401
ACH-000039,-0.212891186643
ACH-000040,0.331327377167
ACH-000041,0.07677580024
ACH-000042,0.23912017937
ACH-000045,0.24294780696499998
ACH-000047,0.0821969083297
ACH-000052,0.0851204719529
ACH-000053,-0.0418968895395
ACH-000054,0.043013079797900006
ACH-000055,0.0161308072822
ACH-000060,0.082699625801
ACH-000067,0.155776124955
ACH-000070,0.194155221998
ACH-000075,0.117911301831
ACH-000078,-0.039329843437300005
ACH-000082,0.127974848697
ACH-000085,-0.0396703600118
ACH-000086,0.043592080124500006
ACH-000087,-0.0610913600799
ACH-000092,0.07081329182519999
ACH-000095,0.176589823206
ACH-000097,0.0241336470114
ACH-000098,-0.050947774151800004
ACH-000099,0.146210093916
ACH-000108,0.184736706177
ACH-000113,0.232157629889
ACH-000115,0.31457903095600004
ACH-000116,0.019664003431500002
ACH-000118,0.13631236909299999
ACH-000120,0.23482199938099999
ACH-000123,0.144801225969
ACH-000127,-0.00314011537049
ACH-000128,0.237781867297
ACH-000132,0.0883755572759
ACH-000133,-0.00963824524765
ACH-000137,0.080373384169
ACH-000138,0.181558778147
ACH-000142,0.22737050778
ACH-000143,0.296926420577
ACH-000146,0.12376762266699999
ACH-000148,0.0194061046063
ACH-000150,-0.00515386950174
ACH-000152,-0.04879586688080001
ACH-000153,-0.0141722031463
ACH-000159,0.00838855760182
ACH-000160,0.21683431972699999
ACH-000163,-0.0243764963963
ACH-000167,0.280136204625
ACH-000168,0.254371090187
ACH-000169,0.18534949685
ACH-000178,0.0767228117606
ACH-000182,0.20593026263300002
ACH-000183,0.144382357815
ACH-000188,0.0805526700304
ACH-000189,0.165002502055
ACH-000190,0.100685608629
ACH-000198,0.121581588423
ACH-000204,-0.7253923118089999
ACH-000206,0.185297960143
ACH-000207,0.308176635071
ACH-000211,0.0645902680452
ACH-000215,0.107133766469
ACH-000221,0.178705674509
ACH-000222,0.24865116611299998
ACH-000223,0.038889072993099995
ACH-000226,-0.10341340329500001
ACH-000227,0.0485438810409
ACH-000228,0.18865192201699998
ACH-000231,0.159833636055
ACH-000232,-0.0827975155831
ACH-000233,0.106505255258
ACH-000234,-0.0719672700289
ACH-000235,-0.0501432899134
ACH-000237,0.023363898539100002
ACH-000238,0.306119641139
ACH-000243,0.0394497096448
ACH-000244,0.21950874023400002
ACH-000246,0.06741368385480001
ACH-000248,0.21364419924699998
ACH-000250,0.09627639241760001
ACH-000251,0.17217108293400002
ACH-000253,-0.0893660809442
ACH-000255,-0.119281470177
ACH-000256,0.04482629696859999
ACH-000257,0.024667219961900005
ACH-000258,0.09387983971169998
ACH-000259,0.141709753391
ACH-000260,0.12215958298900001
ACH-000261,0.057600339664500004
ACH-000262,0.241052598939
ACH-000263,0.494513372359
ACH-000264,-0.15205083457000002
ACH-000265,0.18698403159000002
ACH-000266,0.17056746135
ACH-000272,-0.037871919046
ACH-000273,0.0386613962591
ACH-000274,0.135546653419
ACH-000277,-0.0144362989456
ACH-000278,-0.174323661347
ACH-000279,0.20740811210299998
ACH-000280,0.20879558772300003
ACH-000281,0.312808670617
ACH-000288,0.0401650837299
ACH-000291,-0.044482556608999996
ACH-000293,0.251060153571
ACH-000294,0.270785912941
ACH-000295,0.209282677133
ACH-000296,-0.056562342244100006
ACH-000302,0.066683486386
ACH-000304,0.119482031333
ACH-000307,0.0467685394369
ACH-000308,0.155789398557
ACH-000310,0.349327467717
ACH-000311,-0.00789075456716
ACH-000312,0.0723259131485
ACH-000315,-0.00683035954885
ACH-000316,0.0895955292499
ACH-000317,0.129604257457
ACH-000318,0.150569061785
ACH-000319,0.0363787946083
ACH-000320,0.10046600229399999
ACH-000322,0.17418586758299998
ACH-000323,-0.005793530184290001
ACH-000324,0.297497733948
ACH-000329,0.134132548375
ACH-000330,-0.0313866080107
ACH-000331,0.189380624166
ACH-000332,0.0303451474874
ACH-000334,-0.100660167806
ACH-000335,0.24750160438299998
ACH-000336,0.030519836783500003
ACH-000337,0.00454948625822
ACH-000339,0.0616752253539
ACH-000341,0.203345430508
ACH-000348,0.066458430528
ACH-000350,0.29718660453400003
ACH-000352,0.0932815991887
ACH-000356,0.012010498199799999
ACH-000361,0.0469625989444
