,DHX8 (1659)
ACH-000004,-1.50471560412
ACH-000007,-1.6710256619
ACH-000009,-1.47951339903
ACH-000011,-1.3804794797100002
ACH-000012,-1.3129409502200002
ACH-000013,-1.62363593094
ACH-000014,-1.36430596359
ACH-000015,-1.49389571722
ACH-000017,-1.6350808310799998
ACH-000018,-1.14255987686
ACH-000019,-1.4452604657199999
ACH-000021,-1.66794838146
ACH-000022,-1.60120224401
ACH-000025,-1.2848809971700001
ACH-000028,-1.54804289552
ACH-000030,-1.51909086435
ACH-000035,-1.41297269769
ACH-000036,-1.5735036928200001
ACH-000037,-2.33760843314
ACH-000039,-1.1856042696200002
ACH-000040,-1.46566889715
ACH-000041,-1.29545804486
ACH-000042,-1.16992249638
ACH-000045,-1.61315328704
ACH-000047,-1.45224380572
ACH-000052,-1.73265560143
ACH-000053,-1.64662758287
ACH-000054,-1.72502384399
ACH-000055,-1.37116666378
ACH-000060,-1.2928857639799998
ACH-000067,-1.5181765067500002
ACH-000070,-1.4995536772
ACH-000075,-1.37652022583
ACH-000078,-1.4222186561899999
ACH-000082,-1.56948324259
ACH-000085,-1.41437358407
ACH-000086,-1.38406176442
ACH-000087,-1.70049554742
ACH-000092,-1.23484009991
ACH-000095,-1.26559156504
ACH-000097,-1.4886709597999999
ACH-000098,-1.0728753260100001
ACH-000099,-1.36072895576
ACH-000108,-1.52639109162
ACH-000113,-1.52727836817
ACH-000115,-1.40306513866
ACH-000116,-1.5730719026299997
ACH-000118,-1.5910741620200002
ACH-000120,-1.5174829338999998
ACH-000123,-1.3549386027700001
ACH-000127,-1.37221874481
ACH-000128,-1.1072683784100001
ACH-000132,-1.48614672473
ACH-000133,-1.53361709653
ACH-000137,-1.3154869582700002
ACH-000138,-1.1670404160899999
ACH-000142,-1.33540952352
ACH-000143,-1.3942035977399998
ACH-000146,-1.44714233974
ACH-000148,-1.51600360113
ACH-000150,-1.47879373162
ACH-000152,-1.4373897014500001
ACH-000153,-1.5913082250200001
ACH-000159,-1.3962498910499999
ACH-000160,-1.77832458475
ACH-000163,-1.43235441633
ACH-000167,-1.01848817744
ACH-000168,-1.3474766957799997
ACH-000169,-1.79620244312
ACH-000178,-1.54245326838
ACH-000182,-1.45437440717
ACH-000183,-1.61739647352
ACH-000188,-1.43736816256
ACH-000189,-1.45425634512
ACH-000190,-1.42596330473
ACH-000198,-1.54014912503
ACH-000204,-1.38490901398
ACH-000206,-1.7853018236900002
ACH-000207,-1.7060706815600002
ACH-000211,-1.5472481757700003
ACH-000215,-1.27938167816
ACH-000221,-1.4793644692200003
ACH-000222,-1.49392454692
ACH-000223,-1.3851508233399998
ACH-000226,-1.6013131712399997
ACH-000227,-1.8223902220200001
ACH-000228,-1.5293026951299997
ACH-000231,-1.50155323534
ACH-000232,-1.39172611413
ACH-000233,-1.6948705915900002
ACH-000234,-1.37477519128
ACH-000235,-1.5158404589899999
ACH-000237,-1.28875787687
ACH-000238,-1.73202061426
ACH-000243,-1.39025517009
ACH-000244,-1.68825137159
ACH-000246,-1.61015414998
ACH-000248,-1.69733375868
