,OPRL1 (4987)
ACH-000403,-0.232509374541
ACH-000404,-0.0755449861675
ACH-000406,-0.14147748271500002
ACH-000407,-0.325702669733
ACH-000408,-0.235502260957
ACH-000410,-0.061168086390300004
ACH-000411,-0.205160872696
ACH-000414,-0.188956135993
ACH-000415,0.020491514037699998
ACH-000416,-0.269134915159
ACH-000420,-0.191091728184
ACH-000421,-0.180466219365
ACH-000424,0.0207801090598
ACH-000425,-0.134818942823
ACH-000426,-0.182486711865
ACH-000427,-0.207066229507
ACH-000433,0.10388915055
ACH-000436,-0.369302333427
ACH-000444,-0.0406014376608
ACH-000445,-0.07362494771910001
ACH-000448,-0.0380052391224
ACH-000450,0.170355985885
ACH-000452,-0.442116668539
ACH-000454,-0.258764298669
ACH-000458,-0.230121807872
ACH-000459,0.0179710634942
ACH-000460,-0.249726727142
ACH-000461,0.106359473675
ACH-000463,-0.12656575383
ACH-000464,-0.14671935643
ACH-000466,-0.00888848299441
ACH-000467,-0.44970822748000006
ACH-000468,-0.051129513033800006
ACH-000469,-0.0714892679977
ACH-000470,0.07957955524060001
ACH-000471,-0.177210445723
ACH-000472,-0.151959541235
ACH-000473,0.124302339483
ACH-000475,-0.12646693155400002
ACH-000476,-0.149872018169
ACH-000477,-0.0457462829525
ACH-000480,0.08156034609789999
ACH-000481,-0.00198574924598
ACH-000483,-0.154456292512
ACH-000484,-0.228746564953
ACH-000485,-0.0459787488781
ACH-000486,-0.10216274790799999
ACH-000487,-0.104987724276
ACH-000488,-0.188305522653
ACH-000490,-0.105665596281
ACH-000491,-0.23348471364700002
ACH-000495,-0.154564870294
ACH-000496,-0.10949703457
ACH-000499,0.045764974547699996
ACH-000500,0.10023898117999999
ACH-000502,-0.30344927837200003
ACH-000503,-0.25085551540999995
ACH-000505,-0.07261128503539999
ACH-000507,-0.228896823171
ACH-000510,-0.08262279073789999
ACH-000511,-0.0526495352941
ACH-000512,0.028183032149200003
ACH-000516,0.0239195248127
ACH-000517,-0.217430669795
ACH-000518,-0.09521337821360001
ACH-000520,-0.287337546416
ACH-000521,-0.311839451305
ACH-000522,-0.0450689091026
ACH-000524,-0.166567442168
ACH-000527,-0.056130420399
ACH-000528,-0.0502409796559
ACH-000537,-0.10130710966600001
ACH-000541,-0.155356911209
ACH-000542,-0.00527511705325
ACH-000544,-0.0848698805806
ACH-000545,-0.0085552819669
ACH-000547,0.0964827842802
ACH-000548,-0.329619592752
ACH-000549,-0.103801002147
ACH-000550,-0.32906117168000004
ACH-000552,-0.21995445537500002
ACH-000556,-0.06794330544
ACH-000557,-0.290712946079
ACH-000570,-0.329537424131
ACH-000571,-0.0856583350313
ACH-000573,-0.0997212571964
ACH-000576,-0.173159096394
ACH-000580,-0.303438356591
ACH-000584,-0.20813837678
ACH-000585,-0.0868038084682
ACH-000588,-0.160344573469
ACH-000589,-0.20679275821600002
ACH-000591,0.006086608202229999
ACH-000593,-0.117369360789
ACH-000600,-0.0928974477981
ACH-000601,-0.196986574281
ACH-000604,0.2041034076
ACH-000605,-0.0971923763098
ACH-000606,0.0270763004684
ACH-000608,-0.0371831060605
ACH-000614,-0.43875312025200003
ACH-000616,-0.12450396308299999
ACH-000618,-0.145372893409
ACH-000619,0.09421486065950001
ACH-000620,-0.299522134005
ACH-000621,-0.0405997323976
ACH-000622,-0.10755287076600001
ACH-000623,-0.160919578685
ACH-000624,-0.121993476093
ACH-000627,-0.0521492952089
ACH-000630,-0.0394425486925
ACH-000632,-0.150738001443
ACH-000633,-0.164809145626
ACH-000637,-0.155145046862
ACH-000638,-0.0967223421998
ACH-000646,-0.659615911173
ACH-000647,-0.0482259612701
ACH-000648,-0.27466438813099997
ACH-000649,-0.129800586918
ACH-000651,-0.09580119102830001
ACH-000652,-0.12699820299
ACH-000653,-0.0377915236285
ACH-000657,-0.129621727046
ACH-000658,-0.23334581824499998
ACH-000661,-0.321592706729
ACH-000662,-0.196324079038
ACH-000663,-0.0336409952207
ACH-000665,0.00137189689169
ACH-000671,-0.224830867366
ACH-000673,-0.112976933717
ACH-000676,-0.053808045005099996
ACH-000677,-0.299167413895
ACH-000681,-0.151223644523
ACH-000682,-0.169650887313
ACH-000683,-0.14721496860799999
ACH-000684,-0.16927077252999997
ACH-000688,-0.0626648923814
ACH-000693,-0.118197388281
ACH-000694,-0.009255757954889999
ACH-000695,-0.34476965222499995
ACH-000696,-0.201307923183
ACH-000697,-0.07918534817369999
ACH-000699,-0.28471153557100004
ACH-000701,-0.18611201892499998
ACH-000706,-0.211148150066
ACH-000711,-0.052636866026800004
ACH-000713,-0.0222886179639
ACH-000714,-0.22656112164900002
ACH-000718,-0.279398123931
ACH-000720,-0.41168401611500005
ACH-000721,-0.162991191578
ACH-000724,0.13531622622199999
ACH-000725,0.0881049113856
ACH-000732,-0.11079581005000001
ACH-000734,-0.151348209317
ACH-000735,-0.123328805076
ACH-000736,-0.27791559218
ACH-000738,-0.043964225407499995
ACH-000746,-0.167022560908
ACH-000747,0.0858271787918
ACH-000748,-0.034573499323199995
ACH-000753,-0.0645288206396
ACH-000756,-0.129493531703
ACH-000757,0.0752113471022
ACH-000758,0.0779722135612
ACH-000760,-0.0915799872261
ACH-000763,0.028913390368699998
ACH-000764,-0.107214712545
ACH-000765,-0.13853144160599998
ACH-000766,-0.19153278062399998
ACH-000767,-0.132211467249
ACH-000768,-0.08973284627070001
ACH-000769,-0.15931699317700002
ACH-000770,-0.232085249952
ACH-000771,-0.024334691638599998
ACH-000773,-0.0402646254159
ACH-000776,-0.09918203399469999
ACH-000777,-0.18528894507500002
ACH-000778,-0.0771064663852
ACH-000781,-0.140570967064
ACH-000782,0.021710577356599998
ACH-000783,-0.169766142346
ACH-000784,-0.0649910268794
ACH-000785,-0.39324943329000006
ACH-000787,-0.254411360015
ACH-000788,-0.221939298821
ACH-000791,-0.204526272408
ACH-000792,-0.13723566136
ACH-000794,-0.19490055285900001
ACH-000796,-0.16055423448
ACH-000799,-0.43704289786300005
ACH-000800,0.213777912447
ACH-000802,0.10581456744100001
ACH-000804,-0.11373407382799999
ACH-000805,-0.371563692771
ACH-000809,-0.164796015194
ACH-000810,0.0020485541108599997
ACH-000811,-0.14459442915999998
ACH-000817,0.054932149134
ACH-000819,0.00523853499079
ACH-000820,-0.419287059279
ACH-000821,0.14207241842499999
ACH-000822,-0.0837534121523
ACH-000823,0.0502186458143
ACH-000824,-0.23153041184300002
ACH-000827,-0.192540521351
ACH-000829,-0.057286818852399994
ACH-000831,0.0222039373567
ACH-000832,-0.0145896426342
ACH-000833,0.06642903642180001
ACH-000834,-0.0324369799751
ACH-000835,-0.131108718898
ACH-000836,-0.0916561388087
ACH-000837,-0.186796896747
ACH-000838,-0.057670367089900004
ACH-000839,-0.202512922652
ACH-000840,-0.0855544209261
ACH-000841,-0.053843902516400005
ACH-000843,-0.32226882489500003
ACH-000846,0.171594349007
ACH-000847,0.113688283258
ACH-000848,-0.175565774603
ACH-000849,-0.217415443847
ACH-000851,-0.561662405462
ACH-000855,-0.0941408682504
ACH-000856,-0.0224519933795
ACH-000858,-0.046509197546
ACH-000859,0.025397034464599996
ACH-000861,-0.0850792865555
ACH-000862,-0.358166772465
ACH-000865,-0.11522715239499999
ACH-000866,-0.089487259791
ACH-000867,-0.11264611798900001
ACH-000869,-0.16812046717300003
ACH-000872,0.0660683259777
ACH-000873,-0.385912312575
ACH-000876,-0.041362953122300004
ACH-000878,-0.157117507016
ACH-000880,-0.0328503670392
ACH-000881,-0.254149992408
ACH-000882,-0.0186474491566
ACH-000884,-0.07952937551080001
ACH-000885,-0.147656152406
ACH-000887,-0.0933616418452
ACH-000888,-0.19571006825599999
ACH-000889,0.148950862608
ACH-000890,-0.161512892054
ACH-000896,0.0927461628283
ACH-000898,-0.08765487708239998
ACH-000900,-0.127098409151
ACH-000901,-0.00459202828167
ACH-000905,-0.0138023705939
ACH-000906,-0.10780100801300001
ACH-000907,-0.235631816618
ACH-000910,-0.0916673541083
ACH-000911,-0.166857638383
ACH-000912,-0.18476592829799998
ACH-000913,-0.115269886234
ACH-000915,-0.10786978160499999
ACH-000916,0.057442213617000006
ACH-000917,-0.100177755208
ACH-000921,-0.31969110212699997
ACH-000924,-0.166405589547
ACH-000926,-0.110821609254
ACH-000928,-0.176197860574
ACH-000929,-0.0219947943371
ACH-000932,-0.338692210051
ACH-000935,-0.260453934915
ACH-000936,-0.17184649963100002
ACH-000937,-0.0543512952748
ACH-000938,-0.13039323344599998
ACH-000939,-0.207566651778
ACH-000941,0.0189192216336
ACH-000943,-0.0134523796529
ACH-000946,-0.0550951914442
ACH-000947,-0.018082845632599997
ACH-000948,-0.287665260521
ACH-000950,0.0914724135516
ACH-000953,-0.145029939575
ACH-000957,0.09153104348379999
ACH-000958,-0.125484186329
ACH-000960,-0.15881118202800001
ACH-000963,-0.0464390187266
ACH-000968,-0.052502083733299995
ACH-000969,-0.0571260488107
ACH-000973,-0.10291482433499999
ACH-000974,-0.059092350472999995
ACH-000975,-0.15822350520300002
ACH-000976,-0.164649473505
ACH-000978,0.251647624188
ACH-000980,-0.153584013684
ACH-000984,-0.132394963623
ACH-000986,-0.27025004564399996
ACH-000988,-0.141454100013
ACH-000993,-0.26886109255699997
ACH-000994,0.0107762521692
ACH-000996,-0.170223735788
ACH-001001,-0.0676090108262
ACH-001020,-0.319607382009
ACH-001028,-0.216600153422
ACH-001031,-0.259431847003
ACH-001038,-0.0420640419175
ACH-001048,-0.195302130672
ACH-001050,-0.150927826957
ACH-001053,-0.07448929573429999
ACH-001054,-0.14971851407700001
ACH-001061,-0.129852480435
ACH-001067,0.00289076585304
ACH-001075,0.017724669000299998
ACH-001096,-0.0115321977711
ACH-001128,-0.41493689446500004
ACH-001134,0.00586546323984
ACH-001151,-0.10287063794500001
ACH-001163,-0.028080241647900003
ACH-001164,-0.240498274209
ACH-001173,-0.171422161586
ACH-001183,-0.049308514707800004
ACH-001184,-0.169211929234
ACH-001190,0.142846915771
ACH-001192,-0.0292331381966
ACH-001193,-0.47550581817000004
ACH-001196,-0.265230810207
ACH-001197,-0.24389161503000004
ACH-001205,-0.14237238598500002
ACH-001211,0.111611461864
ACH-001212,0.304820571714
ACH-001228,-0.237879246886
ACH-001232,-0.21226963607000002
ACH-001239,-0.21127987596099998
ACH-001274,-0.13160841132
ACH-001275,-0.13402788854800002
ACH-001277,0.059239846652300004
ACH-001278,0.0248448253396
ACH-001280,-0.132617546978
ACH-001283,-0.036497544436800006
ACH-001289,-0.249081748178
ACH-001295,-0.042725062972599995
ACH-001300,-0.10868309928200001
ACH-001301,-0.20842267413600002
ACH-001302,-0.0393708215913
ACH-001303,-0.03192931208
ACH-001306,-0.138580358113
ACH-001318,-0.0542391713918
ACH-001322,0.10464143202199999
ACH-001328,-0.333756551303
ACH-001332,0.25871677651299996
ACH-001333,-0.27186984181400004
ACH-001336,0.0975624811124
ACH-001340,-0.213621489166
ACH-001346,-0.036686768432400006
ACH-001353,-0.33906586192500004
ACH-001354,-0.212901530693
ACH-001367,0.070541818002
ACH-001368,-0.045195752262599996
ACH-001374,-0.24612296357299998
ACH-001375,-0.103579622054
ACH-001377,-0.10133808513699999
ACH-001380,-0.15706850219000001
ACH-001391,0.16417713944
ACH-001407,0.0010158790442000001
ACH-001408,0.09540888503799999
ACH-001413,-0.33545221508699996
ACH-001430,0.0775958835343
ACH-001431,-0.207024849868
ACH-001450,-0.181037117144
ACH-001496,-0.0508760526519
ACH-001500,-0.116983009999
ACH-001521,-0.4613253211300001
ACH-001523,-0.182445088295
ACH-001532,-0.13400367166899999
ACH-001536,-0.164198623919
ACH-001550,0.10761826406
ACH-001552,-0.416481159941
ACH-001554,0.0138612721364
ACH-001645,-0.00804821565638
ACH-001654,-0.11303472751299999
ACH-001715,-0.135195507742
ACH-001735,-0.0100533303483
ACH-001736,-0.0619621368674
ACH-001737,-0.819023231937
ACH-001740,-0.0897337966158
ACH-001745,-0.194485572814
ACH-001750,-0.05870332354169999
ACH-001765,-0.118717055764
ACH-001956,-0.17137690366500002
ACH-001957,-0.20695180031100002
