,TPRKB (51002)
ACH-000593,-0.781378173628
ACH-000600,-0.718399768185
ACH-000601,-0.772018045567
ACH-000604,-0.536493327985
ACH-000605,-0.622243915823
ACH-000606,-0.434219454282
ACH-000608,-0.287813767905
ACH-000614,-0.5399354676770001
ACH-000616,-0.693240289367
ACH-000618,-0.451430113476
ACH-000619,-0.762195970001
ACH-000620,-0.348189965537
ACH-000621,-0.206327308152
ACH-000622,-0.532092550302
ACH-000623,-0.706560926282
ACH-000624,-0.737355484138
ACH-000627,-0.825126534874
ACH-000630,-0.742673238552
ACH-000632,-0.586147073351
ACH-000633,-0.530772338357
ACH-000637,-0.39616938986100003
ACH-000638,-0.528600499977
ACH-000646,-0.644533065566
ACH-000647,-0.499446818249
ACH-000648,-0.678613523087
ACH-000649,-0.6380995683899999
ACH-000651,-0.5967580389930001
ACH-000652,-0.43293845261799996
ACH-000653,-0.418886453822
ACH-000657,-0.7367638965209999
ACH-000658,-0.398439662352
ACH-000661,-0.414095779582
ACH-000662,-0.312225547878
ACH-000663,-0.378241308478
ACH-000665,-0.659158554854
ACH-000671,-0.5653257951039999
ACH-000673,-0.7725421500049999
ACH-000676,-0.539946453276
ACH-000677,-0.26532414354899997
ACH-000681,-0.689221043189
ACH-000682,-0.676790386652
ACH-000683,-0.493100197148
ACH-000684,-0.468740775603
ACH-000688,-0.536753121105
ACH-000693,-0.517094064458
ACH-000694,-0.662521825145
ACH-000695,-0.5093005706270001
ACH-000696,-0.690354574533
ACH-000697,-0.829541026819
ACH-000699,-0.41311563405199997
ACH-000701,-0.5194495936860001
ACH-000706,-0.428921304517
ACH-000711,-0.7434737445290001
ACH-000713,-0.8249396790350001
ACH-000714,-0.654607113082
ACH-000718,-0.613733642396
ACH-000720,-0.8953209863060001
ACH-000721,-0.693578116727
ACH-000724,-0.5704020544030001
ACH-000725,-0.39980777112300003
ACH-000732,-0.6867917718209999
ACH-000734,-0.595209345847
ACH-000735,-0.8821534493909999
ACH-000736,-0.7182644546379999
ACH-000738,-0.562616673216
ACH-000746,-0.417769316501
ACH-000747,-0.653246238659
ACH-000748,-0.9231494922579999
ACH-000753,-0.6835406067890001
ACH-000756,-0.8869991493289999
ACH-000757,-0.6680127033709999
ACH-000758,-0.475756820647
ACH-000760,-0.8749695520190001
ACH-000763,-0.640389081352
ACH-000764,-0.411489862792
ACH-000765,-0.6126138666350001
ACH-000766,-0.788212664191
ACH-000767,-0.16022307109
ACH-000768,-0.640752054369
ACH-000769,-0.665327752263
ACH-000770,-0.717279604321
ACH-000771,-0.632684583871
ACH-000773,-0.486435677573
ACH-000776,-0.671164825701
ACH-000777,-0.6007930987169999
ACH-000778,-0.861019226102
ACH-000781,-0.739615520053
ACH-000782,-0.595531467945
ACH-000783,-0.8438330160259999
ACH-000784,-0.813701452746
ACH-000785,-0.511917263586
ACH-000787,-0.591248729544
ACH-000788,-0.782999967052
ACH-000791,-0.9971087981569999
ACH-000792,-0.6593104995660001
ACH-000794,-0.706269532463
ACH-000796,-0.457738177836
ACH-000799,-0.942666610275
ACH-000800,-0.42642889011
ACH-000802,-0.34742420987800005
ACH-000804,-0.628006894867
ACH-000805,-1.10654894654
ACH-000809,-0.71312557281
ACH-000810,-0.761107899964
ACH-000811,-0.6921201868250001
ACH-000817,-0.40974137337800004
ACH-000819,-0.460474628138
ACH-000820,-0.536726633683
ACH-000821,-0.28884835816599996
ACH-000822,-0.23332365256999998
ACH-000823,-0.48912368584399996
ACH-000824,-0.659378819822
ACH-000827,-0.6355344581419999
ACH-000829,-0.5375503861240001
ACH-000831,-0.388823638868
ACH-000832,-0.777442689843
ACH-000833,-0.300267851825
ACH-000834,-0.772048203707
ACH-000835,-0.458150140999
ACH-000836,-0.940542195966
ACH-000837,-0.653601043213
ACH-000838,-0.24183695923700002
ACH-000839,-0.8313076719879999
ACH-000840,-0.321059753349
ACH-000841,-0.894347968006
ACH-000843,-0.272238522708
ACH-000846,-0.48219099533999993
ACH-000847,-0.419690474988
ACH-000848,-0.369280845729
ACH-000849,-0.7177289820839999
ACH-000851,-0.9481876497
ACH-000855,-0.396828953046
ACH-000856,-0.64223821427
ACH-000858,-0.41539169386999997
ACH-000859,-0.814662241991
ACH-000861,-0.730097555957
ACH-000862,-0.464328268894
ACH-000865,-0.580126678245
ACH-000866,-0.546705244036
ACH-000867,-0.5279533231870001
ACH-000869,-0.498262638561
ACH-000872,-0.542703712131
ACH-000873,-0.755180384374
ACH-000876,-0.442278047394
ACH-000878,-0.685299274418
ACH-000880,-0.504569810672
ACH-000881,-0.57906714279
ACH-000882,-0.574326734877
ACH-000884,-0.782620330713
ACH-000885,-0.549481644543
ACH-000887,-0.72797848347
ACH-000888,-0.478950915993
ACH-000889,-0.411245731674
ACH-000890,-0.528924982613
ACH-000896,-0.674527093828
ACH-000898,-0.294107987079
ACH-000900,-0.642504025401
ACH-000901,-0.897720725978
ACH-000905,-0.8594894749950001
ACH-000906,-0.7193800787479999
ACH-000907,-0.454806835
ACH-000910,-0.663190558717
ACH-000911,-0.566114145658
ACH-000912,-0.601437252515
ACH-000913,-0.646474341352
ACH-000915,-0.514844358548
ACH-000916,-1.13022286318
ACH-000917,-0.63000689907
ACH-000921,-0.491595304424
ACH-000924,-0.7124714494
ACH-000926,-0.735988774385
ACH-000928,-0.8301079703450001
ACH-000929,-0.63410622743
ACH-000932,-0.477869032561
ACH-000935,-0.6791843909559999
ACH-000936,-0.7014189336650001
ACH-000937,-0.6858588062090001
ACH-000938,-0.419686376757
ACH-000939,-0.396918406601
ACH-000941,-0.663344082056
ACH-000943,-0.518504399232
ACH-000946,-0.305084948516
ACH-000947,-0.602355606149
ACH-000948,-0.400775325594
ACH-000950,-0.6927623784370001
ACH-000953,-0.752809524091
ACH-000957,-0.572240962666
ACH-000958,-0.319293263743
ACH-000960,-0.561214815438
ACH-000963,-1.27608538591
ACH-000968,-0.517250199331
ACH-000969,-0.850749173342
ACH-000973,-0.6261197539810001
ACH-000974,-0.647196120756
ACH-000975,-0.792180660326
ACH-000976,-0.6447455810530001
ACH-000978,-0.518538442487
ACH-000980,-0.561862336751
ACH-000984,-0.5087727188660001
ACH-000986,-0.839626472644
ACH-000988,-0.803664464681
ACH-000993,-0.39737841197400003
ACH-000994,-0.479067632673
ACH-000996,-0.606390983282
ACH-001001,-0.557354805908
ACH-001020,-0.21702898971999998
ACH-001028,-0.771598375453
ACH-001031,-0.537463794115
ACH-001038,-0.651942127923
ACH-001048,-0.610076915082
ACH-001050,-0.5551468339100001
ACH-001053,-0.36636230387400004
ACH-001054,-0.384450599259
ACH-001061,-0.543431168735
ACH-001067,-0.698037769898
ACH-001075,-0.606116560483
ACH-001096,-0.608220373584
ACH-001128,-1.16560328662
ACH-001134,-0.470079942368
ACH-001151,-0.512512981334
ACH-001163,-0.638862758732
ACH-001164,-0.719746460106
ACH-001173,-0.637052254716
ACH-001183,-0.448803288648
ACH-001184,-0.432365145961
ACH-001190,-0.578407674953
ACH-001192,-0.6895795250489999
ACH-001193,-0.314632815306
ACH-001196,-0.584328092621
ACH-001197,-0.644109259547
ACH-001205,-0.716913862857
ACH-001211,-0.6948832315260001
ACH-001212,-1.0371598011499998
ACH-001228,-0.860514266998
ACH-001232,-0.92794759265
ACH-001239,-0.38537594437100003
ACH-001274,-0.532911651469
ACH-001275,-0.419673934367
ACH-001277,-0.553347152197
ACH-001278,-0.45529615136000007
ACH-001280,-0.6198905317019999
ACH-001283,-0.748151003495
ACH-001289,-0.6108463995719999
ACH-001295,-0.37352693483800004
ACH-001300,-0.552734120582
ACH-001301,-0.9382288589799999
ACH-001302,-0.379795016712
ACH-001303,-0.45834544454899995
ACH-001306,-0.441106835912
ACH-001318,-0.551217669824
ACH-001322,-0.804786010896
ACH-001328,-0.6448554563109999
ACH-001332,-0.54259984211
ACH-001333,-0.670468733542
ACH-001336,-0.711978016571
ACH-001340,-0.628528160067
ACH-001346,-0.619148339675
ACH-001353,-0.618935416206
ACH-001354,-0.659353381241
ACH-001367,-0.48498055785899996
ACH-001368,-0.387037765551
ACH-001374,-0.576435605038
ACH-001375,-0.6997973774259999
ACH-001377,-0.732997254734
ACH-001380,-0.610082276671
ACH-001391,-0.514187939124
ACH-001407,-0.516328645349
ACH-001408,-0.320356568558
ACH-001413,-0.874426956591
ACH-001430,-0.284571118046
ACH-001431,-0.71025610982
ACH-001450,-0.653365926882
ACH-001496,-0.690986042873
ACH-001500,-0.77168878356
ACH-001521,-0.6656706562770001
ACH-001523,-0.684951582979
ACH-001532,-0.534823686454
ACH-001536,-0.7561754104899999
ACH-001550,-0.5689039024600001
ACH-001552,-0.684089245468
ACH-001554,-0.617423436259
ACH-001645,-0.446086703967
ACH-001654,-0.46405446466600003
ACH-001715,-0.655582106422
ACH-001735,-0.42669217685599997
ACH-001736,-0.244167461734
ACH-001737,-0.731711777411
ACH-001740,-0.434851276128
ACH-001745,-0.5770800126650001
ACH-001750,-0.5354733618
ACH-001765,-0.395194189653
ACH-001956,-0.477518226997
ACH-001957,-0.554032633151
