,NAALADL2 (254827)
ACH-000004,0.101928917828
ACH-000007,0.237652364967
ACH-000009,0.24157563726599998
ACH-000011,0.15329658282400002
ACH-000012,0.280376044903
ACH-000013,0.302272448876
ACH-000014,0.321727231776
ACH-000015,0.34371247751100004
ACH-000017,0.27631843847
ACH-000018,0.471082347645
ACH-000019,0.18893217282900002
ACH-000021,0.39153381829000006
ACH-000022,0.347730909199
ACH-000025,0.357223253629
ACH-000028,0.327949506563
ACH-000030,0.3414991439
ACH-000035,0.26854571267
ACH-000036,0.252202051563
ACH-000037,0.45609790166599995
ACH-000039,0.407850569199
ACH-000040,-0.00310182445169
ACH-000041,0.25398476401299996
ACH-000042,0.305627456958
ACH-000045,0.5122820101560001
ACH-000047,0.26795847276900003
ACH-000052,0.450989281092
ACH-000053,0.397409073212
ACH-000054,0.0650504788219
ACH-000055,0.38448635656999997
ACH-000060,0.292384018916
ACH-000067,0.227734759056
ACH-000070,0.267254017765
ACH-000075,0.188328126485
ACH-000078,0.494950090234
ACH-000082,0.26687257136
ACH-000085,0.36231616482100004
ACH-000086,0.397109964876
ACH-000087,0.363142623053
ACH-000092,0.304163301559
ACH-000095,0.226241926597
ACH-000097,0.423993909947
ACH-000098,0.26294917483
ACH-000099,0.28300016635999997
ACH-000108,0.33369290321199996
ACH-000113,0.363588473445
ACH-000115,0.445930690844
ACH-000116,0.277696385345
ACH-000118,0.253072579538
ACH-000120,0.39132344554799997
ACH-000123,0.38284619269599995
ACH-000127,0.320127716314
ACH-000128,0.309095574971
ACH-000132,0.24986149533000004
ACH-000133,0.164955433113
ACH-000137,0.297171318759
ACH-000138,0.41386403602
ACH-000142,0.41821915637199997
ACH-000143,0.211662801803
ACH-000146,0.360659195022
ACH-000148,0.256162067035
ACH-000150,0.37227434406800003
ACH-000152,0.346575368788
ACH-000153,0.557698910033
ACH-000159,0.450749454565
ACH-000160,0.330556752624
ACH-000163,0.330062055329
ACH-000167,0.329485052997
ACH-000168,0.249316679021
ACH-000169,0.456876819383
ACH-000178,0.440448675547
ACH-000182,0.242872321433
ACH-000183,0.35992406415899997
ACH-000188,0.444294972784
ACH-000189,0.46857164007200003
ACH-000190,0.259440505263
ACH-000198,0.281952328553
ACH-000204,0.409063257216
ACH-000206,0.43193751192900004
ACH-000207,0.53869661205
ACH-000211,0.378203558023
ACH-000215,0.2130627197
ACH-000221,0.395196261185
ACH-000222,0.352685677517
ACH-000223,0.251527145553
ACH-000226,0.27931298838
ACH-000227,0.08309675323530001
ACH-000228,0.34899710065300005
ACH-000231,0.420935896269
ACH-000232,0.315338840187
ACH-000233,0.295493379078
ACH-000234,0.20350439563900002
ACH-000235,0.34690233803000003
ACH-000237,0.30290224147399997
ACH-000238,0.38161719308799996
ACH-000243,0.425278980177
ACH-000244,0.13101549575899998
ACH-000246,0.371061608802
ACH-000248,0.307653871242
ACH-000250,0.39062238673199995
ACH-000251,-0.052510387929300004
ACH-000253,0.257072655501
ACH-000255,0.38809152639
ACH-000256,0.14353515618100002
ACH-000257,0.302168093067
ACH-000258,0.312143310376
ACH-000259,0.325970796699
ACH-000260,0.280348456044
ACH-000261,0.325077846553
ACH-000262,0.124750408004
ACH-000263,0.19058926855900002
ACH-000264,0.24999017262499998
ACH-000265,0.366609683288
ACH-000266,0.22430689785500002
ACH-000272,0.192259045547
ACH-000273,0.571404697536
ACH-000274,0.268990997552
ACH-000277,0.386371117255
ACH-000278,0.367704023296
ACH-000279,0.0414371338768
ACH-000280,0.34972534221600005
ACH-000281,0.32941964748
ACH-000288,0.288679144102
ACH-000291,0.24210473827399998
ACH-000293,0.446506645611
ACH-000294,0.35934397286200004
ACH-000295,0.167231744427
ACH-000296,0.24913002595800002
ACH-000302,0.325881913179
ACH-000304,0.167804897766
ACH-000307,0.247688942171
ACH-000308,0.42489643014399997
ACH-000310,0.346722062803
ACH-000311,0.308610132644
ACH-000312,0.340178854997
ACH-000315,0.354187582452
ACH-000316,0.398909971892
ACH-000317,0.308164036097
ACH-000318,0.561754927299
ACH-000319,0.32601220882599996
ACH-000320,0.397837726307
ACH-000322,0.430884381952
ACH-000323,0.248867314324
ACH-000324,0.347695829451
ACH-000329,0.25089572548300004
ACH-000330,0.38352230623800004
ACH-000331,0.289057628096
ACH-000332,0.44659747089100005
ACH-000334,0.477882321679
ACH-000335,0.584385964925
ACH-000336,0.326632828078
ACH-000337,0.374099016439
ACH-000339,0.277420890249
ACH-000341,0.373321592293
ACH-000348,0.263496046202
ACH-000350,0.516300111032
ACH-000352,0.463562079221
ACH-000356,0.45871147612499996
ACH-000361,0.263620280732
ACH-000362,0.39784041853299995
ACH-000363,0.358284771569
ACH-000364,0.37125615432
ACH-000365,0.41643752232299996
