,PCP2 (126006)
ACH-000004,-0.11627408580999998
ACH-000007,0.0431389329921
ACH-000009,-0.0019227080646400001
ACH-000011,0.0143754838054
ACH-000012,0.0828910171995
ACH-000013,0.022218640504
ACH-000014,-0.164922409367
ACH-000015,-0.138669584486
ACH-000017,-0.158836566656
ACH-000018,-0.324823312543
ACH-000019,0.0277821233778
ACH-000021,-0.193756816447
ACH-000022,-0.07005298986330001
ACH-000025,-0.017119078881099998
ACH-000028,-0.24390194589699998
ACH-000030,-0.09956037219569999
ACH-000035,-0.125497804605
ACH-000036,-0.10987210298399999
ACH-000037,-0.11956721467800001
ACH-000039,0.309915223668
ACH-000040,-0.150354350302
ACH-000041,-0.0881275507283
ACH-000042,0.102702851281
ACH-000045,-0.261693397165
ACH-000047,-0.09824775048170001
ACH-000052,0.114150814956
ACH-000053,-0.0837121844918
ACH-000054,-0.223488684672
ACH-000055,-0.252161906073
ACH-000060,-0.027514998238900003
ACH-000067,-0.268143696499
ACH-000070,0.168240955493
ACH-000075,-0.144015272008
ACH-000078,0.203462008981
ACH-000082,0.09843505123330001
ACH-000085,-0.21478845243900002
ACH-000086,0.0136094321154
ACH-000087,-0.0468710596748
ACH-000092,0.050839260220900004
ACH-000095,-0.118202080186
ACH-000097,0.05940217256440001
ACH-000098,-0.321941939551
ACH-000099,-0.126353162301
ACH-000108,0.0219426747053
ACH-000113,-0.13011397440199998
ACH-000115,-0.201317704779
ACH-000116,-0.131640211104
ACH-000118,-0.11955996199999999
ACH-000120,-0.15972667990999997
ACH-000123,0.0316823954464
ACH-000127,-0.0895193339168
ACH-000128,-0.24038541752300002
ACH-000132,0.025407459107
ACH-000133,-0.115943080004
ACH-000137,-0.17177622577799997
ACH-000138,-0.105079002006
ACH-000142,-0.241757236585
ACH-000143,0.0901237102244
ACH-000146,-0.11609806490800001
ACH-000148,0.0644263431277
ACH-000150,-0.250157559758
ACH-000152,0.005124693599850001
ACH-000153,-0.330391742321
ACH-000159,-0.09974402439239999
ACH-000160,-0.0359317955364
ACH-000163,-0.23817847731800001
ACH-000167,0.15260237680299998
ACH-000168,-0.229208050766
ACH-000169,-0.006611540649960001
ACH-000178,-0.170498489815
ACH-000182,0.0523572226311
ACH-000183,-0.40890841355400004
ACH-000188,-0.38504401839900004
ACH-000189,0.07753596647580001
ACH-000190,-0.0129304081705
ACH-000198,0.013884161182299999
ACH-000204,-0.0309939592344
ACH-000206,0.114478446838
ACH-000207,0.21396754911
ACH-000211,-0.04718016757040001
ACH-000215,-0.08157419843010001
ACH-000221,0.039875297740199996
ACH-000222,0.030148020298200004
ACH-000223,-0.137844398738
ACH-000226,-0.045452846063800005
ACH-000227,0.37249909502899997
ACH-000228,-0.264547922403
ACH-000231,-0.0363680692607
ACH-000232,-0.0787120998938
ACH-000233,-0.19915691919300002
ACH-000234,0.0836733289392
ACH-000235,-0.11276497206399999
ACH-000237,-0.0611016909366
ACH-000238,0.09391250887739999
ACH-000243,-0.0730328300882
ACH-000244,0.014149287502600002
ACH-000246,-0.0395770671764
ACH-000248,-0.132951296498
ACH-000250,-0.10702092591399999
ACH-000251,0.15304776906300002
ACH-000253,-0.177476582632
ACH-000255,0.0132335297508
ACH-000256,-0.00922711120733
ACH-000257,-0.022582116439400002
ACH-000258,-0.0080370471273
ACH-000259,-0.006151649021279999
ACH-000260,-0.128854020785
ACH-000261,-0.12744414758
ACH-000262,-0.0776290133805
ACH-000263,-0.154552797172
ACH-000264,-0.103192738226
ACH-000265,0.00210396578479
ACH-000266,-0.0485560043189
ACH-000272,-0.061241760802800006
ACH-000273,-0.0751062723321
ACH-000274,-0.018567497051299998
ACH-000277,-0.06968502318099999
ACH-000278,0.0348670505117
ACH-000279,0.00043125006924499997
ACH-000280,-0.177016894774
ACH-000281,-0.0021659237224999997
ACH-000288,-0.14437857490999997
ACH-000291,0.101877394474
ACH-000293,-0.0572932773641
ACH-000294,0.024058924080699998
ACH-000295,-0.062135709164699994
ACH-000296,-0.22928148482900002
ACH-000302,-0.10733135910399999
ACH-000304,-0.09099830389730001
ACH-000307,-0.146398249438
ACH-000308,-0.19983824171599998
ACH-000310,0.170288497508
ACH-000311,-0.09079319277989999
ACH-000312,-0.0527724137398
ACH-000315,-0.113682038514
ACH-000316,0.0403285087439
ACH-000317,0.09574378596619999
ACH-000318,-0.151273481312
ACH-000319,-0.167661924554
ACH-000320,0.00171939101339
ACH-000322,0.0203624214798
ACH-000323,-0.192543106781
ACH-000324,-0.054254100114900006
ACH-000329,-0.0722122429423
ACH-000330,-0.180025016703
ACH-000331,-0.117735254584
ACH-000332,-0.05365234929
ACH-000334,-0.237203571045
ACH-000335,-0.08188904155730001
ACH-000336,-0.10616349255799999
ACH-000337,-0.3102178344
ACH-000339,-0.0490461516384
ACH-000341,-0.478334124287
ACH-000348,-0.196130947246
ACH-000350,-0.030828214320299998
ACH-000352,-0.0448343362976
ACH-000356,-0.184140256558
ACH-000361,0.026913470676
ACH-000362,-0.13877390456
ACH-000363,-0.08087085727110001
ACH-000364,-0.0633976433379
ACH-000365,-0.166087449991
ACH-000366,-0.0556312048305
ACH-000368,0.0243019068198
ACH-000374,-0.310301602723
ACH-000375,-0.046354950981
ACH-000376,0.0829834901841
ACH-000381,-0.127083179355
ACH-000383,-0.22204600407400002
ACH-000387,0.060272055291499996
ACH-000389,-0.06824800265940001
ACH-000390,-0.240634379469
ACH-000393,-0.09406262676459999
ACH-000395,-0.326288727257
ACH-000397,0.028346548248799997
ACH-000401,-0.368859212052
ACH-000402,-0.400792895147
ACH-000403,-0.017918081942
ACH-000404,-0.0719196629655
ACH-000406,-0.0409234257697
ACH-000407,-0.15214878101600002
ACH-000408,0.0104516290754
ACH-000410,0.119032601787
ACH-000411,0.042364520658
ACH-000414,-0.0933700763308
ACH-000415,-0.024781600029199997
ACH-000416,-0.136223401415
ACH-000420,0.00451680683939
ACH-000421,0.0593472297502
ACH-000424,-0.474769179455
ACH-000425,-0.169208778719
ACH-000426,-0.0174634489345
ACH-000427,-0.256792144492
ACH-000433,-0.114437722612
ACH-000436,-0.111595366613
ACH-000444,0.163801101366
ACH-000445,-0.393643278694
ACH-000448,-0.139283118851
ACH-000450,0.04062686586
ACH-000452,-0.16803400644400002
ACH-000454,-0.0772195532545
ACH-000458,-0.161146765887
ACH-000459,-0.041647854807099996
ACH-000460,-0.0349969750439
