,ROBO2 (6092)
ACH-000004,-0.27288009262400004
ACH-000007,0.0589072709331
ACH-000009,-0.15471785559
ACH-000011,0.0388871830078
ACH-000012,-0.0553629934326
ACH-000013,-0.06220406313569999
ACH-000014,-0.206265767698
ACH-000015,-0.155542065299
ACH-000017,0.23271862894900003
ACH-000018,-0.127988826586
ACH-000019,-0.37634070363000005
ACH-000021,-0.09229339263660001
ACH-000022,-0.10373232821699999
ACH-000025,-0.342547677319
ACH-000028,-0.161421257638
ACH-000030,-0.157021311979
ACH-000035,0.00222694890623
ACH-000036,-0.08261018865519999
ACH-000037,0.043401090290099996
ACH-000039,0.041606648170300006
ACH-000040,-0.21347818456
ACH-000041,0.107189955635
ACH-000042,-0.0111159443893
ACH-000045,-0.0026167103629799997
ACH-000047,-0.09504609189510001
ACH-000052,0.0561833391529
ACH-000053,-0.0648854826702
ACH-000054,-0.110267904338
ACH-000055,-0.0204818119541
ACH-000060,-0.138340390791
ACH-000067,-0.038510838636300004
ACH-000070,0.0365685248712
ACH-000075,-0.0162986485167
ACH-000078,0.05213061507590001
ACH-000082,-0.115301404838
ACH-000085,0.11155477945299999
ACH-000086,-0.158148542462
ACH-000087,0.025731413459700002
ACH-000092,0.0197185442526
ACH-000095,-0.121283930503
ACH-000097,0.00525721724637
ACH-000098,-0.12453614283
ACH-000099,-0.104883278072
ACH-000108,0.18671264630800002
ACH-000113,0.00688686919388
ACH-000115,-0.0934322410119
ACH-000116,-0.09643488843900001
ACH-000118,-0.0969634855408
ACH-000120,-0.0615776289544
ACH-000123,-0.0853906374317
ACH-000127,-0.056499891411300004
ACH-000128,0.12424387797
ACH-000132,0.09259961447760001
ACH-000133,0.09312340736230001
ACH-000137,-0.0813548985988
ACH-000138,-0.047532198815199996
ACH-000142,0.0162598616862
ACH-000143,0.0143170060372
ACH-000146,-0.012360696676300001
ACH-000148,-0.16798128199700002
ACH-000150,-0.16328777273
ACH-000152,-0.151205039088
ACH-000153,-0.364660473507
ACH-000159,-0.152996323577
ACH-000160,0.132591016822
ACH-000163,-0.00915103342067
ACH-000167,-0.488252599598
ACH-000168,0.11513309056900001
ACH-000169,-0.115857836316
ACH-000178,0.0026274228221700004
ACH-000182,-0.0812450129155
ACH-000183,-0.152940836849
ACH-000188,-0.0596957492697
ACH-000189,-0.36377225205200003
ACH-000190,0.24873225076900002
ACH-000198,-0.103539730889
ACH-000204,-0.198595790852
ACH-000206,-0.059107353639400007
ACH-000207,0.042066754392800006
ACH-000211,-0.244955493428
ACH-000215,-0.09581567254730002
ACH-000221,-0.23562113296
ACH-000222,0.102796966589
ACH-000223,-0.00997155548727
ACH-000226,-0.172878976982
ACH-000227,0.0464688025617
ACH-000228,-0.0253604727422
ACH-000231,-0.00528999590435
ACH-000232,0.010645880389700001
ACH-000233,0.022706047905000002
ACH-000234,-0.09034873272160002
ACH-000235,-0.17330535143599998
ACH-000237,-0.00711671626716
ACH-000238,0.125431231264
ACH-000243,-0.0206329097855
ACH-000244,-0.08392299798149999
ACH-000246,-0.208818780422
ACH-000248,-0.119393521291
ACH-000250,-0.174018234966
ACH-000251,-0.11057462385
ACH-000253,0.0033139168917099998
ACH-000255,-0.253245721975
ACH-000256,0.0030951564178900003
ACH-000257,-0.030956520459799998
ACH-000258,-0.381732439939
ACH-000259,-0.015574725534899999
ACH-000260,-0.0551784427758
ACH-000261,-0.0395341568379
ACH-000262,-0.209598214714
ACH-000263,-0.175497920749
ACH-000264,-0.138382946934
ACH-000265,-0.23200282011599999
ACH-000266,-0.043843015360199994
ACH-000272,-0.35615157432800004
ACH-000273,0.0245857848566
ACH-000274,-0.11917662447699999
ACH-000277,0.173412245193
ACH-000278,-0.0462578280994
ACH-000279,-0.12288812331900001
ACH-000280,-0.06975244515580001
ACH-000281,0.0262956279615
ACH-000288,-0.04354490118630001
ACH-000291,0.00402926472297
ACH-000293,-0.0740217839828
