,AARS (16)
ACH-000211,-1.7574173235900004
ACH-000215,-1.8654688954400003
ACH-000221,-1.88322593156
ACH-000222,-1.6565834449799999
ACH-000223,-1.60400047105
ACH-000226,-1.61641925738
ACH-000227,-1.7781645781400002
ACH-000228,-1.51910981534
ACH-000231,-1.72606485162
ACH-000232,-1.7451347501599996
ACH-000233,-1.8143507926900002
ACH-000234,-1.5477361706000001
ACH-000235,-1.60961929347
ACH-000237,-1.6743622507700002
ACH-000238,-1.60380713817
ACH-000243,-1.4831998632799999
ACH-000244,-1.9526738244599997
ACH-000246,-1.53877615054
ACH-000248,-1.67196947685
ACH-000250,-1.65842360517
ACH-000251,-1.6105634862
ACH-000253,-1.76600057343
ACH-000255,-1.36778552365
ACH-000256,-1.7595723149400002
ACH-000257,-2.04111009962
ACH-000258,-1.9318896332099997
ACH-000259,-1.7181385881400002
ACH-000260,-1.70560334411
ACH-000261,-1.8900421916599999
ACH-000262,-1.60748744151
ACH-000263,-1.8816682353099998
ACH-000264,-1.77664575384
ACH-000265,-1.64257219363
ACH-000266,-1.599222659
ACH-000272,-1.70824739813
ACH-000273,-1.56858730005
ACH-000274,-1.7553879981799998
ACH-000277,-2.03906867713
ACH-000278,-1.70799686637
ACH-000279,-1.7925244703299998
ACH-000280,-1.80654577382
ACH-000281,-1.5660465568700002
ACH-000288,-1.7739578294
ACH-000291,-1.8376556961200001
ACH-000293,-1.84633456778
ACH-000294,-1.63584372549
ACH-000295,-1.7604583986700002
ACH-000296,-1.7003931610799998
ACH-000302,-2.0428207245
ACH-000304,-1.5421589377200002
ACH-000307,-1.40047654257
ACH-000308,-1.58940158607
ACH-000310,-2.2380158841099997
ACH-000311,-1.5478623973899999
ACH-000312,-1.4459671943
ACH-000315,-1.49114524433
ACH-000316,-2.30393772103
ACH-000317,-1.5521388662600002
ACH-000318,-1.5885767558700001
ACH-000319,-1.94797319095
ACH-000320,-1.3342388875
ACH-000322,-1.9255399103400002
ACH-000323,-1.5283423316799998
ACH-000324,-1.75822435548
ACH-000329,-1.70590786477
ACH-000330,-1.78732971977
ACH-000331,-1.47966768451
ACH-000332,-1.63402043273
ACH-000334,-1.5824524248899998
ACH-000335,-1.70490507699
ACH-000336,-1.54899068161
ACH-000337,-1.86461539678
ACH-000339,-1.6325128694799997
ACH-000341,-2.17769066336
ACH-000348,-1.68424332753
ACH-000350,-1.85600854962
ACH-000352,-1.5329924638499999
ACH-000356,-1.6516645329799997
ACH-000361,-1.5631609069699999
ACH-000362,-1.87930499716
ACH-000363,-1.89843863083
ACH-000364,-1.5683557182899999
ACH-000365,-1.72256530598
ACH-000366,-1.67789258169
ACH-000368,-1.62314891621
ACH-000374,-1.9746573979400004
ACH-000375,-1.8223116133400001
ACH-000376,-1.65331070574
ACH-000381,-1.58357469663
ACH-000383,-2.0688193565799997
ACH-000387,-1.71828224317
ACH-000389,-1.62554904641
ACH-000390,-1.6825985910799999
ACH-000393,-1.8228108807599996
ACH-000395,-1.75550757833
ACH-000397,-1.7543018522599998
ACH-000401,-1.7582618139900001
ACH-000402,-1.43481356502
ACH-000403,-2.0525823847
ACH-000404,-1.7775171419
ACH-000406,-1.7208720070299999
ACH-000407,-1.5957643480099999
ACH-000408,-1.3654311296000001
ACH-000410,-1.66294029967
ACH-000411,-1.3677377731600002
ACH-000414,-1.8250517096
ACH-000415,-1.71621733735
ACH-000416,-1.6199856481700001
ACH-000420,-1.6983638302000001
ACH-000421,-1.69481823417
ACH-000424,-1.83431213238
ACH-000425,-2.0042509496200003
ACH-000426,-2.0597128000900002
ACH-000427,-1.6118679593799998
ACH-000433,-2.02237329135
ACH-000436,-1.6899348384900001
ACH-000444,-1.5943137906600002
ACH-000445,-1.27047942703
ACH-000448,-1.65821900261
ACH-000450,-1.8056194918200001
ACH-000452,-1.68391608355
ACH-000454,-1.5339805433200002
ACH-000458,-1.5710308985499999
ACH-000459,-2.6124020278
ACH-000460,-1.6838703631299998
ACH-000461,-1.7439233036400001
ACH-000463,-1.69006103275
ACH-000464,-1.61072401044
ACH-000466,-1.69226595898
ACH-000467,-1.66576807243
ACH-000468,-1.6529924594499998
ACH-000469,-1.7607164253599998
ACH-000470,-1.9226062586400001
ACH-000471,-1.65605971056
ACH-000472,-1.8606697776900003
ACH-000473,-1.3751316680399999
ACH-000475,-1.78835714074
ACH-000476,-1.8614033290799998
ACH-000477,-1.7271780649700001
ACH-000480,-1.87777515854
ACH-000481,-1.7661148689
ACH-000483,-1.9325705675799998
ACH-000484,-1.4398235007299998
ACH-000485,-1.8243176740599998
ACH-000486,-1.50253969065
ACH-000487,-1.9183119995500002
ACH-000488,-1.678833415
ACH-000490,-1.67599391282
ACH-000491,-1.87134935027
ACH-000495,-1.54026442556
ACH-000496,-1.7930238407700003
ACH-000499,-1.77740571216
ACH-000500,-1.5827201824500001
ACH-000502,-1.55096557838
ACH-000503,-1.31956760013
ACH-000505,-1.85439607021
ACH-000507,-1.7786236718700001
ACH-000510,-1.8591901539099998
ACH-000511,-1.6642920054600001
ACH-000512,-1.36469948838
ACH-000516,-1.76819945507
ACH-000517,-1.88723248057
ACH-000518,-1.58958574675
ACH-000520,-1.8996731931400002
ACH-000521,-1.65434260839
ACH-000522,-1.59343257748
ACH-000524,-1.9516221937400002
ACH-000527,-1.67267167785
ACH-000528,-1.6394197039200002
ACH-000537,-1.86142952765
ACH-000541,-1.7826368698900001
ACH-000542,-1.80307183199
ACH-000544,-1.5851780181
ACH-000545,-1.5705365198299999
ACH-000547,-1.43948287871
ACH-000548,-1.72184137192
ACH-000549,-1.47162841308
ACH-000550,-1.48680273178
ACH-000552,-1.65753517193
ACH-000556,-1.75746239556
ACH-000557,-2.01415506197
ACH-000570,-1.4503987075600002
ACH-000571,-2.26567070432
ACH-000573,-1.7800693655200002
ACH-000576,-1.7665471355000002
ACH-000580,-1.90944181772
ACH-000584,-1.92008291901
ACH-000585,-1.57186499161
ACH-000588,-1.48867622199
ACH-000589,-1.6267940532499998
ACH-000591,-1.8222293111099996
ACH-000593,-1.53444378932
ACH-000600,-1.64893690123
ACH-000601,-1.67870863929
ACH-000604,-1.58563665029
ACH-000605,-2.1195416843
ACH-000606,-1.49098161056
ACH-000608,-1.9373404162
ACH-000614,-1.4756127858599999
ACH-000616,-1.57662304591
ACH-000618,-1.77757814915
ACH-000619,-1.50765761416
ACH-000620,-1.7743185922099998
ACH-000621,-1.9262073629599998
ACH-000622,-1.94053335104
ACH-000623,-1.78609829227
ACH-000624,-1.76174811382
ACH-000627,-1.5012659622799998
ACH-000630,-1.63571383861
ACH-000632,-1.8924634617299998
ACH-000633,-1.49579782002
ACH-000637,-1.6353407061399998
ACH-000638,-1.4922173453
ACH-000646,-2.0062415765400003
ACH-000647,-1.7813509072999998
ACH-000648,-1.88167917243
ACH-000649,-1.71098790685
ACH-000651,-1.45421404967
ACH-000652,-1.64653174185
ACH-000653,-1.77281853618
ACH-000657,-1.751700225
ACH-000658,-1.8179697825299999
ACH-000661,-1.7324982901900003
ACH-000662,-1.69279933419
ACH-000663,-1.5711467153100003
ACH-000665,-1.51589417682
ACH-000671,-1.68588186724
ACH-000673,-1.65448634357
ACH-000676,-1.7008664781600003
ACH-000677,-1.69698904109
ACH-000681,-1.7203411779900002
ACH-000682,-1.64976629139
ACH-000683,-1.76152493314
ACH-000684,-1.44010470216
ACH-000688,-2.03084315153
ACH-000693,-1.8291485436200001
ACH-000694,-1.68739443322
ACH-000695,-1.7148659186200002
ACH-000696,-1.6787611655399999
ACH-000697,-1.5441339621399999
ACH-000699,-1.9145100379
ACH-000701,-1.50482246978
ACH-000706,-1.60817619204
ACH-000711,-1.71006731839
ACH-000713,-1.6316045451199999
ACH-000714,-2.11114808768
ACH-000718,-2.18965037899
ACH-000720,-1.75191549287
ACH-000721,-1.7783713429599997
ACH-000724,-2.06174218782
ACH-000725,-1.5045795212200002
ACH-000732,-1.6015338148500002
ACH-000734,-1.85031495112
ACH-000735,-1.53891335511
ACH-000736,-1.79811758227
ACH-000738,-1.74759659479
ACH-000746,-1.8191614715
ACH-000747,-1.6531494268
ACH-000748,-1.63257006887
ACH-000753,-1.734386983
ACH-000756,-1.6737179558200002
ACH-000757,-1.5827206557
ACH-000758,-1.5814457645200002
ACH-000760,-1.75506475382
ACH-000763,-1.48305648598
ACH-000764,-1.64913026088
ACH-000765,-1.62571570248
ACH-000766,-1.7810965638099998
ACH-000767,-2.04016810009
ACH-000768,-1.4894254276299999
ACH-000769,-1.8795720205200002
ACH-000770,-1.8105215640299999
ACH-000771,-1.46877145916
ACH-000773,-1.7951993451099997
ACH-000776,-1.56596924032
ACH-000777,-1.5518509842700001
ACH-000778,-2.1201381866099998
ACH-000781,-1.5707360612
ACH-000782,-1.47802401115
ACH-000783,-2.0969763024900003
ACH-000784,-1.57435633826
ACH-000785,-1.4435977928200001
ACH-000787,-1.6042115141799997
ACH-000788,-1.7431624109200001
ACH-000791,-1.47624704498
ACH-000792,-1.6603808383399998
ACH-000794,-1.706645234
ACH-000796,-1.7799501340900001
ACH-000799,-1.70673724505
ACH-000800,-1.33476832185
ACH-000802,-1.6012370179100002
ACH-000804,-1.90367927663
ACH-000805,-1.6562060380799999
ACH-000809,-1.5839021809399998
ACH-000810,-1.27682710827
ACH-000811,-1.9387232756000001
ACH-000817,-1.4736360123899999
ACH-000819,-1.7034436257899999
ACH-000820,-1.67711926602
ACH-000821,-1.8825823194
ACH-000822,-2.4716557867099995
ACH-000823,-1.78015018147
ACH-000824,-1.8626601468700001
ACH-000827,-1.5330318918599999
ACH-000829,-1.5694230361500001
ACH-000831,-1.86855140371
ACH-000832,-1.51992201223
ACH-000833,-1.68232058785
ACH-000834,-1.7320416633200002
ACH-000835,-1.42653661345
ACH-000836,-1.8298541456900002
ACH-000837,-1.63056159939
ACH-000838,-1.77537565118
ACH-000839,-1.6184814502
ACH-000840,-1.64283551935
ACH-000841,-1.6077180073800001
ACH-000843,-1.6837635080899997
ACH-000846,-1.4531170015000001
ACH-000847,-1.8226486082900002
ACH-000848,-1.5973078852
ACH-000849,-1.89248845521
ACH-000851,-1.6996174224200002
ACH-000855,-1.47386709811
ACH-000856,-1.64224114997
ACH-000858,-1.64195786745
ACH-000859,-1.58966182685
ACH-000861,-1.7158802720200002
ACH-000862,-1.5041584861300001
ACH-000865,-1.7511566753099999
ACH-000866,-1.77609228375
ACH-000867,-1.66131190399
ACH-000869,-1.8214300479900003
ACH-000872,-1.7559814689099997
ACH-000873,-1.52996139533
ACH-000876,-1.28847069381
ACH-000878,-1.34327105893
ACH-000880,-1.88991838401
ACH-000881,-1.99394605417
ACH-000882,-1.6237837878499999
ACH-000884,-1.6319544869999998
ACH-000885,-1.7755588681799999
ACH-000887,-1.6051240763799999
ACH-000888,-1.85020222906
ACH-000889,-1.6781027703600002
ACH-000890,-1.7476009599000002
ACH-000896,-1.66557043708
ACH-000898,-1.84373722629
ACH-000900,-1.7629352620200003
ACH-000901,-1.73105982805
ACH-000905,-1.69774546681
ACH-000906,-1.67945955305
ACH-000907,-1.5907107761300001
ACH-000910,-1.99195013716
ACH-000911,-1.74677857695
ACH-000912,-1.5798808624399998
ACH-000913,-1.80024332215
ACH-000915,-1.77522916475
ACH-000916,-1.8599367589400002
ACH-000917,-1.5582062694
ACH-000921,-1.77151722442
ACH-000924,-1.80462707594
ACH-000926,-1.77891799727
ACH-000928,-1.6676320607
ACH-000929,-1.66384183865
ACH-000932,-1.9040754343900002
ACH-000935,-1.3984645574399999
ACH-000936,-1.7589153172799998
ACH-000937,-2.02616307789
ACH-000938,-1.5503697529
ACH-000939,-1.96830787502
ACH-000941,-1.8779505558400003
ACH-000943,-1.62434436443
ACH-000946,-1.72203131535
ACH-000947,-1.7083674832299998
ACH-000948,-1.49177618051
ACH-000950,-1.69555490724
ACH-000953,-2.02856270255
ACH-000957,-1.4666267751700002
ACH-000958,-1.63099098228
ACH-000960,-1.8854391367200003
ACH-000963,-1.3705202642899998
ACH-000968,-1.8477160905599999
ACH-000969,-1.6792959351899999
ACH-000973,-1.67954889002
ACH-000974,-1.63789993407
ACH-000975,-1.5578602199
ACH-000976,-1.75144114086
ACH-000978,-1.7944537189900003
ACH-000980,-1.68211334558
ACH-000984,-1.5889704304199999
ACH-000986,-1.6394889657299998
ACH-000988,-1.9852235897200001
ACH-000993,-1.49988237481
ACH-000994,-1.8370253201
ACH-000996,-1.7271584932
ACH-001001,-1.76942205176
ACH-001020,-2.00187780608
ACH-001028,-1.69773011519
ACH-001031,-1.78195344597
ACH-001038,-1.8582590787
ACH-001048,-1.72345038305
ACH-001050,-1.8901392392299998
ACH-001053,-1.9665761909700001
ACH-001054,-1.9199712955400001
ACH-001061,-1.64226516521
ACH-001067,-1.7259880955900002
ACH-001075,-1.91068326189
ACH-001096,-1.8486460922799999
ACH-001128,-1.74557201958
ACH-001134,-1.45950083089
ACH-001151,-1.74929175583
ACH-001163,-1.68058629474
ACH-001164,-1.8181687074000001
ACH-001173,-1.66193224717
ACH-001183,-1.60785533382
ACH-001184,-1.8054728727900002
ACH-001190,-1.66259837572
ACH-001192,-1.62118728743
ACH-001193,-1.6833018951700003
ACH-001196,-1.60888671091
ACH-001197,-1.60284549867
ACH-001205,-1.81328859099
ACH-001211,-1.8605906869799997
ACH-001212,-1.58887133884
ACH-001228,-1.7057204632499998
ACH-001232,-1.56650989171
ACH-001239,-1.78936479776
ACH-001274,-1.74436618
ACH-001275,-1.77093640073
ACH-001277,-1.6631206703499999
ACH-001278,-2.12161671282
ACH-001280,-1.9336660598299997
ACH-001283,-1.8296313061400002
ACH-001289,-1.82520955746
ACH-001295,-1.77608825496
ACH-001300,-1.9504876629400003
ACH-001301,-1.5321652124599998
ACH-001302,-1.7491008196000002
ACH-001303,-1.79063471159
ACH-001306,-1.7638028828
ACH-001318,-1.7763257016900003
ACH-001322,-1.81885462685
ACH-001328,-1.6396569384900002
ACH-001332,-1.4062261694299998
ACH-001333,-1.7634619630300001
ACH-001336,-1.8020137140299999
ACH-001340,-1.78667185368
ACH-001346,-1.6719623096399998
ACH-001353,-1.7147145440399998
ACH-001354,-1.72421581069
ACH-001367,-1.7933791940400001
ACH-001368,-1.91095270621
ACH-001374,-1.7392402764099997
ACH-001375,-1.5558614533000001
ACH-001377,-1.75646377875
ACH-001380,-1.53293556588
ACH-001391,-1.9132067218900002
ACH-001407,-1.8946400281400002
ACH-001408,-1.9154852788299999
ACH-001413,-1.74681571407
ACH-001430,-1.9205840695599996
ACH-001431,-2.0909160016799997
ACH-001450,-1.43640551026
ACH-001496,-1.66650513586
ACH-001500,-1.8145238826599996
ACH-001521,-1.7686634527200003
ACH-001523,-1.46319670898
ACH-001532,-1.83339148531
ACH-001536,-1.8243625798099998
ACH-001550,-1.87043221785
ACH-001552,-1.61819727994
ACH-001554,-1.8490092314200002
ACH-001645,-1.66388248025
ACH-001654,-1.75228168382
ACH-001715,-1.9608259778400001
ACH-001735,-1.8276341561400002
ACH-001736,-1.7437529257599997
ACH-001737,-1.6024684062999999
ACH-001740,-1.57604228208
ACH-001745,-1.6602101360400001
ACH-001750,-1.7483624343200002
ACH-001765,-1.57196094355
ACH-001956,-1.85101806823
ACH-001957,-1.8393813085099997
