,TES (26136)
ACH-000004,-0.00203621727774
ACH-000007,-0.21833246054000002
ACH-000009,-0.0883690739633
ACH-000011,-0.248925353392
ACH-000012,-0.157758253791
ACH-000013,-0.0460958762631
ACH-000014,-0.173553867676
ACH-000015,-0.0814797491718
ACH-000017,0.197329520678
ACH-000018,-0.202466416927
ACH-000019,-0.023574979188099997
ACH-000021,-0.240397328407
ACH-000022,0.00369935348389
ACH-000025,-0.0265517300063
ACH-000028,0.0185142617628
ACH-000030,0.013134055867999999
ACH-000035,-0.154628648668
ACH-000036,-0.0545599955808
ACH-000037,0.0223674904099
ACH-000039,-0.197707305898
ACH-000040,-0.025771480022100002
ACH-000041,-0.08183466862210001
ACH-000042,-0.147212177895
ACH-000045,-0.0351238525793
ACH-000047,-0.0998380185282
ACH-000052,-0.22795067647599998
ACH-000053,-0.0863065331193
ACH-000054,-0.22218246337900002
ACH-000055,-0.0754767358048
ACH-000060,-0.0709200199393
ACH-000067,-0.20914670967000001
ACH-000070,0.140220402856
ACH-000075,0.16027467312899998
ACH-000078,-0.156266386774
ACH-000082,-0.135618502816
ACH-000085,-0.0147279964501
ACH-000086,0.0648311705325
ACH-000087,0.0835103982208
ACH-000092,-0.108913803082
ACH-000095,-0.0491847857641
ACH-000097,-0.10778923563899999
ACH-000098,-0.0553842425022
ACH-000099,-0.0782039224897
ACH-000108,-0.11353441270400001
ACH-000113,0.009595303859379999
ACH-000115,0.0228354007973
ACH-000116,-0.0420017926647
ACH-000118,-0.0771937331251
ACH-000120,-0.0640132215859
ACH-000123,-0.0025816852849499996
ACH-000127,-0.10135031242699999
ACH-000128,-0.057071247991
ACH-000132,0.0235387509839
ACH-000133,-0.0936076449432
ACH-000137,-0.0231565349566
ACH-000138,-0.049358052682999996
ACH-000142,-0.0862141792113
ACH-000143,-0.0294828646495
ACH-000146,0.0364599606235
ACH-000148,0.006912455393729999
ACH-000150,-0.0372746831696
ACH-000152,-0.0463747009412
ACH-000153,-0.0387693595551
ACH-000159,-0.14064048017
ACH-000160,-0.0428960947948
ACH-000163,-0.0818112104547
ACH-000167,-0.0656321518414
ACH-000168,0.216094489138
ACH-000169,-0.04270592734109999
ACH-000178,-0.11832588965
ACH-000182,-0.0984165818885
ACH-000183,-0.0913553597391
ACH-000188,0.045081844519600005
ACH-000189,-0.39527784219400003
ACH-000190,-0.0291968803424
ACH-000198,-0.0637642810199
ACH-000204,-0.120594380026
ACH-000206,0.0744830389705
ACH-000207,0.206171397089
ACH-000211,-0.21028590660399998
ACH-000215,-0.149582831458
ACH-000221,-0.0462647958876
ACH-000222,0.028622715231499996
ACH-000223,-0.00290221616604
ACH-000226,-0.158189809846
ACH-000227,-0.0617123677312
ACH-000228,0.0721640466725
ACH-000231,0.00549264797741
ACH-000232,-0.153758060364
ACH-000233,-0.070309773629
ACH-000234,-0.0346572806568
ACH-000235,-0.0988541003337
ACH-000237,-0.18549078724100002
ACH-000238,-0.146195922617
ACH-000243,-0.17325361315699997
ACH-000244,-0.111547877129
ACH-000246,-0.1385811149
ACH-000248,0.09667900820900001
ACH-000250,-0.09924864592910002
ACH-000251,-0.178080303312
ACH-000253,-0.135032647403
ACH-000255,-0.153797242207
ACH-000256,0.020803807604700002
ACH-000257,0.0757401292783
ACH-000258,0.09739130694319999
ACH-000259,0.027471782687599998
ACH-000260,-0.11680264885700001
ACH-000261,-0.07532776143400001
ACH-000262,0.061969120484100006
ACH-000263,-0.0509588362533
ACH-000264,-0.112293019516
ACH-000265,-0.07814499345800001
ACH-000266,-0.037420158196199996
ACH-000272,-0.0666152125235
ACH-000273,-0.006795809034729999
ACH-000274,-0.155995847111
ACH-000277,0.0552474120858
ACH-000278,-0.192314244564
