,PFAS (5198)
ACH-000004,-0.535501785509
ACH-000007,-0.384647133163
ACH-000009,-0.549571627731
ACH-000011,-0.345131168986
ACH-000012,-0.20731050631499998
ACH-000013,-0.174746774272
ACH-000014,-0.541424802466
ACH-000015,-0.446151093627
ACH-000017,-0.784213558432
ACH-000018,-0.238920463598
ACH-000019,-0.8103994434370001
ACH-000021,-0.146699521681
ACH-000022,-0.35257166574500004
ACH-000025,-0.603810564321
ACH-000028,-0.755808693248
ACH-000030,-0.956192473565
ACH-000035,-0.430949470881
ACH-000036,-0.266669735691
ACH-000037,-0.6887847570190001
ACH-000039,-0.296624280309
ACH-000040,-0.434840055885
ACH-000041,-0.34551920294699995
ACH-000042,-0.5821978505550001
ACH-000045,-0.71851956485
ACH-000047,-0.7177248396610001
ACH-000052,-0.584158413336
ACH-000053,-0.929110584786
ACH-000054,-0.09197250979800001
ACH-000055,-0.0222486836607
ACH-000060,-0.11432715282400001
ACH-000067,-0.22878499024799998
ACH-000070,-0.8584449414920001
ACH-000075,-0.407817632307
ACH-000078,-0.07463828715319999
ACH-000082,-0.363904326285
ACH-000085,-0.029666922389
ACH-000086,-0.08307293703150001
ACH-000087,-0.393235842294
ACH-000092,-0.144613202539
ACH-000095,-0.104824856797
ACH-000097,-0.8742850268369999
ACH-000098,-0.210031770779
ACH-000099,-0.15291020501900002
ACH-000108,-0.998029039918
ACH-000113,0.00408227548903
ACH-000115,-0.5018333826070001
ACH-000116,-0.06422703088830001
ACH-000118,0.00881758625939
ACH-000120,-0.0009596838978850001
ACH-000123,-0.042025886620300004
ACH-000127,-0.613089911817
ACH-000128,-0.50159900666
ACH-000132,-0.329523199167
ACH-000133,-0.32020182898899996
ACH-000137,-0.5193494757530001
ACH-000138,-0.7894298194830001
ACH-000142,-0.34272673683
ACH-000143,-0.292044187061
ACH-000146,-0.7091133356199999
ACH-000148,-0.230180947999
ACH-000150,-0.168026949615
ACH-000152,-0.378659017939
ACH-000153,-0.718213660089
ACH-000159,-0.630430610958
ACH-000160,-0.381375009548
ACH-000163,-0.443025600633
ACH-000167,-0.5003562944919999
ACH-000168,-0.507909384403
ACH-000169,-0.0476464559466
ACH-000178,-0.529195947449
ACH-000182,-0.818772788453
ACH-000183,-0.9308890490989999
ACH-000188,0.0466212923838
ACH-000189,-0.51201190473
ACH-000190,-0.45101996676000006
ACH-000198,-0.7061628565100001
ACH-000204,-0.567837950639
ACH-000206,-0.502432179057
ACH-000207,-0.823541048315
ACH-000211,-0.10017401499800001
ACH-000215,-0.0511710260762
ACH-000221,-0.226912320232
ACH-000222,-0.784425372039
ACH-000223,-0.632243981618
ACH-000226,-0.632637400186
ACH-000227,-0.0279572982053
ACH-000228,-0.331060558577
ACH-000231,-0.23604488751
ACH-000232,0.08654158988590001
ACH-000233,-0.745034286911
ACH-000234,-0.589957247912
ACH-000235,-0.92446205401
ACH-000237,-0.19734877615
ACH-000238,-0.441477457478
ACH-000243,-0.428137412629
ACH-000244,-0.176339333847
ACH-000246,-0.141545147789
ACH-000248,-0.607069059257
ACH-000250,-0.376467473742
ACH-000251,-0.9168702209649999
ACH-000253,-0.8620866021
ACH-000255,-0.037555893819
ACH-000256,-0.525424381823
ACH-000257,-0.7488612235
ACH-000258,-0.780271772068
ACH-000259,-0.32409747681699996
ACH-000260,-0.19119267018199998
ACH-000261,0.025393473404900002
ACH-000262,-0.409195175674
ACH-000263,-1.1123243517899999
ACH-000264,-0.29233272238499997
ACH-000265,-0.21423170290999996
ACH-000266,-0.380891318989
ACH-000272,-0.7353112789540001
ACH-000273,-0.539503559224
ACH-000274,-0.392092909006
ACH-000277,-0.7122325420110001
ACH-000278,-0.24380036602400001
ACH-000279,-0.819344966605
ACH-000280,-0.43812482524999996
ACH-000281,-0.7562679067129999
ACH-000288,-0.32317942296
ACH-000291,0.0338529598637
ACH-000293,-0.47274707204099997
ACH-000294,-0.6749890418269999
ACH-000295,-0.941658900735
ACH-000296,-0.527599597036
ACH-000302,-0.39159100096
ACH-000304,-0.448824036229
ACH-000307,-0.886228131474
ACH-000308,-0.282578982029
ACH-000310,-0.18421286021400002
ACH-000311,-0.5807265199270001
ACH-000312,-0.456322412949
ACH-000315,-0.346418313205
ACH-000316,-0.4295542948899999
ACH-000317,-0.401771536639
ACH-000318,-0.750815432917
ACH-000319,-0.266697012186
ACH-000320,-0.452555528742
ACH-000322,-0.36634236379
ACH-000323,-0.36155792739799997
ACH-000324,-0.293925515629
ACH-000329,-0.08241187500939999
ACH-000330,-0.89765149142
ACH-000331,-0.117486264749
ACH-000332,-0.274843310245
ACH-000334,-0.688508495533
ACH-000335,-0.07164593637660001
ACH-000336,-0.132412352381
ACH-000337,-0.899815221057
ACH-000339,-0.860901281087
ACH-000341,-0.16247106803300002
ACH-000348,-0.296381568497
ACH-000350,-0.257888802407
ACH-000352,-0.9371005678759999
ACH-000356,-0.44365474380099995
ACH-000361,-0.256822812546
ACH-000362,-0.461937729044
ACH-000363,-0.728681041968
ACH-000364,-0.095306496433
ACH-000365,-0.875632599638
ACH-000366,-0.256506241057
ACH-000368,-0.22604568241599998
ACH-000374,-0.168165674738
ACH-000375,-0.444493474908
ACH-000376,-0.021091797632400003
ACH-000381,-0.8707194386730001
ACH-000383,-1.4839417055700002
ACH-000387,-0.7834886501649999
ACH-000389,0.23600166622
ACH-000390,-0.8044735798780001
ACH-000393,-0.305248607318
ACH-000395,-0.9395893698090001
ACH-000397,-0.307531526185
ACH-000401,-0.607796894889
ACH-000402,-0.464107413484
ACH-000403,-0.35644692548
ACH-000404,-0.566270696734
ACH-000406,-1.0
ACH-000407,-0.38226957960999997
ACH-000408,-0.29076887872699997
ACH-000410,-0.162288902683
ACH-000411,-0.590994262381
ACH-000414,-0.398255253838
ACH-000415,-0.30730805781
ACH-000416,-1.06156625282
ACH-000420,-0.302783699856
ACH-000421,-0.8563998171170001
ACH-000424,-0.623904856078
ACH-000425,-0.33618426960500003
ACH-000426,-0.43081400052
ACH-000427,-0.21934851507800002
ACH-000433,-0.663688951261
ACH-000436,-0.6733853918189999
ACH-000444,-0.402540280314
ACH-000445,-0.47055906355800003
ACH-000448,-0.67284437076
ACH-000450,-0.430415408448
ACH-000452,-0.32289018675700004
ACH-000454,-0.681691760969
ACH-000458,-0.187928103435
ACH-000459,-0.42067001146
ACH-000460,-0.900056962111
ACH-000461,-0.6084518207899999
ACH-000463,-0.00668247871694
ACH-000464,-0.585216551035
ACH-000466,-0.303736052854
ACH-000467,-0.527016426771
ACH-000468,-0.393839962232
ACH-000469,-0.250300839838
ACH-000470,-0.506508189178
ACH-000471,-0.777338811747
ACH-000472,-0.30736254853399997
ACH-000473,-0.306730565333
ACH-000475,-0.43360718528000003
ACH-000476,-0.305557668133
ACH-000477,-0.566484175815
ACH-000480,0.0197488498005
ACH-000481,-0.34945392095399996
ACH-000483,-0.50857088215
ACH-000484,-0.427302266791
ACH-000485,-0.6918647950660001
ACH-000486,-0.26951264186
ACH-000487,-0.949802480345
ACH-000488,-0.0291632240845
ACH-000490,-0.247126416588
ACH-000491,-0.623319101276
ACH-000495,0.028510624215599998
ACH-000496,-0.596811331158
ACH-000499,-0.449234724995
ACH-000500,-0.11621275435699999
ACH-000502,-0.9098264430259999
ACH-000503,-0.28690586683499997
ACH-000505,-0.341975009467
ACH-000507,-1.05493871395
ACH-000510,-0.569504822622
ACH-000511,-0.469084530838
ACH-000512,-0.622018274915
ACH-000516,-0.22059341101399998
ACH-000517,-0.417585986556
ACH-000518,-0.34293728712899996
ACH-000520,-0.14946041154200002
ACH-000521,-0.46346258429799997
ACH-000522,-0.44000184550399996
ACH-000524,-0.330274559749
ACH-000527,-0.18083754482900002
ACH-000528,-0.062064973332699995
ACH-000537,-0.244200975153
ACH-000541,-1.11893539374
ACH-000542,-0.454008755114
ACH-000544,-0.306287791584
ACH-000545,-0.451448311482
ACH-000547,-0.16363440720300002
ACH-000548,-0.529082938158
ACH-000549,-0.336291913605
ACH-000550,-0.661924961467
ACH-000552,-0.531294788758
ACH-000556,-0.6694694273899999
ACH-000557,-1.26728005187
ACH-000570,-0.273680146595
ACH-000571,-0.559006070487
ACH-000573,-0.418662273388
ACH-000576,-0.547602740483
ACH-000580,-0.226859252037
ACH-000584,-0.0290802804378
ACH-000585,-0.25969013840300004
ACH-000588,-1.08015273027
ACH-000589,-0.17402278904
ACH-000591,-0.47671842886200005
ACH-000593,-0.49083606435099997
ACH-000600,-0.0488614968243
ACH-000601,-0.906364703564
ACH-000604,-0.591757462087
ACH-000605,-0.370579673613
ACH-000606,-0.051275037251
ACH-000608,-0.46109633075400003
ACH-000614,-0.999416757114
ACH-000616,-0.26547388649099996
ACH-000618,-0.6182860771450001
ACH-000619,-0.488803835402
ACH-000620,-0.294177175033
ACH-000621,-0.412860027698
ACH-000622,-0.615077383364
ACH-000623,-0.35969244886999996
ACH-000624,-0.8059175448870001
ACH-000627,-0.427992060902
ACH-000630,-0.201246206772
ACH-000632,-0.221999056177
ACH-000633,-0.40128941827799997
ACH-000637,-0.0015681514068399999
ACH-000638,-0.605648188145
ACH-000646,-0.685039090229
ACH-000647,-0.671669353405
ACH-000648,-0.548341700096
ACH-000649,-0.373001658776
ACH-000651,-0.45053189461000004
ACH-000652,-1.01768201631
ACH-000653,-0.627539956392
ACH-000657,-0.18471969048
ACH-000658,-0.889282397975
ACH-000661,-0.31967241777600003
ACH-000662,-0.140020555634
ACH-000663,-0.480294304908
ACH-000665,-0.3629166871
ACH-000671,-0.256312948423
ACH-000673,-0.264119550689
ACH-000676,-0.9025923112450001
ACH-000677,-0.104873825899
ACH-000681,-0.102730725638
ACH-000682,-0.34055676328699996
ACH-000683,-0.170036575889
ACH-000684,-0.140879781746
ACH-000688,-0.29948710873100004
ACH-000693,-0.268938570139
ACH-000694,-0.227301763848
ACH-000695,-0.780612117625
ACH-000696,-0.0258378527075
ACH-000697,-0.644611986997
ACH-000699,-0.473653457336
ACH-000701,-0.19584081365800002
ACH-000706,-0.38016517762900004
ACH-000711,-0.8764166227760001
ACH-000713,-0.9852655827660001
ACH-000714,-0.803914265773
ACH-000718,-0.456681354159
ACH-000720,-0.301374684545
ACH-000721,-0.878460358566
ACH-000724,-0.6195783169569999
ACH-000725,-0.6814662418449999
ACH-000732,-0.31054974154599996
ACH-000734,-0.44254371482500005
ACH-000735,-0.43495910134800003
ACH-000736,-0.763511027811
ACH-000738,-0.0291299467587
ACH-000746,-0.7124186444509999
ACH-000747,-0.319195381399
ACH-000748,0.09178471576089998
ACH-000753,-0.836912710503
ACH-000756,0.0779788981853
ACH-000757,-0.328424895765
ACH-000758,-0.571774212328
ACH-000760,-0.595950060035
ACH-000763,-0.5232766871100001
ACH-000764,-0.708883503498
ACH-000765,-0.580731700995
ACH-000766,-0.328529467422
ACH-000767,-0.379399101112
ACH-000768,-0.927985867929
ACH-000769,-0.23849664229400003
ACH-000770,-0.6194893524180001
ACH-000771,-0.264187457795
ACH-000773,-0.8120439562199999
ACH-000776,-0.631444040891
ACH-000777,-0.136153020023
ACH-000778,-0.3231530763
ACH-000781,-0.468319827929
ACH-000782,-0.747163790562
ACH-000783,-0.41195168613399996
ACH-000784,-0.0573647203868
ACH-000785,-0.637396151399
ACH-000787,-0.010618893752200001
ACH-000788,-0.180901268198
ACH-000791,-0.748844235734
ACH-000792,-0.277290668718
ACH-000794,-0.344464761175
ACH-000796,-0.313087890463
ACH-000799,-0.35476994481799995
ACH-000800,-0.7219646246160001
ACH-000802,-0.25030588639199997
ACH-000804,-0.47069595182199997
ACH-000805,-0.0896751225707
ACH-000809,-0.734968483782
ACH-000810,-0.480718132252
ACH-000811,-0.344999394645
ACH-000817,-1.16783648483
ACH-000819,-0.09009643630599999
ACH-000820,-0.600107100336
ACH-000821,-0.981894390423
ACH-000822,-0.5179343580529999
ACH-000823,-0.367003480473
ACH-000824,-0.163959694345
ACH-000827,-0.0758017208192
ACH-000829,-0.8741665467470001
ACH-000831,-0.46257886371000007
ACH-000832,-0.631179241307
ACH-000833,-0.541430717999
ACH-000834,-0.07398034139380001
ACH-000835,-0.412122852707
ACH-000836,-0.645039918812
ACH-000837,-0.568726506068
ACH-000838,-1.05643611295
ACH-000839,-0.162546490632
ACH-000840,-0.30225213165
ACH-000841,-0.5225688265039999
ACH-000843,-0.666989572045
ACH-000846,-0.227305706212
ACH-000847,-0.184524192748
ACH-000848,-0.33274697408500004
ACH-000849,-1.09331364097
ACH-000851,-1.0238761903
ACH-000855,-0.48984480612099995
ACH-000856,-0.765953560583
ACH-000858,0.047694935401099994
ACH-000859,-0.839557438373
ACH-000861,-0.340487404001
ACH-000862,-0.238027444287
ACH-000865,-0.047089605139699994
ACH-000866,-0.600680464723
ACH-000867,-0.836998147458
ACH-000869,-0.5016268457649999
ACH-000872,-0.715303869216
ACH-000873,-0.719977983493
ACH-000876,-0.314494196076
ACH-000878,-0.540463606449
ACH-000880,-0.168602480282
ACH-000881,-0.24511692842500002
ACH-000882,-0.39702068875600005
ACH-000884,-0.27069501257
ACH-000885,-0.26759569162700003
ACH-000887,-0.355382084507
ACH-000888,-0.530794775448
ACH-000889,-0.7774927931029999
ACH-000890,-0.5835643854020001
ACH-000896,-0.898330860721
ACH-000898,-0.9850403647079999
ACH-000900,-0.35923309975
ACH-000901,-0.17026540217
ACH-000905,-0.298660558862
ACH-000906,-0.19665753774300002
ACH-000907,-0.198184905897
ACH-000910,-1.1328551829200002
ACH-000911,-0.47585805673
ACH-000912,-0.369359007577
ACH-000913,-0.363681675707
ACH-000915,-0.63758330654
ACH-000916,0.206056993168
ACH-000917,-1.08665006314
ACH-000921,-0.58189669775
ACH-000924,-0.461670478445
ACH-000926,-0.607751149076
ACH-000928,-0.281498422249
ACH-000929,-0.17748316657699997
ACH-000932,-0.9315384032969999
ACH-000935,0.11204165242900001
ACH-000936,-0.410996482328
ACH-000937,-0.964914172562
ACH-000938,-0.7212960470790001
ACH-000939,-0.292572295544
ACH-000941,-0.418439912104
ACH-000943,-0.0669014941842
ACH-000946,-0.614036668693
ACH-000947,-0.150630079371
ACH-000948,-0.637378016125
ACH-000950,-0.20033918694699998
ACH-000953,-1.0871571548
ACH-000957,-0.609213632569
ACH-000958,-0.557169300623
ACH-000960,-0.70400714534
ACH-000963,-0.6118119812
ACH-000968,-0.18451114280900002
ACH-000969,-0.282474954981
ACH-000973,-0.285297412522
ACH-000974,-0.06289071772459999
ACH-000975,-0.830888765581
ACH-000976,-0.653618349137
ACH-000978,-0.523113191295
ACH-000980,-0.533666521506
ACH-000984,-0.32276362517499996
ACH-000986,-0.910516928875
ACH-000988,-0.461460215432
ACH-000993,-0.29946478992
ACH-000994,-0.8359485959469999
ACH-000996,-0.421390466638
ACH-001001,0.0206934853815
ACH-001020,-0.467167936299
ACH-001028,-0.483458988143
ACH-001031,-0.34770769855300004
ACH-001038,-0.677805909306
ACH-001048,-0.5957787931390001
ACH-001050,-0.520719179349
ACH-001053,-0.763160148256
ACH-001054,-0.589992725709
ACH-001061,-0.76308675762
ACH-001067,-0.12903546094
ACH-001075,-0.355461410979
ACH-001096,-0.362284304333
ACH-001128,0.047384200577400004
ACH-001134,-0.708264275106
ACH-001151,-1.1172146891099999
ACH-001163,-0.8816117960109999
ACH-001164,-0.150385777704
ACH-001173,0.09288094194810001
ACH-001183,-0.18903161139000002
ACH-001184,-0.438091231761
ACH-001190,-0.50399829048
ACH-001192,-0.29883523069
ACH-001193,-0.37755080647699996
ACH-001196,-0.402249095013
ACH-001197,-0.778212552123
ACH-001205,-0.50243014455
ACH-001211,-0.717530805953
ACH-001212,-0.307329349516
ACH-001228,-0.463183169666
ACH-001232,0.0311622792104
ACH-001239,-0.343784286864
ACH-001274,-0.711779101499
ACH-001275,-0.2664293695
ACH-001277,-0.699611989186
ACH-001278,-0.243150311473
ACH-001280,-0.6512439968370001
ACH-001283,0.108457417188
ACH-001289,-0.500402238482
ACH-001295,-0.00399801420631
ACH-001300,-0.300391604556
ACH-001301,0.0547513013356
ACH-001302,-0.20819243311799998
ACH-001303,-0.281483753362
ACH-001306,-0.518820719631
ACH-001318,-0.274397263627
ACH-001322,-0.0336340848937
ACH-001328,-0.379292398209
ACH-001332,-0.543648420885
ACH-001333,-0.283321991775
ACH-001336,-0.122731544957
ACH-001340,-0.184083297649
ACH-001346,-0.187912423862
ACH-001353,-0.60463695312
ACH-001354,-0.7717955782100001
ACH-001367,-0.507439588867
ACH-001368,-0.39889393309199994
ACH-001374,-0.439539079925
ACH-001375,-0.25150831193000006
ACH-001377,-0.127862748996
ACH-001380,-0.138863958312
ACH-001391,-0.26190383035
ACH-001407,-0.646678550251
ACH-001408,-0.363338641412
ACH-001413,-0.242084216052
ACH-001430,-0.04013357130569999
ACH-001431,-0.605370128246
ACH-001450,-0.961892295827
ACH-001496,-1.05335755098
ACH-001500,-0.29264159335400003
ACH-001521,-0.44038913413999997
ACH-001523,-0.12207065321699999
ACH-001532,-0.250457637048
ACH-001536,-0.511330543868
ACH-001550,-0.251129569175
ACH-001552,-0.17561368416900003
ACH-001554,-0.491803860977
ACH-001645,-0.0512452651012
ACH-001654,0.012184083281100001
ACH-001715,-0.732271000636
ACH-001735,-0.799356056991
ACH-001736,-0.7983060629180001
ACH-001737,0.6909280541859999
ACH-001740,-0.602866288009
ACH-001745,-0.346098575968
ACH-001750,-0.0989790171348
ACH-001765,-0.5380771258879999
ACH-001956,-0.17288913615600002
ACH-001957,0.0143861109331
