,AARSD1 (80755)
ACH-000004,-0.12864312645099998
ACH-000007,-0.24595657836800003
ACH-000009,-0.467510579872
ACH-000011,-0.45675793474799997
ACH-000012,-0.305864661361
ACH-000013,-0.185450203984
ACH-000014,-0.25748885230999996
ACH-000015,-0.274320913803
ACH-000017,-0.050377240166999994
ACH-000018,-0.24902394865400002
ACH-000019,-0.251085531276
ACH-000021,-0.167137284905
ACH-000022,-0.07281810341739998
ACH-000025,-0.114726543159
ACH-000028,-0.231365491158
ACH-000030,-0.308759429812
ACH-000035,-0.262063632439
ACH-000036,-0.204583165737
ACH-000037,-0.17337702115200002
ACH-000039,-0.390278111458
ACH-000040,-0.196416567249
ACH-000041,-0.232143953299
ACH-000042,-0.231756601493
ACH-000045,-0.162979203983
ACH-000047,-0.14672074092700002
ACH-000052,-0.192290841725
ACH-000053,-0.288755936462
ACH-000054,-0.22730978861499998
ACH-000055,0.07161898996110001
ACH-000060,-0.302440959054
ACH-000067,-0.373385415836
ACH-000070,-0.224502862575
ACH-000075,-0.20496346876899998
ACH-000078,-0.255110244281
ACH-000082,-0.362033272294
ACH-000085,0.09262649622460001
ACH-000086,-0.34698334468
ACH-000087,-0.26694723847
ACH-000092,-0.186255471946
ACH-000095,-0.423838437851
ACH-000097,-0.22723369347300001
ACH-000098,-0.277684142339
ACH-000099,-0.268047478579
ACH-000108,-0.298867675825
ACH-000113,-0.21275084489799997
ACH-000115,-0.135365649379
ACH-000116,-0.186815923224
ACH-000118,-0.292159453891
ACH-000120,-0.45768538597900005
ACH-000123,-0.21015856062399998
ACH-000127,-0.0140185856903
ACH-000128,-0.037193989281000005
ACH-000132,-0.13024665669399998
ACH-000133,-0.303245962546
ACH-000137,-0.326021033105
ACH-000138,-0.534339958458
ACH-000142,-0.339002165591
ACH-000143,-0.20035286898200003
ACH-000146,-0.127879865607
ACH-000148,-0.38574476064900004
ACH-000150,-0.14722125408199999
ACH-000152,-0.48940210456100003
ACH-000153,-0.14386763688100002
ACH-000159,-0.154598442161
ACH-000160,-0.34833992541299996
ACH-000163,-0.42253406905599994
ACH-000167,0.00346096821443
ACH-000168,-0.21515854134
ACH-000169,-0.23381266820500002
ACH-000178,-0.214245846943
ACH-000182,-0.157301420388
ACH-000183,-0.202706096109
ACH-000188,-0.348508634246
ACH-000189,-0.163009970173
ACH-000190,0.10957318213
ACH-000198,-0.149105372207
ACH-000204,-0.36506022672
ACH-000206,-0.185011828742
ACH-000207,0.04482444816819999
ACH-000211,-0.347333511363
ACH-000215,-0.352368009503
ACH-000221,-0.157856882675
ACH-000222,-0.305599683148
ACH-000223,-0.0187190369862
ACH-000226,-0.10324085112800001
ACH-000227,-0.16849360482700002
ACH-000228,-0.434416082037
ACH-000231,-0.18536748994399999
ACH-000232,-0.197284542118
ACH-000233,-0.09113921041480001
ACH-000234,-0.3481978217
ACH-000235,-0.403574036677
ACH-000237,-0.174652037906
ACH-000238,-0.376326094464
ACH-000243,-0.343479196185
ACH-000244,-0.222543923807
ACH-000246,-0.293497728544
ACH-000248,-0.356880687332
ACH-000250,-0.306493062425
ACH-000251,-0.09555372425969999
ACH-000253,-0.19536457623
ACH-000255,-0.301973798961
ACH-000256,-0.190910887267
ACH-000257,-0.41770936881399995
ACH-000258,-0.451030857212
ACH-000259,-0.321468604789
ACH-000260,-0.21607488229400001
ACH-000261,-0.22349473924000002
ACH-000262,-0.398479580078
ACH-000263,-0.0994127956818
ACH-000264,-0.31561937846099997
ACH-000265,-0.265305877269
ACH-000266,-0.360302967699
ACH-000272,-0.336768053755
ACH-000273,-0.285953690326
ACH-000274,-0.332654041476
ACH-000277,-0.213555190095
ACH-000278,-0.391220846791
ACH-000279,-0.10781254259999999
ACH-000280,-0.32834294102
ACH-000281,-0.138767108831
ACH-000288,-0.302912773945
ACH-000291,-0.225150087326
ACH-000293,0.020033174013
ACH-000294,-0.43066336228299995
ACH-000295,-0.355696150308
ACH-000296,-0.334510092513
ACH-000302,-0.286806112998
ACH-000304,-0.0439088557531
ACH-000307,-0.0964093498402
ACH-000308,-0.189436118272
ACH-000310,-0.598706309225
ACH-000311,-0.351003779073
ACH-000312,-0.474456105635
ACH-000315,-0.169139576481
ACH-000316,-0.5079592924449999
ACH-000317,-0.173161433946
ACH-000318,-0.385813849948
ACH-000319,-0.282509137174
ACH-000320,-0.177818904146
ACH-000322,-0.336513025694
ACH-000323,-0.327298187109
ACH-000324,-0.699533349183
ACH-000329,-0.313112579063
ACH-000330,0.023065652497400002
ACH-000331,-0.25116282269900003
ACH-000332,-0.28271349524
ACH-000334,-0.21303028992800002
ACH-000335,0.0952212268502
ACH-000336,-0.12085987726399999
ACH-000337,-0.284341262901
ACH-000339,-0.25808127297
ACH-000341,-0.0170199853063
ACH-000348,-0.17574917883299998
ACH-000350,-0.433677984098
ACH-000352,-0.273164391267
ACH-000356,-0.375856995427
ACH-000361,-0.44286436605400004
ACH-000362,-0.316051211329
ACH-000363,-0.23398319882399998
ACH-000364,-0.23150815820700002
ACH-000365,-0.185353203037
ACH-000366,-0.379786597522
ACH-000368,-0.139690371272
ACH-000374,-0.19016056737599998
ACH-000375,-0.267981714877
ACH-000376,-0.128890144912
ACH-000381,-0.584229841097
ACH-000383,-0.1633090995
ACH-000387,-0.319909173755
ACH-000389,-0.367845838975
ACH-000390,-0.36852433627899994
ACH-000393,-0.380066866989
ACH-000395,-0.195261293489
ACH-000397,-0.29858735508
ACH-000401,-0.17224917106899998
ACH-000402,-0.47869541712700003
ACH-000403,-0.310027216349
ACH-000404,-0.0319144221404
ACH-000406,-0.16767238316400002
ACH-000407,-0.186387758396
ACH-000408,-0.125796969806
ACH-000410,-0.205146681755
ACH-000411,-0.389059638045
ACH-000414,-0.320845667527
ACH-000415,-0.41938633762500005
ACH-000416,-0.296982904738
ACH-000420,-0.44472797128700003
ACH-000421,-0.25361900755100003
ACH-000424,-0.535699916195
ACH-000425,-0.37314653431999995
ACH-000426,-0.19004481151799998
ACH-000427,-0.22984551627900002
ACH-000433,-0.487929987934
ACH-000436,-0.14901789655
ACH-000444,-0.20040099724
ACH-000445,-0.398713675334
ACH-000448,-0.322649050708
ACH-000450,-0.125208072611
ACH-000452,-0.189424137488
ACH-000454,0.00161405212013
ACH-000458,-0.216382597073
ACH-000459,-0.0327366163846
ACH-000460,-0.35306952793000007
ACH-000461,-0.111913426845
ACH-000463,-0.19377418699299997
ACH-000464,-0.40718010341399996
ACH-000466,-0.133133578312
ACH-000467,-0.353815095087
ACH-000468,-0.19169891393599997
ACH-000469,-0.17798348306899997
ACH-000470,-0.0749326787301
ACH-000471,-0.269814457301
ACH-000472,-0.232596750581
ACH-000473,-0.177544266198
ACH-000475,-0.189769139485
ACH-000476,-0.530227418505
ACH-000477,-0.12511583855699998
ACH-000480,-0.313020609255
ACH-000481,-0.191265286593
ACH-000483,-0.211787014267
ACH-000484,-0.269650851469
ACH-000485,-0.183776456783
ACH-000486,-0.305632867993
ACH-000487,-0.260511284135
ACH-000488,-0.207822123955
ACH-000490,-0.06727825462640001
ACH-000491,-0.162711194097
ACH-000495,-0.495082859805
ACH-000496,-0.396936931035
ACH-000499,-0.551385161089
ACH-000500,-0.37692443897100003
ACH-000502,-0.252838084653
ACH-000503,-0.45972762013400004
ACH-000505,-0.202204861224
ACH-000507,-0.41688425181
ACH-000510,-0.172688535883
ACH-000511,-0.106068612503
ACH-000512,-0.154803733585
ACH-000516,-0.26144503126999996
ACH-000517,-0.22938892275699999
ACH-000518,-0.274281208401
ACH-000520,-0.118712416762
ACH-000521,-0.385225372759
ACH-000522,-0.20980597642499998
ACH-000524,-0.23225277110800002
ACH-000527,-0.416421253068
ACH-000528,-0.29807819734
ACH-000537,-0.359530106438
ACH-000541,-0.24695835296100002
ACH-000542,-0.22203457610999996
ACH-000544,-0.206854082439
ACH-000545,-0.24742634007
ACH-000547,-0.291297607986
ACH-000548,-0.308915993234
ACH-000549,-0.16516900704600002
ACH-000550,-0.371046214864
ACH-000552,-0.320993707288
ACH-000556,-0.26247774568300003
ACH-000557,0.0427894139644
ACH-000570,-0.395457917576
ACH-000571,-0.0982869092532
ACH-000573,-0.177297635134
ACH-000576,-0.203173942427
ACH-000580,-0.0449800815203
ACH-000584,-0.266807682557
ACH-000585,-0.18358622347800002
ACH-000588,-0.279908049429
ACH-000589,-0.225649531148
ACH-000591,-0.0492925218119
ACH-000593,-0.225806500846
ACH-000600,-0.48495435802000003
ACH-000601,-0.26934924053599996
ACH-000604,-0.560311674779
ACH-000605,-0.11696609638199999
ACH-000606,-0.24889006101599997
ACH-000608,-0.34755186807800004
ACH-000614,-0.186254262427
ACH-000616,-0.297595799105
ACH-000618,0.0381613137918
ACH-000619,-0.317342896296
ACH-000620,-0.11543949969699999
ACH-000621,-0.109202128402
ACH-000622,-0.30921207608199996
ACH-000623,-0.282519691595
ACH-000624,-0.374428952609
ACH-000627,-0.49689624874300004
ACH-000630,-0.229222553218
ACH-000632,-0.21867485252399999
ACH-000633,-0.33637695105
ACH-000637,-0.354248144366
ACH-000638,-0.43753240812399996
ACH-000646,-0.68417497097
ACH-000647,-0.325376461776
ACH-000648,-0.121288658366
ACH-000649,-0.13451708350299998
ACH-000651,-0.227524479678
ACH-000652,-0.302684665125
ACH-000653,-0.239659706035
ACH-000657,-0.301269742422
ACH-000658,-0.06546423059169999
ACH-000661,-0.3366405067
ACH-000662,-0.011733387032899998
ACH-000663,-0.479066140525
ACH-000665,-0.170683177572
ACH-000671,-0.322935257222
ACH-000673,-0.219824927462
ACH-000676,-0.386578824486
ACH-000677,-0.220939796124
ACH-000681,-0.320351714945
ACH-000682,-0.13124108854299998
ACH-000683,-0.152601100739
ACH-000684,-0.11285892702
ACH-000688,-0.31410220943000006
ACH-000693,-0.253964864482
ACH-000694,-0.110236871782
ACH-000695,-0.039514972595300006
ACH-000696,-0.268214615606
ACH-000697,-0.051604472746599996
ACH-000699,-0.172009830702
ACH-000701,-0.286374150527
ACH-000706,-0.14824343250299998
ACH-000711,-0.173382739786
ACH-000713,-0.281045523037
ACH-000714,-0.109861996236
ACH-000718,-0.106871119224
ACH-000720,-0.327102609515
ACH-000721,-0.255315007772
ACH-000724,-0.343718542992
ACH-000725,-0.174116101188
ACH-000732,-0.438623496044
ACH-000734,-0.129208921161
ACH-000735,-0.24898779014199998
ACH-000736,-0.253466130058
ACH-000738,-0.182751037947
ACH-000746,-0.540428975955
ACH-000747,-0.46600644700099997
ACH-000748,-0.19730328703299999
ACH-000753,-0.0351741920027
ACH-000756,-0.30577292638
ACH-000757,-0.155748074068
ACH-000758,-0.346391461112
ACH-000760,-0.0814114828698
ACH-000763,-0.24676610075
ACH-000764,-0.494830264419
ACH-000765,-0.0997829629195
ACH-000766,-0.38434877528000005
ACH-000767,-0.18638906773699998
ACH-000768,-0.09362237570620001
ACH-000769,-0.311531280237
ACH-000770,-0.122261163189
ACH-000771,-0.154984542398
ACH-000773,-0.25736079311500004
ACH-000776,-0.268423096076
ACH-000777,-0.22813455846
ACH-000778,-0.31785035202399997
ACH-000781,-0.17352956454799998
ACH-000782,-0.31755384267
ACH-000783,-0.288335598193
ACH-000784,-0.12617218598
ACH-000785,-0.4549167740899999
ACH-000787,-0.14436883637599998
ACH-000788,-0.424084121797
ACH-000791,-0.397740635118
ACH-000792,-0.106948730867
ACH-000794,-0.35882939604999997
ACH-000796,-0.335963559233
ACH-000799,-0.272942388679
ACH-000800,-0.159244076142
ACH-000802,-0.207803754063
ACH-000804,-0.281157840733
ACH-000805,-0.179498091248
ACH-000809,-0.24868543300700002
ACH-000810,-0.115705776251
ACH-000811,-0.37425573864100004
ACH-000817,-0.201941131579
ACH-000819,-0.176546105248
ACH-000820,-0.3552034128
ACH-000821,-0.49020773441699994
ACH-000822,-0.37783386133
ACH-000823,-0.230508932836
ACH-000824,-0.0748248898257
ACH-000827,-0.207918952636
ACH-000829,-0.24123601772599998
ACH-000831,0.012797648159
ACH-000832,-0.369550881884
ACH-000833,-0.199226212149
ACH-000834,-0.09068239039660002
ACH-000835,-0.04788620748840001
ACH-000836,-0.311224405767
ACH-000837,-0.33978749059299995
ACH-000838,-0.314802264713
ACH-000839,-0.0586756013583
ACH-000840,-0.348992824092
ACH-000841,-0.295127824061
ACH-000843,-0.320250178344
ACH-000846,-0.246439795648
ACH-000847,-0.381714427229
ACH-000848,-0.307148925473
ACH-000849,-0.145545556615
ACH-000851,-0.301898486067
ACH-000855,0.139463140749
ACH-000856,-0.233928830284
ACH-000858,-0.28898786616
ACH-000859,-0.24147516584399997
ACH-000861,-0.252230210568
ACH-000862,-0.117004373607
ACH-000865,-0.270882494647
ACH-000866,-0.087654135447
ACH-000867,-0.305223249903
ACH-000869,-0.36293143189800003
ACH-000872,-0.222522176928
ACH-000873,-0.339449241721
ACH-000876,-0.22691848129
ACH-000878,-0.0998951226553
ACH-000880,-0.23216691530499997
ACH-000881,-0.204462657823
ACH-000882,-0.20534440291900002
ACH-000884,-0.206066834447
ACH-000885,-0.167178889092
ACH-000887,-0.357484315439
ACH-000888,-0.24207154276700002
ACH-000889,-0.181919083092
ACH-000890,-0.0265539319871
ACH-000896,-0.275289517996
ACH-000898,-0.131648276793
ACH-000900,-0.571072614531
ACH-000901,-0.285574730532
ACH-000905,-0.42680627522799996
ACH-000906,-0.217173620659
ACH-000907,-0.310264065755
ACH-000910,-0.0869818404298
ACH-000911,-0.25274709808400003
ACH-000912,-0.210622385311
ACH-000913,-0.309774176016
ACH-000915,-0.0764144564643
ACH-000916,0.08062818392900001
ACH-000917,-0.26735322721500004
ACH-000921,-0.20048470552099998
ACH-000924,0.05637784453840001
ACH-000926,-0.480857807323
ACH-000928,-0.30393011423
ACH-000929,-0.28620910426199997
ACH-000932,-0.398358091887
ACH-000935,-0.43545378338600005
ACH-000936,-0.210771982435
ACH-000937,-0.197136001293
ACH-000938,-0.21880472924000002
ACH-000939,-0.283868839516
ACH-000941,-0.363561474842
ACH-000943,-0.34402650163500004
ACH-000946,-0.280416408905
ACH-000947,-0.24326024128600002
ACH-000948,-0.161888836697
ACH-000950,-0.271727882472
ACH-000953,-0.166268506502
ACH-000957,-0.221383591889
ACH-000958,-0.135274306805
ACH-000960,-0.118922848671
ACH-000963,-0.564285745449
ACH-000968,-0.110175699583
ACH-000969,-0.238472169362
ACH-000973,-0.26699182076
ACH-000974,-0.374509383702
ACH-000975,-0.26955803937899997
ACH-000976,-0.267122829284
ACH-000978,-0.24771793079999999
ACH-000980,-0.128026393732
ACH-000984,-0.355437097663
ACH-000986,-0.237753222886
ACH-000988,-0.213924038267
ACH-000993,-0.4001693205
