,PRCC (5546)
ACH-000004,-0.583838457073
ACH-000007,-0.332481726903
ACH-000009,-0.503585546588
ACH-000011,-0.288979876262
ACH-000012,-0.144821072011
ACH-000013,-0.30449970852200003
ACH-000014,-0.4789266739
ACH-000015,-0.279937356541
ACH-000017,-0.177513142894
ACH-000018,-0.36647828405999994
ACH-000019,-0.6885492083679999
ACH-000021,-0.37628427776699996
ACH-000022,-0.560512367838
ACH-000025,-0.258855392941
ACH-000028,-0.231436658779
ACH-000030,-0.390901606782
ACH-000035,-0.245672135117
ACH-000036,-0.353740440251
ACH-000037,-0.621704315431
ACH-000039,-0.634341234395
ACH-000040,-0.304239045939
ACH-000041,-0.19715978512000001
ACH-000042,-0.458782555998
ACH-000045,-0.360189916797
ACH-000047,-0.365549055558
ACH-000052,-0.457736697481
ACH-000053,-0.355027767795
ACH-000054,-0.317192519707
ACH-000055,-0.286392131225
ACH-000060,-0.598469756517
ACH-000067,-0.434846791936
ACH-000070,-0.48622382636999995
ACH-000075,-0.581355146004
ACH-000078,-0.293622254864
ACH-000082,-0.35054958295500005
ACH-000085,-0.759028444424
ACH-000086,-0.26061388806999997
ACH-000087,-0.382796322913
ACH-000092,-0.45439412279200003
ACH-000095,-0.520088086794
ACH-000097,-0.145285083614
ACH-000098,-0.355447167246
ACH-000099,-0.31894350783500003
ACH-000108,-0.349654150075
ACH-000113,-0.44410243554799994
ACH-000115,-0.235327609306
ACH-000116,-0.308853680857
ACH-000118,-0.411931501912
ACH-000120,-0.598758524001
ACH-000123,-0.48258295471
ACH-000127,-0.18149367308400002
ACH-000128,-0.20308875573
ACH-000132,-0.38935247255000005
ACH-000133,-0.22548266135000003
ACH-000137,-0.48776795074199997
ACH-000138,-0.305945391491
ACH-000142,-0.450953727892
ACH-000143,-0.319173945359
ACH-000146,-0.37355161379
ACH-000148,-0.375626254157
ACH-000150,-0.316487395202
ACH-000152,-0.227231995993
ACH-000153,-0.501831859102
ACH-000159,-0.564084766141
ACH-000160,-0.334094789487
ACH-000163,-0.43126657585
ACH-000167,-0.45052103733800003
ACH-000168,-0.325717309943
ACH-000169,-0.356006502407
ACH-000178,-0.455483936967
ACH-000182,-0.41954992359300003
ACH-000183,-0.382412492772
ACH-000188,-0.355560297324
ACH-000189,-0.538863487708
ACH-000190,-0.444631570543
ACH-000198,-0.455545014763
ACH-000204,-0.504494615483
ACH-000206,0.113829219411
ACH-000207,-0.572687181628
ACH-000211,-0.30699473128000004
ACH-000215,-0.418831448979
ACH-000221,-0.323044958697
ACH-000222,-0.0972256548195
ACH-000223,-0.37385714397500003
ACH-000226,-0.566789053966
ACH-000227,-0.143583025263
ACH-000228,-0.554608324781
ACH-000231,-0.411557750145
ACH-000232,-0.291521479165
ACH-000233,-0.19873996901799998
ACH-000234,-0.514328463975
ACH-000235,-0.349817670272
ACH-000237,-0.49888096888300004
ACH-000238,-0.312732773162
ACH-000243,-0.32840737679000004
ACH-000244,-0.742282955917
ACH-000246,-0.324742693207
ACH-000248,-0.26665009639000004
ACH-000250,-0.42301664564499997
ACH-000251,-0.468123238865
ACH-000253,-0.424681660227
ACH-000255,-0.461095694232
ACH-000256,-0.22190127405299997
ACH-000257,-0.086532477207
ACH-000258,-0.320770624221
ACH-000259,-0.27431525812
ACH-000260,-0.32762778495
ACH-000261,-0.443086073688
ACH-000262,-0.111628462402
ACH-000263,-0.313627634989
ACH-000264,-0.565079915245
ACH-000265,-0.35572608033799996
ACH-000266,-0.44375942180600003
ACH-000272,-0.32313528371100003
ACH-000273,-0.141264520751
ACH-000274,-0.0985431495487
ACH-000277,-0.42602567128300006
ACH-000278,-0.363834995901
ACH-000279,-0.220859070503
ACH-000280,-0.44930275708000006
ACH-000281,-0.289545369028
ACH-000288,-0.219560549615
ACH-000291,-0.36635069949199994
ACH-000293,-0.49778254545100004
ACH-000294,-0.097764386043
ACH-000295,-0.516302561342
ACH-000296,-0.43147042748099995
ACH-000302,-0.295124949212
ACH-000304,-0.575338746958
ACH-000307,-0.49296988402099995
ACH-000308,-0.455817641658
ACH-000310,-0.275707798708
ACH-000311,-0.0644896824595
ACH-000312,-0.15728985654000002
ACH-000315,-0.6832187473970001
ACH-000316,-0.285456176188
ACH-000317,-0.33548930279100003
ACH-000318,-0.49398646369099997
ACH-000319,-0.40669558909599995
ACH-000320,-0.0292536795456
ACH-000322,-0.549701596218
ACH-000323,-0.247795663333
ACH-000324,-0.25498263778999997
ACH-000329,-0.434692751739
ACH-000330,-0.472634333546
ACH-000331,-0.608072084516
ACH-000332,-0.38456402050899996
ACH-000334,-0.182653990579
ACH-000335,-0.411756420083
ACH-000336,-0.573976840858
ACH-000337,-0.361599890291
