,NDUFB5 (4711)
ACH-000004,-0.483657961624
ACH-000007,-0.325490622078
ACH-000009,-0.39939682761999995
ACH-000011,0.12994150185699999
ACH-000012,-0.466098837517
ACH-000013,-0.33960208291500005
ACH-000014,-0.427016093878
ACH-000015,-0.421333699077
ACH-000017,-0.405163167764
ACH-000018,-0.27987272510600003
ACH-000019,-0.579662892404
ACH-000021,-0.504316669414
ACH-000022,-0.126109341298
ACH-000025,-0.33287676664500004
ACH-000028,-0.8299164838950001
ACH-000030,-0.343145882258
ACH-000035,-0.425763596104
ACH-000036,-0.0527154662796
ACH-000037,-0.457134072375
ACH-000039,-0.28149898623799996
ACH-000040,-0.20529740630600002
ACH-000041,-0.48561180987400004
ACH-000042,-0.10833774727800001
ACH-000045,-0.505328763115
ACH-000047,-0.813679162262
ACH-000052,-0.218898719373
ACH-000053,-0.353904923555
ACH-000054,-0.494971170403
ACH-000055,-0.17115877592
ACH-000060,-0.220939333705
ACH-000067,-0.181676883161
ACH-000070,-0.293960861701
ACH-000075,-0.140217559439
ACH-000078,-0.6270898327350001
ACH-000082,-0.19046874908
ACH-000085,-0.228233880895
ACH-000086,-0.440735480414
ACH-000087,-0.373776792083
ACH-000092,-0.4001827075
ACH-000095,-0.161516283796
ACH-000097,-0.381798068806
ACH-000098,-0.247918394596
ACH-000099,-0.420095815455
ACH-000108,-0.229335742548
ACH-000113,-0.295468722514
ACH-000115,-0.209031660658
ACH-000116,-0.355150157371
ACH-000118,-0.7750894389990001
ACH-000120,-0.325096026247
ACH-000123,-0.512423120593
ACH-000127,-0.441731144588
ACH-000128,-0.42370611901699995
ACH-000132,-0.300544483977
ACH-000133,-0.0138161114246
ACH-000137,-0.22330021088000004
ACH-000138,-0.531537513272
ACH-000142,-0.433953929657
ACH-000143,-0.28718699337
ACH-000146,-0.23603425431299999
ACH-000148,-0.498563928134
ACH-000150,-0.509777737406
ACH-000152,-0.19826241189
ACH-000153,-0.39778559985399997
ACH-000159,-0.454133197574
ACH-000160,-0.48069484268
ACH-000163,-0.045899920274400006
ACH-000167,-0.327869618412
ACH-000168,-0.22251886935100001
ACH-000169,-0.39272001859300004
ACH-000178,-0.0599920179606
ACH-000182,-0.665960665124
ACH-000183,-0.23161968653999998
ACH-000188,0.100494606898
ACH-000189,-0.278440405707
ACH-000190,-0.6432561790269999
ACH-000198,-0.632160735886
ACH-000204,-0.465928789618
ACH-000206,0.022390072590900003
ACH-000207,-0.535291032753
ACH-000211,-0.25475969012
ACH-000215,-0.275730887536
ACH-000221,-0.523719766429
ACH-000222,-0.339776253863
ACH-000223,-0.197273104217
ACH-000226,-0.358135869026
ACH-000227,-0.43088716733300003
ACH-000228,-0.189446573832
ACH-000231,-0.12992004853
ACH-000232,-0.16516271396999999
ACH-000233,-0.428599875908
ACH-000234,-0.474406401801
ACH-000235,-0.318651639108
ACH-000237,-0.164663432739
ACH-000238,-0.35150185929399996
ACH-000243,-0.364136790543
ACH-000244,-0.168023979775
ACH-000246,-0.549768017913
ACH-000248,-0.0853326846403
ACH-000250,-0.09975490273489998
ACH-000251,-0.38933969022
ACH-000253,-0.22830922712299997
ACH-000255,-0.18943329421900001
ACH-000256,-0.320351848544
ACH-000257,-0.371876712834
ACH-000258,-0.377654120621
ACH-000259,-0.298092267062
ACH-000260,-0.252019109709
ACH-000261,-0.219320000791
ACH-000262,-0.175574114201
ACH-000263,-0.449179382113
ACH-000264,-0.341777901668
ACH-000265,-0.50557346992
ACH-000266,-0.279590790734
ACH-000272,-0.403742109349
ACH-000273,-0.193038635924
ACH-000274,-0.43195878753399997
ACH-000277,-0.492278409112
ACH-000278,-0.22710023518000003
ACH-000279,-0.551433447327
ACH-000280,-0.404124425039
ACH-000281,-0.128086425197
ACH-000288,-0.38956700825
ACH-000291,-0.300746603108
ACH-000293,-0.357283740907
ACH-000294,-0.0577413180121
ACH-000295,-0.215396412025
ACH-000296,-0.275428023063
ACH-000302,-0.45976585467000003
ACH-000304,-0.5991082029379999
ACH-000307,-0.18848945291400002
ACH-000308,-0.335733973798
ACH-000310,-0.511265469223
ACH-000311,-0.314279328174
ACH-000312,-0.54676075125
ACH-000315,-0.17897888525400002
ACH-000316,-0.069105123569
ACH-000317,-0.397203621448
ACH-000318,-0.267669515843
ACH-000319,-0.19395145005
ACH-000320,-0.461602224244
ACH-000322,-0.406993864133
ACH-000323,-0.42800584620399995
ACH-000324,-0.230346888004
ACH-000329,-0.6450697832360001
ACH-000330,-0.37462500176799995
ACH-000331,-0.184171659731
ACH-000332,-0.0936640450822
ACH-000334,-0.250611272802
ACH-000335,-0.267748948003
ACH-000336,-0.0139098790674
ACH-000337,-0.250818258354
ACH-000339,-0.362343441712
ACH-000341,-0.10469785845
ACH-000348,-0.332476089452
ACH-000350,-0.562566480003
ACH-000352,-0.504077859803
ACH-000356,-0.298420852811
ACH-000361,-0.32394322182199997
ACH-000362,-0.409485154023
ACH-000363,-0.42251344448899997
ACH-000364,-0.314512880744
ACH-000365,-0.277357779429
ACH-000366,-0.336215985401
ACH-000368,-0.313332755074
ACH-000374,-0.421640999332
ACH-000375,-0.348363633466
ACH-000376,-0.372162787125
ACH-000381,-0.417012835836
ACH-000383,-0.516264487567
ACH-000387,-0.34158217652500006
ACH-000389,0.050874170185400004
ACH-000390,-0.419011380554
ACH-000393,-0.346330537975
ACH-000395,-0.305937133692
ACH-000397,-0.160444623344
ACH-000401,-0.256786937689
ACH-000402,0.07146647174239999
ACH-000403,-0.425941796057
ACH-000404,-0.531400220911
ACH-000406,-0.538539661934
ACH-000407,-0.28074522589
ACH-000408,-0.260831457718
ACH-000410,-0.34225646308700003
ACH-000411,-0.16166668986500002
ACH-000414,-0.429248220499
ACH-000415,-0.290805855759
ACH-000416,-0.263829358253
ACH-000420,-0.34238651574699996
ACH-000421,-0.26870657467799997
ACH-000424,-0.47466687966300003
ACH-000425,-0.446986650647
ACH-000426,-0.166004346622
ACH-000427,-0.425208348311
ACH-000433,-0.309296892699
ACH-000436,0.121885334637
ACH-000444,-0.336931932306
ACH-000445,-0.338009991717
ACH-000448,-0.300617481891
ACH-000450,-0.619944673277
ACH-000452,-0.22248680757199998
ACH-000454,-0.331637980033
ACH-000458,-0.139467809442
ACH-000459,-0.614642804072
ACH-000460,-0.396824293483
ACH-000461,-0.5546098662110001
ACH-000463,-0.22367249101300002
ACH-000464,-0.0879892103853
ACH-000466,-0.179710386123
ACH-000467,-0.626384895098
ACH-000468,-0.36732569429
ACH-000469,-0.46825117338
ACH-000470,-0.243029762591
ACH-000471,-0.17883453541799998
