,EBF3 (253738)
ACH-000004,-0.126141470086
ACH-000007,-0.141453301954
ACH-000009,-0.18341167302099998
ACH-000011,-0.295642407214
ACH-000012,-0.0665133263507
ACH-000013,-0.0549543851633
ACH-000014,0.0061408266008399996
ACH-000015,-0.134087256959
ACH-000017,-0.014857010798599999
ACH-000018,-0.160839754578
ACH-000019,-0.0284645569872
ACH-000021,0.10531211300799999
ACH-000022,-0.06953773506519999
ACH-000025,-0.164208880649
ACH-000028,0.080058070506
ACH-000030,-0.15769328452700002
ACH-000035,0.0652514356913
ACH-000036,-0.0500186156872
ACH-000037,-0.153935471247
ACH-000039,0.19004357178
ACH-000040,-0.118047922992
ACH-000041,-0.191844894525
ACH-000042,-0.08822352418120001
ACH-000045,-0.171944641778
ACH-000047,0.011810695161600002
ACH-000052,-0.41424558383
ACH-000053,-0.004963501792069999
ACH-000054,-0.0891177943317
ACH-000055,-0.0331419141727
ACH-000060,-0.144980728025
ACH-000067,-0.0167990041118
ACH-000070,-0.030133650265000003
ACH-000075,-0.20314614672000003
ACH-000078,-0.187042971003
ACH-000082,-0.538581038926
ACH-000085,-0.196795673906
ACH-000086,-0.013324866624399998
ACH-000087,-0.27535350680599996
ACH-000092,0.045534091277800004
ACH-000095,0.250230588832
ACH-000097,-0.0946591237326
ACH-000098,-0.163466385727
ACH-000099,-0.212766817071
ACH-000108,-0.0705026046208
ACH-000113,-0.20303372717999998
ACH-000115,-0.12186391071799998
ACH-000116,-0.0563418355799
ACH-000118,-0.0970404171837
ACH-000120,-0.23168711090500002
ACH-000123,0.000520594497925
ACH-000127,-0.17060959096
ACH-000128,-0.07045536307030001
ACH-000132,-0.107925032696
ACH-000133,-0.20042158905000002
ACH-000137,-0.21697691143000003
ACH-000138,0.131230436999
ACH-000142,-0.100929663398
ACH-000143,0.150886066717
ACH-000146,-0.07443705387360001
ACH-000148,-0.06849154365059999
ACH-000150,0.10571502987800001
ACH-000152,-0.261342486287
ACH-000153,-0.118086330553
ACH-000159,0.0148098299502
ACH-000160,-0.0280647191067
ACH-000163,-0.0394478609092
ACH-000167,-0.22654782100499998
ACH-000168,-0.119774931349
ACH-000169,-0.534548238691
ACH-000178,-0.109274008388
ACH-000182,0.160373672312
ACH-000183,-0.09654375022129999
ACH-000188,-0.195794153651
ACH-000189,0.36173186451399997
ACH-000190,-0.0593379981527
ACH-000198,0.119165007502
ACH-000204,0.0015047961979699999
ACH-000206,0.185679048383
ACH-000207,-0.0171033866053
ACH-000211,-0.0974032273974
ACH-000215,-0.112290649889
ACH-000221,-0.112420026465
ACH-000222,0.16403274797
ACH-000223,-0.18853611785100002
ACH-000226,-0.0247765341019
ACH-000227,0.0745814364857
ACH-000228,-0.052652469410800005
ACH-000231,-0.08847836826
ACH-000232,-0.15740779683599998
ACH-000233,0.0797340572641
ACH-000234,0.026574594597299998
ACH-000235,-0.105353880506
ACH-000237,-0.0419563151272
ACH-000238,-0.198352489382
ACH-000243,0.06831003185159999
ACH-000244,-0.03387103919
ACH-000246,-0.0350909122092
ACH-000248,-0.0888371674452
ACH-000250,-0.0812854483267
ACH-000251,-0.232845638701
ACH-000253,-0.106973734773
ACH-000255,-0.11698795193
ACH-000256,0.052317434463599995
ACH-000257,-0.137814773245
ACH-000258,0.12231379789300001
ACH-000259,-0.10616051806299999
ACH-000260,-0.0625794520388
ACH-000261,-0.000735944056209
ACH-000262,-0.20735818170899997
ACH-000263,0.036480416911499995
ACH-000264,-0.0494617473025
ACH-000265,-0.07818394236060001
ACH-000266,-0.082679667943
ACH-000272,-0.0242651394637
ACH-000273,-0.264769204338
ACH-000274,-0.0221049993406
ACH-000277,-0.151483541458
ACH-000278,0.0869985443115
ACH-000279,-0.448622877849
ACH-000280,-0.0755869636892
ACH-000281,0.006977488166180001
ACH-000288,-0.228119149999
ACH-000291,-0.0945086112868
ACH-000293,-0.23869976570999998
ACH-000294,-0.660719686875
ACH-000295,-0.20197889195000002
ACH-000296,-0.0304217923575
ACH-000302,-0.126972641276
ACH-000304,0.0222039809285
ACH-000307,-0.136320319632
ACH-000308,-0.0761469084604
ACH-000310,-0.397957030574
ACH-000311,-0.0397511916912
ACH-000312,-0.119447790613
ACH-000315,-0.116245790555
ACH-000316,-0.148838637536
ACH-000317,-0.253476056461
ACH-000318,-0.0780290581683
ACH-000319,-0.10086223014000001
ACH-000320,0.10516232240599999
ACH-000322,-0.30944197181099997
ACH-000323,-0.130226524232
ACH-000324,-0.162122618743
ACH-000329,-0.0935987065401
ACH-000330,0.0505195902052
ACH-000331,-0.011756198519500001
ACH-000332,-0.044913952736200004
ACH-000334,0.0874012594674
ACH-000335,0.0886148424457
ACH-000336,0.0540593548102
ACH-000337,0.09027654310620001
ACH-000339,-0.0433344978761
ACH-000341,-0.08678336632200001
ACH-000348,-0.22158890824299998
ACH-000350,-0.343141200211
ACH-000352,-0.027677018106999997
ACH-000356,0.041163672780300004
ACH-000361,0.018690796434799997
ACH-000362,-0.196911226694
ACH-000363,-0.17548792480300002
ACH-000364,0.166935248869
ACH-000365,-0.0950967974615
ACH-000366,-0.210367366355
ACH-000368,-0.161736805798
ACH-000374,-0.151727745969
ACH-000375,-0.224540677263
ACH-000376,0.007810213229609999
ACH-000381,-0.213427812462
ACH-000383,-0.240471284094
ACH-000387,-0.0422374074666
ACH-000389,0.09190171992389999
ACH-000390,-0.0724794193248
ACH-000393,-0.118755947628
ACH-000395,-0.166393181725
ACH-000397,0.004673591409229999
ACH-000401,-0.0682274829675
ACH-000402,-0.010725725133400001
ACH-000403,-0.0667967065549
ACH-000404,-0.013775784473899998
ACH-000406,-0.0757252326101
ACH-000407,-0.0054584152976000005
ACH-000408,0.0610342688992
ACH-000410,-0.0161575870044
ACH-000411,-0.07400478829149999
ACH-000414,0.059081878789900004
ACH-000415,-0.0436717267937
ACH-000416,-0.07680193689730001
ACH-000420,0.00106777951034
ACH-000421,-0.11338623396
ACH-000424,-0.589604366435
ACH-000425,-0.127030994837
ACH-000426,0.0153382006075
ACH-000427,0.0447543429945
ACH-000433,0.00874628246601
ACH-000436,0.19215817463799997
ACH-000444,-0.00911536526025
ACH-000445,-0.09180992163660001
ACH-000448,-0.14514952469
ACH-000450,-0.0904862173484
ACH-000452,-0.013908204326799999
ACH-000454,0.0452926534327
ACH-000458,-0.06563935983659999
ACH-000459,-0.135830689619
ACH-000460,0.0436288796414
ACH-000461,-0.10105068884400001
ACH-000463,0.0809491041163
ACH-000464,-0.29246033806999994
ACH-000466,-0.0022800694599
ACH-000467,-0.00123362315507
ACH-000468,-0.161582380649
ACH-000469,-0.08021122249089999
ACH-000470,-0.236567873915
ACH-000471,-0.0386619394727
ACH-000472,-0.116331390242
ACH-000473,-0.00169901110444
ACH-000475,-0.09543886386530001
ACH-000476,-0.07128302199
ACH-000477,0.0507850554303
ACH-000480,-0.15553472808
ACH-000481,-0.14411732687
ACH-000483,-0.12014593510800001
ACH-000484,-0.0745970506127
ACH-000485,0.03582456587030001
ACH-000486,-0.051267743499
ACH-000487,-0.033101224667
ACH-000488,-0.00189783940188
ACH-000490,0.022468257686000002
ACH-000491,-0.0702006202305
ACH-000495,-0.24057445798500002
ACH-000496,-0.015137097043700002
ACH-000499,-0.033820383477799996
ACH-000500,0.241035916153
ACH-000502,0.012551244350700002
ACH-000503,-0.23240244842799998
ACH-000505,-0.148020954372
ACH-000507,-0.00341727454478
ACH-000510,-0.12065202739
ACH-000511,-0.0034865747433499997
ACH-000512,-0.0213645904453
ACH-000516,-0.0878507668217
ACH-000517,-0.120776688529
ACH-000518,0.044194652927800004
ACH-000520,-0.0902942393083
ACH-000521,0.120845094256
