,RCOR1 (23186)
ACH-000004,-1.04980680822
ACH-000007,-1.02333037549
ACH-000009,-0.36400854244999997
ACH-000011,-0.521749643714
ACH-000012,-0.34292004149300004
ACH-000013,-0.19139653925
ACH-000014,-0.609781823363
ACH-000015,-0.476524579095
ACH-000017,-0.604478210198
ACH-000018,-0.5332841858340001
ACH-000019,-1.44723106557
ACH-000021,-0.573311502284
ACH-000022,-0.642229210259
ACH-000025,-0.700164812618
ACH-000028,-1.08495637298
ACH-000030,-0.42524043628799996
ACH-000035,-0.193105563645
ACH-000036,-0.463205589409
ACH-000037,-0.380792234295
ACH-000039,-0.14568747807600002
ACH-000040,-0.450830811055
ACH-000041,-0.6694213716790001
ACH-000042,-0.55452216235
ACH-000045,-0.581871401039
ACH-000047,-0.48771353681199997
ACH-000052,-0.717041325063
ACH-000053,-0.760006791277
ACH-000054,-0.460710811871
ACH-000055,-0.782971960332
ACH-000060,-0.631964067073
ACH-000067,-0.50841561909
ACH-000070,-0.76139765729
ACH-000075,-0.459548242121
ACH-000078,-0.334411704811
ACH-000082,-0.640537357469
ACH-000085,-0.5351750354020001
ACH-000086,-0.796319439261
ACH-000087,-0.5339387173669999
ACH-000092,-0.556933722039
ACH-000095,-0.515001289429
ACH-000097,-0.916470168415
ACH-000098,-0.31380038762699997
ACH-000099,-0.265758433516
ACH-000108,-0.622729234631
ACH-000113,-0.57324340997
ACH-000115,-1.10844103527
ACH-000116,-0.525821766049
ACH-000118,-0.929624909226
ACH-000120,-0.493048741646
ACH-000123,-0.695326548286
ACH-000127,-0.863298466066
ACH-000128,-0.952598406973
ACH-000132,-0.482027165155
ACH-000133,-0.91068059294
ACH-000137,-0.365528438342
ACH-000138,-0.689484100225
ACH-000142,-0.752674195133
ACH-000143,-1.0085363029799999
ACH-000146,-0.425781168222
ACH-000148,-0.696585078406
ACH-000150,-0.774564590946
ACH-000152,-0.8168315292300001
ACH-000153,-1.18524796196
ACH-000159,-0.5186821454730001
ACH-000160,-0.30827142854899997
ACH-000163,-0.7865408473109999
ACH-000167,-0.16840368384799997
ACH-000168,-0.36620090248899995
ACH-000169,-0.707488019259
ACH-000178,-0.618416551489
ACH-000182,-0.49352434568099995
ACH-000183,-0.769100995692
ACH-000188,-0.552728236421
ACH-000189,-0.046846684884400004
ACH-000190,-0.25691399248
ACH-000198,-1.4243391028
ACH-000204,-0.90064172395
ACH-000206,-0.668794844141
ACH-000207,-1.0953918419700002
ACH-000211,-0.557323766202
ACH-000215,-0.49366661357
ACH-000221,-0.6356125728700001
ACH-000222,-0.622510445645
ACH-000223,-0.61312326113
ACH-000226,-0.40661081894900003
ACH-000227,-0.708112718443
ACH-000228,-0.837255744678
ACH-000231,-0.236085987154
ACH-000232,-0.527316104335
ACH-000233,-1.00934326952
ACH-000234,-0.542049692732
ACH-000235,-0.727606222099
ACH-000237,-0.398678789289
ACH-000238,-0.6932631792749999
ACH-000243,-0.887085723776
ACH-000244,-0.649608447592
ACH-000246,-0.39143927624200003
ACH-000248,-0.658311326148
ACH-000250,-0.5907354543159999
ACH-000251,-0.362320564395
