,ISCA2 (122961)
ACH-000004,-0.9923662832700001
ACH-000007,-0.9910591135439999
ACH-000009,-0.814370152759
ACH-000011,-0.598131634339
ACH-000012,-0.9357392961450001
ACH-000013,-1.13359817594
ACH-000014,-0.758569763333
ACH-000015,-0.728622307529
ACH-000017,-0.8496282632009999
ACH-000018,-0.833030963417
ACH-000019,-1.07415421462
ACH-000021,-0.523677251035
ACH-000022,-0.598863906273
ACH-000025,-0.883623405334
ACH-000028,-0.8190303908580001
ACH-000030,-0.399128421786
ACH-000035,-0.9473008306380001
ACH-000036,-0.557138560095
ACH-000037,-0.82665891384
ACH-000039,-0.840616917122
ACH-000040,-0.464956901722
ACH-000041,-0.8702043896770001
ACH-000042,-0.596476151594
ACH-000045,-0.900885234468
ACH-000047,-1.24627668771
ACH-000052,-0.339011808094
ACH-000053,-0.783251630967
ACH-000054,-1.05432881644
ACH-000055,-0.671084041368
ACH-000060,-1.01388322711
ACH-000067,-0.22925423698000003
ACH-000070,-0.48961655555100003
ACH-000075,-0.582151805299
ACH-000078,-0.48667757877400003
ACH-000082,-0.792467347687
ACH-000085,-1.0249867478
ACH-000086,-0.8886620573039999
ACH-000087,-1.05995256373
ACH-000092,-0.718920622456
ACH-000095,-0.457197579768
ACH-000097,-0.587760746427
ACH-000098,-0.632983455906
ACH-000099,-0.7768920000139999
ACH-000108,-0.745590853207
ACH-000113,-0.7165331286040001
ACH-000115,-0.59584323407
ACH-000116,-0.767935554853
ACH-000118,-1.0006868671200002
ACH-000120,-0.676414530943
ACH-000123,-0.5459493938050001
ACH-000127,-0.656401391803
ACH-000128,-0.7621220348440001
ACH-000132,-0.57044408578
ACH-000133,-0.48869038810099996
ACH-000137,-0.870632919557
ACH-000138,-0.667705550877
ACH-000142,-0.655584984922
ACH-000143,-0.8524239262800001
ACH-000146,-0.937479962759
ACH-000148,-0.864555038134
ACH-000150,-0.918547658558
ACH-000152,-0.6347624211249999
ACH-000153,-0.472479288992
ACH-000159,-0.89351014779
ACH-000160,-1.1676451583299998
ACH-000163,-0.666979935172
ACH-000167,-1.1184951320799998
ACH-000168,-0.38527986800499997
ACH-000169,-1.12376962831
ACH-000178,-0.808952078263
ACH-000182,-1.19252612144
ACH-000183,-0.717298760558
ACH-000188,-0.487642492627
ACH-000189,-0.626205083861
ACH-000190,-0.638733854877
ACH-000198,-0.883138236909
ACH-000204,-1.08803843549
ACH-000206,-0.882474588487
ACH-000207,-1.1321749816
ACH-000211,-0.760943000817
ACH-000215,-0.934114623814
ACH-000221,-0.9519052794220001
ACH-000222,-0.665856790568
ACH-000223,-0.876308698739
ACH-000226,-0.840233892465
ACH-000227,-0.5122590394150001
ACH-000228,-0.772772431734
ACH-000231,-0.594122167429
ACH-000232,-0.808450025888
ACH-000233,-0.638761914434
ACH-000234,-0.630301677122
ACH-000235,-0.815905789383
ACH-000237,-0.07105311509239999
ACH-000238,-0.728023573364
ACH-000243,-0.6797041359579999
ACH-000244,-0.773322877994
ACH-000246,-1.0798548707200002
ACH-000248,-0.795120385131
ACH-000250,-0.6463098069740001
ACH-000251,-1.06837507625
ACH-000253,-0.7879368631029999
ACH-000255,-0.836877119915
ACH-000256,-0.659433426436
ACH-000257,-1.07167787784
ACH-000258,-0.571415997804
ACH-000259,-1.33227077591
ACH-000260,-0.49736611426000005
ACH-000261,-0.8445914590360001
ACH-000262,-0.877617635159
ACH-000263,-0.833671411917
ACH-000264,-0.770445702977
ACH-000265,-0.795190231557
ACH-000266,-0.54191040795
ACH-000272,-0.606015193609
ACH-000273,-0.549350859591
ACH-000274,-0.627674698033
ACH-000277,-1.02996974876
ACH-000278,-0.36560127725599995
ACH-000279,-0.902296984885
ACH-000280,-0.691045899524
ACH-000281,-0.698541252257
ACH-000288,-0.8028070114020001
ACH-000291,-0.778118572886
ACH-000293,-1.05328320807
ACH-000294,-0.650880022712
ACH-000295,-0.737259543917
ACH-000296,-0.24718504337299999
ACH-000302,-0.477588497473
ACH-000304,-1.36523341724
ACH-000307,-0.582495915312
ACH-000308,-0.87970239268
ACH-000310,-0.538706816769
ACH-000311,-0.6162016084499999
ACH-000312,-0.844896177673
ACH-000315,-0.5418218270340001
ACH-000316,-0.878964609786
ACH-000317,-1.23489923325
ACH-000318,-0.396591289541
ACH-000319,-0.621137302663
ACH-000320,-0.19224216846099998
ACH-000322,-0.970021862447
ACH-000323,-0.8850750752330001
ACH-000324,-0.45534101411600003
ACH-000329,-1.30662475247
ACH-000330,-0.724050746242
ACH-000331,-0.998397148538
ACH-000332,-0.5037926631849999
ACH-000334,-0.710008291678
ACH-000335,-0.715809794034
ACH-000336,-1.21438051346
ACH-000337,-0.630985689349
ACH-000339,-0.797804230154
ACH-000341,-0.77828655762
ACH-000348,-0.9601767356209999
ACH-000350,-0.907823995181
ACH-000352,-1.22604978121
ACH-000356,-0.9706463237630001
ACH-000361,-0.7236497323960001
