,PSD2 (84249)
ACH-000004,0.19595112962000003
ACH-000007,0.286124825056
ACH-000009,0.07981240377460001
ACH-000011,0.199694039078
ACH-000012,0.175035984749
ACH-000013,0.06913573467039999
ACH-000014,0.09795434625749999
ACH-000015,-0.0252880589472
ACH-000017,0.013238328392
ACH-000018,0.0895771095113
ACH-000019,0.121034778147
ACH-000021,0.197277110902
ACH-000022,0.121742626421
ACH-000025,0.184634322014
ACH-000028,0.216507614183
ACH-000030,0.20281425497000002
ACH-000035,0.14543761615599998
ACH-000036,0.235124803959
ACH-000037,0.0451824111483
ACH-000039,0.24132192952599998
ACH-000040,0.13604677770600002
ACH-000041,0.18460466890799998
ACH-000042,0.150414675253
ACH-000045,-0.0334929803014
ACH-000047,0.15917745315600001
ACH-000052,0.119877475834
ACH-000053,0.10113710352
ACH-000054,0.052826159299599995
ACH-000055,0.131899093774
ACH-000060,0.100379005079
ACH-000067,0.0386850238028
ACH-000070,0.06861879398950001
ACH-000075,-0.024184150104799997
ACH-000078,0.189209001844
ACH-000082,0.133919733891
ACH-000085,0.14446429262
ACH-000086,0.179606890493
ACH-000087,0.059283054043500004
ACH-000092,0.171333994449
ACH-000095,0.221191645559
ACH-000097,0.06269505184690001
ACH-000098,0.0867025713627
ACH-000099,0.222262951146
ACH-000108,0.15883653814
ACH-000113,0.0948591379607
ACH-000115,-0.021522303800400003
ACH-000116,0.196204428786
ACH-000118,0.248039040632
ACH-000120,0.13561407463
ACH-000123,0.07855361170149999
ACH-000127,0.191946841354
ACH-000128,-0.0413948532056
ACH-000132,0.124385229236
ACH-000133,0.126050009037
ACH-000137,0.09044854478049999
ACH-000138,0.0925403083872
ACH-000142,0.28719615422
ACH-000143,0.0549358577071
ACH-000146,0.140303269199
ACH-000148,0.156448669731
ACH-000150,-0.13247481259000002
ACH-000152,0.08712152251430001
ACH-000153,0.028315139547599996
ACH-000159,0.199864801199
ACH-000160,0.23855757787300003
ACH-000163,0.034812288984599996
ACH-000167,0.10575927447200001
ACH-000168,0.167163881413
ACH-000169,0.138296102263
ACH-000178,0.137016095174
ACH-000182,0.167594590518
ACH-000183,0.105264099952
ACH-000188,0.0764301746408
ACH-000189,0.17676010879
ACH-000190,0.188930276521
ACH-000198,0.0657901435926
ACH-000204,0.228051851455
ACH-000206,0.0453128892299
ACH-000207,0.211536522817
ACH-000211,0.12024303580800001
ACH-000215,0.20972002431899997
ACH-000221,0.102978798591
ACH-000222,0.304696332171
ACH-000223,0.154497866868
ACH-000226,0.04467474888569999
ACH-000227,0.0007581979107789999
ACH-000228,0.254960296791
ACH-000231,0.127567659501
ACH-000232,0.132300833485
ACH-000233,0.157790794475
ACH-000234,-0.051346493667000004
ACH-000235,0.123010330169
ACH-000237,0.153632415855
ACH-000238,0.133049475987
ACH-000243,0.233294713371
ACH-000244,-0.040170149183099996
ACH-000246,0.0740173116223
ACH-000248,0.0992609367547
ACH-000250,0.0847182004939
ACH-000251,0.122560560111
ACH-000253,0.112720351961
ACH-000255,0.0855328796119
ACH-000256,0.00785233448207
ACH-000257,-0.18327567425500002
ACH-000258,-0.05416608031169999
ACH-000259,0.07695488083289999
ACH-000260,0.114314915253
ACH-000261,0.153663131736
ACH-000262,0.22702042780200002
ACH-000263,0.205955963984
ACH-000264,0.023868551209
ACH-000265,0.213019422268
ACH-000266,0.16379130259400002
ACH-000272,0.0493489196097
ACH-000273,0.00563758393363
ACH-000274,0.0455142471892
ACH-000277,0.058148067806699996
ACH-000278,0.110163171916
ACH-000279,0.146050311886
ACH-000280,0.124154948886
ACH-000281,0.0580184348031
ACH-000288,0.09801505022639999
