,GPBP1 (65056)
ACH-000004,-0.198006498563
ACH-000007,-0.22924675261900002
ACH-000009,-0.215835249451
ACH-000011,-0.33933828054
ACH-000012,-0.06898226236539999
ACH-000013,-0.0901602771205
ACH-000014,-0.16790188890500002
ACH-000015,-0.20162694599199998
ACH-000017,-0.191874342634
ACH-000018,-0.253684104236
ACH-000019,-0.010503191261
ACH-000021,-0.264709124784
ACH-000022,-0.13239841333900002
ACH-000025,-0.0790655739275
ACH-000028,-0.448610213809
ACH-000030,-0.195385417634
ACH-000035,0.044618067864100004
ACH-000036,-0.40359869693499995
ACH-000037,-0.00611000309952
ACH-000039,-0.285703867686
ACH-000040,-0.0702303457012
ACH-000041,-0.0589884076461
ACH-000042,-0.167765852992
ACH-000045,-0.16573691949000002
ACH-000047,-0.045630129297699995
ACH-000052,-0.18894808571600002
ACH-000053,-0.271286973066
ACH-000054,0.010759476868700001
ACH-000055,-0.0398627166617
ACH-000060,-0.407834878086
ACH-000067,-0.314367955862
ACH-000070,-0.101598817203
ACH-000075,-0.354358674037
ACH-000078,-0.258141444128
ACH-000082,-0.13338311508700001
ACH-000085,-0.201599317891
ACH-000086,-0.20817371219
ACH-000087,-0.121282004707
ACH-000092,-0.16620907336899998
ACH-000095,-0.20314645914299997
ACH-000097,-0.194570554508
ACH-000098,-0.08551497213130001
ACH-000099,0.0254570730393
ACH-000108,-0.277989716507
ACH-000113,0.0054644335516899996
ACH-000115,-0.43354727111100005
ACH-000116,-0.00529616407629
ACH-000118,-0.016824295455200002
ACH-000120,0.0838751778415
ACH-000123,-0.26761319484499996
ACH-000127,-0.247760833392
ACH-000128,-0.056525319855699994
ACH-000132,-0.101185678793
ACH-000133,-0.353808832679
ACH-000137,-0.0671252857654
ACH-000138,-0.122191185447
ACH-000142,-0.163191304684
ACH-000143,-0.0856785599362
ACH-000146,-0.0308882328596
ACH-000148,-0.12432144757099998
ACH-000150,0.0349487682408
ACH-000152,-0.0556964310556
ACH-000153,-0.323705578497
ACH-000159,-0.193813209629
ACH-000160,-0.07557198251410001
ACH-000163,-0.205726404499
ACH-000167,-0.00800507375344
ACH-000168,0.076046162456
ACH-000169,-0.199336298612
ACH-000178,-0.157273794227
ACH-000182,-0.147739766359
ACH-000183,-0.189224814686
ACH-000188,-0.26768041310400004
ACH-000189,-0.16687791014699999
ACH-000190,-0.339689264929
ACH-000198,-0.0461841200563
ACH-000204,-0.35819011877499995
ACH-000206,-0.146075775072
ACH-000207,-0.0292592938429
ACH-000211,-0.143219453005
ACH-000215,-0.041676368115
ACH-000221,0.022541784348
ACH-000222,0.042940293877600004
ACH-000223,-0.0516144573996
ACH-000226,-0.374479601089
ACH-000227,-0.314254207005
ACH-000228,-0.401898935384
ACH-000231,0.0445173052838
ACH-000232,-0.144790740593
ACH-000233,-0.0176528620683
ACH-000234,-0.0365739904607
ACH-000235,-0.252473739026
ACH-000237,-0.051422008447000005
ACH-000238,-0.246635824234
ACH-000243,-0.45150075191600003
ACH-000244,-0.20551284338
ACH-000246,-0.122349560944
ACH-000248,-0.0328441909682
ACH-000250,-0.153323016773
ACH-000251,-0.0024482784205900002
ACH-000253,-0.194053268653
ACH-000255,-0.123368972515
ACH-000256,0.0207045530067
ACH-000257,-0.271195788738
ACH-000258,-0.08818758119339999
ACH-000259,-0.114272516621
ACH-000260,-0.018900295032099997
ACH-000261,-0.177085243295
ACH-000262,-0.26044029442899996
ACH-000263,-0.164180393687
ACH-000264,-0.159643082468
ACH-000265,0.0456636196072
ACH-000266,-0.182736809901
ACH-000272,-0.10227930302999999
ACH-000273,-0.057976190966099996
ACH-000274,0.0441347146975
ACH-000277,-0.322438476279
ACH-000278,-0.166014578551
ACH-000279,-0.07818513260150001
ACH-000280,-0.18509132457000002
ACH-000281,-0.23399923013
ACH-000288,-0.251821683937
ACH-000291,-0.321641158308
ACH-000293,-0.193840183583
ACH-000294,-0.145475281968
ACH-000295,0.147543450515
ACH-000296,0.047795547326600005
ACH-000302,-0.0640764384643
ACH-000304,-0.005983048027819999
ACH-000307,-0.06939340293639999
ACH-000308,-0.0253155391254
ACH-000310,-0.206286605562
ACH-000311,-0.246417597485
ACH-000312,-0.165952682459
ACH-000315,-0.08183330959589999
ACH-000316,-0.017997417699
ACH-000317,-0.18732753066399999
ACH-000318,-0.0211367384021
ACH-000319,-0.12680506353
ACH-000320,-0.2597899486
ACH-000322,-0.390833451624
ACH-000323,-0.308436646774
ACH-000324,-0.112552076336
ACH-000329,-0.304428706931
ACH-000330,-0.15746509344100001
ACH-000331,-0.188635448207
ACH-000332,-0.128669151649
ACH-000334,-0.41649035259000006
ACH-000335,-0.5155409611039999
ACH-000336,-0.19437161456399998
ACH-000337,-0.006918380510529999
ACH-000339,-0.152244709063
ACH-000341,-0.334349464582
ACH-000348,-0.17772327407900002
ACH-000350,-0.166176310068
ACH-000352,-0.340693603268
ACH-000356,-0.27430693243
ACH-000361,0.044153416440199995
ACH-000362,-0.07159894674180001
ACH-000363,-0.122082206028
ACH-000364,-0.320346370639
ACH-000365,-0.15915086080600002
ACH-000366,0.0449703280398
ACH-000368,-0.180616072644
ACH-000374,-0.161311127004
ACH-000375,-0.12717041097100001
ACH-000376,-0.267907053838
ACH-000381,-0.07729083605819999
ACH-000383,-0.164735343423
ACH-000387,0.048979732302800005
ACH-000389,-0.414188967551
ACH-000390,-0.17201671805500002
ACH-000393,-0.369190667965
ACH-000395,-0.230696599325
ACH-000397,-0.109210987344
ACH-000401,-0.16674838294299998
ACH-000402,0.0805863602142
ACH-000403,-0.139020025627
ACH-000404,0.047741372530699995
