,LDHA (3939)
ACH-000004,-0.102909871396
ACH-000007,0.34731126118699995
ACH-000009,0.155553658554
ACH-000011,-0.177771237479
ACH-000012,0.021540157774200003
ACH-000013,0.0764365298548
ACH-000014,-0.029929423371299998
ACH-000015,0.21251510928
ACH-000017,0.130666915893
ACH-000018,-0.0030673439390700003
ACH-000019,-0.228856126092
ACH-000021,0.163223801596
ACH-000022,-0.247694597753
ACH-000025,0.0923778373021
ACH-000028,-0.372864388063
ACH-000030,0.0371045441064
ACH-000035,0.105011345983
ACH-000036,-0.0723508723336
ACH-000037,0.035920893790099995
ACH-000039,-0.34688269809100003
ACH-000040,-0.10807250632000001
ACH-000041,0.0783545784753
ACH-000042,0.12959768475800001
ACH-000045,-0.159605131574
ACH-000047,0.162477548985
ACH-000052,0.270367605707
ACH-000053,-0.019425533653400003
ACH-000054,0.0088039518685
ACH-000055,0.113720024153
ACH-000060,-0.47448409119499996
ACH-000067,0.06965015884980001
ACH-000070,0.312369282139
ACH-000075,0.135726293296
ACH-000078,-0.0421338452304
ACH-000082,0.0879426966649
ACH-000085,0.14490398692700002
ACH-000086,0.0366989978122
ACH-000087,-0.117603647026
ACH-000092,0.09945317614330001
ACH-000095,0.037412060749
ACH-000097,-0.135776062654
ACH-000098,0.110052622186
ACH-000099,0.206097498785
ACH-000108,-0.153415177466
ACH-000113,-0.018109874843299997
ACH-000115,-0.0317207048423
ACH-000116,0.133427005151
ACH-000118,0.151364528546
ACH-000120,0.0425845756621
ACH-000123,0.15663245468599998
ACH-000127,0.013315199653000001
ACH-000128,0.04920371796080001
ACH-000132,0.017619015159999998
ACH-000133,0.115397887095
ACH-000137,0.14727425725999999
ACH-000138,0.0771149537365
ACH-000142,-0.00282662451359
ACH-000143,0.169548458494
ACH-000146,0.025437111963999996
ACH-000148,0.0887363906274
ACH-000150,0.14717724221
ACH-000152,0.211391870742
ACH-000153,0.124447604878
ACH-000159,0.10333734490299999
ACH-000160,-0.0777019013391
ACH-000163,-0.170676817227
ACH-000167,-0.299184861095
ACH-000168,0.012768224868100001
ACH-000169,0.073602167599
ACH-000178,0.038521186258
ACH-000182,0.08073304209710001
ACH-000183,-0.0375050272054
ACH-000188,0.0745718005127
ACH-000189,-0.392694188632
ACH-000190,0.0407997934779
ACH-000198,0.03199806821000001
ACH-000204,-0.166526739135
ACH-000206,0.0907283775051
ACH-000207,-0.252727635223
ACH-000211,0.08017793243360001
ACH-000215,0.0523641291011
ACH-000221,-0.302967429968
ACH-000222,0.17625660097600002
ACH-000223,0.0258109650899
ACH-000226,0.0259424523034
ACH-000227,0.183590311476
ACH-000228,-0.0282729567415
ACH-000231,0.06712982889140001
ACH-000232,0.101969509771
ACH-000233,0.17776939239
ACH-000234,0.022598868227900002
ACH-000235,-0.42326458581200005
ACH-000237,0.0297723527333
ACH-000238,-0.025180620367900003
ACH-000243,-0.005051028450270001
ACH-000244,0.11923069875299999
ACH-000246,-0.0232634241401
ACH-000248,-0.021513444945299998
ACH-000250,0.0814648621703
ACH-000251,-0.0310129025272
ACH-000253,-0.427466252346
ACH-000255,0.128584319846
ACH-000256,0.07137327642810001
ACH-000257,0.24058820594799998
ACH-000258,0.0888496697066
ACH-000259,0.0669054280304
ACH-000260,0.106357478484
ACH-000261,-0.10802129299100001
ACH-000262,0.238982382449
ACH-000263,-0.0527622059717
ACH-000264,0.09787421946010001
ACH-000265,0.09102068437619999
ACH-000266,0.0552507512517
ACH-000272,-0.0487638002367
ACH-000273,-0.0644240046975
ACH-000274,-0.0689501205299
ACH-000277,0.10414320294
ACH-000278,0.00567497958823
ACH-000279,0.06410254735330001
ACH-000280,0.03524694109
ACH-000281,-0.06534293982030001
ACH-000288,0.179150613442
ACH-000291,0.039529325703300006
ACH-000293,0.07434725265639999
ACH-000294,0.326811170834
ACH-000295,-0.166509220109
ACH-000296,0.13643348164000002
ACH-000302,0.150298554911
ACH-000304,0.0866660650614
ACH-000307,0.07743136067689999
ACH-000308,-0.00581687655178
ACH-000310,-0.13164312980999998
ACH-000311,0.0024537812805500003
ACH-000312,0.0384081489774
ACH-000315,0.47682049074500005
ACH-000316,-0.377708352561
ACH-000317,0.16992576450599997
ACH-000318,0.0978685616558
ACH-000319,0.067318666122
ACH-000320,-0.230668855046
ACH-000322,-0.04998737763169999
ACH-000323,-0.054062136201
ACH-000324,0.0814096278718
ACH-000329,0.000661875979983
ACH-000330,-0.108349151675
ACH-000331,0.136448236911
ACH-000332,0.047581571743400004
ACH-000334,0.16827623798500002
ACH-000335,0.25703124174499997
ACH-000336,0.033091591023900004
ACH-000337,-0.10826499726500001
ACH-000339,0.0329901694895
ACH-000341,-0.0294976484519
ACH-000348,0.09571897822589999
ACH-000350,0.0503949173464
ACH-000352,0.107648320283
ACH-000356,-0.254644109819
ACH-000361,0.295557695247
ACH-000362,0.114597912513
ACH-000363,0.0133146880101
ACH-000364,-0.159150505142
ACH-000365,0.150774694917
ACH-000366,0.10295489065199999
ACH-000368,-0.0567806023797
ACH-000374,0.08281178063439999
ACH-000375,0.103815569255
ACH-000376,0.0374499571275
ACH-000381,0.147258031045
ACH-000383,-0.0165032100238
ACH-000387,0.0892877164371
ACH-000389,-0.009154092291
ACH-000390,-0.030326449144599997
ACH-000393,-0.244420565966
ACH-000395,-0.41090533998499995
ACH-000397,0.0523275232775
ACH-000401,0.130276533165
ACH-000402,0.24513345365800002
ACH-000403,0.04580955832280001
ACH-000404,0.30751815911200003
ACH-000406,-0.023343716001699998
ACH-000407,0.17235855918200002
