,SIKE1 (80143)
ACH-000004,-0.00026927090812700003
ACH-000007,0.0838763084491
ACH-000009,-0.10912083470799999
ACH-000011,-0.0817838810543
ACH-000012,-0.128152679641
ACH-000013,0.008667720976430001
ACH-000014,-0.059326077638800004
ACH-000015,-0.136027236642
ACH-000017,-0.170227438046
ACH-000018,-0.128919317506
ACH-000019,-0.566342541618
ACH-000021,-0.188281950205
ACH-000022,-0.0267834346263
ACH-000025,-0.340065375568
ACH-000028,-0.5251218325399999
ACH-000030,-0.14745706894000002
ACH-000035,-0.267384562389
ACH-000036,-0.07744568595139999
ACH-000037,-0.40890082973499997
ACH-000039,0.046092493619599995
ACH-000040,-0.0640484863204
ACH-000041,-0.225616594324
ACH-000042,0.013324771184
ACH-000045,-0.0705091173817
ACH-000047,-0.157712078467
ACH-000052,-0.29348162763
ACH-000053,-0.162594998464
ACH-000054,-0.19334901211599997
ACH-000055,0.017187266338200002
ACH-000060,-0.25553366705200004
ACH-000067,-0.13173806023700002
ACH-000070,0.110313925143
ACH-000075,-0.204902462894
ACH-000078,-0.136664708359
ACH-000082,-0.0614342049687
ACH-000085,0.00180833457998
ACH-000086,-0.382186655084
ACH-000087,-0.20504022676300002
ACH-000092,-0.19564233716600002
ACH-000095,-0.227275752473
ACH-000097,0.0651471979386
ACH-000098,-0.144659389408
ACH-000099,-0.0812321008521
ACH-000108,-0.130386928332
ACH-000113,-0.0157008971822
ACH-000115,-0.024148140872599998
ACH-000116,-0.044342076336
ACH-000118,-0.06740952118919999
ACH-000120,0.08624141204989999
ACH-000123,-0.0622037107596
ACH-000127,-0.206093167313
ACH-000128,-0.129455729407
ACH-000132,0.0119315926065
ACH-000133,-0.18560740308899998
ACH-000137,-0.245644473397
ACH-000138,0.062676361342
ACH-000142,-0.19446614620000002
ACH-000143,-0.0349856532553
ACH-000146,-0.11021840953400001
ACH-000148,-0.155489834512
ACH-000150,-0.242211801772
ACH-000152,-0.23197257704799998
ACH-000153,-0.33681251212700003
ACH-000159,-0.180986681047
ACH-000160,-0.078069691009
ACH-000163,-0.13828191458
ACH-000167,-0.116538440229
ACH-000168,0.0356314134301
ACH-000169,-0.193317681002
ACH-000178,-0.15218514638
ACH-000182,-0.10839730413200001
ACH-000183,-0.10352152257000001
ACH-000188,-0.0968883862874
ACH-000189,0.021606790424000002
ACH-000190,0.0519648073291
ACH-000198,-0.18366987546
ACH-000204,-0.0456285526079
ACH-000206,-0.218879321026
ACH-000207,-0.0896136964783
ACH-000211,-0.10400707816400001
ACH-000215,-0.0737542935803
ACH-000221,-0.134575972327
ACH-000222,-0.240788067759
ACH-000223,-0.267977321285
ACH-000226,-0.234167365717
ACH-000227,-0.20601694163800002
ACH-000228,-0.167399022393
ACH-000231,-0.154660796814
ACH-000232,-0.216094326246
ACH-000233,-0.04233317449440001
ACH-000234,0.09407846323730001
ACH-000235,-0.23132261688499997
ACH-000237,-0.156417339451
ACH-000238,-0.144185558951
ACH-000243,-0.025806723943599997
ACH-000244,-0.179777937923
ACH-000246,-0.147506908888
ACH-000248,-0.178894859923
ACH-000250,-0.138195250597
ACH-000251,-0.154424445223
ACH-000253,-0.128309609016
ACH-000255,-0.18454841651700002
ACH-000256,-0.26066765996
ACH-000257,0.0518308713681
ACH-000258,-0.200642514166
ACH-000259,-0.09396512537019999
ACH-000260,-0.0770489698484
ACH-000261,-0.152535887653
ACH-000262,0.026019996002599997
ACH-000263,-0.020808586764400002
ACH-000264,-0.0336338610226
ACH-000265,-0.160379911975
ACH-000266,-0.0314713145397
ACH-000272,-0.19330666050099998
ACH-000273,-0.07820861993360001
ACH-000274,-0.23066655468299999
ACH-000277,-0.256615675087
ACH-000278,-0.15278851329600002
ACH-000279,-0.0147089747314
ACH-000280,-0.0636720959901
ACH-000281,0.0165051224848
ACH-000288,-0.309902985433
ACH-000291,-0.24671534530900002
ACH-000293,0.00919870283994
ACH-000294,0.123450801874
ACH-000295,-0.0982967987456
ACH-000296,-0.128641467638
ACH-000302,-0.188112710955
ACH-000304,-0.405270902314
ACH-000307,0.0136710490377
ACH-000308,-0.06926002150260001
ACH-000310,-0.212542070872
ACH-000311,-0.191898905079
ACH-000312,-0.120873861167
ACH-000315,-0.0512982525765
ACH-000316,0.157740958627
ACH-000317,-0.30589926039
ACH-000318,-0.27166545743799997
ACH-000319,-0.15225395420499999
ACH-000320,-0.12068499944399999
ACH-000322,0.0517450018363
ACH-000323,-0.34082527614299996
ACH-000324,-0.18713675204
ACH-000329,-0.10761049687100001
ACH-000330,-0.295619080638
ACH-000331,-0.231854152487
ACH-000332,-0.14579063507099999
ACH-000334,-0.482814851867
ACH-000335,-0.244937151336
ACH-000336,0.058702860794299996
ACH-000337,-0.102924552647
ACH-000339,-0.12778953203500001
ACH-000341,-0.27826521862500003
ACH-000348,0.006123294957869999
ACH-000350,0.057463507130699996
ACH-000352,-0.0410794262943
ACH-000356,0.16499791647099998
ACH-000361,-0.184973047821
ACH-000362,-0.13321357939300002
ACH-000363,-0.17108043971700002
ACH-000364,-0.070511662669
ACH-000365,-0.00847168818942
ACH-000366,-0.0187186607401
ACH-000368,-0.129210934746
ACH-000374,-0.07752722357939999
ACH-000375,-0.410183542631
ACH-000376,-0.0994698462951
ACH-000381,0.0141450613383
ACH-000383,-0.245288550911
ACH-000387,-0.037550425804599996
ACH-000389,-0.24030993736099998
ACH-000390,-0.11082544973899999
ACH-000393,-0.144181125696
ACH-000395,-0.206126753062
ACH-000397,-0.13990781714000003
ACH-000401,-0.10196132554500001
ACH-000402,-0.184348024458
ACH-000403,-0.07355043730939999
ACH-000404,-0.168734879692
ACH-000406,-0.0040377283280900005
ACH-000407,-0.34432206644900004
ACH-000408,0.0137037263008
ACH-000410,-0.0683474576111
ACH-000411,-0.007038704855720001
ACH-000414,0.0115867498724
ACH-000415,-0.125094297559
