,ARL14EPL (644100)
ACH-000004,0.09398177712950001
ACH-000007,0.158178994052
ACH-000009,-0.128082674772
ACH-000011,0.0480161596433
ACH-000012,0.0284045257661
ACH-000013,0.149800784231
ACH-000014,0.128957083341
ACH-000015,-0.11193602374600001
ACH-000017,0.128744677191
ACH-000018,0.15998190595
ACH-000019,0.14456708613500002
ACH-000021,0.010257992337100001
ACH-000022,0.0305772616257
ACH-000025,-0.00341458140377
ACH-000028,0.018903394693099998
ACH-000030,-0.0136524866689
ACH-000035,0.03728437463669999
ACH-000036,0.013973160066500002
ACH-000037,0.304316962948
ACH-000039,-0.07151205671000001
ACH-000040,0.23095797736499998
ACH-000041,0.0128025406437
ACH-000042,0.106359462956
ACH-000045,0.148766089392
ACH-000047,-0.00700707588388
ACH-000052,0.00364749559603
ACH-000053,0.00875606246415
ACH-000054,0.125903375866
ACH-000055,-0.0333959297323
ACH-000060,0.047537356994599995
ACH-000067,-0.0699118865582
ACH-000070,-0.0259468256289
ACH-000075,0.25297912555700003
ACH-000078,0.11871230774199999
ACH-000082,0.035985088187599996
ACH-000085,0.19198716743
ACH-000086,-0.0056998233367700005
ACH-000087,-0.0900439468393
ACH-000092,0.0663019105229
ACH-000095,0.024435175441200004
ACH-000097,0.161827273906
ACH-000098,-0.0105885651556
ACH-000099,0.11769639174799999
ACH-000108,0.0607596940528
ACH-000113,0.060226320641199996
ACH-000115,0.0446088120532
ACH-000116,0.120429754532
ACH-000118,0.023475134276400005
ACH-000120,-0.131677074313
ACH-000123,0.0497157751674
ACH-000127,0.0546075450285
ACH-000128,-0.032290766080099995
ACH-000132,0.0258789800207
ACH-000133,0.0482767312705
ACH-000137,0.11420836730900001
ACH-000138,-0.074346550402
ACH-000142,0.08130841675480001
ACH-000143,0.128230947869
ACH-000146,0.035754950313900004
ACH-000148,0.189972876655
ACH-000150,-0.0466704302126
ACH-000152,-0.0972189572688
ACH-000153,0.181668961013
ACH-000159,0.0956699178768
ACH-000160,0.10423979708100001
ACH-000163,0.12318096436100001
ACH-000167,0.426841358872
ACH-000168,0.0220223558852
ACH-000169,0.200441844232
ACH-000178,0.0625456948994
ACH-000182,0.10711834670600001
ACH-000183,-0.0141557827739
ACH-000188,0.117640175961
ACH-000189,0.16617584062100002
ACH-000190,-0.0292612870495
ACH-000198,0.147667317145
ACH-000204,0.00883196998301
ACH-000206,0.016480625872
ACH-000207,0.23257561478100003
ACH-000211,0.044321636600400005
ACH-000215,0.120851177773
ACH-000221,0.0258130482157
ACH-000222,0.0704029215018
ACH-000223,0.10116093215500001
ACH-000226,0.13216887702
ACH-000227,-0.10123520053200001
ACH-000228,0.0029966650424899997
ACH-000231,0.0684968155681
ACH-000232,0.0859250034047
ACH-000233,0.12509177145300002
ACH-000234,0.178636841145
ACH-000235,0.012092061522699999
ACH-000237,0.123752471258
ACH-000238,0.10124051022
ACH-000243,0.022851180759799996
ACH-000244,0.0572039547742
ACH-000246,0.124287676707
ACH-000248,0.317117911264
ACH-000250,0.042195059287800006
ACH-000251,-0.024189525409
ACH-000253,0.111535535508
ACH-000255,0.118572793676
ACH-000256,0.15611245889
ACH-000257,-0.0765927867029
ACH-000258,0.0810401293083
ACH-000259,-0.06097440334840001
ACH-000260,0.10722046953600001
ACH-000261,0.158477331124
ACH-000262,0.192764515808
ACH-000263,0.0396331279844
ACH-000264,0.140889714142
ACH-000265,0.038015772232
ACH-000266,0.034481654621900004
ACH-000272,0.0188672756826
ACH-000273,0.091861487972
ACH-000274,0.0639862770425
ACH-000277,0.027148867593799995
ACH-000278,0.148785545704
ACH-000279,0.0414576949175
ACH-000280,0.09790336115139998
ACH-000281,-0.024141379293900003
ACH-000288,0.08940767900869999
ACH-000291,0.00920920169011
ACH-000293,0.21538224680999998
ACH-000294,0.0609327118576
ACH-000295,0.0102754470485
ACH-000296,0.0306314837158
ACH-000302,-0.0144426738751
ACH-000304,0.00650756808791
ACH-000307,0.225884044366
ACH-000308,0.0036966457999299995
ACH-000310,-0.0615439719563
ACH-000311,0.109144031579
ACH-000312,-0.0508728104431
ACH-000315,0.0329788076052
ACH-000316,0.13854540057700002
ACH-000317,-0.0607740625889
ACH-000318,0.00689570427134
ACH-000319,-0.00963679702425
ACH-000320,-0.309068280161
ACH-000322,-0.052745951579800006
ACH-000323,-0.0553293979213
ACH-000324,-0.066305066515
ACH-000329,0.287790618462
ACH-000330,0.0927603994599
ACH-000331,0.0547782651949
ACH-000332,0.020496452358099996
ACH-000334,-0.144254204805
ACH-000335,0.00920867422002
ACH-000336,0.032791381937299996
ACH-000337,0.10622697375199999
ACH-000339,0.0488043378063
ACH-000341,0.322967542694
ACH-000348,0.11449117843800001
ACH-000350,-0.0167979435916
ACH-000352,0.106454356087
ACH-000356,-0.054571797839299996
ACH-000361,0.136785947348
ACH-000362,0.0966986408772
