,AGFG2 (3268)
ACH-000004,-0.0858927638683
ACH-000007,-0.23686900926600002
ACH-000009,-0.261423870278
ACH-000011,-0.374618555096
ACH-000012,-0.240113923013
ACH-000013,-0.101191585602
ACH-000014,-0.139396755814
ACH-000015,-0.19168663714499998
ACH-000017,-0.329670796551
ACH-000018,-0.0982795144397
ACH-000019,-0.402527814438
ACH-000021,-0.5553555441610001
ACH-000022,-0.21332025227
ACH-000025,-0.299820520971
ACH-000028,-0.377931716732
ACH-000030,-0.207440641796
ACH-000035,-0.223316805872
ACH-000036,-0.09442840155610001
ACH-000037,-0.0982880483769
ACH-000039,-0.172616457204
ACH-000040,-0.18910513352000002
ACH-000041,-0.35251152330200003
ACH-000042,-0.248727162467
ACH-000045,-0.318540338603
ACH-000047,-0.21771634336800003
ACH-000052,-0.282246988171
ACH-000053,-0.115793006591
ACH-000054,-0.255571186829
ACH-000055,-0.24548176992899998
ACH-000060,-0.152481305668
ACH-000067,-0.275807561494
ACH-000070,-0.220764239379
ACH-000075,-0.136336376891
ACH-000078,-0.276548084811
ACH-000082,-0.291555551492
ACH-000085,-0.150475028219
ACH-000086,-0.146204225161
ACH-000087,-0.11013573127000001
ACH-000092,-0.16502087350400002
ACH-000095,-0.21107621226300002
ACH-000097,-0.13451058212
ACH-000098,-0.294123384898
ACH-000099,-0.301046272564
ACH-000108,-0.306622691662
ACH-000113,-0.131146434304
ACH-000115,-0.153896969169
ACH-000116,-0.291253638492
ACH-000118,-0.289611754255
ACH-000120,-0.315466874615
ACH-000123,-0.140244981725
ACH-000127,-0.297310160242
ACH-000128,-0.15073298710799998
ACH-000132,-0.301976628794
ACH-000133,-0.24319006988000003
ACH-000137,-0.292124283099
ACH-000138,-0.192000905521
ACH-000142,-0.26561208349599996
ACH-000143,-0.288266595178
ACH-000146,-0.239450498649
ACH-000148,-0.165293969593
ACH-000150,-0.29028108909600003
ACH-000152,-0.319522339168
ACH-000153,0.0955323777568
ACH-000159,-0.260805420856
ACH-000160,-0.44890452792900004
ACH-000163,-0.308464143549
ACH-000167,-0.23671203312199998
ACH-000168,-0.148351585026
ACH-000169,-0.200334751589
ACH-000178,-0.246112112711
ACH-000182,-0.22266421489500002
ACH-000183,-0.271873963535
ACH-000188,-0.134043550997
ACH-000189,-0.023188946085399998
ACH-000190,-0.185380931759
ACH-000198,-0.242886744058
ACH-000204,-0.6169425868389999
ACH-000206,-0.19434987353900002
ACH-000207,-0.0886364235871
ACH-000211,-0.346201686671
ACH-000215,-0.295108944745
ACH-000221,-0.58709814273
ACH-000222,-0.45797531982
ACH-000223,-0.079981747426
ACH-000226,-0.275271303887
ACH-000227,-0.155294495279
ACH-000228,-0.08788540302819998
ACH-000231,-0.15554512481
ACH-000232,-0.240013600114
ACH-000233,-0.07919806391480001
ACH-000234,-0.251324420632
ACH-000235,-0.20216482282200002
ACH-000237,-0.269624646407
ACH-000238,-0.625364752858
ACH-000243,-0.20184485158
ACH-000244,-0.63332676627
ACH-000246,-0.271276250788
ACH-000248,-0.190559623253
ACH-000250,-0.297972379874
ACH-000251,-0.30214587882800004
ACH-000253,-0.18856913962000002
ACH-000255,-0.151697811006
ACH-000256,-0.687778184127
ACH-000257,0.0399771348787
ACH-000258,-0.328534833191
ACH-000259,-0.19339175301
ACH-000260,-0.205373751025
ACH-000261,-0.16233582409000002
ACH-000262,-0.313419311053
ACH-000263,-0.288196280051
ACH-000264,-0.160072764913
ACH-000265,-0.148771364576
ACH-000266,-0.2345492073
ACH-000272,-0.282148090696
ACH-000273,-0.349156046743
ACH-000274,-0.21434795196800002
ACH-000277,-0.34814396389799995
ACH-000278,-0.345289756399
ACH-000279,-0.215198117079
ACH-000280,-0.209024402914
ACH-000281,-0.290878156322
ACH-000288,-0.19280185316100001
ACH-000291,-0.349808843884
ACH-000293,-0.368774317572
ACH-000294,-0.0722199502849
ACH-000295,-0.256536989686
ACH-000296,-0.369982216351
ACH-000302,-0.315974854867
ACH-000304,-0.316129900191
ACH-000307,-0.290790361902
ACH-000308,-0.19109645594
ACH-000310,-0.24564218973299998
ACH-000311,-0.328613602982
ACH-000312,-0.23841131533100002
ACH-000315,-0.102682819446
ACH-000316,-0.258034911782
ACH-000317,-0.33329670703000003
ACH-000318,-0.37761857322
ACH-000319,-0.20097974703899998
ACH-000320,-0.381150937654
ACH-000322,-0.244057878471
ACH-000323,-0.346372938357
ACH-000324,-0.170672454114
ACH-000329,-0.17287314630999998
ACH-000330,-0.124249445004
ACH-000331,-0.194127131592
ACH-000332,-0.31094554553000003
ACH-000334,-0.0982090684977
ACH-000335,-0.225466300845
ACH-000336,-0.0293223277181
ACH-000337,-0.149742098927
ACH-000339,-0.285942933606
ACH-000341,-0.31754852409
ACH-000348,-0.200768154798
ACH-000350,-0.0336663761614
ACH-000352,-0.229460394263
ACH-000356,-0.17908245157699998
ACH-000361,-0.240664424676
ACH-000362,-0.106084251251
ACH-000363,-0.188836493833
ACH-000364,-0.41846325157799996
ACH-000365,-0.178811090561
ACH-000366,-0.11759847607599999
ACH-000368,-0.267619829616
ACH-000374,-0.296813850179
ACH-000375,-0.380170244805
ACH-000376,-0.387874962215
ACH-000381,-0.46230534758999997
ACH-000383,-0.40346842940899996
ACH-000387,-0.36383795672700003
ACH-000389,-0.083230621174
ACH-000390,-0.208950158451
ACH-000393,-0.156709602508
ACH-000395,-0.494848939871
ACH-000397,-0.275335056388
ACH-000401,-0.13610385483100002
ACH-000402,0.011416928914700001
ACH-000403,-0.0688262079511
ACH-000404,-0.17683631206599998
ACH-000406,-0.27276335343
ACH-000407,-0.152212116609
ACH-000408,-0.5413730282370001
ACH-000410,-0.1560710391
ACH-000411,-0.274185348132
ACH-000414,-0.0707300489318
ACH-000415,-0.405191511297
ACH-000416,-0.222738382361
ACH-000420,-0.235130226919
ACH-000421,-0.247269796561
ACH-000424,-0.340307602817
ACH-000425,-0.295717833826
ACH-000426,-0.0735737298199
ACH-000427,-0.169396831655
ACH-000433,-0.07012307556469999
ACH-000436,-0.48148553737899996
ACH-000444,-0.144053316521
ACH-000445,-0.16778999941199998
ACH-000448,-0.07755446810080001
ACH-000450,-0.374483390543
ACH-000452,-0.38668408641400004
ACH-000454,-0.246214214287
ACH-000458,-0.147174614364
ACH-000459,-0.263211440609
ACH-000460,-0.294379791632
ACH-000461,-0.38551733185000003
ACH-000463,-0.31800753590999997
ACH-000464,-0.30332387573
ACH-000466,-0.223937866822
ACH-000467,-0.19853430546300002
ACH-000468,-0.25483661115
ACH-000469,-0.267886151534
ACH-000470,-0.113613395988
ACH-000471,-0.153865350416
ACH-000472,-0.275693028949
ACH-000473,-0.10708414587500001
ACH-000475,-0.26817177919199997
ACH-000476,-0.213445195926
ACH-000477,-0.12670929244999998
ACH-000480,-0.285034911056
ACH-000481,-0.301302290706
ACH-000483,-0.46857788348800006
ACH-000484,0.0330114623533
ACH-000485,-0.0714025025009
ACH-000486,-0.102483569784
ACH-000487,-0.181322029905
ACH-000488,-0.17685062426800002
ACH-000490,-0.23543191197500002
ACH-000491,-0.18509099985599997
ACH-000495,-0.49350883724699995
ACH-000496,-0.23092219082899998
ACH-000499,-0.286098570479
ACH-000500,-0.10362613607999999
ACH-000502,-0.13272321054199998
ACH-000503,-0.678144879269
ACH-000505,-0.266615150413
ACH-000507,-0.29118079126699997
ACH-000510,-0.25553564372
ACH-000511,-0.15270980828199998
ACH-000512,-0.06342676896300001
ACH-000516,-0.23670572560800002
ACH-000517,-0.145939436317
ACH-000518,-0.496615851629
ACH-000520,-0.34870227334299997
ACH-000521,-0.1340983358
ACH-000522,-0.26638294341400004
ACH-000524,-0.291631643371
ACH-000527,-0.192931260108
ACH-000528,-0.21883984004999998
ACH-000537,-0.139326556942
ACH-000541,-0.720737522773
ACH-000542,-0.252908686952
ACH-000544,-0.414071548797
ACH-000545,-0.16873104597
ACH-000547,-0.279277790876
ACH-000548,-0.21575062644
ACH-000549,0.0289255008622
ACH-000550,-0.26570363222300003
ACH-000552,-0.255615145407
ACH-000556,-0.18612523261799999
ACH-000557,-0.260455950858
ACH-000570,-0.169720444324
ACH-000571,-0.113268774861
ACH-000573,-0.160958458935
ACH-000576,-0.19974532088799998
ACH-000580,-0.243508147049
ACH-000584,-0.273677910455
ACH-000585,-0.38332416420800003
ACH-000588,-0.14172085278899998
ACH-000589,-0.24326336887699998
ACH-000591,-0.200525638863
ACH-000593,-0.171700364832
ACH-000600,-0.28352635374
ACH-000601,-0.25933039691599996
ACH-000604,-0.348314848425
ACH-000605,-0.18627018918299998
ACH-000606,-0.186581347236
ACH-000608,-0.0982090911968
ACH-000614,-0.506121216257
ACH-000616,-0.177754062514
ACH-000618,-0.324333795878
ACH-000619,-0.337602421114
ACH-000620,-0.23919277560600002
ACH-000621,-0.36342254539200003
ACH-000622,-0.42998488783600003
ACH-000623,-0.09725473111469998
ACH-000624,-0.311070237837
ACH-000627,-0.264350951375
ACH-000630,-0.158744601925
ACH-000632,-0.15801226981
ACH-000633,-0.281508692695
ACH-000637,-0.11913346065300001
ACH-000638,-0.21179939037999998
ACH-000646,-0.24886996460900002
ACH-000647,-0.103146381388
ACH-000648,-0.19689582935699998
ACH-000649,-0.17086922460999998
ACH-000651,-0.06806577753859999
ACH-000652,-0.19596169750300002
ACH-000653,-0.159034962378
ACH-000657,-0.239042895522
ACH-000658,-0.280955833473
ACH-000661,-0.406969060959
ACH-000662,-0.5872763230820001
ACH-000663,-0.426455101219
ACH-000665,-0.265668883145
ACH-000671,-0.249685310724
ACH-000673,-0.394774339983
ACH-000676,-0.259401170549
ACH-000677,-0.0251585553555
ACH-000681,-0.38871652695500003
ACH-000682,-0.251476682342
ACH-000683,-0.212870275135
ACH-000684,-0.456670121101
ACH-000688,-0.331217408055
ACH-000693,-0.384900232196
ACH-000694,-0.407805296293
ACH-000695,-0.0167847807717
ACH-000696,-0.22033836928599998
ACH-000697,-0.229695657095
ACH-000699,-0.278272484181
ACH-000701,-0.339067817771
ACH-000706,-0.148052147946
ACH-000711,-0.143371647955
ACH-000713,-0.341856510954
ACH-000714,-0.562236050114
ACH-000718,-0.17657270546300002
ACH-000720,-0.411900056467
ACH-000721,-0.20458509300500002
ACH-000724,-0.30101404768
ACH-000725,-0.42252095867600004
ACH-000732,-0.20431628235
ACH-000734,-0.19142986212000002
ACH-000735,-0.29937360214200004
ACH-000736,-0.260692146049
ACH-000738,-0.2697422231
ACH-000746,-0.383586519028
ACH-000747,-0.289565873287
ACH-000748,-0.022031715897499998
ACH-000753,-0.15513891470000002
ACH-000756,-0.0501031753369
ACH-000757,-0.205393967173
ACH-000758,-0.0459592655819
ACH-000760,-0.18830666611299998
ACH-000763,-0.09074716453579999
ACH-000764,0.0598523709169
ACH-000765,-0.10718672941099999
ACH-000766,-0.116810262764
ACH-000767,-0.29077488776599997
ACH-000768,-0.22836734960299998
ACH-000769,-0.26330864745099997
ACH-000770,-0.341555416543
ACH-000771,-0.25364255188499996
ACH-000773,0.0511394578312
ACH-000776,-0.248837783485
ACH-000777,-0.16308046905200002
ACH-000778,-0.17224778604200003
ACH-000781,-0.192906732231
ACH-000782,-0.271147435245
ACH-000783,-0.259055918752
ACH-000784,-0.285538677865
ACH-000785,-0.363576779498
ACH-000787,-0.179912716855
ACH-000788,-0.278591280642
ACH-000791,-0.34468683868199995
ACH-000792,-0.324251568159
ACH-000794,-0.12208461549699999
ACH-000796,-0.20229747494199998
ACH-000799,-0.461813009471
ACH-000800,-0.236881567143
ACH-000802,0.00445546882995
ACH-000804,-0.0658213229554
ACH-000805,-0.505671263038
ACH-000809,-0.243467820242
ACH-000810,-0.235666193646
ACH-000811,-0.34610850317100006
ACH-000817,-0.384529367946
ACH-000819,-0.363856102043
ACH-000820,-0.0847043494887
ACH-000821,-0.43330749839500005
ACH-000822,-0.24323456307799998
ACH-000823,-0.273318089535
ACH-000824,-0.23734926097
ACH-000827,-0.368743383751
ACH-000829,-0.337751982349
ACH-000831,-0.34983369532700004
ACH-000832,-0.348916861297
ACH-000833,-0.24399501241000002
ACH-000834,-0.11277170019200002
ACH-000835,-0.406304005977
ACH-000836,-0.198926310374
ACH-000837,-0.20418138129299998
ACH-000838,-0.305613120258
ACH-000839,-0.11111290420499999
ACH-000840,-0.417710764916
ACH-000841,-0.217761736848
ACH-000843,-0.299402562526
