,FGFR3 (2261)
ACH-000004,-0.000257025363333
ACH-000007,-0.0483529232484
ACH-000009,0.0266941916182
ACH-000011,-0.10826483534800001
ACH-000012,0.054424183355900005
ACH-000013,0.091572282497
ACH-000014,0.0323476601905
ACH-000015,0.117423120695
ACH-000017,-0.0525268158646
ACH-000018,0.186449639725
ACH-000019,-0.0678467858655
ACH-000021,0.100589400385
ACH-000022,0.0663330756754
ACH-000025,0.228684697581
ACH-000028,0.171728278018
ACH-000030,0.0472768174895
ACH-000035,0.0056331927513
ACH-000036,0.08069216862289999
ACH-000037,-0.0269128980542
ACH-000039,-0.311953653209
ACH-000040,-0.058771821124800006
ACH-000041,-0.210547874595
ACH-000042,-0.034054048550499996
ACH-000045,0.0527507606948
ACH-000047,0.033990747822
ACH-000052,0.303551290896
ACH-000053,-0.059804699387400004
ACH-000054,0.15751932218
ACH-000055,0.0513378062263
ACH-000060,-0.131006721886
ACH-000067,0.0975269944758
ACH-000070,0.0103384443663
ACH-000075,0.08958872688380001
ACH-000078,0.0217038175091
ACH-000082,-0.122024371198
ACH-000085,0.026049865224700004
ACH-000086,-0.0407635342536
ACH-000087,0.0312367930168
ACH-000092,0.0302523739283
ACH-000095,0.17866791812
ACH-000097,-0.0159843342069
ACH-000098,0.0704261395915
ACH-000099,0.0412162470238
ACH-000108,-0.193790068227
ACH-000113,0.09422949751710001
ACH-000115,-0.167757335787
ACH-000116,-0.229566951431
ACH-000118,-0.11411396829000002
ACH-000120,0.0850432486586
ACH-000123,-0.036281499368
ACH-000127,-0.0166628124064
ACH-000128,-0.038375083824999996
ACH-000132,0.166785453243
ACH-000133,-0.0896375074966
ACH-000137,0.0950615235819
ACH-000138,0.036535841255099996
ACH-000142,-0.0966056143478
ACH-000143,-0.280745738966
ACH-000146,0.090919772895
ACH-000148,0.126527630363
ACH-000150,-0.11235224724300001
ACH-000152,-0.123245623944
ACH-000153,-0.176478220391
ACH-000159,0.147196958042
ACH-000160,0.24169837474300002
ACH-000163,0.300930448686
ACH-000167,0.31653462706700003
ACH-000168,-0.0890460012828
ACH-000169,0.09715104950660002
ACH-000178,0.0349445689468
ACH-000182,0.08193421337910001
