,CISD3 (284106)
ACH-000004,0.216652847543
ACH-000007,-0.263160680681
ACH-000009,0.0383646079904
ACH-000011,-0.0458076435714
ACH-000012,-0.175112137076
ACH-000013,0.00894424658112
ACH-000014,0.116648683758
ACH-000015,-0.0033374130369699996
ACH-000017,-0.083664541269
ACH-000018,-0.157541277188
ACH-000019,0.186756775313
ACH-000021,-0.018691411940999998
ACH-000022,-0.101402819517
ACH-000025,-0.055874038234199994
ACH-000028,-0.126762659429
ACH-000030,-0.0964249298655
ACH-000035,0.0221624780699
ACH-000036,-0.12487868258899999
ACH-000037,0.175577638178
ACH-000039,-0.134455285504
ACH-000040,-0.0139396262144
ACH-000041,-0.122747635003
ACH-000042,0.090411774015
ACH-000045,0.0228453257523
ACH-000047,0.0045006782813699995
ACH-000052,-0.019209623285
ACH-000053,-0.0375286838248
ACH-000054,-0.015321038684499999
ACH-000055,0.138893338212
ACH-000060,-0.36528925199600004
ACH-000067,0.0817119453535
ACH-000070,0.207979364292
ACH-000075,-0.10437992540100001
ACH-000078,-0.09149852913079999
ACH-000082,-0.146583092696
ACH-000085,0.09165926548289999
ACH-000086,-0.13865712941199998
ACH-000087,0.023345505806499998
ACH-000092,0.0105122337687
ACH-000095,-0.09138612691260001
ACH-000097,-0.156902473183
ACH-000098,0.0182138709542
ACH-000099,-0.09782568039339999
ACH-000108,0.0106169346705
ACH-000113,-0.040780828831300006
ACH-000115,0.110667191283
ACH-000116,-0.014313622057600001
ACH-000118,0.150136764513
ACH-000120,-0.19437956219099997
ACH-000123,-0.129651190423
ACH-000127,-0.070901792916
ACH-000128,-0.163006470854
ACH-000132,-0.0684756557677
ACH-000133,-0.138391602832
ACH-000137,0.00614614395575
ACH-000138,-0.18669323798
ACH-000142,0.23580593612700002
ACH-000143,-0.00166955090646
ACH-000146,0.12526151253599999
ACH-000148,-0.0326755078953
ACH-000150,-0.0830205666935
ACH-000152,-0.06882296519719999
ACH-000153,-0.16955378120700001
ACH-000159,-0.09545516993110001
ACH-000160,-0.168882240572
ACH-000163,0.07043244954939999
ACH-000167,-0.182045777808
ACH-000168,-0.06569254310219999
ACH-000169,-0.032421814565400005
ACH-000178,0.0484670268741
ACH-000182,-0.0153688458707
ACH-000183,0.09035589385460001
ACH-000188,-0.23274938724
ACH-000189,-0.00319187474681
ACH-000190,0.0541156122751
ACH-000198,-0.0750424366344
ACH-000204,0.08881864016860001
ACH-000206,-0.0560747128807
ACH-000207,-0.030981789407900005
ACH-000211,-0.11105754019000001
ACH-000215,-0.038816068536900006
ACH-000221,0.14199406894000002
ACH-000222,-0.151182620066
ACH-000223,-0.113592570201
ACH-000226,-0.0343243278876
ACH-000227,-0.0654345421743
ACH-000228,-0.196740374421
ACH-000231,-0.0174426162242
ACH-000232,0.054098184421800005
ACH-000233,0.12656631979
ACH-000234,0.140608643966
ACH-000235,-0.11608585352499999
ACH-000237,0.015572239884500001
ACH-000238,-0.39364631641000003
ACH-000243,-0.33571719128300004
ACH-000244,-0.0007237849074139999
ACH-000246,-0.0763522482905
ACH-000248,0.0029486372835300003
ACH-000250,-0.12747129802
ACH-000251,0.111313544008
ACH-000253,0.012369593116399999
ACH-000255,-0.035557249488699996
ACH-000256,-0.16868164121100002
ACH-000257,0.161039701539
ACH-000258,-0.6259854293079999
ACH-000259,-0.0241852500262
ACH-000260,0.145758236142
ACH-000261,-0.0880588103437
ACH-000262,-0.281457192846
ACH-000263,0.011640853306799998
ACH-000264,-0.0250791067074
ACH-000265,-0.039997659294599995
ACH-000266,-0.0996491929032
ACH-000272,-0.09882685054
ACH-000273,-0.040089003154099995
