,DNAH1 (25981)
ACH-000004,-0.233999083256
ACH-000007,0.0106701192421
ACH-000009,-0.21002791389199998
ACH-000011,-0.122975675328
ACH-000012,-0.0455311573417
ACH-000013,-0.300829698349
ACH-000014,-0.19459444044100002
ACH-000015,-0.167468783036
ACH-000017,-0.158121719034
ACH-000018,-0.372496311344
ACH-000019,-0.40647763940399995
ACH-000021,-0.116233384474
ACH-000022,-0.0705727916339
ACH-000025,-0.28094402681999997
ACH-000028,-0.12927442956
ACH-000030,-0.190170468458
ACH-000035,-0.150020661021
ACH-000036,-0.306137816289
ACH-000037,-0.212212452993
ACH-000039,-0.225586376657
ACH-000040,-0.126642240103
ACH-000041,-0.252515342952
ACH-000042,-0.464460530001
ACH-000045,-0.121955361418
ACH-000047,-0.34361206461099997
ACH-000052,-0.189307607076
ACH-000053,-0.175229855908
ACH-000054,-0.187042114813
ACH-000055,-0.106209404077
ACH-000060,-0.15506355129799998
ACH-000067,-0.32629606806999994
ACH-000070,-0.202233741681
ACH-000075,0.0867159622705
ACH-000078,-0.014720084107800001
ACH-000082,-0.0190384413805
ACH-000085,-0.456637562874
ACH-000086,-0.164331146487
ACH-000087,-0.37589229830700005
ACH-000092,-0.137891307711
ACH-000095,-0.21959972746599998
ACH-000097,-0.08483785745760002
ACH-000098,-0.18714177475000002
ACH-000099,-0.134863709364
ACH-000108,-0.368291590035
ACH-000113,-0.16805185037300002
ACH-000115,-0.136665174838
ACH-000116,-0.0670498425018
ACH-000118,-0.135011802845
ACH-000120,0.0500530653174
ACH-000123,-0.122361197598
ACH-000127,-0.37746921441799997
ACH-000128,-0.41048846619999996
ACH-000132,-0.102857192489
ACH-000133,-0.178960826445
ACH-000137,-0.0767041232171
ACH-000138,-0.0838547654913
ACH-000142,-0.415973755446
ACH-000143,-0.123718908665
ACH-000146,-0.187255879776
ACH-000148,-0.0927545839259
ACH-000150,-0.34788292564499995
ACH-000152,-0.22105821128699998
ACH-000153,-0.18221015075
ACH-000159,-0.130843960307
ACH-000160,-0.24867584519400002
ACH-000163,-0.10341021238600001
ACH-000167,-0.24666070995499997
ACH-000168,-0.178434143871
ACH-000169,-0.277076612902
ACH-000178,-0.242270077422
ACH-000182,-0.217431206228
ACH-000183,-0.11221339769500001
ACH-000188,-0.151912980059
ACH-000189,-0.194696067964
ACH-000190,-0.260396255112
ACH-000198,-0.127437333464
ACH-000204,-0.288727093333
ACH-000206,-0.20918477632500002
ACH-000207,-0.0240934518743
ACH-000211,-0.27437638219099997
ACH-000215,0.0125911912743
ACH-000221,-0.250378030378
ACH-000222,-0.0824650038981
ACH-000223,-0.060447744247
ACH-000226,-0.106650307238
