,NPS (594857)
ACH-000004,-0.0525076595524
ACH-000007,0.363434142072
ACH-000009,0.0257340684764
ACH-000011,-0.0338134267482
ACH-000012,0.0326959584741
ACH-000013,0.103648549551
ACH-000014,-0.014114514124399999
ACH-000015,0.135061200684
ACH-000017,0.189167854244
ACH-000018,0.0649185352286
ACH-000019,0.221766772932
ACH-000021,0.215347037446
ACH-000022,0.180732572555
ACH-000025,0.133799052809
ACH-000028,0.20261981331700002
ACH-000030,0.09454057722449999
ACH-000035,0.102924070211
ACH-000036,0.16838978372699998
ACH-000037,0.16223849476299998
ACH-000039,0.126433808212
ACH-000040,-0.00696302656736
ACH-000041,0.0525913800868
ACH-000042,0.0182214163455
ACH-000045,0.357287023917
ACH-000047,0.264554412187
ACH-000052,0.303971548191
ACH-000053,0.094328974225
ACH-000054,-0.019113434996200003
ACH-000055,0.12153358312000001
ACH-000060,0.168425869914
ACH-000067,0.0409462705824
ACH-000070,0.12124234380799999
ACH-000075,0.13478616938100002
ACH-000078,0.0841186302233
ACH-000082,0.18433107248199998
ACH-000085,0.009336507591170001
ACH-000086,0.121760559046
ACH-000087,0.177998895504
ACH-000092,0.20912219504000001
ACH-000095,0.031317672883799996
ACH-000097,0.227216348739
ACH-000098,0.209349982183
ACH-000099,0.20502807701200002
ACH-000108,0.285917978982
ACH-000113,0.166003700122
ACH-000115,0.024411633508099998
ACH-000116,0.24482191761
ACH-000118,0.21748239626200003
ACH-000120,0.179385103732
ACH-000123,0.14310092568399999
ACH-000127,0.117883934299
ACH-000128,0.196362044969
ACH-000132,0.136005485166
ACH-000133,0.153840308091
ACH-000137,0.25180622279599996
ACH-000138,0.23112446394000002
ACH-000142,0.240374534478
ACH-000143,0.335437753648
ACH-000146,0.135149533563
ACH-000148,0.000539123046263
ACH-000150,0.18180556017900001
ACH-000152,0.205583063824
ACH-000153,-0.09292023212960002
ACH-000159,0.24088114216499998
ACH-000160,0.114657835761
ACH-000163,0.10025061925899999
ACH-000167,0.143744555327
ACH-000168,0.21940065152199997
ACH-000169,0.10437334155
ACH-000178,0.139937448934
ACH-000182,0.0829562533261
ACH-000183,0.23530008045899997
ACH-000188,-0.049866311556699995
ACH-000189,-0.0638075344506
ACH-000190,0.0499850313908
ACH-000198,0.16353575984000002
ACH-000204,0.301184047873
ACH-000206,0.165338051106
ACH-000207,0.41898882524400005
ACH-000211,0.221158252426
ACH-000215,0.0959843801477
ACH-000221,0.258236792785
ACH-000222,0.134723565962
ACH-000223,0.220371482947
ACH-000226,0.144252179615
ACH-000227,0.21669059730700002
ACH-000228,0.20425444315400001
ACH-000231,0.160839448805
ACH-000232,0.11745177582699999
ACH-000233,0.10534632088300001
ACH-000234,0.13561389532600002
ACH-000235,0.178676227377
ACH-000237,0.20273309751200003
ACH-000238,-0.0496134947293
ACH-000243,0.20230301053199998
ACH-000244,0.32167404597
ACH-000246,0.148350781479
ACH-000248,0.160582634337
ACH-000250,0.160947529062
ACH-000251,-0.039444543747199995
ACH-000253,0.07786145294510001
ACH-000255,0.242381221421
ACH-000256,0.350455666381
ACH-000257,0.19074612774900002
ACH-000258,0.292263088371
ACH-000259,0.121339782192
ACH-000260,-0.0401831501266
ACH-000261,0.0657696601469
ACH-000262,0.19340375846500002
ACH-000263,0.05934773338930001
ACH-000264,0.021013702349400004
ACH-000265,0.235366181742
ACH-000266,0.12971837860899998
ACH-000272,0.213278567262
ACH-000273,0.205024733671
ACH-000274,0.17840171115200001
ACH-000277,0.21014246270599998
ACH-000278,0.208032018088
ACH-000279,0.241691587268
ACH-000280,0.07078364946980001
ACH-000281,0.296893082177
ACH-000288,-0.0802020493078
ACH-000291,0.153897731082
ACH-000293,0.22987450423
ACH-000294,0.251453474856
ACH-000295,0.0676020547878
ACH-000296,0.14747561238600002
ACH-000302,0.08897394699370001
ACH-000304,0.288096008538
ACH-000307,0.244988698285
ACH-000308,0.122986185101
ACH-000310,-0.0205561896276
ACH-000311,0.12105618403200001
ACH-000312,0.019233535866900003
ACH-000315,-0.046549295805199994
ACH-000316,0.292264158332
ACH-000317,0.141025859488
ACH-000318,0.241415200064
ACH-000319,0.154053647024
ACH-000320,0.302507143006
ACH-000322,0.020774295519299997
ACH-000323,0.302573700688
ACH-000324,0.0006006135520700001
ACH-000329,0.16691852464
ACH-000330,0.179158587498
ACH-000331,0.18555605263099997
ACH-000332,0.26182516633999997
ACH-000334,0.326824070192
ACH-000335,-0.00942581188755
ACH-000336,0.119438895359
ACH-000337,0.17734014446899998
ACH-000339,0.135638128101
ACH-000341,0.053376220350599995
ACH-000348,0.209127268739
ACH-000350,0.060996788828800004
ACH-000352,0.252522233516
ACH-000356,0.101189775217
ACH-000361,0.0977019108992
ACH-000362,0.0885588204713
ACH-000363,0.195492913448
