,SYNPR (132204)
ACH-000004,0.048464649918300004
ACH-000007,-0.163395090268
ACH-000009,-0.0876248700151
ACH-000011,-0.125238568894
ACH-000012,-0.00464751926645
ACH-000013,-0.00250925073183
ACH-000014,0.12188459182900001
ACH-000015,-0.08666220312660002
ACH-000017,-0.0280338782926
ACH-000018,-0.333180920068
ACH-000019,-0.222732051393
ACH-000021,-0.0158441647791
ACH-000022,-0.019085887306
ACH-000025,-0.037233640651300005
ACH-000028,-0.553515215475
ACH-000030,-0.023705884902599998
ACH-000035,0.0983747137132
ACH-000036,0.025334242124099998
ACH-000037,0.021339721979299998
ACH-000039,0.13912700627
ACH-000040,-0.049144341648399995
ACH-000041,-0.0653969806282
ACH-000042,-0.014173238180200002
ACH-000045,-0.015368262391700001
ACH-000047,-0.007578873485530001
ACH-000052,-0.0861870116463
ACH-000053,-0.0318470225679
ACH-000054,-0.0382959797009
ACH-000055,-0.109208772871
ACH-000060,-0.0140966871985
ACH-000067,-0.239671602751
ACH-000070,-0.25196671340599996
ACH-000075,0.057184598576100004
ACH-000078,-0.0499513297989
ACH-000082,-0.0960220081016
ACH-000085,0.00242420081727
ACH-000086,-0.0465407608359
ACH-000087,-0.0158290900728
ACH-000092,0.0816824750981
ACH-000095,0.016892710363200003
ACH-000097,-0.0478607411312
ACH-000098,-0.040251595615300007
ACH-000099,-0.041020639677
ACH-000108,0.0006251187790880001
ACH-000113,-0.053729827439900006
ACH-000115,0.0526679571844
ACH-000116,-0.114097544298
ACH-000118,-0.188620681873
ACH-000120,0.122215603331
ACH-000123,-0.00884632317498
ACH-000127,-0.136799915253
ACH-000128,-0.104605489212
ACH-000132,0.10417323055199999
ACH-000133,-0.022029057636700003
ACH-000137,0.0513946287385
ACH-000138,-0.016025246578299998
ACH-000142,-0.055544433361
ACH-000143,0.0132341043591
ACH-000146,0.036952694583199996
ACH-000148,0.0936973839566
ACH-000150,-0.310679044546
ACH-000152,-0.06600804785969999
ACH-000153,-0.147152652894
ACH-000159,-0.0852893078193
ACH-000160,-0.12769513275
ACH-000163,-0.129854141945
ACH-000167,-0.1345106831
ACH-000168,-0.039837168220599996
ACH-000169,-0.00905516401235
ACH-000178,-0.11062435861600001
ACH-000182,0.0515843159065
ACH-000183,0.07769231273339999
ACH-000188,-0.0961179327116
ACH-000189,0.0239928945596
ACH-000190,0.170351934644
ACH-000198,0.014405414197799999
ACH-000204,-0.00816411978258
ACH-000206,0.0119732843761
ACH-000207,-0.152254755498
ACH-000211,-0.133184759405
ACH-000215,-0.0180763177228
ACH-000221,-0.0665838084213
ACH-000222,0.2522313831
ACH-000223,-0.00336456262378
ACH-000226,-0.07808308331830001
ACH-000227,0.13572688043
ACH-000228,0.10034585011199999
ACH-000231,-0.0136959367417
ACH-000232,-0.10813472089000002
ACH-000233,-0.09748371676069999
ACH-000234,-0.06287288731019999
ACH-000235,-0.029923141995700002
ACH-000237,0.038118841894
ACH-000238,-0.161226646461
ACH-000243,-0.11894307424100001
ACH-000244,-0.10759384658
ACH-000246,-0.159260061773
ACH-000248,-0.197832466645
ACH-000250,0.041466152187600004
ACH-000251,0.06197534562530001
