,RPA1 (6117)
ACH-000004,-1.7663454011400002
ACH-000007,-1.6479498590900001
ACH-000009,-1.5998535393900002
ACH-000011,-1.4995724584399999
ACH-000012,-1.53692168562
ACH-000013,-1.56958243734
ACH-000014,-1.44375761322
ACH-000015,-1.50161378218
ACH-000017,-1.5691091532700001
ACH-000018,-1.20293955875
ACH-000019,-1.90275034218
ACH-000021,-1.4747552670100001
ACH-000022,-1.6130432772999999
ACH-000025,-1.41542357055
ACH-000028,-1.5722950700999998
ACH-000030,-1.5469915897100002
ACH-000035,-1.3803309336000003
ACH-000036,-1.52270580303
ACH-000037,-2.04635743826
ACH-000039,-1.6930076381999999
ACH-000040,-1.38293326288
ACH-000041,-1.5443585883700002
ACH-000042,-1.78971671533
ACH-000045,-1.63342977734
ACH-000047,-1.41789299449
ACH-000052,-1.45574613384
ACH-000053,-1.7409863243400001
ACH-000054,-1.5963882398
ACH-000055,-1.6122424355899998
ACH-000060,-1.67039463595
ACH-000067,-1.4885255141799998
ACH-000070,-1.1787175245700001
ACH-000075,-1.2863055527
ACH-000078,-1.84556617841
ACH-000082,-1.76803319178
ACH-000085,-1.45705157033
ACH-000086,-1.47158664939
ACH-000087,-1.3534832897
ACH-000092,-1.25035533675
ACH-000095,-1.71117281701
ACH-000097,-1.53987150896
ACH-000098,-1.47507484153
ACH-000099,-1.67621358685
ACH-000108,-1.43319831836
ACH-000113,-1.60892940319
ACH-000115,-1.5291329734299999
ACH-000116,-1.73513103449
ACH-000118,-1.4743428017700002
ACH-000120,-1.5645366968599999
ACH-000123,-1.41712788611
ACH-000127,-1.66555509085
ACH-000128,-1.6778473584399998
ACH-000132,-1.22626582912
ACH-000133,-1.58174637618
ACH-000137,-1.6822086631600002
ACH-000138,-1.53238556319
ACH-000142,-1.37647880722
ACH-000143,-1.49108805433
ACH-000146,-1.9283840728400001
ACH-000148,-1.3930164277200001
ACH-000150,-1.20770373051
ACH-000152,-1.41892586988
ACH-000153,-1.7884760713599999
ACH-000159,-1.46076908785
ACH-000160,-1.66521198369
ACH-000163,-1.42825034967
ACH-000167,-1.8472233133000002
ACH-000168,-1.1501118776200001
ACH-000169,-1.47643357611
ACH-000178,-1.43042175738
ACH-000182,-1.62515711218
ACH-000183,-1.64011318312
ACH-000188,-1.6703382848
ACH-000189,-1.5823899771799999
ACH-000190,-1.28252947785
ACH-000198,-1.5800696608200002
ACH-000204,-1.4426306221899998
ACH-000206,-1.43320763437
ACH-000207,-1.9054931881000001
ACH-000211,-1.8312411213599997
ACH-000215,-1.43165869262
ACH-000221,-1.46693861414
ACH-000222,-1.6362425020299998
ACH-000223,-1.62780773611
ACH-000226,-1.70515299376
ACH-000227,-2.4145156168
ACH-000228,-1.47891354937
ACH-000231,-1.49913276942
ACH-000232,-1.29404035846
ACH-000233,-1.7768310784599999
ACH-000234,-1.6694174922299998
ACH-000235,-1.55734300826
ACH-000237,-1.4649823516799998
ACH-000238,-1.5194153090399998
ACH-000243,-1.56219736309
ACH-000244,-1.3043191349299998
ACH-000246,-1.44083268479
ACH-000248,-1.56881590519
ACH-000250,-1.69421648921
ACH-000251,-1.32451032626
ACH-000253,-1.61868488484
ACH-000255,-1.22334251705
ACH-000256,-1.7593801569099998
ACH-000257,-1.23278857157
ACH-000258,-1.37607494667
ACH-000259,-1.53760229023
ACH-000260,-1.56395669637
ACH-000261,-1.52760639497
ACH-000262,-1.14597015477
ACH-000263,-1.6524159391799997
ACH-000264,-1.6098686045500001
ACH-000265,-1.52566943245
ACH-000266,-1.55292721403
ACH-000272,-1.4126849930899998
ACH-000273,-1.3431241548700001
ACH-000274,-1.8213928861000002
ACH-000277,-1.4980093435100001
ACH-000278,-1.58028076549
ACH-000279,-1.8059369045900002
ACH-000280,-1.57931122743
ACH-000281,-1.3832396010499999
ACH-000288,-1.3482809691799997
ACH-000291,-1.4930941348500002
ACH-000293,-1.2862580377600001
ACH-000294,-1.73209216662
ACH-000295,-1.31583337889
ACH-000296,-1.15659522186
ACH-000302,-1.7314150964099997
ACH-000304,-1.17438093615
ACH-000307,-1.33528922254
ACH-000308,-1.43283595796
ACH-000310,-1.78887167968
ACH-000311,-1.3535878864300002
ACH-000312,-1.64754312069
ACH-000315,-1.69111909845
ACH-000316,-1.54845437127
ACH-000317,-1.52975101665
ACH-000318,-1.4207382483700002
ACH-000319,-1.51941921441
ACH-000320,-1.84344986745
ACH-000322,-1.3060431542
ACH-000323,-1.57133551414
ACH-000324,-1.5106361554799999
ACH-000329,-1.91581375995
ACH-000330,-1.28028243787
ACH-000331,-1.57499964681
ACH-000332,-1.52834425632
ACH-000334,-2.14959758815
ACH-000335,-1.69449622158
ACH-000336,-1.06915335401
ACH-000337,-1.4301277762
ACH-000339,-1.63564486086
ACH-000341,-1.5018359108000001
ACH-000348,-1.65994091879
ACH-000350,-1.71031835192
ACH-000352,-1.63843036816
ACH-000356,-1.50139304565
ACH-000361,-1.721203735
ACH-000362,-1.4512321930399998
ACH-000363,-1.8021165259799998
ACH-000364,-1.57033771978
ACH-000365,-1.47532713145
ACH-000366,-1.496498176
ACH-000368,-1.34823860007
ACH-000374,-1.3985174601600001
ACH-000375,-1.7056472261500002
ACH-000376,-1.42735098386
ACH-000381,-1.54783019308
ACH-000383,-1.8745165181099999
ACH-000387,-1.45656458442
ACH-000389,-1.61245992071
ACH-000390,-1.4887868559900002
ACH-000393,-1.82285407283
ACH-000395,-1.34571568018
ACH-000397,-1.57033481951
ACH-000401,-1.4322782837099999
ACH-000402,-1.56513924604
ACH-000403,-1.76542315857
ACH-000404,-1.15312831577
ACH-000406,-1.4915109696899997
ACH-000407,-1.58881653997
ACH-000408,-1.45541934129
ACH-000410,-1.45490057176
ACH-000411,-1.45672389325
ACH-000414,-1.6153906603400001
ACH-000415,-1.61749156239
ACH-000416,-1.52531487787
ACH-000420,-1.5818986231
ACH-000421,-1.64091920958
ACH-000424,-1.75416191403
ACH-000425,-1.5541691877000001
ACH-000426,-1.2778228652399999
ACH-000427,-1.79402553982
ACH-000433,-1.35050810891
ACH-000436,-1.52579025188
ACH-000444,-1.33645820705
ACH-000445,-0.9667351280390001
ACH-000448,-1.66360673299
ACH-000450,-1.36740834333
ACH-000452,-1.50279542576
ACH-000454,-1.45717922227
ACH-000458,-1.41068475187
ACH-000459,-0.859805270591
ACH-000460,-1.6232919299000002
ACH-000461,-1.71275207079
ACH-000463,-1.44484221082
ACH-000464,-1.63908599419
ACH-000466,-1.54037860581
ACH-000467,-1.6079663974
ACH-000468,-1.81232490038
ACH-000469,-1.7427596811400001
ACH-000470,-1.7400553616299999
ACH-000471,-1.4374449073299997
ACH-000472,-1.7264549645200002
ACH-000473,-1.29656487725
ACH-000475,-1.53184467113
ACH-000476,-1.7530554855400002
ACH-000477,-1.0794351212200002
ACH-000480,-1.5405651925100001
ACH-000481,-1.71585212491
ACH-000483,-1.6934156237399998
ACH-000484,-1.8616084010799998
ACH-000485,-1.8614481476400002
ACH-000486,-1.75235683998
ACH-000487,-1.68228329028
ACH-000488,-1.55300552271
ACH-000490,-1.43934149165
ACH-000491,-1.5237985932799998
ACH-000495,-1.14367581358
ACH-000496,-1.53112549086
ACH-000499,-1.36066538694
ACH-000500,-1.65567874437
ACH-000502,-1.52407784114
ACH-000503,-1.5216214562
ACH-000505,-1.71161714245
ACH-000507,-1.46816971787
ACH-000510,-1.64918378709
ACH-000511,-1.56642354976
ACH-000512,-1.59830654641
ACH-000516,-1.69893342028
ACH-000517,-1.6888779298899999
ACH-000518,-1.40548963579
ACH-000520,-1.4602803438
ACH-000521,-1.52444615397
ACH-000522,-1.42322683593
ACH-000524,-1.70857886197
ACH-000527,-1.4879496344999998
ACH-000528,-1.38043243681
ACH-000537,-1.40520132307
ACH-000541,-1.14556546674
ACH-000542,-1.56872026844
ACH-000544,-1.40103466669
ACH-000545,-1.65571152189
ACH-000547,-1.76965222229
ACH-000548,-1.55516156035
ACH-000549,-1.56865898908
ACH-000550,-1.15755462086
ACH-000552,-1.57038076908
ACH-000556,-1.6471043238299998
ACH-000557,-1.8433068932299999
ACH-000570,-1.341380766
ACH-000571,-2.11310930292
ACH-000573,-1.56605952731
ACH-000576,-1.52523076375
ACH-000580,-1.59643795409
ACH-000584,-1.7611534033200003
ACH-000585,-1.32040098883
ACH-000588,-1.32875666974
ACH-000589,-1.47779927549
ACH-000591,-1.30545049423
ACH-000593,-1.43455970054
ACH-000600,-1.36916155215
ACH-000601,-1.45378079921
ACH-000604,-1.91032431699
ACH-000605,-1.5244810216100002
ACH-000606,-1.25550117989
ACH-000608,-2.16528863221
ACH-000614,-1.6154186286
ACH-000616,-1.4565940044499999
ACH-000618,-1.39154694969
ACH-000619,-1.6556486595
ACH-000620,-1.78023945355
ACH-000621,-1.77938904749
ACH-000622,-1.51856122057
ACH-000623,-1.20533137405
ACH-000624,-1.60039370324
ACH-000627,-1.5405843080300001
ACH-000630,-1.3652548886000002
ACH-000632,-1.54372311576
ACH-000633,-1.45255516539
ACH-000637,-1.3768555547299999
ACH-000638,-1.31429856756
ACH-000646,-1.45442928764
ACH-000647,-1.57361938026
ACH-000648,-1.2404090320799999
ACH-000649,-1.32288512116
ACH-000651,-1.4485987967299998
ACH-000652,-1.52673382401
ACH-000653,-1.4255985449000002
ACH-000657,-1.52137624957
ACH-000658,-1.67501650667
ACH-000661,-1.18194947764
ACH-000662,-1.8163293604099997
ACH-000663,-1.3576197176700002
ACH-000665,-1.4151182815099999
ACH-000671,-1.5609066301199999
ACH-000673,-1.5780996607100002
ACH-000676,-1.56515177865
ACH-000677,-1.43678525225
ACH-000681,-1.613816214
ACH-000682,-1.65514489745
ACH-000683,-1.66426737091
ACH-000684,-1.06145419006
ACH-000688,-1.88597184412
ACH-000693,-1.5230242367700002
ACH-000694,-1.52710067856
ACH-000695,-1.9667341565799998
ACH-000696,-1.27128511873
ACH-000697,-1.7233832547
ACH-000699,-1.57022061459
ACH-000701,-1.7738988552700001
ACH-000706,-1.25747881574
ACH-000711,-1.4271692916299998
ACH-000713,-1.3348006264799999
ACH-000714,-1.67288043897
ACH-000718,-1.6847764787700001
ACH-000720,-1.7129527391
ACH-000721,-1.61336484101
ACH-000724,-1.6340336734
ACH-000725,-1.8715666338799999
ACH-000732,-1.40714423105
ACH-000734,-1.6226931322799998
ACH-000735,-1.39929484859
ACH-000736,-1.56922396443
ACH-000738,-1.44500930199
ACH-000746,-1.60768832341
ACH-000747,-1.28494878385
ACH-000748,-1.45261214757
ACH-000753,-1.5868552805200002
ACH-000756,-1.5038744160600002
ACH-000757,-1.6130141158000002
ACH-000758,-1.71396556196
ACH-000760,-1.4196390969400001
ACH-000763,-1.00338007666
ACH-000764,-1.40753361966
ACH-000765,-1.37489575415
ACH-000766,-1.6340134774500001
ACH-000767,-1.8168798252200002
ACH-000768,-1.11116913309
ACH-000769,-1.60669263342
ACH-000770,-1.60129506502
ACH-000771,-1.44141116704
ACH-000773,-1.8577174303
ACH-000776,-1.69208327474
ACH-000777,-1.44429938859
ACH-000778,-1.8439351577599998
ACH-000781,-1.4750159309200002
ACH-000782,-1.50511173688
ACH-000783,-1.8943888645200002
ACH-000784,-1.2991901246100002
ACH-000785,-1.90849269187
ACH-000787,-1.6366807724899999
ACH-000788,-1.4047709002200002
ACH-000791,-1.65757953232
ACH-000792,-1.4848812786899999
ACH-000794,-1.6083878815700001
ACH-000796,-1.73477293175
ACH-000799,-1.0201847442899998
ACH-000800,-1.3460330902200002
ACH-000802,-1.74186118092
ACH-000804,-1.71353609047
ACH-000805,-1.6968345860299998
ACH-000809,-1.49668802968
ACH-000810,-1.5249734590900001
ACH-000811,-1.94312699655
ACH-000817,-1.42232918677
ACH-000819,-1.40077960201
ACH-000820,-1.02447453988
ACH-000821,-1.29177307487
ACH-000822,-1.9343277977700002
ACH-000823,-1.36106900344
ACH-000824,-1.60675626141
ACH-000827,-1.4029002909900001
ACH-000829,-1.3971291312799998
ACH-000831,-1.49163911062
ACH-000832,-1.3893302123299998
ACH-000833,-1.8133666167500002
ACH-000834,-1.4794007738400001
ACH-000835,-1.04415206876
ACH-000836,-1.5197255883200003
ACH-000837,-1.4464952398700002
ACH-000838,-1.29963346734
ACH-000839,-1.6810534304299998
ACH-000840,-1.3158371285100001
ACH-000841,-1.16633408196
ACH-000843,-1.3759099206999998
ACH-000846,-1.4078510345
ACH-000847,-1.61900720271
ACH-000848,-1.53125288479
ACH-000849,-1.61531132745
ACH-000851,-1.2799475177500002
ACH-000855,-1.36095461447
ACH-000856,-1.65214757205
ACH-000858,-1.30542386029
ACH-000859,-1.19562521566
ACH-000861,-1.5422336958399998
ACH-000862,-1.4727957978400001
ACH-000865,-1.39705513187
ACH-000866,-1.36677353752
ACH-000867,-1.5624956498500002
ACH-000869,-1.7514564026400004
ACH-000872,-1.5376986648299997
ACH-000873,-1.57566512331
ACH-000876,-1.78585669811
ACH-000878,-1.35095036724
ACH-000880,-1.5412805592399998
ACH-000881,-1.31944230427
ACH-000882,-1.10326257616
ACH-000884,-1.22328182031
ACH-000885,-1.6513105509000001
ACH-000887,-1.4007567827899998
ACH-000888,-1.65702892963
ACH-000889,-1.61693892093
ACH-000890,-1.42026730125
ACH-000896,-1.52908559082
ACH-000898,-1.73113363525
ACH-000900,-1.59800048134
ACH-000901,-1.48589870799
ACH-000905,-1.57766715901
ACH-000906,-1.7363599583900002
ACH-000907,-1.69525843625
ACH-000910,-1.9603240382499998
ACH-000911,-1.44009194842
ACH-000912,-1.47883714728
ACH-000913,-1.58811039338
ACH-000915,-1.57362471463
ACH-000916,-1.8627956311700002
ACH-000917,-1.5138647460299999
ACH-000921,-1.42296361632
ACH-000924,-1.42192804998
ACH-000926,-1.71240926829
ACH-000928,-1.73169037667
ACH-000929,-1.44589671284
ACH-000932,-1.50001369195
ACH-000935,-1.61389982419
ACH-000936,-1.77147519178
ACH-000937,-1.4411210774599998
ACH-000938,-1.4494303012600003
ACH-000939,-1.5490402329700002
ACH-000941,-1.6819641732100001
ACH-000943,-1.5967924225799999
ACH-000946,-1.55544166918
ACH-000947,-1.5505613283000002
ACH-000948,-1.39924926909
ACH-000950,-1.23619469842
ACH-000953,-1.61630524919
ACH-000957,-1.53844490291
ACH-000958,-1.6708516044400001
ACH-000960,-1.3355224568100001
ACH-000963,-1.61681555931
ACH-000968,-1.29080735681
ACH-000969,-1.8276296407
ACH-000973,-1.4085830379700002
ACH-000974,-1.6146189590399997
ACH-000975,-1.79612947301
ACH-000976,-1.5564430153600002
ACH-000978,-1.67601583242
ACH-000980,-1.50323807461
ACH-000984,-1.62963042512
ACH-000986,-1.2939522460600001
ACH-000988,-1.30284619716
ACH-000993,-1.58792293826
ACH-000994,-1.6455272600100002
ACH-000996,-1.48961331734
ACH-001001,-1.68202691286
ACH-001020,-1.57149852338
ACH-001028,-1.5210327791299998
ACH-001031,-1.4884914011300001
ACH-001038,-1.44629475032
ACH-001048,-1.6150054113299999
ACH-001050,-1.45309248488
ACH-001053,-1.7790009863599998
ACH-001054,-1.6545918856200001
ACH-001061,-1.47913640223
ACH-001067,-1.55096513254
ACH-001075,-1.30109419674
ACH-001096,-1.30504510985
ACH-001128,-1.8509119247499999
ACH-001134,-1.67659309632
ACH-001151,-1.4564899682299999
ACH-001163,-1.55519399556
ACH-001164,-1.08881963696
ACH-001173,-1.60397076471
ACH-001183,-1.8875442927000001
ACH-001184,-1.7321362131400002
ACH-001190,-1.6596747098299998
ACH-001192,-1.5122030511000002
ACH-001193,-1.6949717839200003
ACH-001196,-1.3572722103600001
ACH-001197,-1.9176559593
ACH-001205,-1.46096166628
ACH-001211,-1.5496368428999998
ACH-001212,-1.7795732394
ACH-001228,-1.74716948806
ACH-001232,-1.18259505573
ACH-001239,-1.60351355512
ACH-001274,-1.7124866133
ACH-001275,-1.4336310416799998
ACH-001277,-1.428524942
ACH-001278,-1.26861819206
ACH-001280,-1.18402640518
ACH-001283,-1.64270589122
ACH-001289,-1.75974377613
ACH-001295,-1.53476005995
ACH-001300,-1.5486412564399998
ACH-001301,-1.58591402704
ACH-001302,-1.61396534785
ACH-001303,-1.80883750093
ACH-001306,-1.38168967461
ACH-001318,-1.43050017878
ACH-001322,-1.68322283229
ACH-001328,-1.63536391127
ACH-001332,-1.22909587879
ACH-001333,-1.63919780854
ACH-001336,-1.37750353497
ACH-001340,-1.45214250151
