,TEDDM1 (127670)
ACH-000004,-0.09833240892
ACH-000007,-0.23160949035599998
ACH-000009,-0.22106647064100002
ACH-000011,0.06757693643780001
ACH-000012,-0.0436104418714
ACH-000013,0.0811068387577
ACH-000014,-0.0550724269141
ACH-000015,0.15759741011199999
ACH-000017,0.0663795747811
ACH-000018,0.295682807258
ACH-000019,0.259613298379
ACH-000021,0.0629440433348
ACH-000022,0.125667205555
ACH-000025,0.0917292938721
ACH-000028,0.171030984757
ACH-000030,0.09878493785710002
ACH-000035,0.187395895233
ACH-000036,0.143198318488
ACH-000037,-0.12254149956499999
ACH-000039,0.0356079817773
ACH-000040,0.184702210922
ACH-000041,0.07386264555489999
ACH-000042,0.246576143882
ACH-000045,0.0822045824585
ACH-000047,0.0896395050437
ACH-000052,0.057252105049900005
ACH-000053,0.023591250207599997
ACH-000054,0.044969494007900006
ACH-000055,0.0
ACH-000060,0.167886854451
ACH-000067,0.0522210029536
ACH-000070,-0.0211231588072
ACH-000075,0.329125730305
ACH-000078,0.0418892876703
ACH-000082,-0.0481116299279
ACH-000085,0.0210805855133
ACH-000086,-0.0836516561907
ACH-000087,0.338612868042
ACH-000092,0.0361949423463
ACH-000095,-0.023383643526400003
ACH-000097,0.0800870846138
ACH-000098,0.125513357159
ACH-000099,0.048925125262000005
ACH-000108,0.20124828336699999
ACH-000113,0.154317356062
ACH-000115,0.29256614325999997
ACH-000116,0.061868843558099997
ACH-000118,0.15593773177
ACH-000120,0.07624500864860001
ACH-000123,0.09140563843260001
ACH-000127,0.0632446910868
ACH-000128,0.302784423034
ACH-000132,0.234360039156
ACH-000133,0.15728825982
ACH-000137,0.217799833404
ACH-000138,0.153788157311
ACH-000142,0.156333250967
ACH-000143,0.10797938771
ACH-000146,-0.00877671585601
ACH-000148,-0.0337902999667
ACH-000150,0.294900649518
ACH-000152,0.185246555781
ACH-000153,0.23307902214499998
ACH-000159,-0.04335011587590001
ACH-000160,0.182851041571
ACH-000163,-0.116733936655
ACH-000167,0.122049715131
ACH-000168,0.179759456194
ACH-000169,0.184389242454
ACH-000178,0.226866898173
ACH-000182,0.187260001903
ACH-000183,0.05927555122219999
ACH-000188,0.12279988162799998
ACH-000189,-0.14981071499600002
ACH-000190,0.0222277124647
ACH-000198,0.15342282003799998
ACH-000204,0.158094080656
ACH-000206,-0.0150371072119
ACH-000207,0.136071515871
ACH-000211,-0.04646642109159999
ACH-000215,0.0400326171753
ACH-000221,0.263773992078
ACH-000222,0.11377845324899999
ACH-000223,0.0413769423163
ACH-000226,-0.11449090757899999
ACH-000227,-0.34513105996200005
ACH-000228,-0.0420144931336
ACH-000231,0.041128875155
ACH-000232,0.0854775007612
ACH-000233,0.108022639054
ACH-000234,0.121508435586
ACH-000235,0.04509266829
ACH-000237,0.172496069217
ACH-000238,0.161408660767
ACH-000243,0.030617854723200003
ACH-000244,-0.0696512019539
ACH-000246,0.0620281640331
ACH-000248,0.140041310679
ACH-000250,0.128548029988
ACH-000251,0.204365797739
ACH-000253,0.034476191009400005
ACH-000255,0.01420329267
ACH-000256,0.111396583948
ACH-000257,0.153679310287
ACH-000258,0.09631363042999999
ACH-000259,0.058450286562800005
ACH-000260,0.093043497297
ACH-000261,0.0933667661633
ACH-000262,0.348740975061
ACH-000263,-0.127319233246
ACH-000264,-0.101967302333
ACH-000265,0.08560751319860001
ACH-000266,0.10026715152799999
ACH-000272,0.112302413391
ACH-000273,-0.0201448669608
ACH-000274,0.0868507197435
ACH-000277,0.0793666632164
ACH-000278,0.123501582919
ACH-000279,-0.0184891312038
ACH-000280,0.135875822096
ACH-000281,0.0351319546895
ACH-000288,-0.037162253496
ACH-000291,0.09935993405210002
ACH-000293,0.243449554817
ACH-000294,0.0317045674425
ACH-000295,0.148650840793
ACH-000296,-0.028066208108
ACH-000302,0.196257073108
ACH-000304,-0.08373350869
ACH-000307,0.0609532000275
ACH-000308,0.076138192314
ACH-000310,0.0561541180404
ACH-000311,-0.0437401330908
ACH-000312,0.100746402567
ACH-000315,0.171625626633
ACH-000316,0.222389467346
ACH-000317,0.13325961651100002
ACH-000318,0.022621693070299997
ACH-000319,0.185431966293
ACH-000320,0.0135633077536
ACH-000322,-0.0689445493122
ACH-000323,0.046135515191
ACH-000324,-0.025549266998
ACH-000329,0.0332976070318
ACH-000330,0.261548360965
ACH-000331,0.11794817159399999
ACH-000332,0.11434539614700001
ACH-000334,0.134547111932
ACH-000335,-0.216258300523
ACH-000336,-0.159141104378
ACH-000337,0.080133901319
ACH-000339,0.147968709513
ACH-000341,0.206616950194
ACH-000348,0.0349337888776
ACH-000350,0.039673766929500004
ACH-000352,0.0904407823443
ACH-000356,0.23295009305999997
ACH-000361,0.229708124456
ACH-000362,0.0505057871172
ACH-000363,0.0634310817554
ACH-000364,0.284893070397
ACH-000365,0.100975297069
ACH-000366,0.07755464135660001
ACH-000368,-0.022035699950099998
ACH-000374,0.0434301930407
ACH-000375,0.266015202304
ACH-000376,0.051929620089400004
ACH-000381,0.10654374715399999
ACH-000383,0.0496459532689
ACH-000387,-0.094644181787
ACH-000389,0.20929996469
ACH-000390,-0.0162077639251
ACH-000393,0.024411286890199998
ACH-000395,0.160256384761
ACH-000397,0.08908597759430001
ACH-000401,0.105398856939
ACH-000402,-0.248247258312
ACH-000403,0.18658720809700002
ACH-000404,0.620767953073
ACH-000406,0.0530262109394
ACH-000407,0.205359983463
ACH-000408,0.296776707654
ACH-000410,0.0890289310144
ACH-000411,0.23475562430799998
ACH-000414,0.027252030569599996
ACH-000415,0.0268217391413
ACH-000416,0.168714168829
ACH-000420,-0.060580135322900006
ACH-000421,0.032121365108
ACH-000424,0.35325378469
ACH-000425,-0.0127334322364
ACH-000426,-0.0025477511343000004
ACH-000427,0.34843591063699997
ACH-000433,-0.0395559140646
ACH-000436,0.09984791258749999
ACH-000444,0.052655489797
ACH-000445,0.0344794800817
ACH-000448,0.107816998074
ACH-000450,0.0764614959732
ACH-000452,0.0572100730609
ACH-000454,-0.0218463555566
ACH-000458,0.104188389637
ACH-000459,-0.025063431862
ACH-000460,0.0300575207122
ACH-000461,0.05362861594190001
ACH-000463,0.22623033447299998
ACH-000464,0.41362439732600004
ACH-000466,0.148132847455
ACH-000467,0.214251658036
ACH-000468,-0.182179656893
ACH-000469,0.0503815777362
ACH-000470,0.0528903580308
ACH-000471,0.00784212278094
ACH-000472,0.107902348025
ACH-000473,0.146398614495
ACH-000475,0.187361171855
ACH-000476,0.0442581258196
ACH-000477,0.050167505617
