,PROK1 (84432)
ACH-000004,-0.15405884517000001
ACH-000007,0.0492303290496
ACH-000009,-0.0378648544794
ACH-000011,-0.00887325921279
ACH-000012,-0.221320611664
ACH-000013,-0.129950317266
ACH-000014,-0.131787438436
ACH-000015,-0.119136218278
ACH-000017,-0.0486686825198
ACH-000018,-0.04973197450019999
ACH-000019,-0.20606516360100002
ACH-000021,-0.116646267333
ACH-000022,-0.149257873846
ACH-000025,-0.255559931831
ACH-000028,-0.31830078912500004
ACH-000030,-0.126679443501
ACH-000035,-0.409858715705
ACH-000036,0.00721350077736
ACH-000037,0.0336837075757
ACH-000039,-0.19303050366900001
ACH-000040,-0.160084950912
ACH-000041,-0.149670745926
ACH-000042,-0.115110702062
ACH-000045,-0.12491135062799999
ACH-000047,-0.124450356521
ACH-000052,-0.13998300044
ACH-000053,-0.0758716898119
ACH-000054,-0.00870531596842
ACH-000055,0.07838535535389998
ACH-000060,-0.170947132419
ACH-000067,-0.21876233571400003
ACH-000070,-0.132569259996
ACH-000075,-0.287380332953
ACH-000078,-0.10038053681800001
ACH-000082,-0.0746563973161
ACH-000085,0.08839514235710001
ACH-000086,-0.247005493651
ACH-000087,0.114300663717
ACH-000092,-0.206666679183
ACH-000095,-0.023322623899500003
ACH-000097,-0.027527261000200004
ACH-000098,-0.170937731622
ACH-000099,-0.076040882251
ACH-000108,-0.113945315031
ACH-000113,-0.159750600919
ACH-000115,-0.061677491030900006
ACH-000116,0.0181259592627
ACH-000118,-0.148145079528
ACH-000120,-0.16818064929
ACH-000123,-0.0892709953949
ACH-000127,-0.10071655924699999
ACH-000128,-0.0205337749179
ACH-000132,-0.0279609878179
ACH-000133,-0.0977782007212
ACH-000137,-0.238278363524
ACH-000138,-0.083830176567
ACH-000142,0.00487613596142
ACH-000143,0.08691391015149999
ACH-000146,-0.138253168668
ACH-000148,-0.0941549050808
ACH-000150,0.0940579663996
ACH-000152,-0.177678651461
ACH-000153,-0.348953659276
ACH-000159,-0.18100291653
ACH-000160,0.0464393531049
ACH-000163,0.0286309794905
ACH-000167,-0.403887961654
ACH-000168,-0.132230470876
ACH-000169,-0.251534285707
ACH-000178,-0.122455367119
ACH-000182,0.0606452868011
ACH-000183,-0.0682916909852
ACH-000188,-0.10858076007000002
ACH-000189,-0.13718641544500002
ACH-000190,0.025287552946799997
ACH-000198,-0.228904503026
ACH-000204,-0.20738776016399998
ACH-000206,-0.10818156035
ACH-000207,-0.45394949418499997
ACH-000211,-0.0996876710256
ACH-000215,-0.222658649241
ACH-000221,-0.447956856865
ACH-000222,-0.015531159199999998
ACH-000223,-0.0304206465546
ACH-000226,-0.15375014812100002
ACH-000227,-0.222133917634
ACH-000228,-0.10548218948100001
ACH-000231,-0.08974160745930002
ACH-000232,-0.212354674403
ACH-000233,0.022489717974400004
ACH-000234,-0.17420261048500002
ACH-000235,-0.160653046899
ACH-000237,-0.0109573817736
ACH-000238,-0.102739612233
ACH-000243,-0.12957476436100002
ACH-000244,0.204218318972
ACH-000246,-0.10069943729900001
ACH-000248,-0.024004232599
ACH-000250,-0.11167432806399999
ACH-000251,-0.0127650496519
ACH-000253,-0.0855993977891
ACH-000255,-0.16313335568700002
ACH-000256,-0.053988251257499995
ACH-000257,-0.108982587823
ACH-000258,-0.19790070253800002
ACH-000259,-0.11692936365
ACH-000260,-0.171894149744
ACH-000261,-0.139364153816
ACH-000262,0.0625223192286
ACH-000263,-0.046283190466099994
ACH-000264,-0.164553671305
ACH-000265,-0.19930132059900002
ACH-000266,-0.0432670633856
ACH-000272,-0.243512495895
ACH-000273,-0.104106006239
ACH-000274,-0.186888199316
ACH-000277,-0.056814764725599994
ACH-000278,-0.220828482902
ACH-000279,-0.10940707340500001
ACH-000280,-0.143904949695
ACH-000281,0.15370892674699999
ACH-000288,-0.166329348847
ACH-000291,-0.107083047003
ACH-000293,-0.05330901937180001
ACH-000294,-0.18566972097800002
ACH-000295,0.0599441205844
ACH-000296,-0.15778498965600002
ACH-000302,-0.253295105915
ACH-000304,-0.441861251454
ACH-000307,0.0714620707564
ACH-000308,-0.14586525917999998
ACH-000310,-0.19084763519900003
ACH-000311,-0.22961877875199999
ACH-000312,-0.24973625457600002
ACH-000315,-0.239899855711
ACH-000316,-0.0187294327451
ACH-000317,-0.300004806067
ACH-000318,-0.07353494311310001
ACH-000319,-0.138392353055
ACH-000320,-0.44504674338699995
ACH-000322,-0.0006275302251209999
ACH-000323,-0.223842079694
ACH-000324,-0.0666365478985
ACH-000329,-0.0940484489671
ACH-000330,-0.210557822591
ACH-000331,-0.206409859756
ACH-000332,-0.119006005994
ACH-000334,-0.108031705462
ACH-000335,-0.411955498425
ACH-000336,0.274635087113
ACH-000337,-0.054136289261999995
ACH-000339,-0.061785046008099996
ACH-000341,-0.121307961035
ACH-000348,-0.147745462795
ACH-000350,0.134908137843
ACH-000352,-0.15621283856100002
ACH-000356,-0.0996213060036
ACH-000361,-0.0856331470033
ACH-000362,-0.12687474194
ACH-000363,0.0116211750314
ACH-000364,-0.0737271730765
ACH-000365,-0.13474636049799998
ACH-000366,-0.21266031508299998
ACH-000368,-0.10871341791400001
ACH-000374,-0.134214365996
ACH-000375,0.22137717378199998
ACH-000376,-0.127676186163
ACH-000381,0.0824707680307
ACH-000383,-0.23360710257300002
ACH-000387,-0.077304344586
ACH-000389,0.08866645971719998
ACH-000390,-0.08347569112039999
ACH-000393,-0.313500475929
ACH-000395,0.0477951393709
ACH-000397,-0.188407389859
ACH-000401,0.133012753793
ACH-000402,-0.571157944021
ACH-000403,0.0123037118554
ACH-000404,0.143918728878
ACH-000406,-0.0987485881681
ACH-000407,-0.182593180431
ACH-000408,-0.47032345035800005
ACH-000410,-0.0762731329321
ACH-000411,-0.12195985938500001
ACH-000414,-0.0675530485768
ACH-000415,-0.252548941967
ACH-000416,-0.0933724088087
ACH-000420,-0.13637438034399998
ACH-000421,-0.146484762183
ACH-000424,-0.08034620676410001
ACH-000425,-0.0740249406737
ACH-000426,-0.02595260156
ACH-000427,-0.0330127629317
ACH-000433,-0.24393065379
ACH-000436,-0.302557921089
ACH-000444,-0.198433552711
ACH-000445,-0.301031273849
ACH-000448,-0.160782798731
ACH-000450,-0.23517444508000002
ACH-000452,-0.0819497742005
ACH-000454,-0.09610242260939998
ACH-000458,-0.145585712685
ACH-000459,0.0071868761186000005
ACH-000460,-0.140127725696
ACH-000461,-0.116172348723
ACH-000463,-0.0702329593744
ACH-000464,-0.15682627115
ACH-000466,-0.12192318709899999
ACH-000467,-0.10085514433599999
ACH-000468,-0.156000945835
ACH-000469,-0.0406788813961
ACH-000470,-0.13224063082999998
ACH-000471,-0.171536378667
ACH-000472,-0.0707023542098
ACH-000473,-0.0585711489214
ACH-000475,-0.0897944916769
ACH-000476,-0.08402902068439999
