,CDV3 (55573)
ACH-000324,-0.353389907954
ACH-000329,-0.22621120973499997
ACH-000330,-0.17647398499000003
ACH-000331,-0.631665442675
ACH-000332,-0.386770320462
ACH-000334,-0.240413312838
ACH-000335,-0.457781134572
ACH-000336,-0.400346050348
ACH-000337,-0.213890139261
ACH-000339,-0.481420351554
ACH-000341,-0.41228203052100004
ACH-000348,-0.161529526409
ACH-000350,-0.15203892863500001
ACH-000352,-0.352103679661
ACH-000356,-0.154424737168
ACH-000361,-0.300358358954
ACH-000362,-0.123242909631
ACH-000363,-0.548228788421
ACH-000364,-0.581610705151
ACH-000365,-0.252668733962
ACH-000366,-0.283507308539
ACH-000368,-0.375961499629
ACH-000374,-0.287319055864
ACH-000375,-0.454359811243
ACH-000376,-0.289722173463
ACH-000381,-0.265239172427
ACH-000383,-0.316513087036
ACH-000387,-0.23060794054699998
ACH-000389,-0.261909943256
ACH-000390,-0.137184055429
ACH-000393,-0.456059693005
ACH-000395,-0.451059878363
ACH-000397,-0.48155032881800003
ACH-000401,-0.286044674746
ACH-000402,-0.23214171941599998
ACH-000403,-0.335511420129
ACH-000404,-0.0696288270192
ACH-000406,-0.229234638707
ACH-000407,-0.254141857811
ACH-000408,0.0351342922758
ACH-000410,-0.368124264631
ACH-000411,-0.414301027447
ACH-000414,-0.263270276243
ACH-000415,-0.245721959537
ACH-000416,-0.257756932643
ACH-000420,-0.409788513403
ACH-000421,-0.295003676918
ACH-000424,-0.30042493000799997
ACH-000425,-0.38469070602899996
ACH-000426,-0.250839024512
ACH-000427,-0.422690698342
ACH-000433,-0.474707543771
ACH-000436,-0.328751599715
ACH-000444,-0.156161273767
ACH-000445,-0.5097231975240001
ACH-000448,-0.342675918404
ACH-000450,-0.18480392339899998
ACH-000452,-0.330963271312
ACH-000454,-0.492016917078
ACH-000458,-0.24995016221500002
ACH-000459,0.087548928041
ACH-000460,-0.37581135342699995
ACH-000461,-0.19642356197799998
ACH-000463,-0.366074218411
ACH-000464,-0.505013147487
ACH-000466,-0.310688774004
ACH-000467,-0.527660809563
ACH-000468,0.0914437194434
ACH-000469,-0.282440191077
ACH-000470,-0.305596328567
ACH-000471,-0.340444711407
ACH-000472,-0.310612293635
ACH-000473,-0.25635112880399996
ACH-000475,-0.509170808344
ACH-000476,-0.235276924665
ACH-000477,-0.255192540197
ACH-000480,-0.24391429272
ACH-000481,-0.41476575556699996
ACH-000483,-0.273295896232
ACH-000484,-0.465776380188
ACH-000485,-0.136054204928
ACH-000486,-0.288151685055
ACH-000487,-0.168273040022
ACH-000488,-0.312684607299
ACH-000490,-0.271858893097
ACH-000491,-0.31083773383499996
ACH-000495,-0.664292630167
ACH-000496,-0.49961180279
ACH-000499,-0.134022504565
ACH-000500,-0.798799914461
ACH-000502,-0.17620017382199998
ACH-000503,-0.31197985928800004
ACH-000505,-0.407616401127
ACH-000507,-0.35999852418899997
ACH-000510,-0.053895818644000004
ACH-000511,-0.303293236624
ACH-000512,-0.221789036615
ACH-000516,-0.24739290638099998
ACH-000517,-0.24729427900400003
ACH-000518,-0.147616185698
ACH-000520,-0.371253573827
ACH-000521,-0.33796837318899997
ACH-000522,-0.408114066911
ACH-000524,-0.428978892125
ACH-000527,-0.289113392508
ACH-000528,-0.30207654405
ACH-000537,-0.37199821782
ACH-000541,-0.20417114636
ACH-000542,-0.457373882062
ACH-000544,-0.598250500159
ACH-000545,-0.38310158195200006
ACH-000547,-0.257900200187
ACH-000548,-0.406124445486
ACH-000549,-0.3284403479
ACH-000550,-0.323069113971
ACH-000552,-0.27166536448399997
ACH-000556,-0.376113801655
ACH-000557,0.061008792702099995
ACH-000570,-0.226164070142
ACH-000571,-0.113895208432
ACH-000573,-0.293139697363
ACH-000576,-0.5535473760899999
ACH-000580,-0.43927731066500003
ACH-000584,-0.28645051139600003
ACH-000585,-0.281818799859
ACH-000588,-0.318774443383
ACH-000589,-0.0415558363641
ACH-000591,-0.199397617096
ACH-000593,-0.327149186315
ACH-000600,-0.40719896674500006
ACH-000601,-0.344304106546
ACH-000604,-0.0983990923115
ACH-000605,-0.3327185458
ACH-000606,-0.052392507407300004
ACH-000608,-0.272283128243
ACH-000614,-0.179487119213
ACH-000616,-0.453932138102
ACH-000618,-0.19517407866999997
ACH-000619,-0.36068276559900003
ACH-000620,-0.331822117033
ACH-000621,-0.22262495223099998
ACH-000622,-0.18322211831799998
ACH-000623,-0.288779508621
ACH-000624,-0.17274207748
ACH-000627,-0.298013747364
ACH-000630,-0.423795891092
ACH-000632,-0.40435607903000004
ACH-000633,-0.34121975920100006
ACH-000637,-0.28949817960900004
ACH-000638,-0.314545330862
ACH-000646,-0.411642266451
ACH-000647,-0.43280068530500004
ACH-000648,-0.404910151236
ACH-000649,-0.322187307172
ACH-000651,-0.37400207328100005
ACH-000652,-0.3222951259
ACH-000653,-0.112978910066
ACH-000657,-0.28394712806
ACH-000658,-0.295302887734
ACH-000661,-0.296263632643
ACH-000662,-0.530273954602
ACH-000663,0.09455035135630001
ACH-000665,-0.409482792884
ACH-000671,-0.523616695888
ACH-000673,-0.31851129489
ACH-000676,-0.326286083944
ACH-000677,-0.30912928820999996
ACH-000681,-0.414381757901
ACH-000682,-0.33061995985
ACH-000683,-0.45436130386699997
ACH-000684,-0.208608179782
ACH-000688,-0.456983921215
ACH-000693,-0.217631109969
ACH-000694,-0.37139270456600004
ACH-000695,-0.335880980562
ACH-000696,-0.438362547662
ACH-000697,-0.145483274484
ACH-000699,-0.418001392566
ACH-000701,-0.439394161302
ACH-000706,-0.44637703095
ACH-000711,-0.21595081220100001
ACH-000713,-0.44680847605400004
ACH-000714,-0.17196029571600002
ACH-000718,-0.33016508139899997
ACH-000720,-0.315532331963
ACH-000721,-0.260353187009
ACH-000724,-0.394367293344
ACH-000725,-0.115819005537
ACH-000732,-0.216925326606
ACH-000734,-0.248472720121
ACH-000735,-0.549204796279
ACH-000736,-0.284369628048
ACH-000738,-0.331492831324
ACH-000746,-0.241903942925
ACH-000747,-0.310093303908
ACH-000748,-0.372526068098
ACH-000753,-0.185881846032
ACH-000756,-0.326912042572
ACH-000757,-0.35133458141900004
ACH-000758,-0.27628353452300003
ACH-000760,-0.17623444376400002
ACH-000763,-0.415797970885
ACH-000764,-0.598137123553
ACH-000765,-0.310340659264
ACH-000766,-0.131035769128
ACH-000767,-0.309231937082
ACH-000768,-0.446878811579
ACH-000769,-0.235498162271
ACH-000770,-0.30554485632
ACH-000771,-0.278130093768
ACH-000773,-0.34192483378
ACH-000776,-0.192993297498
ACH-000777,-0.152748963501
ACH-000778,-0.117328458914
ACH-000781,-0.221540789331
ACH-000782,-0.315213108781
ACH-000783,-0.263487039177
ACH-000784,-0.294885731924
ACH-000785,-0.633214330878
ACH-000787,-0.21485026269299998
ACH-000788,-0.36581916062299996
ACH-000791,-0.273239486367
ACH-000792,-0.497811123463
ACH-000794,-0.0878822043645
ACH-000796,-0.437976420345
ACH-000799,-0.5029545021190001
ACH-000800,-0.380830179721
ACH-000802,-0.23626207153700002
ACH-000804,-0.267961229185
ACH-000805,-0.600055786703
ACH-000809,-0.24292007772399998
ACH-000810,-0.184696925017
ACH-000811,-0.184180526402
ACH-000817,-0.260658008876
ACH-000819,-0.255973846786
ACH-000820,-0.158533649397
ACH-000821,-0.271248547033
ACH-000822,-0.273838560341
ACH-000823,-0.222474514123
ACH-000824,-0.200575644645
ACH-000827,-0.277732613395
ACH-000829,-0.23639874890999998
ACH-000831,-0.42427977988000004
ACH-000832,-0.296821769372
ACH-000833,-0.259133786852
ACH-000834,-0.258398482415
ACH-000835,-0.371836697069
ACH-000836,-0.219598405139
ACH-000837,-0.06352661843969999
ACH-000838,-0.23175469466600002
ACH-000839,-0.421229445481
ACH-000840,-0.0593476291415
ACH-000841,-0.197216154185
ACH-000843,-0.183296839037
ACH-000846,-0.400073396057
ACH-000847,-0.46569259717600003
ACH-000848,-0.261533359001
ACH-000849,-0.318754862953
ACH-000851,-0.340089893631
ACH-000855,-0.458104243631
ACH-000856,-0.216529155242
ACH-000858,-0.43574464916100003
ACH-000859,-0.253628866209
ACH-000861,-0.290099401329
ACH-000862,-0.47243762826700003
ACH-000865,-0.264522700948
ACH-000866,-0.44546983496200004
ACH-000867,-0.282361654227
ACH-000869,-0.422781385326
ACH-000872,-0.41573808751999997
ACH-000873,-0.32117155421300003
ACH-000876,-0.249096414553
ACH-000878,-0.179663613157
ACH-000880,-0.06979451482610001
ACH-000881,-0.283349387394
ACH-000882,-0.13719540108300002
ACH-000884,-0.393666918214
ACH-000885,-0.416518368724
ACH-000887,-0.435911497378
ACH-000888,-0.216555261966
ACH-000889,-0.326993120066
ACH-000890,-0.25999182375700003
ACH-000896,-0.510681107001
ACH-000898,-0.27287080716400003
ACH-000900,-0.485970499054
ACH-000901,-0.38743446439199997
ACH-000905,-0.6176759514410001
ACH-000906,-0.369822319384
ACH-000907,-0.648819530507
ACH-000910,-0.133396540193
ACH-000911,-0.271632472331
ACH-000912,-0.319357803225
ACH-000913,-0.282772938667
ACH-000915,-0.404319116787
ACH-000916,0.13916919598
ACH-000917,-0.211504690784
ACH-000921,-0.398796739757
ACH-000924,-0.106108517752
ACH-000926,-0.338315736403
ACH-000928,-0.279765472586
ACH-000929,-0.23507270281999998
ACH-000932,-0.377762674624
ACH-000935,-0.313151897262
ACH-000936,-0.373558949835
ACH-000937,-0.330493380891
ACH-000938,-0.12795432062200002
ACH-000939,-0.21428273432300002
ACH-000941,-0.237878505181
ACH-000943,-0.379945646788
ACH-000946,-0.522287038793
ACH-000947,-0.251254827482
ACH-000948,-0.285983025449
ACH-000950,-0.411405094582
ACH-000953,-0.366713557865
ACH-000957,-0.37141905435
ACH-000958,-0.656023392377
ACH-000960,-0.122509098727
ACH-000963,-0.501289348439
ACH-000968,-0.10257824530899999
ACH-000969,-0.21340184005899998
ACH-000973,-0.440410032444
ACH-000974,-0.580904362958
ACH-000975,-0.328978384693
ACH-000976,-0.351377040053
ACH-000978,-0.494221203059
ACH-000980,-0.33632841624
ACH-000984,-0.460075043824
ACH-000986,-0.46763105096900004
ACH-000988,-0.279722707315
ACH-000993,-0.459604402818
ACH-000994,-0.397855672037
ACH-000996,-0.34910021246
ACH-001001,-0.261342391318
ACH-001020,-0.511297364595
ACH-001028,-0.227696359174
ACH-001031,-0.21025271757300001
ACH-001038,-0.403921764103
ACH-001048,-0.320113105562
ACH-001050,-0.361737505203
ACH-001053,-0.400574382383
ACH-001054,-0.43747436717
ACH-001061,-0.500410466894
ACH-001067,-0.16183725132000001
ACH-001075,-0.264691255392
ACH-001096,-0.286480855722
ACH-001128,-0.38460843511
ACH-001134,-0.40689812495
ACH-001151,-0.219333118997
ACH-001163,-0.00756759404311
ACH-001164,-0.276800291288
ACH-001173,-0.316057479987
ACH-001183,-0.427821423989
ACH-001184,-0.478686727119
ACH-001190,-0.541997118033
ACH-001192,-0.19541713695500001
ACH-001193,-0.139395702043
ACH-001196,-0.24982840334000003
ACH-001197,-0.404949767482
ACH-001205,-0.350440689666
ACH-001211,-0.546703617883
ACH-001212,-0.37968047743699995
ACH-001228,-0.36607653209799995
ACH-001232,-0.327260927948
ACH-001239,-0.37116815510799994
ACH-001274,-0.0997724908626
ACH-001275,-0.308553424042
ACH-001277,-0.43182537707099994
ACH-001278,-0.133017536704
ACH-001280,-0.263724971593
ACH-001283,-0.0820604650841
ACH-001289,-0.30578464224
ACH-001295,-0.334810731442
ACH-001300,-0.193560705938
ACH-001301,-0.40018565778000004
ACH-001302,-0.375585371617
ACH-001303,-0.139516021149
ACH-001306,-0.284908701024
ACH-001318,-0.355390030643
ACH-001322,-0.222787723677
ACH-001328,-0.22323213449
ACH-001332,-0.408469399672
ACH-001333,-0.364098751721
ACH-001336,-0.302099749524
ACH-001340,-0.42537582975599997
ACH-001346,-0.27439839971200003
ACH-001353,-0.11811693117699999
ACH-001354,-0.494255357658
ACH-001367,-0.548770096649
ACH-001368,-0.239111881946
ACH-001374,0.0732744236521
ACH-001375,-0.35644525923299997
ACH-001377,-0.408793283873
ACH-001380,-0.488139229821
ACH-001391,-0.5353200110840001
ACH-001407,-0.159538425192
ACH-001408,-0.30234763272799997
ACH-001413,-0.358433755946
ACH-001430,-0.591462973371
ACH-001431,-0.122421586553
ACH-001450,-0.33571109365
ACH-001496,-0.31042612391999996
ACH-001500,-0.522373481483
ACH-001521,-0.20275701769
ACH-001523,-0.446102414226
ACH-001532,-0.386320235458
ACH-001536,-0.33068940224
ACH-001550,-0.29088896580699997
ACH-001552,-0.09284981535839999
ACH-001554,-0.324856434548
ACH-001645,-0.31552661627399997
ACH-001654,-0.248142252506
ACH-001715,-0.48925551104099996
ACH-001735,-0.193645083109
ACH-001736,-0.126168637821
ACH-001737,-0.1427220586
ACH-001740,-0.023542254874400002
ACH-001745,-0.14755136627499998
ACH-001750,-0.284903242236
ACH-001765,-0.423478315465
ACH-001956,-0.19737057916900003
ACH-001957,-0.402891864697
