,DHFRL1 (200895)
ACH-000356,-0.406326506403
ACH-000361,-0.288115257094
ACH-000362,-0.325834587064
ACH-000363,-0.343076476044
ACH-000364,-0.185791431771
ACH-000365,-0.530094569223
ACH-000366,-0.632240950839
ACH-000368,-0.161540836297
ACH-000374,-0.524613698625
ACH-000375,-0.563274822277
ACH-000376,-0.140713778316
ACH-000381,-0.311057157097
ACH-000383,-0.5987322912290001
ACH-000387,-0.449098187307
ACH-000389,-0.189626050759
ACH-000390,-0.8763380634669999
ACH-000393,-0.320823654131
ACH-000395,-0.628754174283
ACH-000397,-0.293659790802
ACH-000401,-0.280397734289
ACH-000402,-0.120664637147
ACH-000403,-0.167374148124
ACH-000404,-0.288152499849
ACH-000406,-0.520744494716
ACH-000407,-0.37515041482199996
ACH-000408,-0.192039593983
ACH-000410,-0.226834210451
ACH-000411,-0.43685227590400005
ACH-000414,-0.35027229420999995
ACH-000415,-0.27640442899900003
ACH-000416,-0.491313060295
ACH-000420,-0.254933376753
ACH-000421,-0.32953484767200003
ACH-000424,-0.05436197157790001
ACH-000425,-0.30940351925799997
ACH-000426,-0.434115574951
ACH-000427,-0.387408722552
ACH-000433,-0.0390857035209
ACH-000436,-0.21385508820799998
ACH-000444,-0.264003773613
ACH-000445,-0.053375498295
ACH-000448,-0.688010047523
ACH-000450,0.0822349359146
ACH-000452,-0.34597680012599996
ACH-000454,-0.321854708199
ACH-000458,-0.123675273638
ACH-000459,-0.12854904708599998
ACH-000460,-0.339124937551
ACH-000461,-0.307257218505
ACH-000463,-0.219135085752
ACH-000464,-0.129761612218
ACH-000466,-0.226862804372
ACH-000467,-0.460391843438
ACH-000468,-0.418859784129
ACH-000469,0.019293090704
ACH-000470,-0.28684481439599996
ACH-000471,-0.238710436338
ACH-000472,-0.126900681451
ACH-000473,-0.0842258076327
ACH-000475,-0.37203958434600004
ACH-000476,-0.250577097433
ACH-000477,-0.07473153698530001
ACH-000480,-0.0389494832732
ACH-000481,-0.281383938279
ACH-000483,-0.263211719815
ACH-000484,-0.391841245567
ACH-000485,-0.354926523918
ACH-000486,-0.193222805685
ACH-000487,-0.326371738101
ACH-000488,-0.0388031143206
ACH-000490,-0.266206678252
ACH-000491,-0.287276633395
ACH-000495,-0.064729736727
ACH-000496,-0.295154257402
ACH-000499,-0.365700070298
ACH-000500,-0.506067655089
ACH-000502,-0.367450266128
ACH-000503,-0.215848954615
ACH-000505,-0.225149011643
ACH-000507,-0.38139591757799995
ACH-000510,-0.46322039209
ACH-000511,-0.07758691598510001
ACH-000512,-0.48921370096999994
ACH-000516,0.220353810514
ACH-000517,-0.536841281918
ACH-000518,-0.213783901089
ACH-000520,-0.42655282635700004
ACH-000521,-0.257005598609
ACH-000522,-0.445803432129
ACH-000524,-0.11612161390999999
ACH-000527,-0.136879443262
ACH-000528,-0.258403443268
ACH-000537,-0.518645659623
ACH-000541,-0.282204979409
ACH-000542,-0.42927114310900005
ACH-000544,-0.626903319257
ACH-000545,-0.492613592237
ACH-000547,-0.309569433028
ACH-000548,-0.58022515975
ACH-000549,-0.09907070373299999
ACH-000550,-0.442883524837
ACH-000552,-0.041178200909099995
ACH-000556,-0.515353869601
ACH-000557,-0.589181714454
ACH-000570,-0.154841550162
ACH-000571,-0.20170968564
ACH-000573,-0.545345991703
ACH-000576,-0.39048938719000004
ACH-000580,0.0050628909017600005
ACH-000584,-0.162890028514
ACH-000585,-0.628998194486
ACH-000588,-0.15926294980900002
ACH-000589,-0.212521721433
ACH-000591,-0.08782145669250001
ACH-000593,-0.5036394572089999
ACH-000600,-0.0478716963296
ACH-000601,-0.32223035769499997
ACH-000604,-0.18056443530299998
ACH-000605,-0.18046569960099998
ACH-000606,-0.0508531361503
ACH-000608,-0.16981597092
ACH-000614,0.117053447851
ACH-000616,-0.22867426418099998
ACH-000618,-0.427658137114
ACH-000619,-0.027055496170900004
ACH-000620,-0.40744477372
ACH-000621,-0.9165181248890001
ACH-000622,-0.395616186586
ACH-000623,-0.0521904709489
ACH-000624,-0.5017676152430001
ACH-000627,-0.319774999773
ACH-000630,-0.406803606821
ACH-000632,-0.46399639101999995
ACH-000633,0.07173549080489999
ACH-000637,-0.08263169251560001
ACH-000638,-0.322146915
ACH-000646,-0.311577292036
ACH-000647,-0.309212542807
ACH-000648,-0.5781515022070001
ACH-000649,-0.532369055037
ACH-000651,-0.455976580472
ACH-000652,-0.476863160983
ACH-000653,-0.37324928126699997
ACH-000657,-0.0998132057701
ACH-000658,-0.630447775748
ACH-000661,-0.172585544272
ACH-000662,-0.0298554324901
ACH-000663,-0.279890295522
ACH-000665,-0.7693135293979999
ACH-000671,-0.260617390839
ACH-000673,-0.23828900960000002
ACH-000676,-0.412327108499
ACH-000677,-0.427912325332
ACH-000681,-0.344984793337
ACH-000682,-0.32029539853100003
ACH-000683,-0.308661651316
ACH-000684,-0.136748289098
ACH-000688,-0.436527543762
ACH-000693,-0.160730966996
ACH-000694,-0.251294434078
ACH-000695,-0.406530931357
ACH-000696,-0.16925392308499998
ACH-000697,-0.38574211409599996
ACH-000699,-0.6384079845049999
ACH-000701,-0.119272920951
ACH-000706,-0.422113419094
ACH-000711,-0.510115680571
ACH-000713,-0.491126110692
ACH-000714,-0.277086761708
ACH-000718,-0.42315629709799996
ACH-000720,-0.20320263926100002
ACH-000721,-0.539219360241
ACH-000724,-0.291330603808
ACH-000725,-0.531011413748
ACH-000732,-0.269781846002
ACH-000734,-0.425183948548
ACH-000735,-0.667254373134
ACH-000736,-0.191059253499
ACH-000738,-0.10063767414899999
ACH-000746,-0.18551125601500001
ACH-000747,-0.360539466766
ACH-000748,0.0159767644154
ACH-000753,-0.46102631909599995
ACH-000756,0.0578886942515
ACH-000757,-0.43440355676299997
ACH-000758,-0.36436127199199997
ACH-000760,-0.5455630512740001
ACH-000763,-0.292695160987
ACH-000764,-0.593001358303
ACH-000765,-0.307374602611
ACH-000766,0.0399295559867
ACH-000767,-0.24006060716400002
ACH-000768,-0.5428255414600001
ACH-000769,-0.240206472454
ACH-000770,-0.433372693142
ACH-000771,-0.34624949989299997
ACH-000773,-0.065586099755
ACH-000776,-0.347585531386
ACH-000777,-0.128343217778
ACH-000778,-0.233222045062
ACH-000781,-0.407476297314
ACH-000782,-0.413170618221
ACH-000783,-0.0734017539333
ACH-000784,-0.219417744983
ACH-000785,-0.851880812042
ACH-000787,-0.26842831000100004
ACH-000788,-0.260286032116
ACH-000791,-0.476767729181
ACH-000792,-0.29983532781
ACH-000794,-0.53655086545
ACH-000796,-0.569417567201
ACH-000799,-0.594984286083
ACH-000800,-0.10308932657299999
ACH-000802,-0.254080670452
ACH-000804,-0.48929280318
ACH-000805,-0.45390038128300003
ACH-000809,-0.171657865865
ACH-000810,-0.088246972901
ACH-000811,-0.225937260753
ACH-000817,-0.22739133996199998
ACH-000819,-0.21918022979899998
ACH-000820,-0.310195469684
ACH-000821,-0.254551035786
ACH-000822,-0.596160488747
ACH-000823,-0.41560455055
ACH-000824,-0.036891805965199996
ACH-000827,-0.30923929923099996
ACH-000829,-0.365174773178
ACH-000831,-0.48545902940200003
ACH-000832,-0.34310175659500003
ACH-000833,-0.379584184392
ACH-000834,-0.0192574233617
ACH-000835,-0.368455323733
ACH-000836,-0.491543388322
ACH-000837,-0.271589829696
ACH-000838,-0.511532866474
ACH-000839,-0.17687148034400002
ACH-000840,-0.10036479717
ACH-000841,-0.18934861269099998
ACH-000843,-0.401672246641
ACH-000846,-0.253306716206
ACH-000847,-0.26641631214
ACH-000848,-0.44245824809600004
ACH-000849,-0.416721963525
ACH-000851,-0.505725170565
ACH-000855,-0.150057596584
ACH-000856,-0.0563790008467
ACH-000858,0.056148537302299996
ACH-000859,-0.26838727910300003
ACH-000861,-0.297034409144
ACH-000862,-0.144244522706
ACH-000865,-0.238390088627
ACH-000866,-0.551651399693
ACH-000867,-0.532987160306
ACH-000869,-0.530484215382
ACH-000872,-0.333177507587
ACH-000873,-0.189538376477
ACH-000876,-0.567944710997
ACH-000878,0.0216520832363
ACH-000880,0.0242098094786
ACH-000881,-0.319402960446
ACH-000882,-0.27277353172400004
ACH-000884,-0.1920287966
ACH-000885,-0.437074087544
ACH-000887,-0.0925159649871
ACH-000888,-0.379796653839
ACH-000889,-0.47332167227300004
ACH-000890,-0.293012601089
ACH-000896,-0.37776980472099997
ACH-000898,-0.45545056031000003
ACH-000900,-0.184031972149
ACH-000901,-0.26217335276299997
ACH-000905,-0.387507384307
ACH-000906,-0.254501351402
ACH-000907,-0.527482720576
ACH-000910,-0.444811597546
ACH-000911,6.57835184072e-05
ACH-000912,-0.201423323798
ACH-000913,-0.223761020506
ACH-000915,-0.648186037149
ACH-000916,0.0557741369333
ACH-000917,-0.452135670987
ACH-000921,-0.25458820704199997
ACH-000924,-0.33206738443100003
ACH-000926,-0.35604059619999995
ACH-000928,-0.264119895189
ACH-000929,-0.44142922333800005
ACH-000932,-0.49697779565399997
ACH-000935,-0.224302105546
ACH-000936,-0.34126166758000004
ACH-000937,-0.5062717501940001
ACH-000938,-0.40225519412
ACH-000939,-0.10953773569599999
ACH-000941,-0.48838703248599996
ACH-000943,-0.0936171311762
ACH-000946,-0.506559149885
ACH-000947,-0.23030759013399998
ACH-000948,-0.510382922785
ACH-000950,-0.23817563445999998
ACH-000953,-0.514177915737
ACH-000957,-0.400989011053
ACH-000958,-0.5788687276519999
ACH-000960,-0.563323066466
ACH-000963,-0.395183410708
ACH-000968,-0.07139272417289999
ACH-000969,-0.24675695284000002
ACH-000973,-0.7036671306360001
ACH-000974,-0.118959368715
ACH-000975,-0.7810452592720001
ACH-000976,-0.462518618138
ACH-000978,-0.371639772191
ACH-000980,-0.42657112588600005
ACH-000984,-0.422359025324
ACH-000986,-0.39584408607500005
ACH-000988,-0.608783466588
ACH-000993,-0.0630600953096
ACH-000994,-0.36538969824199996
ACH-000996,-0.201066445412
ACH-001001,-0.587471754261
ACH-001020,-0.40801928526500003
ACH-001028,-0.265598303933
ACH-001031,0.10123725771400001
ACH-001038,-0.653945521774
ACH-001048,-0.32280065589400003
ACH-001050,-0.38799418237800004
ACH-001053,-0.21727256530699998
ACH-001054,-0.419510587702
ACH-001061,-0.452994457579
ACH-001067,-0.19989700058200002
ACH-001075,-0.0607867755122
ACH-001096,-0.368858472595
ACH-001128,-0.472163354023
ACH-001134,-0.384832390312
ACH-001151,-0.617684676922
ACH-001163,-0.278557198487
ACH-001164,-0.35895349184500003
ACH-001173,-0.143561486583
ACH-001183,-0.250478852572
ACH-001184,-0.5034314025850001
ACH-001190,-0.232672392551
ACH-001192,-0.886585593207
ACH-001193,-0.189931313671
ACH-001196,-0.35720334461900005
ACH-001197,-0.26007259863800003
ACH-001205,-0.27694196660799997
ACH-001211,-0.09286209481110001
ACH-001212,-0.148438691061
ACH-001228,-0.284247917171
ACH-001232,-0.34798621516500006
ACH-001239,-0.316979946888
ACH-001274,-0.186763434356
ACH-001275,-0.37322245142800003
ACH-001277,-0.243305848304
ACH-001278,-0.160356239333
ACH-001280,-0.591141503467
ACH-001283,-0.236110206855
ACH-001289,-0.26447719330200004
ACH-001295,-0.462738676882
ACH-001300,-0.371715482923
ACH-001301,-0.44612780761299997
ACH-001302,-0.45050574584200004
ACH-001303,-0.433344335212
ACH-001306,-0.120884243147
ACH-001318,-0.213841695059
ACH-001322,-0.348234341505
ACH-001328,-0.21595388301899998
ACH-001332,-0.149333239296
ACH-001333,-0.331213727057
ACH-001336,-0.300844351217
ACH-001340,-0.147837217348
ACH-001346,-0.307590943031
ACH-001353,-0.418889295999
ACH-001354,-0.135857922042
ACH-001367,-0.115089114631
ACH-001368,-0.325843734749
ACH-001374,-0.44807582749700003
ACH-001375,-0.324677354555
ACH-001377,-0.232259542467
ACH-001380,-0.385341119768
ACH-001391,-0.495588924497
ACH-001407,-0.7868270896089999
ACH-001408,-0.277654430668
ACH-001413,-0.46726415248400005
ACH-001430,-0.312589486676
ACH-001431,-0.342563925589
ACH-001450,-0.254624346391
ACH-001496,-0.574310485858
ACH-001500,-0.317048562277
ACH-001521,-0.203342186679
ACH-001523,-0.28186585134500003
ACH-001532,-0.287125708527
ACH-001536,-0.293287424373
ACH-001550,-0.221518446088
ACH-001552,-0.303357988999
ACH-001554,-0.385975190504
ACH-001645,-0.21871654725200002
ACH-001654,-0.0432368540004
ACH-001715,-0.442990075624
ACH-001735,-0.48185623091799995
ACH-001736,-0.674868536396
ACH-001737,-0.407525607163
ACH-001740,-0.416787244312
ACH-001745,-0.38990533454099996
ACH-001750,0.13418471316199998
ACH-001765,-0.49419235312
ACH-001956,-0.137554653753
ACH-001957,-0.234060504452
