,GRIN3B (116444)
ACH-000004,-0.10467637658500001
ACH-000007,-0.054856949721800004
ACH-000009,0.0158551179419
ACH-000011,-0.321107183004
ACH-000012,-0.13525305228
ACH-000013,-0.0178893578217
ACH-000014,-0.0987948598841
ACH-000015,-0.0325828160766
ACH-000017,-0.0627180055461
ACH-000018,-0.452850545845
ACH-000019,-0.0669302457471
ACH-000021,0.0939737898419
ACH-000022,-0.265369432694
ACH-000025,-0.09886289625679999
ACH-000028,-0.20894513570700002
ACH-000030,-0.274987385315
ACH-000035,0.005890314650409999
ACH-000036,-0.289659601858
ACH-000037,-0.028179518983299998
ACH-000039,-0.0623930427669
ACH-000040,-0.242746468071
ACH-000041,-0.00651352695268
ACH-000042,-0.0768943936312
ACH-000045,-0.059328368345499996
ACH-000047,-0.18670715877799998
ACH-000052,0.0175915651203
ACH-000053,0.0357402933005
ACH-000054,-0.09572715929020001
ACH-000055,-0.08415310700760001
ACH-000060,0.0299781137044
ACH-000067,-0.357032166894
ACH-000070,0.23086285293900002
ACH-000075,-0.21920840486499998
ACH-000078,-0.130563614336
ACH-000082,-0.0973467097284
ACH-000085,-0.10273576019300001
ACH-000086,-0.0926618729463
ACH-000087,-0.510662453956
ACH-000092,-0.08473242175519999
ACH-000095,-0.16925245665600003
ACH-000097,-0.176739917207
ACH-000098,-0.352091705279
ACH-000099,0.0154377274664
ACH-000108,-0.103483657551
ACH-000113,-0.19779590706300001
ACH-000115,-0.196460737763
ACH-000116,-0.020752175790099997
ACH-000118,0.00995586822088
ACH-000120,0.0437212469953
ACH-000123,-0.0913852593207
ACH-000127,-0.0683968808958
ACH-000128,-0.359832919565
ACH-000132,-0.21992325821999997
ACH-000133,0.064211988367
ACH-000137,-0.079196924654
ACH-000138,-0.03365866520290001
ACH-000142,0.118443361065
ACH-000143,-0.0360162023527
ACH-000146,0.078935901238
ACH-000148,-0.0490198326875
ACH-000150,-0.174997224906
ACH-000152,-0.26260065623100004
ACH-000153,0.103370470679
ACH-000159,-0.158218725966
ACH-000160,-0.209548840345
ACH-000163,-0.170078742394
ACH-000167,-0.277844021835
ACH-000168,-0.381200746579
ACH-000169,-0.143828512743
ACH-000178,-0.0751702959975
ACH-000182,-0.174023264349
ACH-000183,-0.32710725695
ACH-000188,-0.18075132130399998
ACH-000189,-0.388130115051
ACH-000190,-0.073703807468
ACH-000198,-0.0552954704376
ACH-000204,-0.296330868627
ACH-000206,-0.036049867165
ACH-000207,-0.327577301288
ACH-000211,-0.111462307156
ACH-000215,-0.24693259587900002
ACH-000221,-0.211839678122
ACH-000222,-0.05510522013119999
ACH-000223,-0.21308507590700002
ACH-000226,-0.0240425626904
ACH-000227,-0.0152785509243
ACH-000228,0.060971380744000006
ACH-000231,-0.059388166953099994
ACH-000232,-0.142753182071
