,SCRN2 (90507)
ACH-000004,-0.266788024386
ACH-000007,-0.315645179699
ACH-000009,-0.637483117866
ACH-000011,-0.58654815704
ACH-000012,-0.552702476174
ACH-000013,-0.185220590469
ACH-000014,-0.021261319712400004
ACH-000015,-0.234535126862
ACH-000017,-0.370805848691
ACH-000018,-0.5143897649520001
ACH-000019,-0.5531803384189999
ACH-000021,-0.340709850945
ACH-000022,-0.60562501922
ACH-000025,-0.391940690489
ACH-000028,-0.251425811719
ACH-000030,-0.44056034279600004
ACH-000035,-0.44377953248700003
ACH-000036,-0.415424056538
ACH-000037,-0.306496407326
ACH-000039,-0.288868503469
ACH-000040,-0.402070772497
ACH-000041,-0.612112175127
ACH-000042,-0.38753159499
ACH-000045,-0.316188784089
ACH-000047,-0.260391345296
ACH-000052,-0.292161309996
ACH-000053,-0.310962847652
ACH-000054,-0.408650586825
ACH-000055,-0.120894027282
ACH-000060,-0.482621144082
ACH-000067,-0.363940170601
ACH-000070,-0.537247318187
ACH-000075,-0.537826628319
ACH-000078,-0.5635109574270001
ACH-000082,-0.287762643829
ACH-000085,-0.366596073736
ACH-000086,-0.370547926948
ACH-000087,0.0104768716701
ACH-000092,-0.615392043265
ACH-000095,-0.5102530337
ACH-000097,-0.342523320267
ACH-000098,-0.362389335369
ACH-000099,-0.449969544756
ACH-000108,-0.186776392501
ACH-000113,-0.19784411736
ACH-000115,-0.314259407283
ACH-000116,-0.141869070895
ACH-000118,-0.201517234269
ACH-000120,-0.499751712605
ACH-000123,-0.35561691210199997
ACH-000127,-0.316385162283
ACH-000128,-0.10846933671700001
ACH-000132,-0.288421307968
ACH-000133,-0.363953680265
ACH-000137,-0.29067007073
ACH-000138,-0.43620956111599996
ACH-000142,-0.375267737773
ACH-000143,-0.126580514269
ACH-000146,-0.0578518361706
ACH-000148,-0.40388271579199997
ACH-000150,-0.501472620822
ACH-000152,-0.604131397145
ACH-000153,-0.14498373344
ACH-000159,-0.658018500458
ACH-000160,-0.41891503988000006
ACH-000163,-0.323011658288
ACH-000167,-0.536463174383
ACH-000168,-0.415680054952
ACH-000169,-0.34294703769199997
ACH-000178,-0.357718407967
ACH-000182,-0.523144856478
ACH-000183,-0.23098701708299998
ACH-000188,-0.38814946587
ACH-000189,-0.599056329163
ACH-000190,0.030699288787700004
ACH-000198,-0.23527566499000002
ACH-000204,-0.22282666610399998
ACH-000206,-0.21716507284699998
ACH-000207,-0.532615919594
ACH-000211,-0.5404147111959999
ACH-000215,-0.294257883229
ACH-000221,-0.281382512063
ACH-000222,-0.165906005198
ACH-000223,-0.417418599824
ACH-000226,-0.34243668510799996
ACH-000227,-0.7666008445029999
ACH-000228,-0.138912637185
ACH-000231,-0.38006782113399995
ACH-000232,-0.32370404700100003
ACH-000233,-0.449385390008
ACH-000234,-0.349007325271
ACH-000235,-0.38179313255
ACH-000237,-0.17869764793900003
ACH-000238,-0.520841061209
ACH-000243,-0.41532364317599996
ACH-000244,-0.179492145655
ACH-000246,-0.276201564226
ACH-000248,-0.417063575816
ACH-000250,-0.567764646189
ACH-000251,-0.611529848813
ACH-000253,-0.43839919894100005
ACH-000255,-0.30130641809
