,ACSM2A (123876)
ACH-000004,0.0688421376604
ACH-000007,0.0813621025435
ACH-000009,0.172796357715
ACH-000011,-0.08065748052749999
ACH-000012,0.08519505146189998
ACH-000013,-0.0779554929524
ACH-000014,-0.0918367381359
ACH-000015,-0.0375068424484
ACH-000017,0.09492074698180002
ACH-000018,0.0137705697443
ACH-000019,0.170846922786
ACH-000021,0.0290004313272
ACH-000022,-0.0791027478512
ACH-000025,0.123196579493
ACH-000028,0.134429130319
ACH-000030,0.194387322694
ACH-000035,0.0318178220255
ACH-000036,0.0164629581875
ACH-000037,0.149781318978
ACH-000039,0.197666653778
ACH-000040,0.101791068458
ACH-000041,0.188861547401
ACH-000042,0.174954198155
ACH-000045,0.227758259549
ACH-000047,-0.00853314102482
ACH-000052,-0.0132415702223
ACH-000053,-0.0781725422438
ACH-000054,-0.0403157576267
ACH-000055,0.180014118899
ACH-000060,0.398023137552
ACH-000067,-0.10537755046
ACH-000070,0.12335403971799999
ACH-000075,-0.142124074366
ACH-000078,0.019307079259
ACH-000082,0.00432999686984
ACH-000085,0.158030069066
ACH-000086,0.26779615080499997
ACH-000087,0.198499897812
ACH-000092,0.163044208498
ACH-000095,0.07692285888230001
ACH-000097,-0.168893718858
ACH-000098,-0.0124339695572
ACH-000099,0.0632567171725
ACH-000108,0.0584395228359
ACH-000113,0.0036750810686800002
ACH-000115,-0.0720425728163
ACH-000116,-0.0871205436886
ACH-000118,-0.026786594824
ACH-000120,-0.035579369734
ACH-000123,0.0634670942122
ACH-000127,-0.141555253601
ACH-000128,0.245547627865
ACH-000132,0.0947323666319
ACH-000133,0.15134824868799998
ACH-000137,0.0184050511855
ACH-000138,0.10465766925799999
ACH-000142,0.006903921916560001
ACH-000143,0.084929190349
ACH-000146,0.0293547005699
ACH-000148,0.000632922259546
ACH-000150,0.22960171730099999
ACH-000152,0.050739307964
ACH-000153,-0.0307050661551
ACH-000159,0.065671641869
ACH-000160,0.22440298453000002
ACH-000163,0.0678483062488
ACH-000167,0.09854362910980001
ACH-000168,-0.0405811355785
ACH-000169,0.0904137994927
ACH-000178,-0.0104086777257
ACH-000182,0.0995034794835
ACH-000183,0.0910285857535
ACH-000188,0.15684205058599998
ACH-000189,0.0844827533861
ACH-000190,0.144137946205
ACH-000198,0.09778648166439999
ACH-000204,-0.0915530857385
ACH-000206,0.222493642738
ACH-000207,0.25100294325100003
ACH-000211,0.127116501223
ACH-000215,0.004083119063679999
ACH-000221,0.08091085055160001
ACH-000222,-0.0260606934638
ACH-000223,0.13239014177
ACH-000226,0.0162578159205
ACH-000227,0.145535699013
ACH-000228,0.0323932224982
ACH-000231,0.11957557506699999
ACH-000232,0.0287766348048
ACH-000233,-0.0156124304018
ACH-000234,-0.030425229790099997
ACH-000235,0.075693250728
ACH-000237,-0.0401017299697
ACH-000238,0.0355443949355
ACH-000243,-0.195897280708
ACH-000244,0.423855600251
ACH-000246,0.155389368504
ACH-000248,0.16373807367
ACH-000250,0.0705108569445
ACH-000251,0.449870840061
ACH-000253,-0.07433340799539999
ACH-000255,0.00846156579288
ACH-000256,0.213665945815
ACH-000257,0.125772048433
ACH-000258,-0.0234494962695
ACH-000259,0.0446210714508
ACH-000260,0.0658166822796
ACH-000261,0.0121152461304
ACH-000262,0.061217345125900005
ACH-000263,-0.120842990787
ACH-000264,0.0717225313935
ACH-000265,0.060101807387199994
ACH-000266,0.123375835288
ACH-000272,-0.008232513204310002
ACH-000273,0.21741553129799998
ACH-000274,-0.053588541000300007
ACH-000277,-0.0278775758707
ACH-000278,0.06966075265430001
ACH-000279,0.10061765995
ACH-000280,0.068089297897
ACH-000281,0.218176559132
ACH-000288,0.0284924057276
ACH-000291,0.0255247807857
ACH-000293,0.0620671557944
ACH-000294,0.0244279436581
ACH-000295,-0.10933445898800001
ACH-000296,0.055835840721899996
ACH-000302,0.14340190799900002
ACH-000304,0.0664207377899
ACH-000307,0.086143437447
ACH-000308,-0.011960129223700001
ACH-000310,-0.011397056229700001
ACH-000311,-0.015202518259100002
ACH-000312,0.05449840503219999
ACH-000315,0.0384760797774
ACH-000316,-0.129145307434
ACH-000317,-0.0270378092625
ACH-000318,-0.021697482135
ACH-000319,-0.021105575523200002
ACH-000320,0.189746175489
ACH-000322,0.168482873009
ACH-000323,0.11081063024900001
ACH-000324,-0.059557813554499996
ACH-000329,-0.0173606264382
ACH-000330,-0.0811637040121
ACH-000331,0.042888483382800005
ACH-000332,-0.184107575468
ACH-000334,0.134141618229
ACH-000335,0.0718090036107
ACH-000336,0.19056981432300002
ACH-000337,0.00023708850643500002
ACH-000339,0.0836358472222
ACH-000341,0.163770023048
ACH-000348,0.048656083569199995
ACH-000350,-0.185945353893
ACH-000352,0.0462760866696
ACH-000356,0.035910400100199996
ACH-000361,0.008983043056729999
ACH-000362,0.0288591654202
ACH-000363,-0.00974814265438
ACH-000364,0.0761068741445
ACH-000365,-0.0237335870387
ACH-000366,0.0822877878446
ACH-000368,0.0526463622814
ACH-000374,0.12466997506899999
ACH-000375,0.220117845857
ACH-000376,0.194525898778
ACH-000381,0.0102295086528
ACH-000383,0.18078292594300002
ACH-000387,0.140559094725
ACH-000389,0.0955212870049
ACH-000390,-0.055402454883199996
ACH-000393,0.190548770925
ACH-000395,0.186962203173
ACH-000397,-0.09615264670639999
ACH-000401,-0.0598672380722
ACH-000402,0.358618458879
ACH-000403,0.027223785323799998
