,BDP1 (55814)
ACH-000004,-0.758575614254
ACH-000007,-0.699691315561
ACH-000009,-0.867175200499
ACH-000011,-0.8697181326029999
ACH-000012,-0.737357390161
ACH-000013,-0.702413316212
ACH-000014,-0.824681596795
ACH-000015,-1.0263379735
ACH-000017,-1.12447703208
ACH-000018,-0.9557590407050001
ACH-000019,-0.5475154884560001
ACH-000021,-0.856282139528
ACH-000022,-0.535760668169
ACH-000025,-0.711769938198
ACH-000028,-0.379722337901
ACH-000030,-0.947034921288
ACH-000035,-0.736039575957
ACH-000036,-0.9770145254029999
ACH-000037,-1.09788610137
ACH-000039,-0.6796915031820001
ACH-000040,-0.532426272681
ACH-000041,-0.7731482147130001
ACH-000042,-0.762667684797
ACH-000045,-1.0334225399799999
ACH-000047,-1.0536659157100001
ACH-000052,-1.1203813813799999
ACH-000053,-0.720786744862
ACH-000054,-0.912608279119
ACH-000055,-0.980073402167
ACH-000060,-0.295572861194
ACH-000067,-1.03260287188
ACH-000070,-0.9762965991329999
ACH-000075,-1.0472894128899999
ACH-000078,-0.863588223277
ACH-000082,-1.12140260295
ACH-000085,-0.718800324889
ACH-000086,-0.673954311398
ACH-000087,-0.891778800972
ACH-000092,-0.602052898183
ACH-000095,-0.8901635252429999
ACH-000097,-0.530541766828
ACH-000098,-0.627841859653
ACH-000099,-0.917399705205
ACH-000108,-1.03216473794
ACH-000113,-0.907550461485
ACH-000115,-0.641843869142
ACH-000116,-1.18643992752
ACH-000118,-0.673022011225
ACH-000120,-0.883738335411
ACH-000123,-0.9970068485979999
ACH-000127,-0.760324514058
ACH-000128,-0.6627961433940001
ACH-000132,-0.475450597773
ACH-000133,-0.5014890471019999
ACH-000137,-0.945618096395
ACH-000138,-0.811567340491
ACH-000142,-0.628727801432
ACH-000143,-0.663675275707
ACH-000146,-0.636604074799
ACH-000148,-0.9759714263200001
ACH-000150,-0.784935873426
ACH-000152,-0.529153867682
ACH-000153,-0.62139750194
ACH-000159,-0.90462697445
ACH-000160,-0.04985045054819999
ACH-000163,-1.32312391623
ACH-000167,-0.13195075492900002
ACH-000168,-0.799293712441
ACH-000169,-0.758522077755
ACH-000178,-1.0066630272200001
ACH-000182,-0.9870936754240001
ACH-000183,-0.849317665511
ACH-000188,-0.771118285658
ACH-000189,-0.7988135892129999
ACH-000190,-0.30791126649399997
ACH-000198,-0.782614565327
ACH-000204,-1.21650689795
ACH-000206,-0.42573572482699995
ACH-000207,-1.22690230603
ACH-000211,-0.805121624838
ACH-000215,-0.716714364826
ACH-000221,-1.09424630345
ACH-000222,-0.727793307694
ACH-000223,-0.814335124392
ACH-000226,-0.7648351124089999
ACH-000227,-0.9241445962029999
ACH-000228,-1.1505013529700001
ACH-000231,-0.64194985352
ACH-000232,-0.8176751717290001
ACH-000233,-0.401770752042
ACH-000234,-0.842074672466
ACH-000235,-0.849698838141
ACH-000237,-0.7697879813259999
ACH-000238,-1.18031373939
ACH-000243,-0.744081457262
ACH-000244,-0.7531424462109999
ACH-000246,-0.6801884247329999
ACH-000248,-0.7195730129800001
ACH-000250,-0.659648216396
ACH-000251,-1.10071720687
ACH-000253,-0.84170478079
ACH-000255,-0.856680136277
ACH-000256,-0.933008597083
ACH-000257,-0.831810366267
ACH-000258,-0.8171376929559999
ACH-000259,-0.662038971491
ACH-000260,-0.7154804248190001
ACH-000261,-0.749631001411
ACH-000262,-0.914017123663
ACH-000263,-0.814932568858
ACH-000264,-0.8653039385789999
ACH-000265,-0.9203410642759999
ACH-000266,-0.7578924563339999
ACH-000272,-0.871084080583
ACH-000273,-0.623105621269
ACH-000274,-0.765340861476
ACH-000277,-1.03119908005
ACH-000278,-1.04297593134
ACH-000279,-0.799182544401
ACH-000280,-0.527756269581
ACH-000281,-0.611391102025
ACH-000288,-0.509133339886
ACH-000291,-0.860173241249
ACH-000293,-0.9060074706799999
ACH-000294,-0.902855844438
ACH-000295,-1.32544732663
ACH-000296,-1.04209425155
ACH-000302,-1.11619354996
ACH-000304,-0.54432610788
ACH-000307,-0.634978514233
ACH-000308,-0.670410303127
ACH-000310,-0.8683000923530001
ACH-000311,-0.596023110334
ACH-000312,-0.8001622567550001
ACH-000315,-0.78892799845
ACH-000316,-0.6672930448650001
ACH-000317,-0.656389671885
ACH-000318,-1.04889643466
ACH-000319,-0.711567838373
ACH-000320,-0.8824417799959999
ACH-000322,-0.769320703275
ACH-000323,-0.7630005043870001
ACH-000324,-0.8808971616329999
ACH-000329,-0.533166208293
ACH-000330,-0.450681574915
ACH-000331,-0.883006920116
ACH-000332,-0.5847753114
ACH-000334,-1.1059930013
ACH-000335,-1.11745979824
ACH-000336,-0.43328989530900003
ACH-000337,-0.580980394459
ACH-000339,-0.729327342979
ACH-000341,-0.649754992375
ACH-000348,-0.574469034843
ACH-000350,-0.875937163748
ACH-000352,-0.623263658648
ACH-000356,-0.8684407837899999
ACH-000361,-1.17958360176
ACH-000362,-0.9356827933580001
ACH-000363,-0.599875567978
ACH-000364,-0.572216809433
ACH-000365,-0.867263129006
ACH-000366,-0.5969954006539999
ACH-000368,-0.921871168622
ACH-000374,-0.612650548537
ACH-000375,-0.40666588781199997
ACH-000376,-0.80043342982
ACH-000381,-0.768975591679
ACH-000383,-0.562905653524
ACH-000387,-0.787594928326
ACH-000389,-1.09931561565
ACH-000390,-0.7523823991419999
ACH-000393,-1.28692718849
ACH-000395,-0.553410735914
ACH-000397,-0.8787857524770001
ACH-000401,-0.877611092753
ACH-000402,-1.13464418675
ACH-000403,-0.602603075747
ACH-000404,-0.681947957456
ACH-000406,-0.86336358468
ACH-000407,-0.65999428034
ACH-000408,-0.924094307796
ACH-000410,-0.470603908121
ACH-000411,-0.848957821232
ACH-000414,-0.5851558043389999
ACH-000415,-0.977330213972
ACH-000416,-0.788488825696
ACH-000420,-0.797996803645
ACH-000421,-0.9420729799680001
ACH-000424,-0.5831868835580001
ACH-000425,-0.836043422797
ACH-000426,-1.0513783468100002
ACH-000427,-0.622554317383
ACH-000433,-0.7265001899019999
ACH-000436,-0.768132453635
ACH-000444,-0.688748956607
ACH-000445,-0.572157200488
ACH-000448,-1.02057779574
ACH-000450,-0.346994287994
ACH-000452,-0.34560050486999994
ACH-000454,-0.736285337209
ACH-000458,-0.578771308893
ACH-000459,-0.794776984442
ACH-000460,-0.799214141999
ACH-000461,-0.612991692685
ACH-000463,-0.9554909063220001
ACH-000464,-0.602916879834
ACH-000466,-0.735440557404
ACH-000467,-0.624736953805
ACH-000468,-0.629686343509
ACH-000469,-0.733889271329
ACH-000470,-0.796095521496
ACH-000471,-0.506178974982
ACH-000472,-0.873084844344
ACH-000473,-0.86229495134
ACH-000475,-0.544577378589
ACH-000476,-1.03989665657
ACH-000477,-0.555746901164
ACH-000480,-0.834623743342
ACH-000481,-0.807056719735
ACH-000483,-0.8229262369570001
ACH-000484,-1.27748486135
ACH-000485,-1.0074314963
ACH-000486,-0.88489204391
ACH-000487,-0.8103329990070001
ACH-000488,-0.583371218924
ACH-000490,-0.709723231932
ACH-000491,-0.719573128418
ACH-000495,-0.879849004872
ACH-000496,-0.7093560588339999
ACH-000499,-0.785408696224
ACH-000500,0.0535758892464
ACH-000502,-0.485044365223
ACH-000503,-0.97462004805
ACH-000505,-0.6572382196809999
ACH-000507,-0.871819601235
ACH-000510,-0.971191060069
ACH-000511,-0.869756780202
ACH-000512,-0.7414242216760001
ACH-000516,-0.659987247936
ACH-000517,-0.710030505238
ACH-000518,-1.0011072530299998
ACH-000520,-0.6237106437200001
ACH-000521,-0.6817897975660001
ACH-000522,-0.709338584377
ACH-000524,-0.938582547045
ACH-000527,-0.721224967756
ACH-000528,-0.828498223675
ACH-000537,-0.604849293258
ACH-000541,-1.04400043317
ACH-000542,-0.719857740342
ACH-000544,-0.8345478673810001
ACH-000545,-0.935462441537
ACH-000547,-1.11843472162
ACH-000548,-0.699154770607
ACH-000549,-0.515250105505
ACH-000550,-0.703401193926
ACH-000552,-0.599945076406
ACH-000556,-0.580097035314
ACH-000557,-0.897015252204
ACH-000570,-0.767703524603
ACH-000571,-0.744968016442
ACH-000573,-0.827968427412
ACH-000576,-0.975102767686
ACH-000580,-0.799305577876
ACH-000584,-1.06872426719
ACH-000585,-0.506521745924
ACH-000588,-0.5754815226359999
ACH-000589,-0.656895229782
ACH-000591,-0.767980195297
ACH-000593,-0.6823264018170001
ACH-000600,-0.6362013934440001
ACH-000601,-0.62924344478
ACH-000604,-0.6818104247329999
ACH-000605,-0.703902990524
ACH-000606,-0.747534395878
ACH-000608,-1.0137181932200001
ACH-000614,-0.6835309738500001
ACH-000616,-0.9287683032619999
ACH-000618,-1.2022165018100002
ACH-000619,-0.830310290447
ACH-000620,-0.378528667738
ACH-000621,-0.668506284353
ACH-000622,-1.3785915542299998
ACH-000623,-0.5637444286509999
ACH-000624,-0.707217111931
ACH-000627,-0.702727628601
ACH-000630,-0.842947038962
ACH-000632,-0.785541005818
ACH-000633,-0.655859946551
ACH-000637,-0.692453955802
ACH-000638,-0.717496543487
ACH-000646,-0.651050348222
ACH-000647,-0.817546699305
ACH-000648,-0.56394954785
ACH-000649,-0.979430582316
ACH-000651,-0.5668375485270001
ACH-000652,-0.620245746738
ACH-000653,-1.06471503782
ACH-000657,-0.7339671730249999
ACH-000658,-0.878960103671
ACH-000661,-1.2925855472
ACH-000662,-0.522474433038
ACH-000663,-0.8894665562090001
ACH-000665,-1.02945702579
ACH-000671,-1.0059307126500001
ACH-000673,-0.8760653744600001
ACH-000676,-0.965728258802
ACH-000677,-0.38275030773
ACH-000681,-1.0151950077299998
ACH-000682,-0.619076878158
ACH-000683,-0.605625857624
ACH-000684,-0.88000525798
ACH-000688,-0.749728577074
ACH-000693,-0.9277951669600001
ACH-000694,-0.594642978411
ACH-000695,-0.5458056428679999
ACH-000696,-0.666493161331
ACH-000697,-0.823757432402
ACH-000699,-0.732214868311
ACH-000701,-0.48776232972499994
ACH-000706,-0.7876761044730001
ACH-000711,-0.7070345499390001
ACH-000713,-0.952188220116
ACH-000714,-0.552196039518
ACH-000718,-0.687774986884
ACH-000720,-0.764044772465
ACH-000721,-0.669861203353
ACH-000724,-0.473074467931
ACH-000725,-1.02832162499
ACH-000732,-0.8361845131910001
ACH-000734,-0.484228440495
ACH-000735,-0.85946241532
ACH-000736,-0.766920383741
ACH-000738,-1.2201376795799999
ACH-000746,-0.8143831407100001
ACH-000747,-0.6336913362200001
ACH-000748,-0.606261425745
ACH-000753,-0.789581137767
ACH-000756,-0.654326226789
ACH-000757,-0.72244877278
ACH-000758,-1.0769251068999999
ACH-000760,-1.0607325537299999
ACH-000763,-0.692207362571
ACH-000764,-0.667218631817
ACH-000765,-0.574441938937
ACH-000766,-0.7648639100769999
ACH-000767,-0.9609268814299999
ACH-000768,-0.562136904848
ACH-000769,-0.9084211739720001
ACH-000770,-0.7275012882170001
ACH-000771,-1.09543863068
ACH-000773,-0.566389340056
ACH-000776,-0.885589281402
ACH-000777,-0.9017971190270001
ACH-000778,-0.595895658347
ACH-000781,-0.950810433136
ACH-000782,-0.82280677316
ACH-000783,-0.896427047942
ACH-000784,-1.05927553906
ACH-000785,-0.55623975472
ACH-000787,-1.10386931634
ACH-000788,-1.0
ACH-000791,-0.6704429878399999
ACH-000792,-0.628568470572
ACH-000794,-0.8080650785629999
ACH-000796,-0.8389300094159999
ACH-000799,-1.0548180091
ACH-000800,-0.959232466995
ACH-000802,-0.855864902316
ACH-000804,-0.42886378062200003
