,MTHFD2 (10797)
ACH-000004,-0.36813788769
ACH-000007,0.11523522493899999
ACH-000009,0.102104819868
ACH-000011,0.0561834120816
ACH-000012,0.0390175784328
ACH-000013,-0.00250644171566
ACH-000014,0.0923713806029
ACH-000015,0.0633614872414
ACH-000017,0.0743144673631
ACH-000018,0.157815863129
ACH-000019,-0.023097838525900003
ACH-000021,0.0348656718909
ACH-000022,-0.0408090567188
ACH-000025,0.134303808168
ACH-000028,0.0886268051199
ACH-000030,-0.030741013516199997
ACH-000035,-0.053658053684400006
ACH-000036,-0.0477795792588
ACH-000037,0.09066080610469998
ACH-000039,0.0418523938539
ACH-000040,0.19206587270999997
ACH-000041,0.10522792592800001
ACH-000042,0.032084462492999996
ACH-000045,0.09026466260919999
ACH-000047,0.135457001867
ACH-000052,0.194021137016
ACH-000053,-0.029710975666
ACH-000054,0.176991323986
ACH-000055,0.0374391314141
ACH-000060,0.0582989060426
ACH-000067,0.245421500916
ACH-000070,-0.15326636485200001
ACH-000075,0.246590562746
ACH-000078,-0.0452782619128
ACH-000082,0.0321553276923
ACH-000085,0.105068069236
ACH-000086,-0.0172905800334
ACH-000087,-0.027121928950200002
ACH-000092,-0.156692709364
ACH-000095,-0.00485560527731
ACH-000097,0.049181422885
ACH-000098,-0.046276095708999994
ACH-000099,-0.013851728497099999
ACH-000108,-0.0387248043151
ACH-000113,0.134596105327
ACH-000115,-0.0901475767767
ACH-000116,-0.00455039559596
ACH-000118,0.133300348467
ACH-000120,0.174520823956
ACH-000123,0.041125344154900004
ACH-000127,0.0996177896673
ACH-000128,0.06759424839980001
ACH-000132,0.00464443591568
ACH-000133,0.0012856695144100002
ACH-000137,0.0686938504798
ACH-000138,0.043222916835
ACH-000142,0.190337064821
ACH-000143,0.0213592553496
ACH-000146,0.037977094696
ACH-000148,0.159566018639
ACH-000150,0.056728901429699996
ACH-000152,-0.11749093336100001
ACH-000153,0.05640454121180001
ACH-000159,-0.056642931945
ACH-000160,-0.0444693651785
ACH-000163,-0.106648809326
ACH-000167,-0.226838338934
ACH-000168,-0.24822254321400003
ACH-000169,0.0927467391458
ACH-000178,0.241726892835
ACH-000182,0.126153548758
ACH-000183,-0.0531763592712
ACH-000188,0.0523575709461
ACH-000189,-0.0331297477512
ACH-000190,-0.13155323829
ACH-000198,-0.298388576035
ACH-000204,-0.140008928343
ACH-000206,-0.327763426978
ACH-000207,0.546052085262
ACH-000211,0.0789181439715
ACH-000215,0.0743605815102
ACH-000221,0.180524101077
ACH-000222,-0.11708676988399999
ACH-000223,-0.0405290571731
ACH-000226,-0.34229244189999997
ACH-000227,-0.019723453900900002
ACH-000228,-0.0169765774704
ACH-000231,-0.0900977497559
ACH-000232,0.0296265078669
ACH-000233,0.027277022323500003
ACH-000234,-0.11876634697100001
ACH-000235,-0.172782922
ACH-000237,-0.0051434291537
ACH-000238,0.00519774580531
ACH-000243,-0.21549706712699998
ACH-000244,-0.19201532651099998
ACH-000246,0.0833521602779
ACH-000248,0.0830504768127
ACH-000250,-0.118954090141
ACH-000251,-0.287273258226
ACH-000253,-0.277469006088
ACH-000255,0.132177059805
ACH-000256,-0.0289291768631
ACH-000257,-0.24020354756099999
ACH-000258,0.0344120275911
ACH-000259,-0.010549420183899998
ACH-000260,-0.17797209217999999
ACH-000261,0.15693124056399999
ACH-000262,-0.148738899582
ACH-000263,0.0560110869087
ACH-000264,-0.151978605002
ACH-000265,-0.0172504948109
ACH-000266,-0.153444819108
ACH-000272,-0.350295418826
ACH-000273,-0.0905882553387
ACH-000274,-0.0594182499424
ACH-000277,0.0472334735928
ACH-000278,0.0750613586245
ACH-000279,0.004526342769869999
ACH-000280,0.15816751152699998
ACH-000281,-0.0363415939596
ACH-000288,0.05012208421540001
