,KLC3 (147700)
ACH-000004,-0.229331527632
ACH-000007,-0.265803952996
ACH-000009,-0.320226742021
ACH-000011,-0.359016829316
ACH-000012,-0.351569990043
ACH-000013,-0.30119192202
ACH-000014,-0.313686011618
ACH-000015,-0.31416757888700003
ACH-000017,-0.115140478366
ACH-000018,-0.0660242274158
ACH-000019,-0.16783605773899998
ACH-000021,-0.31707937083099996
ACH-000022,-0.190615929657
ACH-000025,-0.0474814535234
ACH-000028,-0.35479335587399996
ACH-000030,-0.334772776602
ACH-000035,-0.0778576150227
ACH-000036,-0.201395967471
ACH-000037,0.069162803561
ACH-000039,-0.0397111898377
ACH-000040,0.221574044689
ACH-000041,-0.14195634954199998
ACH-000042,-0.319554910147
ACH-000045,-0.5065987049289999
ACH-000047,-0.177519280991
ACH-000052,0.07116756396910001
ACH-000053,-0.42522898582199997
ACH-000054,-0.173582094041
ACH-000055,-0.239733165818
ACH-000060,-0.0778296151727
ACH-000067,-0.141548490586
ACH-000070,-0.277383932994
ACH-000075,-0.200154269071
ACH-000078,-0.20528497606499999
ACH-000082,-0.273883598124
ACH-000085,-0.29306878938700004
ACH-000086,-0.0815258853441
ACH-000087,-0.07048865121089999
ACH-000092,-0.18893825797000002
ACH-000095,-0.06351520060959999
ACH-000097,-0.0777635570296
ACH-000098,-0.28339550859499996
ACH-000099,-0.315089880139
ACH-000108,-0.315368756135
ACH-000113,-0.0496389627544
ACH-000115,-0.309258593631
ACH-000116,-0.0507016455396
ACH-000118,-0.19192590375799998
ACH-000120,-0.28032674993900003
ACH-000123,-0.22131139156399998
ACH-000127,-0.14447482340999998
ACH-000128,0.00558993115775
ACH-000132,-0.0166797638036
ACH-000133,-0.293987593617
ACH-000137,-0.26937589536400003
ACH-000138,-0.403426202456
ACH-000142,-0.385439279477
ACH-000143,-0.09238115528429999
ACH-000146,-0.133128633074
ACH-000148,-0.164967007931
ACH-000150,-0.39422356138000003
ACH-000152,-0.262181823795
ACH-000153,-0.32783656593000005
ACH-000159,-0.231585400926
ACH-000160,-0.232912617762
ACH-000163,-0.199150996402
ACH-000167,-0.0418548282807
ACH-000168,-0.225445483755
ACH-000169,-0.18083470938700003
ACH-000178,-0.017401039245
ACH-000182,-0.0334912377808
ACH-000183,-0.225553604411
ACH-000188,-0.094072774167
ACH-000189,-0.06801609335020001
ACH-000190,-0.154192894268
ACH-000198,0.0497631985102
ACH-000204,-0.0924145397219
ACH-000206,-0.147771077133
ACH-000207,-0.127293774829
ACH-000211,-0.135757737549
ACH-000215,-0.054565613068699996
ACH-000221,-0.252551962648
ACH-000222,-0.291994721316
ACH-000223,-0.0018133810808800002
ACH-000226,-0.10103441153899999
ACH-000227,0.150606056492
ACH-000228,-0.332306053962
ACH-000231,-0.227585005061
ACH-000232,0.0427491133879
ACH-000233,-0.185211332468
ACH-000234,-0.276428320376
ACH-000235,-0.262598637939
ACH-000237,-0.140605694043
ACH-000238,0.0938856261729
ACH-000243,-0.11334669644999999
ACH-000244,-0.039533780754
ACH-000246,-0.21775866245
ACH-000248,-0.276319296452
ACH-000250,-0.20236340170000003
ACH-000251,-0.344886490045
ACH-000253,-0.0861410428959
ACH-000255,-0.201307166298
ACH-000256,-0.06598349117959999
ACH-000257,-0.164554538151
ACH-000258,0.08883501820800001
ACH-000259,-0.18036505891600002
ACH-000260,-0.12958621323
