,RABIF (5877)
ACH-000542,-0.353557073079
ACH-000544,-0.606661418125
ACH-000545,-0.753302465859
ACH-000547,-0.645232033156
ACH-000548,-0.894269605657
ACH-000549,-0.534206734177
ACH-000550,-0.466109548388
ACH-000552,-1.07537623938
ACH-000556,-0.36954308246699996
ACH-000557,-0.819422572523
ACH-000570,-0.461459626643
ACH-000571,-0.6838311292749999
ACH-000573,-0.463378387843
ACH-000576,-0.435742299596
ACH-000580,-0.403282613927
ACH-000584,-0.850235448453
ACH-000585,-1.2748310003899999
ACH-000588,-0.468360685073
ACH-000589,-0.52948011053
ACH-000591,-0.134369674764
ACH-000593,-1.1347679554
ACH-000600,-1.08077892989
ACH-000601,-0.333212104487
ACH-000604,-0.738653299757
ACH-000605,-0.7542843057690001
ACH-000606,-0.429772301222
ACH-000608,-0.7120351319930001
ACH-000614,-0.14975797888800002
ACH-000616,-0.554682121981
ACH-000618,-1.22268191619
ACH-000619,-0.561093915592
ACH-000620,-0.293986954672
ACH-000621,-0.483244487716
ACH-000622,-0.60430271011
ACH-000623,-0.425371355925
ACH-000624,-0.163499934655
ACH-000627,-1.11687325825
ACH-000630,-0.670451320973
ACH-000632,-0.132404538869
ACH-000633,-0.22769072855300002
ACH-000637,-0.234557260667
ACH-000638,-0.65198230222
ACH-000646,-0.719716932963
ACH-000647,-0.741025829828
ACH-000648,-0.547498613891
ACH-000649,-0.827487541875
ACH-000651,-0.606983242566
ACH-000652,-1.08927907987
ACH-000653,-0.370551395419
ACH-000657,-0.330044914586
ACH-000658,-0.719292239233
ACH-000661,-0.19111607889899998
ACH-000662,-0.359092784185
ACH-000663,-0.674001392835
ACH-000665,-0.6154278732630001
ACH-000671,-1.2208569207200002
ACH-000673,-0.827724951247
ACH-000676,-0.38421668801299996
ACH-000677,-0.412262420758
ACH-000681,-0.247378693343
ACH-000682,-0.672303068539
ACH-000683,-0.669670674865
ACH-000684,-0.42099056428900006
ACH-000688,-0.0570465811613
ACH-000693,-0.196708659346
ACH-000694,-0.822224691049
ACH-000695,-0.23812609089
ACH-000696,-0.179829256121
ACH-000697,-0.630712600583
ACH-000699,-0.5639888149050001
ACH-000701,-0.457257394454
ACH-000706,-0.699524834698
ACH-000711,-0.519154085206
ACH-000713,-1.05991798055
ACH-000714,-0.10282294325500001
ACH-000718,-0.297052594296
ACH-000720,-0.261487437627
ACH-000721,-0.648934203122
ACH-000724,-0.7232307157879999
ACH-000725,-0.532158151349
ACH-000732,-0.57779876093
ACH-000734,-0.626365263007
ACH-000735,-0.413873613954
ACH-000736,-1.32262781519
ACH-000738,-0.44036023325400003
ACH-000746,-0.712205114667
ACH-000747,-0.0645096005333
ACH-000748,-0.379123913225
ACH-000753,-1.19516338726
ACH-000756,-0.43812397025899996
ACH-000757,-0.44579018168300005
ACH-000758,-0.5746814498480001
ACH-000760,-0.536321840748
ACH-000763,-0.5315377643370001
ACH-000764,-0.356396935856
ACH-000765,-0.443682354171
ACH-000766,-0.5712822371090001
ACH-000767,-0.417214947629
ACH-000768,-0.515382494299
ACH-000769,-0.797165155167
ACH-000770,-0.39175344291599995
ACH-000771,-0.5949500011259999
ACH-000773,-0.328265473357
ACH-000776,-0.961471516013
ACH-000777,-0.8566029329639999
ACH-000778,-0.610226259143
ACH-000781,-0.344023645452
ACH-000782,-0.637414163254
ACH-000783,-0.636898907039
ACH-000784,-0.567182112834
ACH-000785,-0.442679815589
ACH-000787,-0.7712534107879999
ACH-000788,-0.292807886692
ACH-000791,-0.42480158488799996
ACH-000792,-0.403656280992
ACH-000794,-0.460556048296
ACH-000796,-0.966033022989
ACH-000799,-0.240237970318
ACH-000800,-0.79161310501
ACH-000802,-0.902543323062
ACH-000804,-0.7987094537549999
ACH-000805,-0.170816483789
ACH-000809,-0.607255211369
ACH-000810,0.102637904309
ACH-000811,-0.644147384209
ACH-000817,-0.638563280193
ACH-000819,-0.287222878142
ACH-000820,-0.745928983169
ACH-000821,-0.454199589912
ACH-000822,-0.34556597509099996
ACH-000823,-0.970016296949
ACH-000824,-0.619305947384
ACH-000827,-0.184693307976
ACH-000829,-0.9710363499200001
ACH-000831,-0.125134654193
ACH-000832,-0.317435008594
ACH-000833,-0.38056440295599997
ACH-000834,-0.588158689597
ACH-000835,-0.262691593547
ACH-000836,-0.949669822589
ACH-000837,-1.0777850396
ACH-000838,-1.05587499259
ACH-000839,-0.536230764845
ACH-000840,-0.41478178041
ACH-000841,-0.965657536287
ACH-000843,-1.37316536683
ACH-000846,-0.20980365345
ACH-000847,-0.6836495787360001
ACH-000848,-0.682524848055
ACH-000849,-1.00169105116
ACH-000851,-0.974820093091
ACH-000855,-0.911494940357
ACH-000856,-0.8345794341760001
ACH-000858,-1.1602731581899999
ACH-000859,-0.823381622276
ACH-000861,-0.580895122283
ACH-000862,-0.327859744281
ACH-000865,-0.453087831271
ACH-000866,-0.335071693334
ACH-000867,-0.37498247219499997
ACH-000869,-0.7953267552609999
ACH-000872,-0.403110851086
ACH-000873,-0.485225865746
ACH-000876,-0.66360863319
ACH-000878,-0.37132735477
ACH-000880,-1.07572922506
ACH-000881,0.0546211770861
ACH-000882,-0.403590796141
ACH-000884,-0.141615858501
ACH-000885,-0.20618428466699998
ACH-000887,-0.737607877702
ACH-000888,-0.358018283447
ACH-000889,-0.670843287741
ACH-000890,-0.685927823968
ACH-000896,-0.669540302056
ACH-000898,-0.5891312742670001
ACH-000900,-0.368521450712
ACH-000901,-0.47566002751100006
ACH-000905,-0.953551425579
ACH-000906,-0.210782408747
ACH-000907,-0.9770984856370001
ACH-000910,-0.5578698075540001
ACH-000911,-0.49396667784500004
ACH-000912,-0.214256010964
ACH-000913,-0.333204771852
ACH-000915,-0.333476822731
ACH-000916,-0.441357064759
ACH-000917,-1.29958734585
ACH-000921,-0.516251804775
ACH-000924,-0.434186475015
ACH-000926,-0.552143203001
ACH-000928,-0.7659261200149999
ACH-000929,-0.8561695266949999
ACH-000932,-0.765169553166
ACH-000935,-0.367991570036
ACH-000936,-0.806843231037
ACH-000937,-0.6431284620859999
ACH-000938,-0.787089971394
ACH-000939,-0.261834159153
ACH-000941,-0.393541611045
ACH-000943,-0.589406328872
ACH-000946,-0.306893748816
ACH-000947,-0.507638889425
ACH-000948,-0.644201439925
ACH-000950,-0.8438141254620001
ACH-000953,-0.432678669912
ACH-000957,-0.351290329475
ACH-000958,-0.377491672239
ACH-000960,-0.545264731133
ACH-000963,-0.645695602114
ACH-000968,-0.436105423781
ACH-000969,-0.642872531229
ACH-000973,-0.38014691173299997
ACH-000974,-0.331008483518
ACH-000975,-0.49390232443899995
ACH-000976,-0.9140509306
ACH-000978,-0.582366135272
ACH-000980,-0.250555319908
ACH-000984,-0.406469079945
ACH-000986,-0.657608436721
ACH-000988,-0.36712955946500003
ACH-000993,0.0103700299575
ACH-000994,-0.7145099003800001
ACH-000996,-0.536323143492
ACH-001001,-0.33885312207400003
ACH-001020,-0.444593358019
ACH-001028,-0.39149781521399996
ACH-001031,-0.048499016902300005
ACH-001038,-0.364020886324
ACH-001048,-0.7284104091399999
ACH-001050,-0.683094522079
ACH-001053,-0.837290644355
ACH-001054,-0.427136753147
ACH-001061,-0.805288473134
ACH-001067,-0.780249128779
ACH-001075,-0.602874098512
ACH-001096,-0.704248966103
ACH-001128,-0.553996587331
ACH-001134,-0.5458287847309999
ACH-001151,-0.826929706462
ACH-001163,-0.614607193359
ACH-001164,-0.264053717542
ACH-001173,-0.36447684646399997
ACH-001183,-0.597755537596
ACH-001184,-0.645124906095
ACH-001190,-0.312482191877
ACH-001192,-0.494437805195
ACH-001193,0.0021223350344600003
ACH-001196,-0.38779370064
ACH-001197,-0.7573723234299999
ACH-001205,-0.619885073252
ACH-001211,-0.900171782918
ACH-001212,-0.166833043695
ACH-001228,-0.59430462906
ACH-001232,-0.435369762496
ACH-001239,-0.179564125073
ACH-001274,-0.40889863072099997
ACH-001275,-0.32377784731
ACH-001277,-0.6551865246490001
ACH-001278,-0.385015739621
ACH-001280,-0.41699510215499996
ACH-001283,-0.377641373526
ACH-001289,-0.507512780211
ACH-001295,-0.43682967654
ACH-001300,-0.590374028483
ACH-001301,-0.432196302324
ACH-001302,-0.660419011334
ACH-001303,-0.851201842516
ACH-001306,-0.558000410969
ACH-001318,-0.535780199184
ACH-001322,-0.488729890238
ACH-001328,-0.79504980361
ACH-001332,-0.575503359969
ACH-001333,-0.198362385072
ACH-001336,-0.47877318814900005
ACH-001340,-0.7026115670569999
ACH-001346,-0.537922854473
ACH-001353,-1.40215609665
ACH-001354,-1.02366637293
ACH-001367,-0.47396252601899996
ACH-001368,-0.49639134167599996
ACH-001374,-0.515433346518
ACH-001375,-0.413972828152
ACH-001377,-0.6745594979549999
ACH-001380,-0.750481403724
ACH-001391,-0.60147325151
ACH-001407,-0.6082345033300001
ACH-001408,-0.669602249385
ACH-001413,-0.0328663534606
ACH-001430,-0.832614880085
ACH-001431,-0.254723234701
ACH-001450,-1.00072088673
ACH-001496,-0.708111474346
ACH-001500,-0.8213565806540001
ACH-001521,-0.753814468933
ACH-001523,-0.767774693748
ACH-001532,-0.256838620083
ACH-001536,-0.39884409509499996
ACH-001550,-0.759221470268
ACH-001552,-0.037505279249999995
ACH-001554,-0.816560006996
ACH-001645,-0.0678351198721
ACH-001654,-0.730992400869
ACH-001715,-0.09636996113669999
ACH-001735,-0.854207640424
ACH-001736,-1.16047654761
ACH-001737,-0.829421794851
ACH-001740,-0.9217567466650001
ACH-001745,-0.8821641398219999
ACH-001750,-0.216749165167
ACH-001765,-0.37703054746299997
ACH-001956,-0.39477711146600003
ACH-001957,-0.279228941691
