,SCHIP1 (29970)
ACH-000004,0.231398082804
ACH-000007,-0.028046541664100002
ACH-000009,-0.0368255870461
ACH-000011,0.21725989400100001
ACH-000012,0.13133222057399999
ACH-000013,0.298148042798
ACH-000014,-0.043152069612
ACH-000015,0.022309295888400003
ACH-000017,0.108834582237
ACH-000018,0.055290104023000004
ACH-000019,0.18920148991500002
ACH-000021,0.0381521084509
ACH-000022,0.164384762928
ACH-000025,0.0649119292244
ACH-000028,-0.235973428995
ACH-000030,0.047922999554099996
ACH-000035,-0.00681290876131
ACH-000036,0.155209658138
ACH-000037,-0.066811050276
ACH-000039,-0.131260378588
ACH-000040,-0.00727736818798
ACH-000041,0.0596683702035
ACH-000042,-0.0118960621817
ACH-000045,0.0758303164244
ACH-000047,0.00474103470509
ACH-000052,-0.14627672634400002
ACH-000053,0.0473270525133
ACH-000054,-0.149518464239
ACH-000055,0.109603240371
ACH-000060,-0.10608587602700001
ACH-000067,-0.0467091656453
ACH-000070,0.127585709814
ACH-000075,0.141954835154
ACH-000078,-0.025644678953599998
ACH-000082,0.024984913258
ACH-000085,0.258759231098
ACH-000086,0.0784113846733
ACH-000087,-0.0204450873414
ACH-000092,-0.0928890275987
ACH-000095,0.163246834477
ACH-000097,0.0762234129963
ACH-000098,0.20254750136100003
ACH-000099,0.0936637143681
ACH-000108,0.0480091283794
ACH-000113,0.0045842162009799995
ACH-000115,0.050732016568400005
ACH-000116,0.05647915287269999
ACH-000118,0.060264285643300004
ACH-000120,-0.159248220392
ACH-000123,0.149061838245
ACH-000127,0.0190451356711
ACH-000128,0.006357227056510001
ACH-000132,0.0815760064372
ACH-000133,0.2702285236
ACH-000137,0.0142182561596
ACH-000138,-0.0965240682804
ACH-000142,-0.00550600782334
ACH-000143,-0.167125599307
ACH-000146,-0.0157615274814
ACH-000148,0.0407052734695
ACH-000150,0.216257156791
ACH-000152,0.11209235856899999
ACH-000153,0.11021878209000001
ACH-000159,-0.07743710004530001
ACH-000160,-0.12339756883099999
ACH-000163,-0.0888987374529
ACH-000167,0.06937295097839999
ACH-000168,-0.16446776999
ACH-000169,0.10757110418400001
ACH-000178,0.059045256191600004
ACH-000182,0.034397494162
ACH-000183,-0.0406928356019
ACH-000188,0.0775773539885
ACH-000189,0.258557282662
ACH-000190,-0.0436131831078
ACH-000198,0.156059212231
ACH-000204,-0.28867172853
ACH-000206,-0.09032050171
ACH-000207,-0.005308788959129999
ACH-000211,0.0739226820125
ACH-000215,0.125957606604
ACH-000221,0.164096293881
ACH-000222,-0.043387789313599996
ACH-000223,0.0523585163554
ACH-000226,0.095227443533
ACH-000227,0.169160949588
ACH-000228,0.18255730317000002
ACH-000231,0.014401484752100001
ACH-000232,0.0369052593827
ACH-000233,0.10635214800000001
ACH-000234,-0.250278641617
ACH-000235,-0.0472322483556
ACH-000237,0.10469317487
ACH-000238,0.197869950244
ACH-000243,-0.0136538643004
ACH-000244,0.198150929936
ACH-000246,-0.055006200444
ACH-000248,0.0363149887985
ACH-000250,0.000553778369638
ACH-000251,0.0226761049952
ACH-000253,0.22028307095600003
ACH-000255,0.133013705067
ACH-000256,0.294561191992
ACH-000257,0.303950174434
ACH-000258,0.139061460499
ACH-000259,0.021680526489400002
ACH-000260,0.0883837289463
ACH-000261,0.08045161901839999
ACH-000262,0.0988396105223
ACH-000263,-0.10181782996099999
ACH-000264,0.100461894476
ACH-000265,-0.035828163848
ACH-000266,-0.00899417301085
ACH-000272,-0.242036231545
ACH-000273,-0.0479905665549
ACH-000274,0.034477186041
ACH-000277,0.173520159651
ACH-000278,0.241580780397
ACH-000279,-0.12102744090600001
ACH-000280,-0.05939720312530001
ACH-000281,0.118020677089
ACH-000288,0.006787221145
ACH-000291,0.129919743882
ACH-000293,-0.0998316800161
ACH-000294,0.053332119178300004
ACH-000295,-0.0575701154777
ACH-000296,-0.333815423341
ACH-000302,0.0830128536746
ACH-000304,0.0246625468554
ACH-000307,0.0029254400752099998
