,MZT2B (80097)
ACH-000004,0.310318473109
ACH-000007,-0.33896159287
ACH-000009,-0.17912517239300002
ACH-000011,-0.19233660628
ACH-000012,-0.08050360874189999
ACH-000013,0.0277388542817
ACH-000014,-0.0868886430404
ACH-000015,-0.0530720801565
ACH-000017,-0.37158188781199997
ACH-000018,-0.192355518346
ACH-000019,-0.20305153345899998
ACH-000021,0.0263196199081
ACH-000022,0.0322175499321
ACH-000025,-0.33030077966
ACH-000028,-0.13095690424
ACH-000030,-0.11828848019799999
ACH-000035,-0.027714712389700004
ACH-000036,-0.106216784755
ACH-000037,-0.14906672258
ACH-000039,-0.13697481940099998
ACH-000040,-0.513346815285
ACH-000041,-0.124846942226
ACH-000042,-0.0618808824558
ACH-000045,-0.167884493178
ACH-000047,-0.104631449951
ACH-000052,-0.5705615668680001
ACH-000053,-0.10280194793
ACH-000054,-0.146780144941
ACH-000055,-0.175131713608
ACH-000060,-0.36493245609700004
ACH-000067,-0.09590008496189999
ACH-000070,-0.337154343444
ACH-000075,-0.162393025792
ACH-000078,0.031587358936
ACH-000082,-0.302818892106
ACH-000085,-0.058033323627699994
ACH-000086,-0.12615510837899999
ACH-000087,0.0179446122458
ACH-000092,-0.265903912508
ACH-000095,-0.0012466198597899999
ACH-000097,-0.0569929478517
ACH-000098,-0.183730790358
ACH-000099,-0.18765681281500002
ACH-000108,0.0329934160451
ACH-000113,0.0722247067032
ACH-000115,0.052332181070999996
ACH-000116,-0.107009622776
ACH-000118,-0.047961259667100006
ACH-000120,-0.0648335027826
ACH-000123,-0.08794353672949999
ACH-000127,0.122724696363
ACH-000128,-0.148583078743
ACH-000132,-0.267569363726
ACH-000133,-0.263419567081
ACH-000137,0.0294801046907
ACH-000138,-0.0899284176233
ACH-000142,-0.014512912107
ACH-000143,-0.177353471068
ACH-000146,-0.0895501915792
ACH-000148,-0.0344341683312
ACH-000150,-0.155702080636
ACH-000152,-0.103140603159
ACH-000153,-0.538941471747
ACH-000159,-0.223801644386
ACH-000160,-0.105930260433
ACH-000163,-0.435214390841
ACH-000167,-0.15537303298
ACH-000168,0.028615567354599997
ACH-000169,-0.150389180041
ACH-000178,-0.00192417237521
ACH-000182,-0.045972369889400004
ACH-000183,-0.0586301614666
ACH-000188,-0.056512437511099994
ACH-000189,0.144432875816
ACH-000190,-0.406029127869
ACH-000198,-0.0199595740639
ACH-000204,-0.23653085528
ACH-000206,-0.541470398272
ACH-000207,-0.374365205088
ACH-000211,-0.326641650696
ACH-000215,-0.129116025533
ACH-000221,-0.0495472663385
ACH-000222,-0.32238605636
ACH-000223,-0.33695031268200004
ACH-000226,-0.108142533621
ACH-000227,-0.13193772436100001
ACH-000228,-0.201912119892
ACH-000231,-0.223450541698
ACH-000232,-0.0219900591757
ACH-000233,-0.0666112980934
ACH-000234,-0.187034180882
ACH-000235,-0.178584454778
ACH-000237,-0.32813202444
ACH-000238,-0.0691359817567
ACH-000243,-0.175711729791
ACH-000244,-0.036055200734199995
ACH-000246,-0.121846506763
ACH-000248,-0.291330579637
ACH-000250,-0.06540269534490001
ACH-000251,0.0910951110575
ACH-000253,-0.18359040692
ACH-000255,-0.221963415009
ACH-000256,-0.127564637276
ACH-000257,0.253198591645
ACH-000258,0.180608530981
ACH-000259,-0.164518739241
ACH-000260,-0.06915570147570001
ACH-000261,-0.135304307823
ACH-000262,-0.22310370414
ACH-000263,-0.0524748228147
ACH-000264,-0.18712143484000002
ACH-000265,-0.0702152911869
ACH-000266,-0.18478826992
ACH-000272,-0.18081447293800001
ACH-000273,-0.088980653487
ACH-000274,-0.13661926041300002
ACH-000277,-0.00410647038875
ACH-000278,-0.00379524834151
ACH-000279,-0.15429936429899999
ACH-000280,0.018725694097
ACH-000281,-0.188194182588
ACH-000288,-0.262333032042
ACH-000291,-0.14366013022399998
ACH-000293,-0.184899784938
ACH-000294,0.07355325174310001
ACH-000295,-0.021881411517099998
ACH-000296,0.116861482063
ACH-000302,-0.0506977839832
ACH-000304,0.164873121119
ACH-000307,-0.291415893102
ACH-000308,-0.154712719382
ACH-000310,-0.164680231083
ACH-000311,-0.146780693855
ACH-000312,-0.242508655154
ACH-000315,0.1875409018
ACH-000316,-0.0145473988353
ACH-000317,0.0202459088038
ACH-000318,-0.12304002984899999
ACH-000319,0.134838871475
ACH-000320,-0.296178177287
ACH-000322,-0.357757362527
ACH-000323,-0.0602612325441
ACH-000324,-0.114789527815
ACH-000329,-0.224876578704
ACH-000330,-0.211342370902
ACH-000331,-0.256207142163
ACH-000332,-0.189601656166
ACH-000334,0.16807862007399998
ACH-000335,-0.5507809182010001
ACH-000336,0.018227082428299998
ACH-000337,-0.07714485639610001
ACH-000339,-0.20836315873599998
ACH-000341,-0.403043534017
ACH-000348,-0.206333599685
ACH-000350,-0.16669114096100002
ACH-000352,-0.184376899921
ACH-000356,0.0459130273206
ACH-000361,-0.27017023933400003
ACH-000362,0.0591147160718
ACH-000363,0.0457768879639
ACH-000364,-0.183226778831
ACH-000365,-0.024890313530700002
ACH-000366,-0.216542065685
ACH-000368,-0.35579557334899997
ACH-000374,-0.28969444438999997
ACH-000375,-0.20654405971999998
ACH-000376,-0.151295702557
ACH-000381,-0.09775714202539999
ACH-000383,-0.161429257956
ACH-000387,-0.062144148992099996
ACH-000389,-0.061892526447
ACH-000390,-0.156059677892
ACH-000393,-0.36744862028999997
ACH-000395,-0.171031384756
ACH-000397,-0.157508587326
ACH-000401,-0.0637759427149
ACH-000402,-0.521182109548
ACH-000403,-0.272643710867
ACH-000404,0.0921403469434
ACH-000406,-0.040210028628500004
ACH-000407,-0.0402031689976
ACH-000408,0.0738340529506
ACH-000410,-0.102192263529
ACH-000411,-0.23929108880199998
ACH-000414,-0.178859341545
ACH-000415,-0.167864756233
ACH-000416,-0.118600336816
ACH-000420,-0.179491806348
ACH-000421,-0.051718659443800004
ACH-000424,-0.026052770681300002
ACH-000425,-0.294932030458
ACH-000426,-0.317814697126
ACH-000427,-0.118650269798
ACH-000433,-0.045857133132300006
ACH-000436,-0.343688253843
ACH-000444,-0.110649201953
ACH-000445,-0.544347632261
ACH-000448,-0.00664871334848
ACH-000450,0.00419161875806
ACH-000452,-0.118321241606
ACH-000454,-0.28313144060400003
ACH-000458,-0.20251495290899998
ACH-000459,0.17401139019200002
ACH-000460,-0.0840746642048
ACH-000461,-0.343440994084
ACH-000463,-0.029142184808900004
ACH-000464,-0.38870118761399997
ACH-000466,-0.10339572021099999
ACH-000467,-0.156157610935
ACH-000468,-0.07331235326989999
ACH-000469,-0.147535576527
ACH-000470,-0.127287209448
ACH-000471,-0.0790767329864
ACH-000472,-0.103076891083
ACH-000473,-0.17289727119399997
ACH-000475,-0.105598535371
ACH-000476,-0.0606113835758
ACH-000477,-0.121933645544
ACH-000480,-0.23392523360300002
ACH-000481,-0.169507188072
ACH-000483,-0.10969430974300001
ACH-000484,0.20028619122000002
ACH-000485,-0.285798373662
ACH-000486,-0.10621850366
ACH-000487,0.0733095218878
ACH-000488,0.0639194754696
ACH-000490,-0.16825902448
ACH-000491,-0.30792989417399996
ACH-000495,-0.29184050201
ACH-000496,-0.322299665259
ACH-000499,0.254682006423
ACH-000500,-0.785757343818
ACH-000502,0.058159940068100005
ACH-000503,-0.385868639748
ACH-000505,-0.10255365231699999
ACH-000507,0.08191199690489999
ACH-000510,-0.301918302847
ACH-000511,-0.192960621031
ACH-000512,-0.36277342039000005
ACH-000516,-0.217083785691
ACH-000517,-0.061304985587999995
ACH-000518,-0.23163338998000002
ACH-000520,-0.218551996688
ACH-000521,-0.10981289057499999
ACH-000522,-0.0966032098204
ACH-000524,-0.09709935313750001
ACH-000527,-0.0063721498209900005
ACH-000528,-0.0442843466041
ACH-000537,-0.09172272228610001
ACH-000541,-0.382715637479
ACH-000542,0.0035163900792900002
ACH-000544,-0.26402426837799997
ACH-000545,-0.038328161643800006
ACH-000547,-0.17593987545899997
ACH-000548,-0.328408986839
ACH-000549,-0.306163549087
ACH-000550,0.073699037097
ACH-000552,-0.224717702477
ACH-000556,-0.0529983626311
ACH-000557,0.0684118150863
ACH-000570,-0.0776669151644
ACH-000571,0.138561406435
ACH-000573,-0.0114781344395
ACH-000576,-0.195925397372
ACH-000580,0.192141793264
ACH-000584,-0.125474245864
