,GRIK2 (2898)
ACH-000004,-0.132599023437
ACH-000007,0.021700200433900002
ACH-000009,-0.0587923959096
ACH-000011,0.28508467268599996
ACH-000012,-0.041216821496099995
ACH-000013,0.20311568859
ACH-000014,0.054753236189299996
ACH-000015,0.21729499145
ACH-000017,-0.0830551326342
ACH-000018,0.287152158428
ACH-000019,0.20899154058
ACH-000021,-0.08290599521919999
ACH-000022,0.158935414343
ACH-000025,0.245931421036
ACH-000028,0.114538413857
ACH-000030,0.0349445288859
ACH-000035,0.0863748503249
ACH-000036,0.20016239959600002
ACH-000037,0.12390953985400001
ACH-000039,-0.124407335882
ACH-000040,0.19667531440699998
ACH-000041,0.14158262668500002
ACH-000042,-0.0291409371905
ACH-000045,0.262323196744
ACH-000047,0.164954508232
ACH-000052,0.299587400761
ACH-000053,0.096247196884
ACH-000054,0.08536690404069999
ACH-000055,0.343572933289
ACH-000060,0.158668346458
ACH-000067,0.201008294978
ACH-000070,0.11041299051100001
ACH-000075,0.264970137626
ACH-000078,-0.107127620552
ACH-000082,0.162781102434
ACH-000085,0.23053923973
ACH-000086,0.274464998468
ACH-000087,0.185856430261
ACH-000092,0.24986808295899998
ACH-000095,-0.0587795230969
ACH-000097,0.101445123064
ACH-000098,0.0676380386092
ACH-000099,0.071842024837
ACH-000108,0.0460598010645
ACH-000113,0.131518923088
ACH-000115,0.221086955073
ACH-000116,0.225521596994
ACH-000118,-0.0474189599872
ACH-000120,-0.11328985375600001
ACH-000123,0.0453920061384
ACH-000127,0.241588855031
ACH-000128,0.266678119821
ACH-000132,-0.157555388139
ACH-000133,0.155381570607
ACH-000137,0.278915687972
ACH-000138,-0.05202241927540001
ACH-000142,0.248712090757
ACH-000143,0.256085079219
ACH-000146,0.0317283783705
ACH-000148,0.151888443772
ACH-000150,0.150828431316
ACH-000152,0.348437663472
ACH-000153,0.229170437764
ACH-000159,0.15870921976500002
ACH-000160,0.076928947025
ACH-000163,0.11351229886700001
ACH-000167,0.036662367379
ACH-000168,0.33473891687199997
ACH-000169,0.282677540879
ACH-000178,0.163609737261
ACH-000182,0.153772308673
ACH-000183,0.0388556305097
ACH-000188,0.10600407179099999
ACH-000189,0.565227671658
ACH-000190,0.267838985295
ACH-000198,0.139815601239
ACH-000204,0.0228966023122
ACH-000206,0.0933585866749
ACH-000207,0.04381113017990001
ACH-000211,0.269827895005
ACH-000215,0.20247430706500003
ACH-000221,0.155705883603
ACH-000222,0.0531704432355
ACH-000223,0.201798535991
ACH-000226,-0.0326082063486
ACH-000227,-0.249521911334
ACH-000228,0.124940568686
ACH-000231,0.182953839097
ACH-000232,0.104374148495
ACH-000233,0.269403849901
ACH-000234,-0.025650676765099998
ACH-000235,0.0580046024032
ACH-000237,0.134641460276
ACH-000238,0.311701276434
ACH-000243,0.018331132247099997
ACH-000244,0.34552233873800003
ACH-000246,0.166906498245
ACH-000248,0.13115231244
ACH-000250,0.19076683578499998
ACH-000251,0.0821614463385
ACH-000253,0.22012357699299998
ACH-000255,0.205189462675
ACH-000256,0.12057619184599999
ACH-000257,0.24312855631400002
ACH-000258,-0.05907963308119999
ACH-000259,-0.00917822269415
ACH-000260,0.106086675104
ACH-000261,0.17601369508200002
ACH-000262,0.059869365694000004
ACH-000263,0.524046182063
ACH-000264,0.149923966426
ACH-000265,-0.0360728503138
ACH-000266,-0.05030677072380001
ACH-000272,0.21867201691
ACH-000273,0.0905760753356
ACH-000274,0.183162723539
ACH-000277,0.334059435335
ACH-000278,0.07505670924999999
ACH-000279,0.029663575752599997
ACH-000280,0.22389920229899998
ACH-000281,-0.0310861944783
ACH-000288,0.11466522630100001
ACH-000291,0.245894128603
ACH-000293,0.34595843258299996
ACH-000294,-0.212443895321
ACH-000295,0.268841866838
ACH-000296,0.0268462653526
ACH-000302,0.300738255247
ACH-000304,-0.208304731631
ACH-000307,0.207555718213
ACH-000308,0.213785942237
ACH-000310,-0.237568282417
ACH-000311,-0.0698048988166
ACH-000312,0.0687521925436
ACH-000315,0.245008791459
ACH-000316,0.195934160692
ACH-000317,0.0265456420247
ACH-000318,0.167706926434
ACH-000319,0.219350280986
ACH-000320,-0.410678888472
ACH-000322,0.0570389693834
ACH-000323,0.454592252257
ACH-000324,-0.0662196961319
ACH-000329,0.148596970698
ACH-000330,0.315277212239
ACH-000331,0.13504720858
ACH-000332,0.0669589223274
ACH-000334,0.0603728977168
ACH-000335,0.425285377115
ACH-000336,0.125691404785
ACH-000337,0.330276573532
ACH-000339,0.048203738260199996
ACH-000341,-0.171059816946
ACH-000348,0.13107383847
ACH-000350,0.06294500932409999
ACH-000352,0.286867614815
ACH-000356,0.09376333052889999
ACH-000361,-0.00966005291617
ACH-000362,0.0584927891441
ACH-000363,0.187512699007
ACH-000364,0.157224429677
ACH-000365,0.16349699297
ACH-000366,0.15223202601299998
ACH-000368,0.34026897753300006
ACH-000374,0.256157673894
ACH-000375,0.225028665473
ACH-000376,0.17354687302900001
ACH-000381,0.13362078918099998
ACH-000383,0.062487071034199995
ACH-000387,0.132466747475
ACH-000389,0.0771222610135
ACH-000390,0.016389347000200002
ACH-000393,0.12325469912
ACH-000395,-0.0506570088617
ACH-000397,0.19053097605099997
ACH-000401,0.19435535767
ACH-000402,0.141630294319
ACH-000403,0.0387551902277
ACH-000404,0.0278406780723
ACH-000406,0.08536813082280001
ACH-000407,0.154379064929
ACH-000408,0.337881889793
ACH-000410,0.18571156336800002
ACH-000411,0.176878547148
ACH-000414,-0.100272757433
ACH-000415,0.08442116592070001
ACH-000416,0.132501569558
ACH-000420,0.135552803732
ACH-000421,0.00735080907853
ACH-000424,0.277450619412
ACH-000425,0.10806904806399999
ACH-000426,0.511818310101
ACH-000427,0.416087533153
ACH-000433,0.169124511622
ACH-000436,0.279228442751
ACH-000444,0.0991379044909
ACH-000445,0.24198641615699998
ACH-000448,0.0747180165037
ACH-000450,0.143636150734
ACH-000452,0.0714176854847
ACH-000454,0.166525584208
ACH-000458,0.18761415267700002
ACH-000459,0.36481672620300004
ACH-000460,0.103440823517
ACH-000461,0.16737267066199998
ACH-000463,0.159043542853
ACH-000464,0.304084850543
ACH-000466,0.239088637485
ACH-000467,-0.0323794672156
ACH-000468,0.00888503437728
ACH-000469,0.15480763641200002
ACH-000470,0.033042614518900004
ACH-000471,0.10932411835999999
ACH-000472,0.216711578889
ACH-000473,0.385637524534
ACH-000475,0.202934442291
ACH-000476,0.160344387428
ACH-000477,0.158458427112
ACH-000480,0.276443683478
ACH-000481,0.062461812946800005
ACH-000483,0.268132510265
ACH-000484,0.232546591709
ACH-000485,-0.0288832324545
ACH-000486,0.166025990248
ACH-000487,0.075966480214
ACH-000488,0.0817879802175
ACH-000490,0.11765483845000001
ACH-000491,-0.050410835950999995
ACH-000495,0.160598299887
ACH-000496,-0.0429787285833
ACH-000499,0.349162466008
ACH-000500,0.546642744104
ACH-000502,-0.0113821335248
ACH-000503,0.204481926338
ACH-000505,-0.000796481802266
ACH-000507,0.164709106074
ACH-000510,0.21993404600000002
ACH-000511,0.0831840733827
ACH-000512,-0.0744616008903
ACH-000516,-0.025664574730599996
ACH-000517,-0.065428879331
ACH-000518,0.232376304683
ACH-000520,0.389229057117
