,S100A5 (6276)
ACH-000004,-0.25205201386
ACH-000007,-0.0783266838523
ACH-000009,-0.401556603258
ACH-000011,-0.18970560658399999
ACH-000012,-0.17556300834000002
ACH-000013,-0.176077730273
ACH-000014,-0.180321028039
ACH-000015,-0.12408692414999999
ACH-000017,-0.098479495306
ACH-000018,-0.147620158082
ACH-000019,-0.385241441603
ACH-000021,-0.129551168087
ACH-000022,-0.060260818698000006
ACH-000025,-0.20203022658300002
ACH-000028,-0.182780657988
ACH-000030,-0.19362280558800002
ACH-000035,-0.17514412419
ACH-000036,0.036828123764
ACH-000037,-0.0548631340871
ACH-000039,-0.0847922812144
ACH-000040,-0.0881715453305
ACH-000041,-0.289126476503
ACH-000042,-0.0868324222483
ACH-000045,-0.152220998512
ACH-000047,-0.101103015164
ACH-000052,-0.240605237482
ACH-000053,-0.057875827772500006
ACH-000054,0.059212989155800005
ACH-000055,-0.5920975345539999
ACH-000060,-0.127244065023
ACH-000067,-0.10190245544299999
ACH-000070,-0.144085218366
ACH-000075,-0.07911754440589999
ACH-000078,-0.231794853962
ACH-000082,0.0228141171378
ACH-000085,-0.45665958987300004
ACH-000086,-0.348764694514
ACH-000087,-0.048839601266599995
ACH-000092,-0.22133883519900002
ACH-000095,-0.13759324650000002
ACH-000097,-0.289321181085
ACH-000098,-0.229787294746
ACH-000099,-0.227327310577
ACH-000108,-0.071631018873
ACH-000113,-0.225143337194
ACH-000115,-0.151019160109
ACH-000116,-0.228289820732
ACH-000118,-0.165638920116
ACH-000120,-0.143414903462
ACH-000123,-0.130709270224
ACH-000127,-0.116782089245
ACH-000128,0.0310105900754
ACH-000132,-0.220073712021
ACH-000133,-0.25250825914999997
ACH-000137,-0.304246132851
ACH-000138,-0.10622722197899999
ACH-000142,-0.184863698558
ACH-000143,-0.264874270049
ACH-000146,-0.17401148373599998
ACH-000148,-0.23332874158599998
ACH-000150,-0.24327547914
ACH-000152,-0.170436926745
ACH-000153,-0.19914645875999998
ACH-000159,-0.273072580337
ACH-000160,-0.234110439226
ACH-000163,-0.40177664401
ACH-000167,-0.514319170202
ACH-000168,-0.166672744943
ACH-000169,-0.037694211244099995
ACH-000178,0.0189004999898
ACH-000182,-0.112253599256
ACH-000183,-0.290147367068
ACH-000188,-0.197284667491
ACH-000189,-0.17659719060600002
ACH-000190,0.0547871065855
ACH-000198,-0.21257683763799998
ACH-000204,0.54032022499
ACH-000206,-0.19681360304499998
ACH-000207,0.176745115379
ACH-000211,-0.199637201932
ACH-000215,-0.20331369107099997
ACH-000221,-0.18660365445399998
ACH-000222,-0.25350386233399996
ACH-000223,-0.231649048217
ACH-000226,-0.313817633143
ACH-000227,-0.26128503006
ACH-000228,-0.25069387751
ACH-000231,-0.20011148252900002
ACH-000232,-0.142229244012
ACH-000233,-0.0371703118442
ACH-000234,-0.25984554320799996
ACH-000235,-0.09646584796499999
ACH-000237,-0.026679216790400005
ACH-000238,-0.0684225353668
ACH-000243,-0.170771836067
ACH-000244,0.0220246951139
ACH-000246,-0.118456344561
ACH-000248,-0.22895752371800002
ACH-000250,-0.06952972001510001
ACH-000251,-0.42599975250100003
ACH-000253,0.035402510975199995
ACH-000255,-0.177272255119
ACH-000256,-0.070715077372
ACH-000257,0.0136570287564
ACH-000258,-0.0879892826394
ACH-000259,-0.214527921826
ACH-000260,-0.1294583485
ACH-000261,-0.160979541924
ACH-000262,-0.23999930108000003
ACH-000263,-0.43417670080399995
ACH-000264,-0.267264733494
ACH-000265,-0.0410158364776
ACH-000266,-0.147172823432
ACH-000272,-0.325784034933
ACH-000273,-0.11042543755
ACH-000274,-0.026877041658600002
ACH-000277,-0.319650116237
ACH-000278,-0.0396875646876
ACH-000279,0.0713102919264
ACH-000280,-0.206934497728
ACH-000281,-0.243564531719
ACH-000288,-0.14013782638
ACH-000291,-0.059022649563
ACH-000293,0.058279196514300004
ACH-000294,-0.240313791582
ACH-000295,0.0024387122422600003
ACH-000296,-0.0766338240804
ACH-000302,-0.14695891395400001
ACH-000304,0.21795747125999998
ACH-000307,-0.167164286401
ACH-000308,-0.214920899645
ACH-000310,-0.299458037116
ACH-000311,-0.310357073361
ACH-000312,-0.16417977532
ACH-000315,0.13447905650699998
ACH-000316,-0.101103727352
ACH-000317,-0.157863819618
ACH-000318,-0.35715983449100003
ACH-000319,-0.223444754469
ACH-000320,-0.319998385943
ACH-000322,-0.0847146076542
ACH-000323,-0.0986086389071
ACH-000324,-0.0767719089024
ACH-000329,-0.153156164985
ACH-000330,-0.363680808778
ACH-000331,-0.13116134232
ACH-000332,-0.16866310908100002
ACH-000334,-0.323948338198
ACH-000335,-0.276374514623
ACH-000336,-0.377721494555
ACH-000337,-0.41077135954800004
ACH-000339,-0.0946601070211
ACH-000341,-0.33471439055999996
ACH-000348,-0.229164665516
ACH-000350,-0.299191764967
ACH-000352,-0.262586312859
ACH-000356,-0.348213681113
ACH-000361,-0.295952472839
ACH-000362,-0.1917354434
ACH-000363,-0.149707636728
ACH-000364,-0.131892459204
ACH-000365,-0.12084012216800001
ACH-000366,-0.0912214787201
ACH-000368,-0.076902078933
ACH-000374,-0.0733411862554
ACH-000375,0.00883290636283
ACH-000376,-0.144275826153
ACH-000381,-0.296791963087
ACH-000383,-0.286811858051
ACH-000387,-0.205422894455
ACH-000389,-0.120953302317
ACH-000390,-0.434154956808
ACH-000393,-0.110811643343
ACH-000395,-0.154103194266
ACH-000397,-0.08565215595
ACH-000401,-0.226456157831
ACH-000402,-0.275300981126
ACH-000403,-0.266216129254
ACH-000404,-0.0719858406558
ACH-000406,-0.155433779212
ACH-000407,-0.34949721324
ACH-000408,-0.333375178922
ACH-000410,-0.217061204854
ACH-000411,-0.046488385857
ACH-000414,-0.0661298786696
ACH-000415,-0.15427978083799998
ACH-000416,-0.393958158707
ACH-000420,-0.0689689574099
ACH-000421,-0.241198170305
ACH-000424,-0.0533141133208
ACH-000425,-0.158815963858
ACH-000426,-0.503236988404
ACH-000427,-0.234451790429
ACH-000433,-0.058517131942800005
ACH-000436,-0.08144972556800001
ACH-000444,-0.354477984576
ACH-000445,-0.259627095817
ACH-000448,-0.03724145014809999
ACH-000450,0.244593430606
ACH-000452,-0.160139167276
ACH-000454,-0.274010903562
ACH-000458,-0.30588802791299996
ACH-000459,0.156399859902
ACH-000460,-0.09203373968520001
ACH-000461,0.023149050988699998
ACH-000463,0.008321867683720001
ACH-000464,-0.228213174551
ACH-000466,-0.22651087452100002
ACH-000467,-0.308030742817
ACH-000468,-0.205103686047
ACH-000469,-0.114870795654
ACH-000470,-0.197572452619
ACH-000471,-0.14898845046700002
ACH-000472,-0.18386034726199998
ACH-000473,-0.0641583840569
ACH-000475,-0.07678917191410001
ACH-000476,-0.140124531299
ACH-000477,-0.18893852210999998
ACH-000480,-0.119269816969
ACH-000481,-0.37708529869999996
ACH-000483,-0.381699351091
ACH-000484,-0.181735737804
ACH-000485,-0.00538296156767
ACH-000486,-0.191989825352
ACH-000487,-0.045122148096300004
ACH-000488,-0.20062824051699998
ACH-000490,-0.0766746799537
ACH-000491,-0.173523646465
ACH-000495,-0.176828163824
ACH-000496,-0.192769111314
ACH-000499,-0.211262084422
ACH-000500,0.0419851914647
ACH-000502,-0.06479432161309999
ACH-000503,-0.353520225263
ACH-000505,-0.11699602839000002
ACH-000507,-0.132633482614
ACH-000510,-0.190301921339
ACH-000511,-0.060915930120900005
ACH-000512,-0.201109282258
ACH-000516,-0.11513338328
ACH-000517,-0.121044304642
ACH-000518,-0.204116428175
ACH-000520,-0.212429313592
ACH-000521,-0.182863218343
ACH-000522,-0.183570254436
ACH-000524,-0.09500388024970001
ACH-000527,-0.234803203691
ACH-000528,-0.214185777059
ACH-000537,-0.222481852927
ACH-000541,-0.126305796603
ACH-000542,-0.130566128216
ACH-000544,-0.273456884741
ACH-000545,-0.239960365927
ACH-000547,-0.165857011112
ACH-000548,-0.21812316790199998
ACH-000549,-0.114482386129
ACH-000550,-0.012463982261000001
ACH-000552,-0.27533629804299997
ACH-000556,-0.266735689158
ACH-000557,-0.211800150739
ACH-000570,-0.0605528205667
ACH-000571,-0.232690592434
ACH-000573,-0.315828267055
ACH-000576,-0.353323262496
ACH-000580,-0.034521344559199994
ACH-000584,-0.16981458034299998
ACH-000585,-0.24333320728399999
ACH-000588,-0.502668463141
ACH-000589,-0.169787692939
ACH-000591,-0.06904563245039999
ACH-000593,-0.09808167890990001
ACH-000600,-0.154575594911
ACH-000601,-0.18638759587499998
ACH-000604,-0.211815036397
ACH-000605,-0.41503678174900005
ACH-000606,-0.110730258134
ACH-000608,0.09929442389030001
ACH-000614,-0.0736175371281
ACH-000616,-0.137215204693
ACH-000618,-0.183032288725
ACH-000619,-0.218159327656
ACH-000620,-0.159103910266
ACH-000621,-0.026895260279799996
ACH-000622,-0.038453987361199995
ACH-000623,0.0700137844868
ACH-000624,-0.140387539323
ACH-000627,-0.21268391802499997
ACH-000630,-0.161332753013
ACH-000632,0.0032710111210000003
ACH-000633,-0.271869417176
ACH-000637,-0.055091080962500004
ACH-000638,-0.207322370081
ACH-000646,-0.310027870285
ACH-000647,-0.235976241794
ACH-000648,-0.0664429076647
ACH-000649,-0.0962763368203
ACH-000651,-0.279450269143
ACH-000652,-0.256649302347
ACH-000653,-0.201214539254
ACH-000657,-0.189537096424
ACH-000658,-0.31045626896899997
ACH-000661,-0.294703496085
ACH-000662,-0.398139323891
ACH-000663,-0.286195950172
ACH-000665,-0.255944907062
ACH-000671,-0.22149813039799998
ACH-000673,-0.100335237379
ACH-000676,-0.315550588499
ACH-000677,-0.169158482865
ACH-000681,-0.119892288864
ACH-000682,-0.268042703009
ACH-000683,-0.450660007332
ACH-000684,-0.17501094588500002
ACH-000688,-0.00328448827068
ACH-000693,-0.114479107794
ACH-000694,-0.06956964492930001
ACH-000695,-0.17843903937
ACH-000696,-0.11500823469699999
ACH-000697,-0.44841942680299995
ACH-000699,-0.158675758457
ACH-000701,-0.279616987183
ACH-000706,-0.08779126518819999
ACH-000711,-0.17939139997900003
ACH-000713,-0.344879755616
ACH-000714,-0.237445023301
ACH-000718,-0.121896505176
ACH-000720,-0.17201958062
ACH-000721,-0.24308202647100002
ACH-000724,0.083442281896
ACH-000725,-0.423980309921
ACH-000732,-0.183428572995
ACH-000734,-0.27181341296399997
ACH-000735,-0.300031644591
ACH-000736,-0.0403065293555
ACH-000738,-0.115241919641
ACH-000746,-0.244978258457
ACH-000747,-0.177049670575
ACH-000748,-0.174041122991
ACH-000753,-0.282502143389
ACH-000756,-0.418264748689
ACH-000757,0.0008526707117519999
ACH-000758,-0.11750967268
ACH-000760,-0.37491513498499995
ACH-000763,-0.136332895261
ACH-000764,-0.0960064993228
ACH-000765,-0.274261119054
ACH-000766,0.0485547379237
ACH-000767,-0.216217747389
ACH-000768,0.00948957817576
ACH-000769,-0.022970019878500003
ACH-000770,-0.166025347775
ACH-000771,-0.210510099465
