,NOXO1 (124056)
ACH-000004,0.0343701077896
ACH-000007,-0.10389476384600001
ACH-000009,0.13873927129
ACH-000011,-0.249188914373
ACH-000012,-0.150303828187
ACH-000013,-0.0940390851117
ACH-000014,-0.15092789763199999
ACH-000015,-0.372554114748
ACH-000017,-0.0702034259948
ACH-000018,-0.010899673793600002
ACH-000019,-0.0503782031717
ACH-000021,-0.20037621246800003
ACH-000022,-0.174137594902
ACH-000025,-0.26569176479
ACH-000028,-0.051988246465800005
ACH-000030,0.026407242225200002
ACH-000035,0.0404036042536
ACH-000036,-0.481986536786
ACH-000037,-0.0992769223032
ACH-000039,-0.067195504801
ACH-000040,-0.102108119506
ACH-000041,0.0024898146675100003
ACH-000042,0.13176534657800001
ACH-000045,-0.00147561641136
ACH-000047,-0.280203966825
ACH-000052,-0.31612537656100004
ACH-000053,-0.18541125899
ACH-000054,-0.197334810668
ACH-000055,0.156692543998
ACH-000060,-0.257767109129
ACH-000067,-0.267401340128
ACH-000070,-0.252415173244
ACH-000075,-0.19577989999099998
ACH-000078,-0.0974652803785
ACH-000082,-0.131529997264
ACH-000085,-0.0046797466459499995
ACH-000086,-0.11438378443700001
ACH-000087,0.012927388372500001
ACH-000092,-0.120694153522
ACH-000095,-0.213128635575
ACH-000097,-0.106285932073
ACH-000098,-0.0777102048478
ACH-000099,-0.140294055371
ACH-000108,-0.21292614261
ACH-000113,-0.006629539209970001
ACH-000115,-0.17532728314800003
ACH-000116,-0.129714764699
ACH-000118,-0.152169521328
ACH-000120,-0.181096783713
ACH-000123,-0.256058471412
ACH-000127,-0.127239220278
ACH-000128,-0.0724228985399
ACH-000132,-0.154443191415
ACH-000133,-0.223843554706
ACH-000137,-0.348612951839
ACH-000138,-0.11073468559
ACH-000142,0.0330901053682
ACH-000143,0.13469187762499998
ACH-000146,-0.180123080468
ACH-000148,-0.276869615255
ACH-000150,-0.295021535555
ACH-000152,-0.218751616437
ACH-000153,-0.0988304704187
ACH-000159,-0.11400534456700001
ACH-000160,-0.019812346907400004
ACH-000163,-0.0061739237887100005
ACH-000167,0.086589772193
ACH-000168,-0.0915994915408
ACH-000169,-0.222777820115
ACH-000178,-0.09587318660489999
ACH-000182,-0.0403778805728
ACH-000183,-0.09587668656460001
ACH-000188,-0.0790959429352
ACH-000189,-0.470740616586
ACH-000190,0.04839240359849999
ACH-000198,-0.148982352831
ACH-000204,0.0749351407496
ACH-000206,-0.266830708018
ACH-000207,-0.258136455748
ACH-000211,-0.0931250736771
ACH-000215,-0.141961198202
ACH-000221,-0.00031552212865599996
ACH-000222,0.025897543481499998
ACH-000223,-0.011021183537
ACH-000226,-0.013493290521599999
ACH-000227,-0.13208967007
ACH-000228,-0.0297317326303
ACH-000231,-0.0509910159029
ACH-000232,-0.208494443504
ACH-000233,-0.0333245103692
ACH-000234,0.00398831628388
ACH-000235,-0.145709265911
ACH-000237,0.0044177779685
ACH-000238,-0.21219087395
ACH-000243,0.0725589147464
ACH-000244,-0.326808356987
ACH-000246,-0.15535668965299998
ACH-000248,-0.110455478081
ACH-000250,-0.16790146577799997
ACH-000251,0.198239196062
ACH-000253,-0.264745062333
ACH-000255,0.137683719611
ACH-000256,-0.014970796460200001
ACH-000257,-0.130381285381
ACH-000258,-0.41849528301600003
