,MAPT (4137)
ACH-000004,-0.049148019459
ACH-000007,-0.147614876131
ACH-000009,-0.43693048748400004
ACH-000011,0.0238743502709
ACH-000012,-0.349869990462
ACH-000013,-0.183347532467
ACH-000014,-0.146072210361
ACH-000015,-0.128189599967
ACH-000017,-0.09206519716469999
ACH-000018,-0.07513699202139999
ACH-000019,-0.118194696289
ACH-000021,-0.101580875662
ACH-000022,-0.207548840035
ACH-000025,-0.050578783754599996
ACH-000028,-0.148782881002
ACH-000030,-0.32849114288000003
ACH-000035,-0.23472010051199999
ACH-000036,-0.21293247329999998
ACH-000037,-0.0119029835103
ACH-000039,-0.165212657811
ACH-000040,-0.077793417408
ACH-000041,-0.208699528329
ACH-000042,-0.322203113185
ACH-000045,-0.13122550255
ACH-000047,-0.318404944774
ACH-000052,-0.127721296603
ACH-000053,-0.171094869018
ACH-000054,-0.288892616446
ACH-000055,-0.320714865123
ACH-000060,-0.15693409964299998
ACH-000067,-0.32601369804200003
ACH-000070,-0.408226344423
ACH-000075,0.0125538872453
ACH-000078,-0.11787742052200001
ACH-000082,-0.0188515745912
ACH-000085,0.117790201031
ACH-000086,-0.154150722111
ACH-000087,-0.45289358993
ACH-000092,-0.0277489822855
ACH-000095,-0.184062246173
ACH-000097,-0.205412477139
ACH-000098,-0.17836256217
ACH-000099,-0.22671249792
ACH-000108,-0.0494646813627
ACH-000113,-0.258543365197
ACH-000115,-0.223721342471
ACH-000116,-0.35124103357500003
ACH-000118,-0.250914636011
ACH-000120,-0.11671170501599999
ACH-000123,-0.312540151398
ACH-000127,-0.0596174773777
ACH-000128,-0.133960098519
ACH-000132,-0.0172029601212
ACH-000133,-0.302972581224
ACH-000137,-0.251773262257
ACH-000138,-0.159703960694
ACH-000142,-0.39592154773000005
ACH-000143,-0.166861451756
ACH-000146,-0.0696742133873
ACH-000148,-0.131012691761
ACH-000150,-0.146514345304
ACH-000152,-0.259949143634
ACH-000153,-0.27866211024500004
ACH-000159,-0.20325294826200002
ACH-000160,-0.162421516545
ACH-000163,-0.34993168233800004
ACH-000167,0.030787320041400005
ACH-000168,-0.308793899808
ACH-000169,-0.022271181759900005
ACH-000178,0.025850891097
ACH-000182,-0.215512741261
ACH-000183,-0.226118580112
ACH-000188,-0.15697458105999998
ACH-000189,-0.0594192186632
ACH-000190,-0.18280459174400002
ACH-000198,-0.0322048194511
ACH-000204,-0.214692667126
ACH-000206,-0.0810915738483
ACH-000207,-0.14336858783
ACH-000211,-0.15595163915
ACH-000215,-0.197199451789
ACH-000221,-0.186704395954
ACH-000222,-0.138572472193
ACH-000223,-0.04690149248869999
ACH-000226,-0.00906632160785
ACH-000227,-0.025798849701200003
ACH-000228,-0.0267012190375
ACH-000231,-0.14601003920999997
ACH-000232,-0.0577794753677
ACH-000233,-0.175920902349
ACH-000234,-0.10198736528300001
ACH-000235,-0.134490380799
ACH-000237,-0.175989476969
ACH-000238,-0.451986727306
ACH-000243,-0.265845202614
ACH-000244,-0.104774550791
ACH-000246,0.0126153609632
ACH-000248,-0.251534842447
ACH-000250,-0.253002784903
ACH-000251,-0.301071831475
ACH-000253,-0.27780712856199996
ACH-000255,-0.219751012119
ACH-000256,-0.451624591713
ACH-000257,-0.146912859282
ACH-000258,0.20040274020399998
ACH-000259,-0.245350867307
ACH-000260,-0.117389639356
ACH-000261,-0.09861994772839999
ACH-000262,-0.33443748561500003
ACH-000263,-0.10942693156700001
ACH-000264,-0.13143089607300001
ACH-000265,-0.17965578068399998
ACH-000266,-0.09295621327960002
ACH-000272,-0.20270317477000002
ACH-000273,-0.164077798489
ACH-000274,-0.184240059243
ACH-000277,-0.104442988817
ACH-000278,-0.16190456181399998
ACH-000279,-0.232707555466
ACH-000280,-0.17234702633699997
ACH-000281,-0.134660569151
ACH-000288,-0.373305626513
ACH-000291,-0.164629707316
ACH-000293,-0.334755869927
ACH-000294,-0.26659477226
ACH-000295,-0.289349013969
ACH-000296,-0.479539646484
ACH-000302,-0.13569715032
ACH-000304,-0.061261694205599994
ACH-000307,-0.257448337882
ACH-000308,-0.287709707739
ACH-000310,-0.122322210388
ACH-000311,-0.0636833257774
ACH-000312,-0.09825985733999999
ACH-000315,-0.24372190435199997
ACH-000316,-0.257967656265
ACH-000317,-0.0605064845036
ACH-000318,-0.00877171113823
ACH-000319,-0.153620570919
ACH-000320,-0.046188728120300004
ACH-000322,-0.161922144715
ACH-000323,-0.255119092767
ACH-000324,-0.0484489907304
ACH-000329,-0.151948155867
ACH-000330,-0.120188894997
ACH-000331,-0.06917478033300001
ACH-000332,-0.101266444827
ACH-000334,-0.379616481473
ACH-000335,-0.26688735671700003
ACH-000336,-0.269476305568
ACH-000337,-0.333199146949
ACH-000339,-0.142734390526
ACH-000341,-0.035754154972999996
ACH-000348,-0.135105555499
ACH-000350,-0.0724855138304
ACH-000352,-0.107628155128
ACH-000356,-0.529989903824
ACH-000361,-0.196189678951
ACH-000362,-0.08918387125430001
ACH-000363,-0.0845663724777
ACH-000364,-0.249803467571
ACH-000365,-0.185119672416
ACH-000366,-0.0803583338849
ACH-000368,-0.00867232716082
ACH-000374,-0.168715883773
ACH-000375,-0.345146681754
ACH-000376,-0.135107162719
ACH-000381,-0.210441261461
ACH-000383,-0.18409356728100001
ACH-000387,-0.191340645761
ACH-000389,-0.440287730642
ACH-000390,-0.13940831005100002
ACH-000393,-0.11973801942399999
ACH-000395,-0.2325261729
ACH-000397,-0.438983204727
ACH-000401,-0.170546521285
ACH-000402,-0.551394291751
ACH-000403,-0.19377925474100002
ACH-000404,0.164533580395
ACH-000406,-0.17071740236900002
ACH-000407,-0.10266327789999999
ACH-000408,-0.22859170796599998
ACH-000410,-0.156239456119
ACH-000411,-0.10209853690500001
ACH-000414,-0.0182916379957
ACH-000415,-0.446494161439
ACH-000416,-0.113223624085
ACH-000420,-0.346241256536
ACH-000421,-0.0912009376153
ACH-000424,-0.360531984712
ACH-000425,-0.305596398939
ACH-000426,-0.05401135701259999
ACH-000427,-0.051039280947699994
ACH-000433,-0.555915431232
ACH-000436,-0.133142439468
ACH-000444,-0.233982721199
ACH-000445,-0.230258627995
ACH-000448,-0.243266784092
ACH-000450,-0.494384488993
ACH-000452,-0.171136121341
ACH-000454,-0.37628855869499994
ACH-000458,-0.242616147911
ACH-000459,-0.222366124426
ACH-000460,-0.18533823116099998
ACH-000461,-0.14418178264
ACH-000463,-0.0454717933493
ACH-000464,-0.186205185708
ACH-000466,-0.145327512191
ACH-000467,-0.19117575370200002
ACH-000468,-0.205670658492
ACH-000469,-0.24403213249800002
ACH-000470,0.0038392552035599998
ACH-000471,-0.13942615219499999
ACH-000472,-0.044297941035
ACH-000473,-0.028429476521000002
ACH-000475,-0.161406771344
ACH-000476,-0.28971188518
ACH-000477,-0.357234330431
ACH-000480,-0.12583511974300002
ACH-000481,-0.14523329967
ACH-000483,-0.184449332211
ACH-000484,-0.307220243989
ACH-000485,-0.376934330388
ACH-000486,-0.226362279869
ACH-000487,-0.0689201778224
ACH-000488,-0.198196709221
ACH-000490,-0.23201679010200002
ACH-000491,-0.19243755473299998
ACH-000495,-0.119823964874
ACH-000496,-0.379203786634
ACH-000499,0.04316328930840001
ACH-000500,-0.458349632839
ACH-000502,-0.11700866930500001
ACH-000503,-0.235989820109
ACH-000505,-0.0939644291295
ACH-000507,-0.31701313773400003
ACH-000510,-0.178260280779
ACH-000511,-0.107839358771
ACH-000512,-0.11775179234099999
ACH-000516,-0.282296478398
ACH-000517,-0.0122344094083
ACH-000518,-0.163078796168
ACH-000520,-0.222969551895
ACH-000521,-0.359483259312
ACH-000522,-0.157641161115
ACH-000524,-0.021215972439000003
ACH-000527,-0.0218595060502
ACH-000528,-0.139108565336
ACH-000537,-0.029200739881299998
ACH-000541,0.121140820184
ACH-000542,-0.03751025481530001
ACH-000544,-0.152818934739
ACH-000545,-0.187994201423
ACH-000547,-0.173201673887
ACH-000548,-0.26844503312600004
ACH-000549,-0.123291382038
ACH-000550,-0.139061282122
ACH-000552,-0.269231095504
ACH-000556,-0.438173018874
ACH-000557,-0.040715419993
ACH-000570,-0.189895278428
ACH-000571,-0.04825098272480001
ACH-000573,-0.09480947606760001
ACH-000576,-0.0727535578275
ACH-000580,-0.34492292484700005
ACH-000584,-0.159158509495
ACH-000585,-0.07332521345200001
ACH-000588,-0.159272862935
ACH-000589,-0.0544188330699
ACH-000591,-0.152203164511
ACH-000593,-0.218970689388
ACH-000600,-0.311715470479
ACH-000601,-0.135737601999
ACH-000604,-0.226354285159
ACH-000605,-0.0448420406843
ACH-000606,-0.30799896794799997
ACH-000608,-0.09197128333619999
ACH-000614,0.0466167060439
ACH-000616,-0.0453433789435
ACH-000618,-0.23902057411999997
ACH-000619,-0.124436408033
ACH-000620,-0.163494204508
ACH-000621,-0.111491464455
ACH-000622,-0.0897471041213
ACH-000623,-0.20438122974700001
ACH-000624,-0.15585350857000002
ACH-000627,-0.314021120179
ACH-000630,-0.34587048286
ACH-000632,-0.140913163426
ACH-000633,-0.33750829116
ACH-000637,-0.237296586085
