,H2AFY2 (55506)
ACH-000876,-0.14680102191400002
ACH-000878,-0.35106624699699995
ACH-000880,-0.308563964582
ACH-000881,-0.283214356344
ACH-000882,-0.20159390898
ACH-000884,-0.37941830154899997
ACH-000885,-0.108602587132
ACH-000887,-0.134107171903
ACH-000888,-0.39043478261299996
ACH-000889,-0.30586624920899996
ACH-000890,-0.205338440935
ACH-000896,-0.25129126591699996
ACH-000898,-0.330581373177
ACH-000900,-0.268872319975
ACH-000901,-0.149875558287
ACH-000905,-0.326824278482
ACH-000906,-0.16117556108699999
ACH-000907,-0.291121891019
ACH-000910,-0.06814315779369999
ACH-000911,-0.213365231577
ACH-000912,-0.352858598931
ACH-000913,-0.26886698719
ACH-000915,-0.200039250308
ACH-000916,-0.36479819297
ACH-000917,-0.243141553908
ACH-000921,-0.29337708409200003
ACH-000924,-0.193324407434
ACH-000926,-0.289809672596
ACH-000928,-0.185657422086
ACH-000929,-0.317781194802
ACH-000932,-0.47801355360200004
ACH-000935,-0.0294778569862
ACH-000936,-0.463009020663
ACH-000937,-0.455909581024
ACH-000938,-0.313652801087
ACH-000939,0.22345766618700003
ACH-000941,-0.307345483212
ACH-000943,-0.304475021831
ACH-000946,-0.5121495325509999
ACH-000947,-0.274993985319
ACH-000948,-0.362803816419
ACH-000950,-0.092484986129
ACH-000953,-0.288337064116
ACH-000957,-0.28378391744000003
ACH-000958,-0.41289701786399996
ACH-000960,-0.271525337972
ACH-000963,-0.51641545711
ACH-000968,-0.42913108991300003
ACH-000969,-0.355405438966
ACH-000973,-0.22983118699900001
ACH-000974,-0.24677895759
ACH-000975,-0.36059922192500005
ACH-000976,-0.253777495001
ACH-000978,-0.674456804174
ACH-000980,-0.207343596821
ACH-000984,-0.21564941944200003
ACH-000986,-0.12223714272700001
ACH-000988,-0.33843296225599995
ACH-000993,-0.140777959403
ACH-000994,-0.12262603118200001
ACH-000996,-0.466610088855
ACH-001001,-0.241190170187
ACH-001020,0.136872304177
ACH-001028,-0.40310016769199997
ACH-001031,-0.19747503746599998
ACH-001038,-0.32693841045600003
ACH-001048,-0.214762585777
ACH-001050,-0.127363149346
ACH-001053,-0.151661464457
ACH-001054,-0.217895611002
ACH-001061,-0.197508924862
ACH-001067,-0.242867201214
ACH-001075,-0.358927234917
ACH-001096,-0.146985541577
ACH-001128,0.903244539095
ACH-001134,-0.33933068786700005
ACH-001151,-0.291789723452
ACH-001163,-0.35915516381800006
ACH-001164,-0.399600886177
ACH-001173,-0.33667739424500004
ACH-001183,-0.0922183871978
ACH-001184,-0.284826032314
ACH-001190,-0.21729493852499998
ACH-001192,-0.533804295508
ACH-001193,-0.118301479537
ACH-001196,-0.21052673569000002
ACH-001197,-0.15988278712600001
ACH-001205,-0.440328094296
ACH-001211,-0.16011122579099998
ACH-001212,-0.5295419280529999
ACH-001228,-0.250158860002
ACH-001232,-0.36859568495800005
ACH-001239,-0.269143005441
ACH-001274,-0.311714714974
ACH-001275,-0.282437242753
ACH-001277,-0.269308954286
ACH-001278,-0.0280528668887
ACH-001280,-0.0684584078114
ACH-001283,-0.136260408768
ACH-001289,-0.524220688747
ACH-001295,-0.256940596587
ACH-001300,-0.327610204691
ACH-001301,-0.13145329277
ACH-001302,-0.241150545667
ACH-001303,-0.172625900266
ACH-001306,-0.200787870233
ACH-001318,-0.282618194384
ACH-001322,-0.36435356654
ACH-001328,-0.189981718761
ACH-001332,-0.503541909276
ACH-001333,-0.255198854925
ACH-001336,-0.295205960773
ACH-001340,-0.22636411712299997
ACH-001346,-0.38497639020900004
ACH-001353,-0.2774998516
ACH-001354,-0.311613046983
ACH-001367,-0.22882917022799998
ACH-001368,-0.259289605385
ACH-001374,-0.42468115143299995
ACH-001375,-0.125797521759
ACH-001377,-0.212190343798
ACH-001380,-0.161380580889
ACH-001391,-0.014640696021200002
ACH-001407,-0.202438250286
ACH-001408,-0.200054050317
ACH-001413,-0.20244579432100002
ACH-001430,-0.0898673377482
ACH-001431,-0.27717999526299997
ACH-001450,-0.18519433987999998
ACH-001496,-0.104921639153
ACH-001500,0.00168103086697
ACH-001521,-0.424547068666
ACH-001523,-0.451905567227
ACH-001532,-0.30215277036
ACH-001536,-0.17362860206500003
ACH-001550,-0.0107865110889
ACH-001552,-0.232331379309
ACH-001554,-0.30951264162
ACH-001645,-0.161655608294
ACH-001654,-0.346632326418
ACH-001715,-0.33819898087300004
ACH-001735,-0.38327486702200003
ACH-001736,-0.34630956549900005
ACH-001737,-0.532242742591
ACH-001740,0.08532861921160001
ACH-001745,-0.217150150108
ACH-001750,-0.1333313238
ACH-001765,-0.309309958931
ACH-001956,-0.250266712478
ACH-001957,-0.31331177082199996
