,PSMC1 (5700)
ACH-000004,-1.03328019714
ACH-000007,-0.7378400092790001
ACH-000009,-0.882703333779
ACH-000011,-0.7676321990989999
ACH-000012,-0.92755303795
ACH-000013,-0.56840495272
ACH-000014,-0.964445441959
ACH-000015,-0.782775254003
ACH-000017,-0.711415026919
ACH-000018,-0.9519528552240001
ACH-000019,-0.866913792114
ACH-000021,-0.8041938089540001
ACH-000022,-0.746168989995
ACH-000025,-0.7031860894509999
ACH-000028,-0.701953809541
ACH-000030,-0.9783597629690001
ACH-000035,-0.594743430253
ACH-000036,-1.0232693368299999
ACH-000037,-1.1619925977399999
ACH-000039,-0.571350472013
ACH-000040,-0.663011725514
ACH-000041,-0.911729807967
ACH-000042,-0.7281167108319999
ACH-000045,-0.840644948171
ACH-000047,-0.723687461548
ACH-000052,-0.824627367976
ACH-000053,-0.995999231723
ACH-000054,-0.781794998737
ACH-000055,-0.545419543438
ACH-000060,-1.05465272709
ACH-000067,-0.7253018317380001
ACH-000070,-0.813272932274
ACH-000075,-0.982810621655
ACH-000078,-0.8425959391689999
ACH-000082,-0.796922990811
ACH-000085,-0.576899858212
ACH-000086,-0.718922812484
ACH-000087,-0.5833737836399999
ACH-000092,-0.8289564607790001
ACH-000095,-0.9826552265299999
ACH-000097,-0.910538561
ACH-000098,-0.67240371214
ACH-000099,-0.869629929427
ACH-000108,-0.9535559166359999
ACH-000113,-0.8313129833220001
ACH-000115,-0.846603538741
ACH-000116,-0.473923963378
ACH-000118,-0.631561534895
ACH-000120,-0.846152881109
ACH-000123,-0.653925743869
ACH-000127,-0.9881073115000001
ACH-000128,-0.8666810266580001
ACH-000132,-0.641844505933
ACH-000133,-0.443879532311
ACH-000137,-0.6477809193240001
ACH-000138,-0.541837303596
ACH-000142,-0.869747495107
ACH-000143,-0.8647682219320001
ACH-000146,-1.02287583408
ACH-000148,-0.7579711425740001
ACH-000150,-0.570654004888
ACH-000152,-0.66620758673
ACH-000153,-0.248241413086
ACH-000159,-0.988521365158
ACH-000160,-0.950497117494
ACH-000163,-0.692318382458
ACH-000167,1.69484895304
ACH-000168,-1.16310652233
ACH-000169,-0.937120949374
ACH-000178,-0.8993076983059999
ACH-000182,-0.7818486602879999
ACH-000183,-0.942838757648
ACH-000188,-0.91529405332
ACH-000189,-0.8449484583169999
ACH-000190,-0.9531744250700002
ACH-000198,-0.999161463607
ACH-000204,-0.764114092578
ACH-000206,-0.6827690650020001
ACH-000207,-1.0696943676000001
ACH-000211,-0.736732331484
ACH-000215,-0.7148111859199999
ACH-000221,-0.763258322965
ACH-000222,-0.89599720548
ACH-000223,-1.04482761095
ACH-000226,-0.9527263991760001
ACH-000227,-1.08569819479
ACH-000228,-0.478626797658
ACH-000231,-0.578458583329
ACH-000232,-0.917689343718
ACH-000233,-0.872857149605
ACH-000234,-0.643921356682
ACH-000235,-0.9296289694140001
ACH-000237,-0.320724700054
ACH-000238,-0.8585244576819999
ACH-000243,-0.646148701938
ACH-000244,-0.732550574586
ACH-000246,-1.0132398514899998
ACH-000248,-0.539871523439
ACH-000250,-0.991044766389
ACH-000251,-0.660231525277
ACH-000253,-0.95670563559
ACH-000255,-0.5771048919030001
ACH-000256,-0.656803248462
ACH-000257,-0.938237416491
ACH-000258,-0.761297821838
ACH-000259,-0.917651795768
ACH-000260,-0.7137977353910001
ACH-000261,-0.846437394036
ACH-000262,-1.04252903083
ACH-000263,-0.662702778711
ACH-000264,-0.9523505831460001
ACH-000265,-0.688415839518
ACH-000266,-0.811650100991
ACH-000272,-0.801535493301
ACH-000273,-0.70187043921
ACH-000274,-0.883770783275
ACH-000277,-1.15248351236
ACH-000278,-0.41002163124700003
ACH-000279,-0.9183737429600001
ACH-000280,-0.595093683461
ACH-000281,-0.970493476315
ACH-000288,-0.859253919694
ACH-000291,-0.7734454545020001
ACH-000293,-0.649991398367
ACH-000294,-0.892822161268
ACH-000295,-0.906079785842
ACH-000296,-0.6362479771980001
ACH-000302,-0.671743233617
ACH-000304,-0.390959955142
ACH-000307,-0.726814543724
ACH-000308,-0.788174953012
ACH-000310,-1.15562564299
ACH-000311,-0.684478923432
ACH-000312,-0.8333865047560001
ACH-000315,-1.04300200162
ACH-000316,-0.582970104123
ACH-000317,-1.0
ACH-000318,-0.569309477522
ACH-000319,-0.696791821462
ACH-000320,-0.81029689525
ACH-000322,-0.9728033210189999
ACH-000323,-0.9055594338040001
ACH-000324,-0.848773290818
ACH-000329,-0.705133031242
ACH-000330,-0.960363363922
ACH-000331,-0.526554377667
ACH-000332,-0.767063736442
ACH-000334,-1.5896035782299998
ACH-000335,-0.429822233507
ACH-000336,-0.945655917745
ACH-000337,-0.584628886429
ACH-000339,-0.44364051654700004
ACH-000341,-1.14746668815
ACH-000348,-0.8823923344869999
ACH-000350,-0.8803590093189999
ACH-000352,-0.842153102979
ACH-000356,-0.705106208908
ACH-000361,-0.867576449912
ACH-000362,-0.901354437044
ACH-000363,-1.04987415558
ACH-000364,-0.75390938889
ACH-000365,-1.00078808119
ACH-000366,-0.857722029132
ACH-000368,-0.523647109969
ACH-000374,-0.657629492737
ACH-000375,-0.717845535
ACH-000376,-0.95335861933
ACH-000381,-0.799015435103
ACH-000383,-1.3834412276899999
ACH-000387,-0.743103650327
ACH-000389,-0.7703297128990001
ACH-000390,-0.660845259599
ACH-000393,-0.797443794881
ACH-000395,-0.962487859116
ACH-000397,-0.6919270052500001
ACH-000401,-0.744663644209
ACH-000402,-1.11278062076
ACH-000403,-1.06716319043
ACH-000404,-0.601000620498
ACH-000406,-1.03425949015
ACH-000407,-0.9169871476739999
ACH-000408,-0.6319183962
ACH-000410,-0.769941899835
ACH-000411,-0.8717736883220001
ACH-000414,-0.7234113142030001
ACH-000415,-0.493703511458
ACH-000416,-0.9204840927860001
ACH-000420,-0.928154970649
ACH-000421,-0.546392593107
ACH-000424,-0.661234646561
ACH-000425,-0.960483109188
ACH-000426,-1.59296319766
ACH-000427,-0.965631021506
ACH-000433,-0.996817199334
ACH-000436,-1.0648759076
ACH-000444,-0.552378277477
ACH-000445,-0.795857164182
ACH-000448,-0.9160385777660001
ACH-000450,-0.635431522867
ACH-000452,-0.8505946516940001
ACH-000454,-0.423356458782
ACH-000458,-0.565301629842
ACH-000459,-1.10813387088
ACH-000460,-0.670927782683
ACH-000461,-0.916662839667
ACH-000463,-0.588447692925
ACH-000464,-0.7679630913689999
ACH-000466,-0.736464268886
ACH-000467,-0.826487590765
ACH-000468,-0.751004849499
ACH-000469,-0.686316673285
ACH-000470,-0.882641992698
ACH-000471,-0.731719796018
ACH-000472,-1.1836285759799998
ACH-000473,-0.712627933415
ACH-000475,-1.05990880596
ACH-000476,-0.969431107796
ACH-000477,-0.284551060736
ACH-000480,-0.695192402131
ACH-000481,-0.7028530255769999
ACH-000483,-0.282663045758
ACH-000484,-0.786241156538
ACH-000485,-0.813925576201
ACH-000486,-0.717568714525
ACH-000487,-0.8131032678569999
ACH-000488,-0.737910324356
ACH-000490,-0.638386638445
ACH-000491,-0.872546558826
ACH-000495,-0.728518540129
ACH-000496,-0.640433966644
ACH-000499,-0.8496165088500001
ACH-000500,-0.9780285450830001
ACH-000502,-0.74419434596
ACH-000503,-0.447432853662
ACH-000505,-0.9248057550669999
ACH-000507,-0.9093358520520001
ACH-000510,-0.6389524041
ACH-000511,-0.650171507356
ACH-000512,-0.8585673276219999
ACH-000516,-0.413230875535
ACH-000517,-0.862877308009
ACH-000518,-0.7248289767399999
ACH-000520,-0.8048784960269999
ACH-000521,-0.803615510965
ACH-000522,-0.846089804347
ACH-000524,-1.07201802294
ACH-000527,-0.7413050577529999
ACH-000528,-0.602577358302
ACH-000537,-0.8394238575399999
ACH-000541,-0.952740377895
ACH-000542,-0.550258242699
ACH-000544,-0.8506835312109999
ACH-000545,-0.779551262582
ACH-000547,-0.551392857091
ACH-000548,-0.817601516547
ACH-000549,-0.841333766339
ACH-000550,-0.65090247475
ACH-000552,-0.936240182027
ACH-000556,-0.923173021479
ACH-000557,-0.8939962804449999
ACH-000570,-0.761076874657
ACH-000571,-1.6178495759600002
ACH-000573,-1.04157757672
ACH-000576,-0.831190743035
ACH-000580,-0.847926823038
ACH-000584,-0.7761403579260001
ACH-000585,-0.72253495513
ACH-000588,-1.26988618463
ACH-000589,-0.6900316120710001
ACH-000591,-0.7411212813310001
ACH-000593,-0.732129504251
ACH-000600,-1.0052133701100001
ACH-000601,-0.792351291823
ACH-000604,-0.799512195321
ACH-000605,-0.684271162411
ACH-000606,-0.68714164508
ACH-000608,-1.08259399125
ACH-000614,-0.731826095209
ACH-000616,-0.622799772169
ACH-000618,-0.7893109405050001
ACH-000619,-0.6946979390420001
ACH-000620,-1.00516553604
