,MCTP1 (79772)
ACH-000004,0.105633653093
ACH-000007,-0.20520276038199997
ACH-000009,-0.23317686367499998
ACH-000011,-0.184321274817
ACH-000012,-0.159040900814
ACH-000013,-0.361853589363
ACH-000014,-0.114210578761
ACH-000015,-0.483738549164
ACH-000017,-0.290693523414
ACH-000018,-0.18999120280999998
ACH-000019,-0.398868388648
ACH-000021,-0.44488870180600004
ACH-000022,-0.221596146043
ACH-000025,-0.288911683525
ACH-000028,-0.26500532591
ACH-000030,-0.412169445871
ACH-000035,-0.222151522488
ACH-000036,-0.28476129084199997
ACH-000037,-0.320940052519
ACH-000039,-0.394047793308
ACH-000040,-0.438821135763
ACH-000041,-0.17400692319400002
ACH-000042,-0.265335329745
ACH-000045,-0.159332062223
ACH-000047,-0.489718792816
ACH-000052,0.0029737696761300003
ACH-000053,-0.473066003194
ACH-000054,-0.43666078154700005
ACH-000055,-0.405196308183
ACH-000060,-0.307431580651
ACH-000067,-0.0771885829054
ACH-000070,-0.601491709101
ACH-000075,0.13862220143600001
ACH-000078,-0.552740948639
ACH-000082,-0.620456156578
ACH-000085,-0.340270014165
ACH-000086,-0.272706878265
ACH-000087,-0.196963684344
ACH-000092,-0.38445297499799996
ACH-000095,-0.383184989779
ACH-000097,-0.27504131048
ACH-000098,-0.38752919275200004
ACH-000099,-0.605823706416
ACH-000108,-0.22024685741500002
ACH-000113,-0.469401781958
ACH-000115,-0.386169276481
ACH-000116,-0.394361650727
ACH-000118,-0.366627023202
ACH-000120,-0.17052954448199997
ACH-000123,-0.264610249131
ACH-000127,-0.351193251002
ACH-000128,-0.26442427713000005
ACH-000132,-0.329461379032
ACH-000133,-0.322030677606
ACH-000137,-0.285020443618
ACH-000138,-0.328719031677
ACH-000142,-0.409658245794
ACH-000143,-0.398080687509
ACH-000146,-0.129717405068
ACH-000148,-0.31935102878000005
ACH-000150,-0.176870485108
ACH-000152,-0.125529626877
ACH-000153,-0.33690736376900005
ACH-000159,-0.355844805148
ACH-000160,-0.114035593936
ACH-000163,-0.199091608689
ACH-000167,-0.0665724077293
ACH-000168,-0.145034867693
ACH-000169,-0.290641702492
ACH-000178,-0.394165595406
ACH-000182,-0.190409140963
ACH-000183,-0.46271120745899996
ACH-000188,-0.2167495475
ACH-000189,-0.576192899456
ACH-000190,-0.26569990588000003
ACH-000198,-0.492979792271
ACH-000204,-0.183761001173
ACH-000206,-0.19820699805999997
ACH-000207,-0.220972460548
ACH-000211,-0.460042574426
ACH-000215,-0.196456246861
ACH-000221,-0.326832327403
ACH-000222,-0.355688058596
ACH-000223,-0.331602923028
ACH-000226,-0.261752777638
ACH-000227,-0.38575213589699997
ACH-000228,-0.09013033705050001
ACH-000231,-0.232363133763
ACH-000232,-0.34528435134900004
ACH-000233,-0.483325551602
ACH-000234,-0.412676827849
ACH-000235,-0.275889390109
ACH-000237,-0.33245288107099996
ACH-000238,-0.34147683108599997
ACH-000243,-0.260870060352
ACH-000244,-0.71779802647
ACH-000246,-0.470081470107
ACH-000248,-0.283064403388
ACH-000250,-0.358252052175
ACH-000251,-0.5307503375320001
ACH-000253,-0.257802192185
ACH-000255,-0.28410385309999997
ACH-000256,-0.595145424392
ACH-000257,-0.621199921174
ACH-000258,-0.241793686795
ACH-000259,-0.44389938216799996
ACH-000260,-0.378822784487
ACH-000261,-0.43318129087499996
ACH-000262,0.0657717709294
ACH-000263,-0.100028191886
ACH-000264,-0.284099975171
ACH-000265,-0.136689645166
ACH-000266,-0.38517921861000004
ACH-000272,-0.24116089306699998
ACH-000273,-0.256936751182
ACH-000274,-0.308224040338
ACH-000277,0.0161970580625
ACH-000278,-0.465690727313
ACH-000279,-0.484164942571
ACH-000280,-0.172002163308
ACH-000281,-0.142894311456
ACH-000288,-0.233606332929
ACH-000291,-0.289859723994
ACH-000293,-0.490641988764
ACH-000294,-0.336473258561
ACH-000295,-0.27580856230399997
ACH-000296,-0.333951007034
ACH-000302,-0.149070740968
ACH-000304,-0.508742354913
ACH-000307,-0.351970773424
ACH-000308,-0.300298212926
ACH-000310,-0.407094481091
ACH-000311,-0.52503881751
ACH-000312,-0.36861817138400005
ACH-000315,-0.0998432170132
ACH-000316,-0.23341030932700002
ACH-000317,-0.177134603237
ACH-000318,-0.0796898709132
ACH-000319,-0.333277232211
ACH-000320,-0.27961075899300003
ACH-000322,-0.439190094724
ACH-000323,-0.228103308526
ACH-000324,-0.232040597223
ACH-000329,-0.256279214686
ACH-000330,-0.369519564535
ACH-000331,-0.40340081452
ACH-000332,-0.337085632553
ACH-000334,-0.456330177716
ACH-000335,-0.23237956266999998
ACH-000336,-0.11270704486199999
ACH-000337,0.0468443696122
ACH-000339,-0.233311362828
ACH-000341,-0.358863339191
ACH-000348,-0.36218465517
ACH-000350,-0.412038695627
ACH-000352,-0.271615416513
ACH-000356,-0.0982356130868
ACH-000361,-0.15980491979699998
ACH-000362,-0.186891226726
ACH-000363,-0.396919635999
ACH-000364,-0.149432864655
ACH-000365,-0.223655625748
ACH-000366,-0.338519186325
ACH-000368,-0.38454606964599997
ACH-000374,-0.36162847956699995
ACH-000375,0.0739588877702
ACH-000376,-0.09263702347950001
ACH-000381,-0.141865554649
ACH-000383,-0.225769171522
ACH-000387,-0.0892100860478
ACH-000389,-0.29837036678199996
ACH-000390,-0.433416263473
ACH-000393,-0.528105132068
ACH-000395,-0.47347777066299995
ACH-000397,-0.383585282345
ACH-000401,-0.13799617055500002
ACH-000402,-0.0396936312042
ACH-000403,-0.3573686901
ACH-000404,-0.544202285079
ACH-000406,-0.20734664763099997
ACH-000407,-0.163023909224
ACH-000408,-0.24649711748000003
ACH-000410,-0.269154821622
ACH-000411,-0.399870747171
ACH-000414,-0.344268142343
ACH-000415,-0.386968215221
ACH-000416,-0.355392685868
ACH-000420,-0.0824474526459
ACH-000421,-0.302945582354
ACH-000424,-0.43719011569
ACH-000425,-0.306464970908
ACH-000426,0.00291995975974
ACH-000427,-0.292073381014
ACH-000433,-0.555460586536
ACH-000436,-0.34845804686899995
ACH-000444,-0.31819718077500003
ACH-000445,-0.476088801596
ACH-000448,-0.19808209332199997
ACH-000450,-0.19062385533300003
ACH-000452,-0.207705554091
ACH-000454,-0.409039326573
ACH-000458,-0.030595842374200002
ACH-000459,-0.217832020218
ACH-000460,-0.309071604357
ACH-000461,-0.20609375992600001
ACH-000463,-0.305522405083
ACH-000464,-0.263235366468
ACH-000466,-0.17459994818
ACH-000467,-0.405286103043
ACH-000468,-0.284649899574
ACH-000469,-0.27836144223700005
ACH-000470,-0.166123340187
ACH-000471,-0.392872002316
ACH-000472,-0.207390580762
ACH-000473,-0.0751622912292
ACH-000475,-0.351886029951
ACH-000476,-0.283636052724
ACH-000477,-0.203631713259
ACH-000480,-0.5476819840680001
ACH-000481,-0.24995792345400003
ACH-000483,-0.120939648859
ACH-000484,-0.452016957288
ACH-000485,-0.22568304562600003
ACH-000486,-0.41057639359399994
ACH-000487,-0.506075394628
ACH-000488,-0.310359146294
ACH-000490,-0.483233852276
ACH-000491,-0.64598987201
ACH-000495,-0.433250775936
ACH-000496,-0.197233728607
ACH-000499,-0.177107737589
ACH-000500,-0.516022843714
ACH-000502,-0.219758887145
ACH-000503,0.07622223027210001
ACH-000505,-0.22540934370000001
ACH-000507,-0.482617802598
ACH-000510,-0.250178662898
ACH-000511,-0.37759955033500003
ACH-000512,-0.682809066705
ACH-000516,-0.302820273762
ACH-000517,-0.187495886292
ACH-000518,-0.117492734077
ACH-000520,-0.421297920739
ACH-000521,-0.39041782320100005
ACH-000522,-0.175511484452
ACH-000524,-0.313886382335
ACH-000527,-0.23096798746199998
ACH-000528,-0.458667835844
ACH-000537,-0.43817096878300005
ACH-000541,-0.269783132852
ACH-000542,-0.417097508893
ACH-000544,-0.43543923578500005
ACH-000545,-0.35739548193000004
ACH-000547,-0.558693323627
ACH-000548,-0.34272625227799997
ACH-000549,-0.41171834124300005
ACH-000550,-0.258373287412
ACH-000552,-0.38657077596699996
ACH-000556,-0.238788811848
ACH-000557,-0.15282310543299998
ACH-000570,-0.28388216526099996
ACH-000571,-0.427452065938
ACH-000573,-0.330748220744
ACH-000576,-0.14047598103800002
ACH-000580,-0.32360083403400003
ACH-000584,-0.24290643200399997
ACH-000585,-0.429969464874
ACH-000588,-0.247324493318
ACH-000589,-0.31740360896200004
ACH-000591,-0.2374136309
ACH-000593,-0.18725520734099999
ACH-000600,-0.363092969112
ACH-000601,-0.348873240767
ACH-000604,-0.212585497758
ACH-000605,-0.376899422481
ACH-000606,-0.361553457852
ACH-000608,-0.462526528971
ACH-000614,-0.09994358599580001
ACH-000616,-0.206638257914
ACH-000618,-0.32097863369
ACH-000619,-0.41876649675899996
ACH-000620,-0.428233368974
ACH-000621,-0.164792073049
ACH-000622,-0.20653399730799998
ACH-000623,-0.34664671731299995
ACH-000624,-0.270149309743
ACH-000627,-0.34034970185900004
ACH-000630,-0.24646191511100002
ACH-000632,-0.26546577613899996
ACH-000633,-0.40393200369000004
ACH-000637,-0.24059098185
ACH-000638,-0.192253775507
ACH-000646,-0.163810567663
ACH-000647,-0.263686617447
ACH-000648,-0.43105635563999994
ACH-000649,-0.231160850155
ACH-000651,-0.17406732605900002
ACH-000652,-0.34513450332400003
ACH-000653,-0.47734143649300004
ACH-000657,-0.35403010651699995
ACH-000658,-0.379735784358
ACH-000661,-0.400126196286
ACH-000662,-1.0227523087600001
ACH-000663,-0.194698394582
ACH-000665,-0.23831729964
ACH-000671,-0.207988908058
ACH-000673,-0.390999875633
ACH-000676,-0.316647459608
ACH-000677,-0.170608455942
ACH-000681,-0.28407503421999997
ACH-000682,-0.32736246743299996
ACH-000683,-0.341811170643
ACH-000684,-0.20678384352600002
ACH-000688,-0.254630769414
ACH-000693,-0.291458171463
ACH-000694,-0.147108353902
