,SRCIN1 (80725)
ACH-000004,-0.0436568152267
ACH-000007,0.119379061424
ACH-000009,-0.23114837995700002
ACH-000011,-0.18006268881700002
ACH-000012,-0.282217097478
ACH-000013,-0.205988207332
ACH-000014,-0.20061475310600002
ACH-000015,-0.12369935619000001
ACH-000017,-0.152008314199
ACH-000018,-0.0654656011075
ACH-000019,-0.389087042087
ACH-000021,0.12473978250800001
ACH-000022,-0.12700986964000002
ACH-000025,-0.190292642247
ACH-000028,-0.093617311162
ACH-000030,-0.289269799272
ACH-000035,-0.30914647943100004
ACH-000036,0.0222715922518
ACH-000037,0.109918298357
ACH-000039,0.00739114449899
ACH-000040,-0.142972819342
ACH-000041,-0.390751427267
ACH-000042,0.07631970436879999
ACH-000045,-0.15873516225099998
ACH-000047,0.0671191050716
ACH-000052,0.21705005332600003
ACH-000053,-0.13473172521500001
ACH-000054,-0.112258495386
ACH-000055,-0.146780711249
ACH-000060,-0.197185949014
ACH-000067,-0.188167276125
ACH-000070,-0.10832996774800001
ACH-000075,-0.28737352145399997
ACH-000078,0.165763438358
ACH-000082,-0.18053908442699998
ACH-000085,-0.0576535685455
ACH-000086,-0.35294893472800004
ACH-000087,-0.17365429741799998
ACH-000092,-0.161402574858
ACH-000095,-0.135933758414
ACH-000097,-0.14252959108
ACH-000098,-0.28698989455699997
ACH-000099,0.00664898754897
ACH-000108,-0.109929817824
ACH-000113,-0.113100389013
ACH-000115,-0.09793114715199999
ACH-000116,-0.138309376459
ACH-000118,-0.0643917636285
ACH-000120,-0.08302037864680001
ACH-000123,-0.161596363457
ACH-000127,-0.20272992596099998
ACH-000128,-0.22305627235599998
ACH-000132,-0.232554702289
ACH-000133,-0.0194990708141
ACH-000137,-0.0474411505669
ACH-000138,-0.17590095650600002
ACH-000142,-0.38068351458000005
ACH-000143,-0.18897044594999998
ACH-000146,-0.126752387208
ACH-000148,-0.137522960982
ACH-000150,-0.0781520015928
ACH-000152,-0.0577790280528
ACH-000153,-0.017315154656900002
ACH-000159,-0.0533015198284
ACH-000160,-0.367543629641
ACH-000163,-0.100506518777
ACH-000167,-0.301920541606
ACH-000168,-0.0524486541304
ACH-000169,0.0700331179093
ACH-000178,-0.0965288043435
ACH-000182,-0.210856085121
ACH-000183,0.017110983444
ACH-000188,-0.36976630985200004
ACH-000189,-0.239061861006
ACH-000190,0.12493894842499999
ACH-000198,-0.133446789309
ACH-000204,-0.293797311342
ACH-000206,-0.18734021040399998
ACH-000207,-0.213860002042
ACH-000211,-0.145750800888
ACH-000215,-0.151537993518
ACH-000221,-0.119384130386
ACH-000222,-0.0859221489748
ACH-000223,-0.162471441162
ACH-000226,-0.141846579757
ACH-000227,-0.0707035371459
ACH-000228,-0.146434925819
ACH-000231,-0.267527711138
ACH-000232,0.0209235176806
ACH-000233,-0.194389627482
ACH-000234,-0.0547701084808
ACH-000235,-0.0916609488837
ACH-000237,-0.1330843388
ACH-000238,-0.514607318403
ACH-000243,-0.186252227062
ACH-000244,-0.557157095055
ACH-000246,-0.0345325731099
ACH-000248,-0.163381990235
ACH-000250,-0.153504596632
ACH-000251,-0.212579009068
ACH-000253,-0.238812757179
ACH-000255,-0.28747676600600003
ACH-000256,-0.080485944359
ACH-000257,-0.08574819577710001
ACH-000258,0.00416435724206
ACH-000259,-0.012282080953
ACH-000260,-0.0726000806066
ACH-000261,-0.0916715083912
ACH-000262,-0.12809641718
ACH-000263,0.0579095363291
ACH-000264,-0.19385437177
ACH-000265,-0.120409809176
ACH-000266,0.033937130759
ACH-000272,-0.080099437342
ACH-000273,-0.050087021214300004
ACH-000274,-0.231807463389
ACH-000277,-0.066909683631
ACH-000278,-0.031246711667900003
ACH-000279,-0.103174354568
ACH-000280,-0.09689586009369999
ACH-000281,0.074622439857
ACH-000288,-0.156406129278
ACH-000291,-0.0256473796185
ACH-000293,-0.116982062909
ACH-000294,-0.259441864461
ACH-000295,-0.09868655713880001
ACH-000296,-0.00398109883132
ACH-000302,-0.204735497987
ACH-000304,-0.00536374466814
ACH-000307,-0.0247977651093
ACH-000308,-0.0963963382017
ACH-000310,-0.0864202121096
ACH-000311,0.09006837948169999
ACH-000312,-0.0966666942492
ACH-000315,-0.268166880535
ACH-000316,-0.102839938163
ACH-000317,-0.102929451406
ACH-000318,-0.109761983193
ACH-000319,-0.263456176841
ACH-000320,0.333718716736
ACH-000322,-0.041703414915100004
ACH-000323,-0.0242016433648
ACH-000324,-0.0914961738092
ACH-000329,-0.19145298168900002
ACH-000330,-0.167869740982
ACH-000331,-0.120947439187
ACH-000332,-0.0585912390466
ACH-000334,-0.21972206404599998
ACH-000335,-0.0564441782666
ACH-000336,-0.377260855531
ACH-000337,-0.284202521576
ACH-000339,-0.249383759074
ACH-000341,0.07242689388
ACH-000348,-0.195973488931
ACH-000350,-0.310876301315
ACH-000352,-0.136699391213
ACH-000356,-0.166217078435
ACH-000361,-0.0216771220168
ACH-000362,-0.0178393844862
ACH-000363,-0.217394119951
ACH-000364,-0.08958805030410001
ACH-000365,-0.137181299561
ACH-000366,-0.14370561223099998
ACH-000368,-0.171636754257
ACH-000374,-0.21884340758999998
ACH-000375,-0.106018636064
ACH-000376,-0.0221022133512
ACH-000381,-0.0999355769291
ACH-000383,-0.42991122359399997
ACH-000387,-0.14944816062799998
ACH-000389,-0.218496226597
ACH-000390,-0.317813774911
ACH-000393,-0.148002477642
ACH-000395,-0.139023211673
ACH-000397,-0.369951843578
ACH-000401,0.084189015061
ACH-000402,0.17949104034000002
ACH-000403,-0.08467264057669999
ACH-000404,-0.361605765485
ACH-000406,-0.130856089613
ACH-000407,-0.138755086732
ACH-000408,-0.35761691231700005
ACH-000410,0.0804679190765
ACH-000411,-0.07362673122939999
ACH-000414,0.0930842714609
ACH-000415,-0.34417368768600004
ACH-000416,-0.172407624364
ACH-000420,-0.19107301144400002
ACH-000421,-0.299389462062
ACH-000424,-0.190769173698
ACH-000425,-0.167915153152
ACH-000426,-0.439111171346
ACH-000427,-0.5130227022730001
ACH-000433,-0.122011841393
ACH-000436,-0.0971477807662
ACH-000444,-0.29108164758099997
ACH-000445,-0.305175916453
ACH-000448,-0.023111032018499997
ACH-000450,0.0062167903480799995
ACH-000452,-0.20928596163
ACH-000454,-0.0505680078072
ACH-000458,-0.25911734313
ACH-000459,-0.054537075115
ACH-000460,-0.038574689097800006
ACH-000461,-0.135407879219
ACH-000463,0.0519143910649
ACH-000464,-0.208559990882
ACH-000466,-0.256744001226
ACH-000467,-0.0923749147934
ACH-000468,-0.341852727518
ACH-000469,-0.198635781617
ACH-000470,-0.043490455982099996
ACH-000471,-0.151038953511
ACH-000472,-0.12346547328
ACH-000473,-0.20305428250799998
ACH-000475,-0.18249022747699997
ACH-000476,-0.0364121114111
ACH-000477,-0.0907571262382
ACH-000480,-0.19780864063099998
ACH-000481,-0.0914040685629
ACH-000483,0.021475567373599996
ACH-000484,-0.000702774098385
ACH-000485,-0.0171453245304
ACH-000486,-0.0322040592114
ACH-000487,-0.150999521045
ACH-000488,-0.10724235509199999
ACH-000490,-0.272589001786
ACH-000491,0.00920044296949
ACH-000495,-0.232573688684
ACH-000496,0.132997514752
ACH-000499,-0.00739326372429
ACH-000500,-0.11772217103499999
ACH-000502,-0.055901457460000005
ACH-000503,0.14914610339099998
ACH-000505,-0.15191756488299998
ACH-000507,-0.14539948713
ACH-000510,-0.111913419787
ACH-000511,-0.123488192205
ACH-000512,-0.183105713128
ACH-000516,-0.08914400822419999
ACH-000517,-0.117916499452
ACH-000518,-0.27075860801199997
ACH-000520,-0.125363028731
ACH-000521,-0.2645624019
ACH-000522,-0.15621514272700002
ACH-000524,-0.241522920638
ACH-000527,-0.10147306681
ACH-000528,-0.141773297209
ACH-000537,-0.0894054593427
ACH-000541,-0.0292170947807
ACH-000542,-0.149173023241
ACH-000544,-0.249152016699
ACH-000545,-0.159817743797
ACH-000547,-0.108237602448
ACH-000548,-0.34044700721500004
