,FXN (2395)
ACH-000004,-0.862833348136
ACH-000007,-0.5357917881650001
ACH-000009,-1.22178953196
ACH-000011,-0.9891074177249999
ACH-000012,-0.658145614499
ACH-000013,-1.1155683549600002
ACH-000014,-0.726391962079
ACH-000015,-0.7606443996850001
ACH-000017,-0.974168587028
ACH-000018,-0.755776154132
ACH-000019,-0.36709764880199997
ACH-000021,-0.857479349442
ACH-000022,-0.98552732546
ACH-000025,-0.943807881549
ACH-000028,-0.946234451473
ACH-000030,-0.491106155532
ACH-000035,-0.995735989333
ACH-000036,-0.6055435124449999
ACH-000037,-1.4392829067200001
ACH-000039,-0.8009741282359999
ACH-000040,-0.8798755564899999
ACH-000041,-1.0312135356999999
ACH-000042,-0.45715517834799996
ACH-000045,-0.575479394802
ACH-000047,-0.680350894976
ACH-000052,-0.564128279297
ACH-000053,-0.41834958078699996
ACH-000054,-0.789030238543
ACH-000055,-0.545670377555
ACH-000060,-0.64993822524
ACH-000067,-0.549133020198
ACH-000070,-0.770924664176
ACH-000075,-0.631163865347
ACH-000078,-0.970339898873
ACH-000082,-0.768268911363
ACH-000085,-0.431298740233
ACH-000086,-0.518315510008
ACH-000087,-0.77006624772
ACH-000092,-0.6312529218190001
ACH-000095,-0.818684039428
ACH-000097,-0.7958810236630001
ACH-000098,-0.58145449258
ACH-000099,-0.816578517405
ACH-000108,-0.38366254979000003
ACH-000113,-0.65204571173
ACH-000115,-0.131007729722
ACH-000116,-0.739893072791
ACH-000118,-0.343560178497
ACH-000120,-0.767823838396
ACH-000123,-0.9231606432709999
ACH-000127,-0.778168418548
ACH-000128,-1.05373892198
ACH-000132,-0.585214659865
ACH-000133,-0.92150963097
ACH-000137,-0.532601190937
ACH-000138,-0.981533599735
ACH-000142,-0.525268887943
ACH-000143,-0.7944836188689999
ACH-000146,0.0557371222029
ACH-000148,-1.23824541533
ACH-000150,-0.945706569118
ACH-000152,-1.0193228626100002
ACH-000153,-0.841431035149
ACH-000159,-0.761158008793
ACH-000160,-0.772575363997
ACH-000163,-1.09441903968
ACH-000167,-0.893570068697
ACH-000168,-0.37816933835100003
ACH-000169,-0.725442989601
ACH-000178,-0.6426736587740001
ACH-000182,-0.629468682358
ACH-000183,-0.482328511072
ACH-000188,-0.768827754355
ACH-000189,-1.20963635271
ACH-000190,-1.0649092777200002
ACH-000198,-0.741829742036
ACH-000204,-0.40878386777500003
ACH-000206,-1.4658686489
ACH-000207,-0.180988795633
ACH-000211,-0.877274084173
ACH-000215,-0.7853669484720001
ACH-000221,-1.10063910376
ACH-000222,0.172325969445
ACH-000223,-0.675687212421
ACH-000226,-0.7440686774590001
ACH-000227,-1.3939860425600001
ACH-000228,-0.88525769969
ACH-000231,-0.588346261329
ACH-000232,-0.824903802038
ACH-000233,-0.8425026548260001
ACH-000234,-0.57273590547
ACH-000235,-0.64861804632
ACH-000237,-1.1832649086799998
ACH-000238,-0.511134647399
ACH-000243,-0.826241753362
ACH-000244,-0.63295364937
ACH-000246,-0.95801863175
ACH-000248,-0.833245318486
ACH-000250,-0.7676392991009999
ACH-000251,-0.9737245902060001
ACH-000253,-0.665148036289
ACH-000255,-0.9597890252269999
