,NARF (26502)
ACH-000004,-0.350090691026
ACH-000007,-0.155674780966
ACH-000009,-0.0744224312063
ACH-000011,-0.030799523691500002
ACH-000012,-0.0662166985033
ACH-000013,-0.0228205155727
ACH-000014,-0.039698988408499995
ACH-000015,-0.0198945815841
ACH-000017,-0.167129314324
ACH-000018,-0.0697958282593
ACH-000019,-0.149582648273
ACH-000021,-0.0931892455918
ACH-000022,-0.08665133302539998
ACH-000025,-0.296178786728
ACH-000028,-0.08154886271669999
ACH-000030,-0.067618089351
ACH-000035,-0.08846681972100001
ACH-000036,-0.22310565757800002
ACH-000037,-0.134386492986
ACH-000039,-0.0212122085872
ACH-000040,-0.161854576548
ACH-000041,-0.101606170358
ACH-000042,-0.21700003401
ACH-000045,-0.430586284516
ACH-000047,-0.22782022095899998
ACH-000052,-0.151871142667
ACH-000053,-0.0417611987431
ACH-000054,-0.103042000372
ACH-000055,-0.22404125932399999
ACH-000060,-0.14635387363299998
ACH-000067,-0.0727989446739
ACH-000070,-0.011317121283
ACH-000075,-0.115692823878
ACH-000078,-0.150098637841
ACH-000082,-0.192710582782
ACH-000085,-0.281309202505
ACH-000086,0.04278344887090001
ACH-000087,-0.14202932360200002
ACH-000092,0.0510362093655
ACH-000095,-0.0952889798239
ACH-000097,-0.09045762188850001
ACH-000098,-0.103915265316
ACH-000099,-0.3206501419
ACH-000108,-0.16868497653
ACH-000113,-0.20127526451799999
ACH-000115,-0.172760140852
ACH-000116,-0.22356819731400002
ACH-000118,-0.227534133609
ACH-000120,-0.49548726922700004
ACH-000123,-0.07460592780960001
ACH-000127,-0.0816816064657
ACH-000128,-0.27398989836800003
ACH-000132,-0.0563123896109
ACH-000133,0.0639691884788
ACH-000137,-0.149659072375
ACH-000138,-0.13934948649700002
ACH-000142,-0.134332849811
ACH-000143,-0.22838234666299997
ACH-000146,-0.183321191789
ACH-000148,-0.162595272529
ACH-000150,-0.088409175262
ACH-000152,-0.135146211666
ACH-000153,0.130125686232
ACH-000159,-0.07420528793430001
ACH-000160,-0.278556964202
ACH-000163,-0.261631727233
ACH-000167,0.035559101789
ACH-000168,-0.229611334203
