,RFPL2 (10739)
ACH-000004,-0.00940449536292
ACH-000007,0.0498549799814
ACH-000009,-0.089160106712
ACH-000011,-0.302347211881
ACH-000012,-0.203548051039
ACH-000013,-0.035653264177599994
ACH-000014,-0.34625779149400004
ACH-000015,-0.150274934568
ACH-000017,-0.063082359324
ACH-000018,0.0243316995498
ACH-000019,0.275576065182
ACH-000021,-0.08932821067780002
ACH-000022,-0.11735590017999999
ACH-000025,-0.136876795881
ACH-000028,-0.24536255293200002
ACH-000030,-0.08990476603710001
ACH-000035,0.078700579518
ACH-000036,0.053991803572699996
ACH-000037,-0.10910572202800001
ACH-000039,-0.169510826003
ACH-000040,0.13026682388699998
ACH-000041,0.0243241742428
ACH-000042,-0.209304771479
ACH-000045,-0.0108416068384
ACH-000047,-0.148911888055
ACH-000052,-0.026089617898800002
ACH-000053,-0.14105133427799998
ACH-000054,-0.015021832856
ACH-000055,0.110459501186
ACH-000060,-0.116998034758
ACH-000067,-0.043117576208
ACH-000070,-0.0162401381532
ACH-000075,-0.09621146817710001
ACH-000078,-0.11554298819099999
ACH-000082,-0.031234187064200003
ACH-000085,-0.141495937394
ACH-000086,0.15054269537599999
ACH-000087,0.00162513436198
ACH-000092,-0.16448885860600002
ACH-000095,-0.154502255845
ACH-000097,-0.0444268746912
ACH-000098,0.00364420865859
ACH-000099,-0.12425219616699999
ACH-000108,0.0606067926947
ACH-000113,-0.0186322423118
ACH-000115,-0.0802888719266
ACH-000116,-0.045411142383
ACH-000118,0.0784366476332
ACH-000120,-0.0463773328927
ACH-000123,0.00566237911111
ACH-000127,0.022824534654200004
ACH-000128,-0.102975357244
ACH-000132,-0.04901801219330001
ACH-000133,-0.0482546012115
ACH-000137,-0.08437996711310002
ACH-000138,0.11929936520500001
ACH-000142,-0.0662239034134
ACH-000143,0.050573039650800004
ACH-000146,-0.045027510135399997
ACH-000148,0.147342500107
ACH-000150,0.147995312407
ACH-000152,-0.0230330206643
ACH-000153,0.190811477486
ACH-000159,0.13862310045600001
ACH-000160,-0.0463612061638
ACH-000163,0.083236084039
ACH-000167,-0.286855815799
ACH-000168,-0.024927147832900003
ACH-000169,-0.0177166175596
ACH-000178,-0.049712376646499995
ACH-000182,0.10806535161900001
ACH-000183,-0.032704198802400004
ACH-000188,-0.00968213892451
ACH-000189,-0.330129676577
ACH-000190,0.0622265626243
ACH-000198,-0.0732213390555
ACH-000204,0.058086899062800006
ACH-000206,0.0705975793124
ACH-000207,-0.084505264757
ACH-000211,0.0384664393082
ACH-000215,0.00665564383249
ACH-000221,-0.116499205428
ACH-000222,-0.12227938505899999
ACH-000223,-0.01620406183
ACH-000226,-0.22792071416499998
ACH-000227,0.021691951986199998
ACH-000228,-0.19026018492
ACH-000231,-0.13321655026100002
ACH-000232,-0.126043145972
ACH-000233,0.05436288875419999
ACH-000234,0.221798876027
ACH-000235,0.0731371849657
ACH-000237,0.00107071025822
ACH-000238,-0.0398238194556
ACH-000243,-0.111371797774
ACH-000244,-0.165057304253
ACH-000246,0.010938551091700001
ACH-000248,-0.0777144316027
ACH-000250,0.0708098508899
ACH-000251,-0.06718560350689999
ACH-000253,-0.0111256409445
ACH-000255,-0.044484087175699995
ACH-000256,-0.158930376562
ACH-000257,0.045953564708900003
ACH-000258,-0.207329177585
ACH-000259,0.027542338673999998
ACH-000260,-0.0337733891068
ACH-000261,0.057745216489500005
ACH-000262,-0.0548628380748
ACH-000263,0.0765806333114
ACH-000264,-0.181933480781
ACH-000265,-0.118638900888
ACH-000266,0.0836332051517
ACH-000272,-0.160133541414
ACH-000273,-0.0184457247599
ACH-000274,-0.14092150031300002
ACH-000277,0.143377193921
ACH-000278,-0.15189810531700002
ACH-000279,-0.0505846353076
ACH-000280,-0.10676145245200001
ACH-000281,-0.0015350311969300002
