,MTF2 (22823)
ACH-000004,-0.30906930150600004
ACH-000007,-0.0722132887269
ACH-000009,-0.181916960847
ACH-000011,0.11357579974300001
ACH-000012,-0.11598434347799999
ACH-000013,-0.394230327757
ACH-000014,-0.00919436134825
ACH-000015,-0.033963464702499994
ACH-000017,-0.16482978664
ACH-000018,-0.177955856069
ACH-000019,-0.195602538134
ACH-000021,0.0419971253749
ACH-000022,-0.0954466203298
ACH-000025,-0.192833162608
ACH-000028,-0.200562099778
ACH-000030,-0.087155877414
ACH-000035,-0.252612850789
ACH-000036,-0.0107328930788
ACH-000037,-0.19126205956300002
ACH-000039,-0.475982836484
ACH-000040,-0.14517156792000002
ACH-000041,-0.0318675282862
ACH-000042,-0.0430150162911
ACH-000045,0.36269674836300003
ACH-000047,-0.278235982683
ACH-000052,-0.07483560813569999
ACH-000053,0.367172346736
ACH-000054,-0.170379853663
ACH-000055,-0.151800436521
ACH-000060,-0.0397114741074
ACH-000067,-0.298653761123
ACH-000070,-0.0772971659043
ACH-000075,-0.060206102053800004
ACH-000078,-0.152884942329
ACH-000082,-0.163696270022
ACH-000085,0.0307597855412
ACH-000086,-0.259121022787
ACH-000087,-0.045649447926900004
ACH-000092,-0.108655724289
ACH-000095,-0.6365204097630001
ACH-000097,-0.0521413745981
ACH-000098,-0.148048277273
ACH-000099,0.24912153978799997
ACH-000108,0.26251324319499997
ACH-000113,-0.322901651994
ACH-000115,-0.0389945250354
ACH-000116,-0.11458208847000001
ACH-000118,-0.0802676160691
ACH-000120,-0.0550247542777
ACH-000123,-0.038316295229
ACH-000127,-0.11442637070100001
ACH-000128,-0.0026376807311
ACH-000132,-0.0965813212939
ACH-000133,-0.219339758473
ACH-000137,-0.31568071345300003
ACH-000138,0.0485089610061
ACH-000142,-0.11125836830800001
ACH-000143,-0.540333708449
ACH-000146,-0.08559519642560001
ACH-000148,-0.439777679102
ACH-000150,0.0317523268483
ACH-000152,-0.0329133990347
ACH-000153,0.0347378837806
ACH-000159,-0.0929562857573
ACH-000160,0.262327504808
ACH-000163,-0.03833575544
ACH-000167,0.41311811325000003
ACH-000168,0.11891011610999999
ACH-000169,-0.15837510843699998
ACH-000178,0.214637344115
ACH-000182,0.0994212600354
ACH-000183,-0.135366955559
ACH-000188,-0.007030787668600001
ACH-000189,0.0754537537966
ACH-000190,0.22456210444699998
ACH-000198,-0.09773623263689998
ACH-000204,-0.206164692436
ACH-000206,-0.06764287624359999
ACH-000207,-0.0402255075747
ACH-000211,-0.0681385787405
ACH-000215,-0.0862688521313
ACH-000221,0.00574646490847
ACH-000222,-0.0238260298209
ACH-000223,-0.39153028469499995
ACH-000226,-0.1144051784
ACH-000227,-0.459099118172
ACH-000228,-0.05633491653869999
ACH-000231,-0.0999753247323
ACH-000232,-0.0652858610878
ACH-000233,-0.0628581386634
ACH-000234,0.0446377273818
ACH-000235,0.0388985631325
ACH-000237,-0.200384749319
ACH-000238,0.0203078369005
ACH-000243,-0.09309574741229999
ACH-000244,-0.168490306265
ACH-000246,0.19877530286800002
ACH-000248,-0.0109824242291
ACH-000250,-0.028032742483099997
ACH-000251,0.015629928948500002
ACH-000253,-0.0551149347896
ACH-000255,-0.0036913459043600005
ACH-000256,-0.0996184438394
ACH-000257,-0.24832789744199998
ACH-000258,0.205094585183
ACH-000259,-0.240066435889
ACH-000260,0.101147109916
ACH-000261,-0.076853779122
ACH-000262,-0.191031167599
ACH-000263,-0.0757226640982
ACH-000264,-0.14230809819700002
ACH-000265,0.112982605006
ACH-000266,-0.0305883535965
ACH-000272,-0.10515549831900001
ACH-000273,-0.17603216223499998
ACH-000274,-0.12492145406300001
ACH-000277,-0.0567483656424
ACH-000278,-0.15280735782500002
ACH-000279,-0.0223632078003
ACH-000280,-0.29889775941
ACH-000281,0.18961592318300002
ACH-000288,0.07209226605960001
ACH-000291,0.10053234092499999
ACH-000293,-0.15226073024700001
ACH-000294,0.053785103009
ACH-000295,-0.055371947461699995
ACH-000296,-0.201768014197
ACH-000302,0.0352269448866
ACH-000304,-0.0278293212541
ACH-000307,-0.0295309415317
ACH-000308,-0.053834886520699995
ACH-000310,-0.40206385420699997
ACH-000311,-0.005573729748310001
ACH-000312,-0.157740662356
ACH-000315,0.32275559419
ACH-000316,0.0510022035159
ACH-000317,-0.14611871974500001
ACH-000318,-0.0858043837548
ACH-000319,-0.130460679686
ACH-000320,0.037955756740800005
ACH-000322,-0.20099170215599999
ACH-000323,-0.136252841066
ACH-000324,-0.0960834810902
ACH-000329,-0.203181403899
ACH-000330,-0.325830363563
ACH-000331,0.109297167978
ACH-000332,0.013804029495000002
ACH-000334,-0.029663792928499997
ACH-000335,-0.06700893655489999
ACH-000336,0.113075975348
ACH-000337,-0.09192559142889999
ACH-000339,0.0205138935405
ACH-000341,0.208121952548
ACH-000348,-0.09232766260269999
ACH-000350,0.025145517061700002
ACH-000352,-0.277155805544
ACH-000356,-0.274189860488
ACH-000361,0.103213855484
ACH-000362,0.0445855446254
ACH-000363,-0.238126488746
ACH-000364,-0.10174626617999999
ACH-000365,-0.0311910760654
ACH-000366,-0.170616053803
ACH-000368,-0.0265698778271
ACH-000374,0.0323448698325
ACH-000375,0.196621513766
