,IFIH1 (64135)
ACH-000004,-0.122548951789
ACH-000007,-0.08332506142789999
ACH-000009,-0.0474152654711
ACH-000011,-0.157705616403
ACH-000012,0.0227190283912
ACH-000013,0.020137204763
ACH-000014,0.158004309845
ACH-000015,-0.0257097502838
ACH-000017,-0.187868607294
ACH-000018,-0.0682758358721
ACH-000019,-0.0442499351624
ACH-000021,0.10851287399000001
ACH-000022,0.160294639677
ACH-000025,0.08154140538160001
ACH-000028,0.010633268439799998
ACH-000030,-0.00825608897903
ACH-000035,-0.173088019091
ACH-000036,-0.0357895187993
ACH-000037,-0.033844962954599996
ACH-000039,-0.017463095250799997
ACH-000040,0.061806614958300005
ACH-000041,-0.0161070709051
ACH-000042,0.0597600094314
ACH-000045,-0.0425980279985
ACH-000047,-0.030471303662099998
ACH-000052,-0.154898269532
ACH-000053,-0.06067841199569999
ACH-000054,-0.195490577181
ACH-000055,0.100515231933
ACH-000060,-0.04135919513280001
ACH-000067,-0.22102361280299998
ACH-000070,0.128860862387
ACH-000075,0.18089082809999998
ACH-000078,0.0277814758959
ACH-000082,-0.22778611244600003
ACH-000085,0.232819257574
ACH-000086,-0.107161054861
ACH-000087,-0.11737228050699999
ACH-000092,-0.163756239659
ACH-000095,-0.0185473905781
ACH-000097,0.11943319970699999
ACH-000098,-0.22624956988699998
ACH-000099,0.0700572148361
ACH-000108,-0.048713264444900005
ACH-000113,-0.033184776719999996
ACH-000115,0.12322496935699999
ACH-000116,-0.0558658799281
ACH-000118,-0.0495996858697
ACH-000120,-0.122110950331
ACH-000123,-0.137117261427
ACH-000127,-0.08383208660960001
ACH-000128,-0.144175148748
ACH-000132,-0.15573469957699998
ACH-000133,-0.234866469382
ACH-000137,-0.156981253186
ACH-000138,-0.0763097938227
ACH-000142,0.147008421541
ACH-000143,-0.06399161112599999
ACH-000146,-0.00406172555317
ACH-000148,0.0828641445569
ACH-000150,0.0658431165766
ACH-000152,-0.125957572644
ACH-000153,0.07335315434930001
ACH-000159,-0.022441268080099996
ACH-000160,0.0287639404642
ACH-000163,-0.120163859678
ACH-000167,-0.049910255169
ACH-000168,-0.051262765855599995
ACH-000169,0.05222200235380001
ACH-000178,0.130700030294
ACH-000182,0.0559350672333
ACH-000183,-0.00775272684288
ACH-000188,0.04447964038840001
ACH-000189,0.0387590037855
ACH-000190,-0.15774503151799998
ACH-000198,-0.0835679134019
ACH-000204,0.24532273289999998
ACH-000206,-0.0773111935578
ACH-000207,0.116987752926
ACH-000211,-0.127629401054
ACH-000215,0.036370908362099996
ACH-000221,-0.150158866781
ACH-000222,-0.09018154324830001
ACH-000223,-0.138940840396
ACH-000226,0.0374101300316
ACH-000227,0.07607763761360001
ACH-000228,0.012708178499
ACH-000231,-0.0472037077763
ACH-000232,0.051201411939000005
ACH-000233,-0.129058910373
ACH-000234,-0.19685757185400002
ACH-000235,-0.0408315737819
ACH-000237,-0.09063306973110001
ACH-000238,-0.014073717302399999
ACH-000243,-0.0637507750675
ACH-000244,0.0150581713236
ACH-000246,0.0296322186419
ACH-000248,-0.145419809505
ACH-000250,-0.0382479241682
ACH-000251,-0.105064855348
ACH-000253,0.061444060919900005
ACH-000255,-0.048702576335000004
ACH-000256,0.193198572636
ACH-000257,-0.050325257752
ACH-000258,0.19651120397
ACH-000259,-0.0444051463864
ACH-000260,-0.059145126826
ACH-000261,0.09446293107079999
ACH-000262,0.0990267732103
ACH-000263,0.172093225208
ACH-000264,-0.0430286177145
ACH-000265,-0.15727462758
ACH-000266,-0.0215760412709
ACH-000272,-0.078905599257
ACH-000273,-0.187159452911
ACH-000274,-0.0466972552768
ACH-000277,0.0525413163807
ACH-000278,-0.166131552406
ACH-000279,-0.07960193477989999
ACH-000280,0.028550057019500003
ACH-000281,-0.0598559711718
ACH-000288,0.08026503648319999
ACH-000291,0.105508891361
ACH-000293,-0.09036703613939999
ACH-000294,-0.136757330822
ACH-000295,0.0958341842657
ACH-000296,0.08110940599889999
ACH-000302,0.0181241289148
ACH-000304,-0.12924457571200001
ACH-000307,0.0681879982872
ACH-000308,0.00649976822214
ACH-000310,0.14597493809599998
ACH-000311,0.0905234319191
ACH-000312,-0.10808166252999998
ACH-000315,0.109568754563
ACH-000316,0.292840481504
ACH-000317,-0.228564080756
ACH-000318,0.09993711027419999
ACH-000319,0.0092299313711
ACH-000320,-0.22791012868299998
ACH-000322,-0.10114237482100001
ACH-000323,0.158135817732
ACH-000324,0.0282845506621
ACH-000329,-0.00204710011667
ACH-000330,-0.042080488648499996
ACH-000331,-0.0794876373179
ACH-000332,0.0232778527323
ACH-000334,0.148213944703
ACH-000335,-0.289229752663
ACH-000336,-0.337013876049
ACH-000337,-0.00950800650881
ACH-000339,0.018365030259999998
ACH-000341,0.138490362118
ACH-000348,-0.0826062276122
ACH-000350,0.0531962659332
ACH-000352,0.151920467569
ACH-000356,0.0997132168411
ACH-000361,0.0010432179412400001
ACH-000362,0.00831215663645
ACH-000363,0.19760900833
ACH-000364,-0.04520900421019999
ACH-000365,0.0840740481186
ACH-000366,0.161641506711
ACH-000368,-0.234046620277
ACH-000374,-0.0557940998924
ACH-000375,0.039650343377400005
ACH-000376,0.0549387626329
ACH-000381,-0.10228167717299999
ACH-000383,0.0109730329394
ACH-000387,-0.0165562919984
ACH-000389,-0.363928489833
ACH-000390,-0.07220914014219999
ACH-000393,0.00038431703931999996
ACH-000395,-0.163123299056
ACH-000397,-0.00511339612872
ACH-000401,-0.037009112421199995
ACH-000402,-0.30874858824499996
ACH-000403,0.0358066827562
ACH-000404,0.371087982095
ACH-000406,-0.024701209185099996
ACH-000407,0.0440571608447
ACH-000408,0.04939223643
ACH-000410,-0.137804770802
ACH-000411,0.127170163993
ACH-000414,-0.0690128347831
ACH-000415,-0.0406758847112
ACH-000416,-0.069636199358
ACH-000420,-0.0481752668498
ACH-000421,0.0948432764019
ACH-000424,0.197703396505
ACH-000425,-0.06126147918219999
ACH-000426,0.08531794331769998
ACH-000427,-7.65667135701e-05
ACH-000433,0.0969013327054
ACH-000436,-0.220158303975
ACH-000444,0.045605933795400004
ACH-000445,-0.176495454751
ACH-000448,0.03909386074480001
ACH-000450,-0.100277760044
ACH-000452,0.0587360132869
ACH-000454,-0.108779783297
ACH-000458,0.177680549543
ACH-000459,0.250702894417
ACH-000460,0.031243905822299998
ACH-000461,0.0884522834878
ACH-000463,-0.0670091744786
ACH-000464,0.116783986296
ACH-000466,-0.0456525529048
ACH-000467,0.009079085083209999
ACH-000468,-0.138328822011
ACH-000469,-0.08813527892819999
ACH-000470,-0.019247754665099998
ACH-000471,-0.201870780192
ACH-000472,-0.0276486040448
ACH-000473,0.0904346772523
ACH-000475,-0.08175954288319999
ACH-000476,-0.0616130924534
ACH-000477,-0.0307384556878
ACH-000480,-0.173991737691
ACH-000481,0.18216878278499998
ACH-000483,-0.0580063320537
ACH-000484,0.101486266797
ACH-000485,-0.014855091711
ACH-000486,0.114798479561
ACH-000487,-0.038871040635800005
ACH-000488,-0.007739936136170001
ACH-000490,-0.049258526059300006
ACH-000491,-0.326903597052
ACH-000495,-0.000547342691417
ACH-000496,-0.214698129714
ACH-000499,-0.171870637704
ACH-000500,-0.36220807927299997
ACH-000502,-0.03661327187
ACH-000503,0.220998660119
ACH-000505,-0.020055856001799998
ACH-000507,-0.024242755942
ACH-000510,-0.0998389895861
ACH-000511,-0.0898269519069
ACH-000512,-0.10902477106599999
ACH-000516,-0.04625452960030001
ACH-000517,0.0084187388657
ACH-000518,0.0794711251758
ACH-000520,0.080310649426
ACH-000521,-0.12932000707900002
ACH-000522,0.0225845616582
ACH-000524,0.112646572125
ACH-000527,0.0112868092587
ACH-000528,-0.0319566180719
ACH-000537,-0.0414397868879
ACH-000541,-0.354259870503
ACH-000542,-0.0750816572661
ACH-000544,-0.0556228385912
ACH-000545,-0.11372611433700001
ACH-000547,-0.13176763517
ACH-000548,0.10292925825799999
ACH-000549,0.051006145602500004
ACH-000550,0.0714679939919
ACH-000552,-0.011051669729100001
ACH-000556,-0.013489771919
ACH-000557,0.008824808021040001
ACH-000570,-4.82056111854e-05
ACH-000571,0.04247047413930001
ACH-000573,-0.038240896284699996
ACH-000576,-0.091494743912
ACH-000580,-0.057685403054900004
ACH-000584,0.12217388963600001
ACH-000585,0.04513357235280001
ACH-000588,0.0648153139306
ACH-000589,-0.135044793037
ACH-000591,-0.104784580932
ACH-000593,-0.00387407877248
ACH-000600,0.0601708931525
ACH-000601,-0.0201219342728
ACH-000604,0.154483613547
ACH-000605,-0.149730170558
ACH-000606,0.0486411706339
ACH-000608,0.0280355476536
ACH-000614,0.06883708965919999
ACH-000616,-0.0106522484171
ACH-000618,0.0676052690821
ACH-000619,0.09798317229879999
ACH-000620,-0.09314259117030001
ACH-000621,0.09889082580269999
ACH-000622,-0.0781431211053
ACH-000623,0.14404028751700002
ACH-000624,-0.0014426046112999999
ACH-000627,-0.134152003121
ACH-000630,-0.04640425056
ACH-000632,-0.0455476476349
ACH-000633,0.0286881387244
ACH-000637,-0.00967329778847
ACH-000638,-0.151192128299
ACH-000646,-0.155405676727
ACH-000647,0.0158050362674
ACH-000648,-0.00144316431622
ACH-000649,0.08735448281910001
ACH-000651,-0.011358803986299999
ACH-000652,0.09335995096000001
ACH-000653,0.045327863043300005
ACH-000657,0.0277822572658
ACH-000658,0.0157365768781
ACH-000661,0.11993684478700001
ACH-000662,0.170640742397
ACH-000663,-0.0585978253576
ACH-000665,0.035548775897800006
ACH-000671,0.0771103460523
ACH-000673,-0.0792548398508
ACH-000676,0.011786409225899998
ACH-000677,0.0283712678656
ACH-000681,0.108716176152
ACH-000682,0.0155629359489
ACH-000683,0.00835092236128
ACH-000684,-0.0882598497809
ACH-000688,-0.0010891290744000001
ACH-000693,-0.018332505972099997
ACH-000694,0.08502222111810001
ACH-000695,-0.1386733122
ACH-000696,-0.0543250974706
ACH-000697,0.030414360180599998
ACH-000699,0.0088348482959
ACH-000701,-0.105240524219
ACH-000706,0.060104600317900006
ACH-000711,0.0548170109731
ACH-000713,-0.1110716813
