,FOXD4L5 (653427)
ACH-000004,-0.249670107462
ACH-000007,-0.11159435195499999
ACH-000009,-0.18468795255800002
ACH-000011,-0.141158585986
ACH-000012,-0.339615318534
ACH-000013,-0.023090619521400003
ACH-000014,-0.10100151531099999
ACH-000015,-0.231195630017
ACH-000017,-0.10182405648800001
ACH-000018,-0.12666407942500002
ACH-000019,-0.17032683772100002
ACH-000021,-0.17637556633
ACH-000022,0.00833032845772
ACH-000025,-0.202829989406
ACH-000028,-0.034962757990900005
ACH-000030,-0.23057224173799998
ACH-000035,-0.078346420368
ACH-000036,-0.33149234116099996
ACH-000037,-0.244031302771
ACH-000039,-0.121544036918
ACH-000040,-0.234036227213
ACH-000041,-0.0443322760394
ACH-000042,-0.132256661739
ACH-000045,-0.356633533621
ACH-000047,-0.162831882164
ACH-000052,0.133696702572
ACH-000053,-0.131750771314
ACH-000054,-0.15853854037999998
ACH-000055,-0.10042421278899999
ACH-000060,-0.0747286419121
ACH-000067,-0.16811377071400002
ACH-000070,0.040565301185499995
ACH-000075,-0.11354102522
ACH-000078,-0.272626638955
ACH-000082,-0.280230884887
ACH-000085,-0.17745246206700002
ACH-000086,-0.29646040023000003
ACH-000087,-0.07524148918889999
ACH-000092,-0.324402513627
ACH-000095,-0.338576372099
ACH-000097,-0.217341383649
ACH-000098,-0.262610473758
ACH-000099,-0.09899954024489999
ACH-000108,-0.157913624615
ACH-000113,-0.139351514963
ACH-000115,-0.08442073814829999
ACH-000116,-0.10194164194599999
ACH-000118,-0.0822831639307
ACH-000120,-0.11480658062000001
ACH-000123,-0.15256404116299999
ACH-000127,-0.19039091213799997
ACH-000128,-0.20508764955400002
ACH-000132,-0.0068301700999599995
ACH-000133,-0.139778754548
ACH-000137,-0.36658790417599996
ACH-000138,-0.217933416822
ACH-000142,-0.14485288945900002
ACH-000143,-0.167123966572
ACH-000146,-0.10268155320399999
ACH-000148,-0.18594800230099998
ACH-000150,-0.500940291197
ACH-000152,-0.06601805875080001
ACH-000153,-0.244408308212
ACH-000159,-0.246533131776
ACH-000160,-0.0704425161711
ACH-000163,-0.235775306097
ACH-000167,-0.140538851192
ACH-000168,0.119599284401
ACH-000169,-0.146178197859
ACH-000178,-0.052911430044300004
ACH-000182,-0.0924013135502
